run,method,family,n_target_rows,pedestal_mae_adc,pedestal_rmse_adc,pedestal_bias_adc,pedestal_q05_adc,pedestal_q95_adc,n_pair_rows,timing_sigma68_shift_ns,timing_full_rms_shift_ns,timing_tail_gt0p5_fraction,timing_tail_gt5_fraction,timing_shift_bias_ns,n_charge_rows,charge_bias_delta_adc,charge_abs_delta_adc,pedestal_width68_adc
58,traditional_median3,traditional,67124,50.45439783088016,309.4454146012224,-5.084276860735356,-26.0,25.0,1412,0.06994379455273304,10.332529148199892,0.13031161473087818,0.00424929178470255,-0.21084947758662903,67124,0.0,17.25522912818068,11.0
58,traditional_mean3,traditional,67124,46.51510637029974,275.39462110390343,1.5581891827645365e-15,-23.0,25.33333333333303,1412,0.07066244735253392,4.370367668264478,0.12110481586402266,0.004957507082152974,0.10320028878731491,67124,-5.084276860735358,15.829658542399144,10.0
58,target_masked_residual_cnn,new_architecture,67124,33.184658827531656,93.77758682239946,-18.932331661311775,-66.1078039768638,32.38150702219609,1405,0.5611899093031874,9.54491182717629,0.35658362989323844,0.014234875444839857,-0.2971727758419052,67124,13.848054800576417,50.495794654915855,27.1725800639498
58,ridge,ml,67124,79.3348826801051,203.8076601127795,15.844916189568062,-75.99899077050614,118.08289773836616,1411,0.6902567821405029,12.23440765944423,0.738483345145287,0.01913536498936924,-1.7646056592639419,67124,-20.929193050303418,78.38423831903867,74.650093888686
58,one_dimensional_cnn,ml,67124,29.94789441346354,149.3923072450004,-3.6399564256083594,-32.88200247050035,41.09158701300584,1403,0.3889167857295942,7.707042629136805,0.2608695652173913,0.01924447612259444,0.3030901211096461,67124,-1.4443204351269934,37.596574933995356,18.862203665783127
58,traditional_line3,traditional,67124,32.97952474595702,207.44843567843847,-3.984225356908748,-20.33333333333303,20.142857142857792,1403,0.173950312318209,8.690198177877287,0.15751960085531005,0.020669992872416252,0.04035571732638612,67124,-1.100051503826609,35.44788252587252,8.857142857143117
58,gradient_boosted_trees,ml,67124,20.215564009540035,86.4013980625334,4.293004242218675,-16.919330566075903,39.192469113310835,1404,0.19382695820786633,7.595396086973439,0.18376068376068377,0.022792022792022793,-0.08476921219667205,67124,-9.377281102954033,36.97030526511935,13.996511342230738
58,traditional_run_stratified,traditional,67124,33.26289546567688,202.76743413732493,3.306722668210398,-19.0,35.66666666666606,1393,0.18132433376488818,9.583921463419076,0.19095477386934673,0.03374012921751615,-0.2521779336558461,67124,-8.390999528945754,38.74304095334576,10.619047619047706
58,mlp,ml,67124,39.07356404711843,148.33034144890425,-1.8957708130626203,-47.224692567529885,46.344201723464664,1400,0.5057383137867512,9.672743947519118,0.30857142857142855,0.04214285714285714,-0.553180535156239,67124,-3.1885060476727363,47.9463146148872,28.994073607621615
59,traditional_mean3,traditional,85508,314.3756373672639,818.4727975077075,1.265727996339272e-15,-1290.6499999999996,1083.766666666663,15012,0.09566927055500085,1.4411422534227658,0.14148681055155876,0.0006661337596589396,0.011279474272010703,85508,-47.1848482013379,109.861022750308,31.66666666666697
59,traditional_median3,traditional,85508,340.6083407400477,930.957096775102,-47.184848201337886,-1536.0,1033.0,15012,0.0777536089242335,2.008318817931093,0.13309352517985612,0.0015987210231814548,0.02005582413800108,85508,0.0,118.94339710904242,22.0
59,ridge,ml,85508,204.25627303776568,538.027651594294,-25.12049220066393,-663.1945839472771,455.0002367110331,14954,0.598162656301675,2.207204984825363,0.5765681423030627,0.0035442022201417683,-0.5376544965892806,85508,-22.064356000673946,209.10106724235,94.60705053359693
59,target_masked_residual_cnn,new_architecture,85508,66.17996255189011,327.8578055777378,-0.032760248338060224,-149.4662200941137,114.45561582054876,14899,0.5248331547811778,2.5541870927553822,0.33720383918383784,0.010000671185985636,0.002479220757676865,85508,-47.15208795299983,224.97882425161384,38.39152318503395
59,one_dimensional_cnn,ml,85508,114.27806834497206,435.57043189322474,-25.828413498247375,-327.75522727801746,208.6516637864535,14797,0.4703107955944962,2.4904282565731353,0.3018179360681219,0.01973372981009664,0.028409709493021365,85508,-21.35643470309051,203.82835579256215,33.39035910410446
59,gradient_boosted_trees,ml,85508,63.82929384302182,287.7923545876687,-4.878065698489243,-185.77351149415114,134.66949928397264,14912,0.25080325687923233,2.5438753236239173,0.20560622317596566,0.02206276824034335,-0.039474036553394654,85508,-42.30678250284865,213.29306563132303,23.787829725219126
59,traditional_line3,traditional,85508,214.08875916928966,637.8713217655649,-42.52899756525148,-912.0,502.0,14891,0.20984338415020004,3.2698338157106877,0.1899805251494191,0.026056006984084345,-0.017164793998397643,85508,-4.655850636086402,235.97427085630528,27.142857142857792
59,traditional_run_stratified,traditional,85508,185.52261247624838,606.177808735027,-11.313972571767174,-641.4333333333327,475.4035714285712,14842,0.2665306079404582,3.500176996878797,0.24046624444144993,0.04035844225845573,-0.04374620441142113,85508,-35.87087562957071,239.51503423795492,27.33333333333303
59,mlp,ml,85508,109.76064378934512,376.9878827546311,1.2235389351213197,-277.91119389062317,312.83845451161125,14817,0.33508509867880815,2.6276178739055642,0.25652966187487347,0.042586218532766416,-0.2191057099494478,85508,-48.408387136459204,216.11682421810337,28.285714285714675
60,traditional_mean3,traditional,68116,304.12580499931494,812.5399678976019,-1.7825113436885006e-15,-1300.4166666666663,1101.416666666667,14800,0.10228441356445109,0.9570905423971439,0.14885135135135136,0.0006756756756756757,0.03081592106577479,68116,-49.775118914792415,106.55183314737606,24.0
60,traditional_median3,traditional,68116,331.43731281930826,928.8866111781872,-49.775118914792415,-1598.0,1006.0,14800,0.06467940646579791,0.9537333633140875,0.1358108108108108,0.0012162162162162162,0.019815358528659822,68116,0.0,116.51335956309825,19.0
60,ridge,ml,68116,201.07146789388543,499.31539435578924,-15.948829627394346,-636.1830640996027,487.3478234805318,14733,0.5923920159687868,2.3216878357024693,0.6156926627299261,0.004411864521821761,-0.5954020593660257,68116,-33.82628928739807,194.71258700462818,95.82723054886222
60,target_masked_residual_cnn,new_architecture,68116,47.03999671374911,218.71948861510677,0.270673587730471,-100.25445712499345,83.32590159050301,14667,0.4138586839412909,1.797978106042395,0.2703347651189746,0.013090611577009614,0.07835382244174333,68116,-50.04579250252289,226.0839661024883,32.62131721098103
60,one_dimensional_cnn,ml,68116,94.53426655507022,352.0594065577401,-7.599286107517197,-190.98371795438948,180.6477831500572,14600,0.4284420920340659,2.195468879768126,0.30924657534246575,0.019383561643835617,0.023820669391131984,68116,-42.175832807275214,200.32233112440176,31.79769028248693
60,gradient_boosted_trees,ml,68116,53.17470679038297,201.56003917976759,1.4177846689226221,-147.91328732801412,122.51710352923578,14655,0.2502912001140001,2.0167702639384575,0.22490617536676902,0.020880245649948823,-0.008211297868754545,68116,-51.19290358371504,215.5031174304918,23.259976370194092
60,traditional_line3,traditional,68116,205.14699853750884,577.2551978881908,-44.526703746270364,-969.1666666666665,518.1428571428578,14637,0.19634800827429244,2.58486095760943,0.1988112318097971,0.026439844230375077,0.01449315256571689,68116,-5.248415168522038,227.87420199156062,20.66666666666697
60,mlp,ml,68116,94.05539704415666,322.8588530101526,-2.8456779450513867,-228.30647451425602,216.02440259436094,14647,0.3650422264454796,2.107071569606099,0.25459138390114017,0.027241073257322317,-0.16251651862713273,68116,-46.92944096974101,207.1026291350849,30.06745338305666
60,traditional_run_stratified,traditional,68116,171.99934425587722,529.8691096671911,-12.36756275708942,-662.0,443.0,14569,0.25615352543853653,2.9842841785447205,0.24037339556592766,0.04145789004049694,-0.0036760876236372393,68116,-37.407556157702984,228.78897063552645,22.07142857142844
61,traditional_mean3,traditional,75860,277.81597679936726,753.1098645707523,-7.193472463271249e-16,-1144.333333333333,1015.333333333333,16980,0.08615715470500078,1.219900644339112,0.13604240282685512,0.0007656065959952886,0.01924772450049521,75860,-46.5205114684946,96.42415414359786,22.0
61,traditional_median3,traditional,75860,303.3986817822304,862.7668192920928,-46.5205114684946,-1437.0499999999997,906.0500000000029,16980,0.06735353382008585,1.5598077458451554,0.12014134275618374,0.001531213191990577,0.02305094559348846,75860,0.0,106.75549696809912,19.0
61,ridge,ml,75860,183.5599836786511,452.6639446380595,-15.371086693318137,-548.007776799593,441.41443307209875,16917,0.5995027299574239,3.6762440015729307,0.6208547614825324,0.005379204350653189,-0.6590604020505333,75860,-31.149424775176453,191.26276664262326,92.25417937902169
61,target_masked_residual_cnn,new_architecture,75860,48.07518556541954,213.6824229419672,-6.567428990444827,-116.02352805942263,72.74535854777977,16839,0.4486300956702536,3.401400410151443,0.2867153631450799,0.009679909733357087,0.04834452161846298,75860,-39.953082478049765,202.501327211891,33.68160033521588
61,one_dimensional_cnn,ml,75860,95.33931036982224,316.4213943763532,-11.603671056751338,-185.71633503994587,202.26514009276184,16791,0.42425810521556856,2.1411476402854985,0.26698826752426896,0.016496932880709903,-0.11817822756389675,75860,-34.91684041174325,187.76555673728316,37.20300017446145
61,gradient_boosted_trees,ml,75860,49.10294197610946,202.66300184147158,-0.1913897226778184,-133.1683928768923,117.19355853739748,16823,0.22318436529873592,2.480559970189686,0.19443618855138797,0.01830826844201391,-0.01831332656163272,75860,-46.32912174581677,196.06681262577595,21.491690937503712
