method,reference_traditional_method,delta_tail_gt5_fraction,delta_tail_gt5_ci_low,delta_tail_gt5_ci_high,delta_pedestal_width68_adc,delta_pedestal_width68_ci_low,delta_pedestal_width68_ci_high
traditional_median3,traditional_mean3,0.0006216156481379158,0.00040312506201349417,0.0007728068176422372,-2.0,-5.5916666666661285,0.0
ridge,traditional_mean3,0.003912230627129009,0.003254378258215304,0.004924251084060859,67.96705528083487,65.17023768035821,69.7089960402488
target_masked_residual_cnn,traditional_mean3,0.010018503032368328,0.008945782793093833,0.011318114436451213,16.49479703996134,11.430133021863297,19.54968849930558
one_dimensional_cnn,traditional_mean3,0.018654582429380416,0.01636391776342573,0.020729935960400403,12.887768833415794,9.888075364412646,15.375936813181005
gradient_boosted_trees,traditional_mean3,0.01966386025814341,0.018153126037387675,0.020853881502804567,2.1287236732464407,-1.8018006035692677,3.9022071803018807
traditional_line3,traditional_mean3,0.02381364680813428,0.02234591264027048,0.024980471428981202,-2.4285714285715585,-3.66666666666697,-1.6666666666669698
mlp,traditional_mean3,0.0365092961410525,0.03001572542115362,0.041345883193841124,13.351435078241302,3.738754217968534,21.565862686396763
traditional_run_stratified,traditional_mean3,0.03757160597952919,0.03484726241527622,0.039643242344693845,-0.7619047619036792,-2.449404761904179,0.08452380952348931
