pool,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,robust_ci_low_ns,robust_ci_high_ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf
sample_iii_mixed,gated_residual_cnn_new,127,-0.07886907449040592,0.2734316709072187,0.33463808278283513,1.0,0.0,0.21513885904621752,0.3309931374689575,0.26648198425297465,0.024725834030075708,-0.0026455219524435846,8661.665309621907
sample_iii_early,gated_residual_cnn_new,127,0.1765233689305319,0.36766025001078895,0.8904468979766211,0.937007874015748,0.0,0.3034982909555457,0.48045383118222645,0.3284690712163965,0.027238373709262954,-0.014115340651571672,3163102.305301302
sample_iii_late,gated_residual_cnn_new,127,-0.10700928264678833,0.4630258989553782,0.6108241653156846,0.984251968503937,0.0,0.4141860766455001,0.5270915264839091,0.5015076039841728,0.045257687437257235,0.08726666964927277,46.035526423140915
sample_iii_mixed,cnn_1d,127,-0.13529582149130182,0.7163291380091769,2.0372287643600404,0.8976377952755905,0.047244094488188976,0.575085434032992,1.019521694648848,0.6459955951614614,0.08336572493158197,0.10910313989388748,2.2208377025667088
sample_iii_early,cnn_1d,127,0.3268635263951225,0.8114607242136025,2.157365276326164,0.8503937007874016,0.047244094488188976,0.6516659991411418,1.411394960122239,0.6388872682655167,0.07212903757321676,0.0013562001354036756,29.560863403406504
sample_iii_late,gradient_boosted_trees,127,0.10553162941187733,0.855303450086256,1.877849919703523,0.8818897637795275,0.031496062992125984,0.5798323853399711,1.3312404990819813,0.4280881269687035,0.045692835999310386,-0.168914662549436,5357.361993914587
sample_iii_early,gradient_boosted_trees,127,0.03727208418175998,0.8925948390865663,1.1823964893439285,0.937007874015748,0.007874015748031496,0.7063734752124861,1.0369351921222874,1.011391879894679,0.13506606317719588,0.11997472101210163,2.673959440750232
sample_iii_mixed,gradient_boosted_trees,127,0.043268431512227146,0.9091498992135005,1.3999350059943771,0.9133858267716536,0.007874015748031496,0.6029868634608704,1.2366404978146537,0.4604348937171689,0.053286208668037384,-0.1446768686754766,669.9741955352467
sample_iii_early,mlp,127,-0.3183891188804626,1.1709870325777387,1.684353959035956,0.8503937007874016,0.015748031496062992,0.916966595576564,1.6005698144468816,0.9817677089828107,0.11429669410772993,0.18344073030993113,1.9289888851883727
sample_iii_early,ridge,127,-0.005155343889404751,1.3434293075114314,2.01448593624417,0.8661417322834646,0.047244094488188976,1.0010215889839458,1.7353685370205185,1.568693896964506,0.4138300572191214,-0.35365462459591723,2.2291136599216625
sample_iii_mixed,constrained_monotone_timewalk,127,0.09140440352265511,1.5178248372481482,1.4745552393190424,0.8346456692913385,0.0,1.2492308774415402,1.7196698775668118,3.872301509883971,4.021550764477781,-0.014583004849277836,1.5850773081333158
sample_iii_early,constrained_monotone_timewalk,127,0.21997947967588782,1.53084936442859,1.4875283897793505,0.8267716535433071,0.0,1.29753021961394,1.7197719829930085,2.0256820706606185,0.5894994574864503,-0.12443546789545437,2.0671185738073805
sample_iii_late,mlp,127,-0.0344641053578334,1.5312787029398298,2.192966595018686,0.7795275590551181,0.047244094488188976,1.0449390310299056,2.196672570725695,1.2099824403421804,0.17977434394833744,-0.2968460876761663,1.531842616870127
sample_iii_late,ridge,127,-0.41620218179538293,1.5796458614192066,2.4616956760139197,0.7559055118110236,0.07086614173228346,1.3870436749787385,2.1251030359454575,1.9262607361036768,0.44950691511688423,-0.02317201593302418,0.8634167071962334
sample_iii_late,constrained_monotone_timewalk,127,-0.05366316131433191,1.5827573999421316,1.475115260184758,0.84251968503937,0.0,1.2770289029834954,1.6947668701229626,2.087677502042123,0.678439940938531,-0.13376280593059908,1.4059736466523884
sample_iii_late,cnn_1d,127,-0.3995771020583616,1.6123380762012545,2.865841084436271,0.7795275590551181,0.06299212598425197,1.3492648956552944,1.9011356045001528,2.4607475885018184,1.0057447981832506,0.07471308173821768,1.521856943841883
sample_iii_mixed,ridge,127,-0.21716886991820283,1.6147287492345483,2.2754329666263735,0.7480314960629921,0.031496062992125984,1.2678311191383518,2.3356551169882565,1.6229578703580916,0.3031328587980214,0.2055306944496969,0.6654122367367112
sample_iii_mixed,mlp,127,-0.032972532339491156,1.718395546760642,2.1949170262511055,0.7795275590551181,0.05511811023622047,1.0466792296431797,2.4164544686604614,0.9509702696754928,0.1292178328319763,-0.29150777691261065,4.4697304915252944
