method,leading_edge_time_sigma68_ns,secondary_pulse_delay_sigma68_ns,shape_residual_proxy_median,saturation_interaction_energy_sigma68,pedestal_shift_false_split_rate,energy_proxy_distortion_sigma68,pid_confusion_stave_bias_span,leading_edge_time_sigma68_ns_ci_low,leading_edge_time_sigma68_ns_ci_high,secondary_pulse_delay_sigma68_ns_ci_low,secondary_pulse_delay_sigma68_ns_ci_high,shape_residual_proxy_median_ci_low,shape_residual_proxy_median_ci_high,saturation_interaction_energy_sigma68_ci_low,saturation_interaction_energy_sigma68_ci_high,pedestal_shift_false_split_rate_ci_low,pedestal_shift_false_split_rate_ci_high,energy_proxy_distortion_sigma68_ci_low,energy_proxy_distortion_sigma68_ci_high,pid_confusion_stave_bias_span_ci_low,pid_confusion_stave_bias_span_ci_high
template_residual_boosted_stack_new,5.6102122761096265,10.93984036594453,0.5678311476888365,0.07568117204341174,0.16111111111111112,0.06952771257859332,0.03670895629452599,4.673016624407385,6.549719465555231,9.771802179474756,13.287399143115822,0.5165501067690452,0.6301971563427486,0.021520839720722145,0.08339822452723081,0.11388888888888889,0.20840277777777771,0.06593575338857591,0.07326892085670787,0.014154751261848734,0.05485059342410192
gradient_boosted_trees,5.845099470665163,11.731264236469876,0.5736896205200221,0.052852448188287715,0.15833333333333333,0.0691236354690985,0.03556634398868355,5.178850278577396,6.943200847926439,10.245928495990745,13.066507596317672,0.5229627232721161,0.6189662642661092,0.027897168105175386,0.09035571299983322,0.10277777777777777,0.21666666666666667,0.05588545360053956,0.07364702339487691,0.0295199199971313,0.057124833608921115
ridge,6.6680089905877145,17.022034142586783,0.6928521069708904,0.04933239564611767,0.17222222222222222,0.06652207183485236,0.047207331593771634,5.934549048335085,7.505845347661229,15.71185217971643,17.694535131039924,0.6565987516862761,0.7132833833724485,0.028453553085636425,0.07182117040560604,0.14166666666666666,0.20840277777777771,0.06063088765176706,0.06904668897447204,0.03914196625588214,0.06579316460683877
two_pulse_template_cfd_baseline,8.307486184831538,22.5,0.8057029040958735,0.03885997038517911,0.18611111111111112,0.08333697348718302,0.09622731017728053,5.785775382501372,9.360715905439644,15.097499999999997,25.000000000000004,0.6867114799063061,0.9479100351145372,0.00196167391322921,0.04976861495510691,0.1388888888888889,0.25555555555555554,0.0726869224837647,0.08703949211880511,0.08594236345390094,0.13603079111714172
1d_cnn,8.538551215590012,17.539513492584227,0.7948209648091749,0.053365146567946456,0.25,0.08267951384438696,0.09239667597305708,7.8763439746342305,9.118977770019601,16.71702516078949,18.862874507904053,0.7474300309791412,0.8776395422480928,0.04047642108199487,0.15454407139331736,0.21388888888888888,0.28062499999999996,0.07128866439753027,0.09109900381467781,0.05920206283732017,0.1303057724205512
mlp,10.566244610795994,15.703718207798303,0.9439587929003872,0.06627123210589485,0.20277777777777778,0.114260209392032,0.04438867628479404,7.777750761921491,11.986192217524486,14.214632241933003,16.782742277315307,0.9066393044620633,0.9979437080422078,0.03323778501489144,0.07052427811296856,0.15555555555555556,0.23618055555555548,0.10267282191385657,0.1283222758585004,0.020100510207994943,0.07781145752146043
temporal_convolution_tcn,11.477494168991125,21.065323162078855,1.4383232775479127,0.09751642019507255,0.1388888888888889,0.11954992813175329,0.050428974730628955,10.377093930836553,12.676140358236484,18.696444034576416,25.302889347076416,1.3694216975771454,1.4972348097624693,0.03297102740184883,0.11545880563104709,0.09444444444444444,0.1722916666666666,0.10791817147435488,0.12352559087731131,0.019564751447593575,0.12596751205370008
pileup_mask_transformer_new,12.958546932674691,21.743483543395996,1.3309883306230557,0.07418698725974977,0.1638888888888889,0.12089155155870857,0.0938070983410274,12.02155323849566,14.73804315249683,19.197468757629395,24.72437969088554,1.164830678484701,1.4442525198395506,0.03260629148477274,0.14228131879608386,0.13055555555555556,0.19444444444444445,0.08282983474419515,0.13787832910326564,0.03154391645570991,0.12807624016373137
tiny_sequence_transformer,15.532519949998843,24.13024082183838,1.3627167103813875,0.11225860741104034,0.2388888888888889,0.13363513287223114,0.14499197715467257,14.867610485411713,15.98705773753556,22.580370807647704,27.402034664154037,1.3049220576910159,1.4352859731932939,0.04455816989087271,0.13556187165543673,0.19722222222222222,0.28062499999999996,0.11615430352232042,0.14700134008323404,0.09090590863415472,0.21544970640651653
