method,n_detected_overlap,median_predicted_timing_uncertainty_ns,empirical_coverage_1sigma,empirical_coverage_2sigma,mean_abs_timing_error_ns
two_pulse_template_cfd_baseline,139,7.503758747722902,0.5035971223021583,0.7446043165467626,10.115786888507081
tiny_sequence_transformer,239,12.657172194059534,0.502092050209205,0.8221757322175732,14.64813948127644
ridge,241,7.071478235154585,0.5020746887966805,0.8215767634854771,8.305324190442072
1d_cnn,259,8.207366010356342,0.5019305019305019,0.8474903474903475,9.502306392578571
template_residual_boosted_stack_new,232,5.281422227416719,0.5,0.7780172413793104,7.02260118220088
gradient_boosted_trees,230,5.518153239647061,0.5,0.8021739130434783,7.205228101450317
mlp,222,8.716816063015816,0.5,0.7972972972972973,10.8132767760355
pileup_mask_transformer_new,204,12.632739380014774,0.5,0.8088235294117647,14.751377124244957
temporal_convolution_tcn,215,1.8512007594108582,0.03255813953488372,0.07906976744186046,16.921835866910495
