target,method,split,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,bias_ci95,res68_ci95,full_rms_ci95
downstream_B4B6B8_charge_proxy,traditional_loglinear,leave_one_run_out,3774,-0.020878571932233955,0.22495177290024346,0.3587593679143495,0.32591414944356123,"[-0.07818445128542939, 0.0454019028353824]","[0.20815880642356074, 0.2383832442514794]","[0.3041612843094299, 0.44800333597033126]"
downstream_B4B6B8_charge_proxy,p04_duplicate_ml_transfer,leave_one_run_out,3774,-0.0426987104044636,0.24697056264902667,0.5413305444410967,0.2943826179120297,"[-0.09708073522010001, 0.03481148570034363]","[0.2288374196883315, 0.27308179700835594]","[0.44948427563072574, 0.6789776183791032]"
downstream_B4B6B8_charge_proxy,external_ml_hgb,leave_one_run_out,3774,-0.017747905908007768,0.21188573942856517,0.2670531600897438,0.35135135135135137,"[-0.058092484863217865, 0.029049075115631724]","[0.20185244850112732, 0.22896597547782233]","[0.24133025764943913, 0.30813635737091005]"
same_event_B2_duplicate_charge,p04_duplicate_ml_b2_only,leave_one_run_out,3774,0.00024236431767427245,0.02126612424542261,0.18365106092112546,0.9443561208267091,"[-0.00014799518338078874, 0.0006948917309840971]","[0.018633147587335717, 0.026021901175823366]","[0.08839972012265729, 0.2623037901274711]"
downstream_B4B6B8_charge_proxy,shuffled_external_ml,negative_control,3774,-0.052966608141548494,0.28116102270344523,0.6124160425610952,0.2652358240593535,"[-0.10612794644977706, 0.019189255786429965]","[0.2688417889681853, 0.2979973328027958]","[0.5250044872945687, 0.7255170529159006]"
