fold,method,run,n_eval_pulses,n_events,timing_sigma68_ns,timing_rms_ns,charge_sigma68_log,charge_rms_log
holdout_sample_i,traditional_explicit_handles,44,28,7,17.96171890913028,29.63788707059991,0.5790866158609513,2.5270004891537603
holdout_sample_i,traditional_explicit_handles,45,364,91,10.152968267139041,28.51214124787343,0.6361960949496064,1.6810721362824856
holdout_sample_i,traditional_explicit_handles,46,4,1,2.13467489074743,2.0917221570803486,0.3871910460290419,0.41815446828340125
holdout_sample_i,traditional_explicit_handles,47,36,9,12.327120179982158,33.65082522833355,0.5955536431904238,0.8683294653605019
holdout_sample_i,traditional_explicit_handles,48,208,52,2.854630350363518,21.08438739702573,0.5941487030601,1.8616681148610803
holdout_sample_i,traditional_explicit_handles,49,212,53,3.5263446228192037,20.406979641734605,0.659390673008313,2.0581344005589677
holdout_sample_i,traditional_explicit_handles,50,240,60,18.053301696731715,30.290683259407576,0.7431339942022124,1.9740573756387993
holdout_sample_i,traditional_explicit_handles,51,136,34,21.58911003158463,32.407382507231915,0.7004068219747841,1.9125462465221654
holdout_sample_i,traditional_explicit_handles,52,84,21,26.416010007834885,28.50993495147439,0.7484726509098518,0.7222781661909765
holdout_sample_i,traditional_explicit_handles,53,236,59,31.46833597776241,34.92176854841221,0.8059927514633857,1.3815086831519265
holdout_sample_i,traditional_explicit_handles,54,200,50,35.22335932400247,36.60446869781339,0.7936399858399275,1.339590896534809
holdout_sample_i,traditional_explicit_handles,55,172,43,26.337173090401134,31.51948477419263,0.668565920065247,1.322174296702531
holdout_sample_i,traditional_explicit_handles,56,364,91,18.158440872273136,30.007182731777284,0.7145650743309554,1.4882952219143097
holdout_sample_i,traditional_explicit_handles,57,240,60,3.533552115766275,25.563307999208735,0.5627172170614869,1.6488976359397496
holdout_sample_i,ridge,44,28,7,14.733415229106875,25.470562930097326,0.3762028937628258,2.222687945948701
holdout_sample_i,ridge,45,364,91,8.191572438125101,23.504516029880534,0.37731095385340596,0.9542837110138118
holdout_sample_i,ridge,46,4,1,4.0569905994615905,3.8719405404420626,0.4082079083707122,0.42410832018257383
holdout_sample_i,ridge,47,36,9,12.000223538491007,29.819431055976462,0.4525653438537724,0.4597862897961227
holdout_sample_i,ridge,48,208,52,4.466656102253584,18.23202534332605,0.3739530665382955,1.0386342559829067
holdout_sample_i,ridge,49,212,53,5.218756798467882,17.561270730189783,0.4257474876956269,1.2911562443651907
holdout_sample_i,ridge,50,240,60,16.21452308740587,29.774962382978387,0.3987340279341298,1.4021691232392928
holdout_sample_i,ridge,51,136,34,19.966906662607922,28.920436000844976,0.3784774656563933,1.1808462993417008
holdout_sample_i,ridge,52,84,21,24.482121260939053,26.511466801368016,0.31435215225232316,0.30391440630934635
holdout_sample_i,ridge,53,236,59,29.38000573799098,31.60971373562044,0.3836154417295831,0.5987589194621002
holdout_sample_i,ridge,54,200,50,31.45105648425941,32.903835208319805,0.4272260322876821,0.7646394916309817
holdout_sample_i,ridge,55,172,43,25.63421362294595,28.544106244859325,0.3777292711096612,0.8506326156799735
holdout_sample_i,ridge,56,364,91,15.524603703487792,26.714649498910116,0.4097240210825831,0.9496477417190314
holdout_sample_i,ridge,57,240,60,5.157997756478876,22.897614517019566,0.3518396562142748,0.9906703660453071
holdout_sample_i,gradient_boosted_trees,44,28,7,13.088225286769367,22.794250587206218,0.32324605200077083,1.9273043467647728
holdout_sample_i,gradient_boosted_trees,45,364,91,5.722256433604975,23.696512639693285,0.32368579741973685,1.0742407960247669
holdout_sample_i,gradient_boosted_trees,46,4,1,4.3549950514384586,4.270725928951382,0.052856706291555616,0.0751533738442498
holdout_sample_i,gradient_boosted_trees,47,36,9,7.55841458187352,28.418429790505215,0.4156971360234772,0.46191852089198177
holdout_sample_i,gradient_boosted_trees,48,208,52,4.6317071958538785,17.86336411038062,0.31376509437029676,1.3572450900931212
holdout_sample_i,gradient_boosted_trees,49,212,53,4.728635860456236,16.3443029346532,0.3858250486991941,1.219174241465061
holdout_sample_i,gradient_boosted_trees,50,240,60,15.279849153062871,27.523186227721705,0.3510078344305385,1.1868567870174236
holdout_sample_i,gradient_boosted_trees,51,136,34,18.48570106618906,29.509091895951336,0.31251237973979906,1.0378948106349846
holdout_sample_i,gradient_boosted_trees,52,84,21,26.98543599634648,24.790215666895076,0.266281258861504,0.2916586443623483
holdout_sample_i,gradient_boosted_trees,53,236,59,28.035141014020315,29.956352587085696,0.4172295740726294,0.8074999092295709
holdout_sample_i,gradient_boosted_trees,54,200,50,32.16554173374509,30.906775748831784,0.3597631878441267,0.7234470844544855
holdout_sample_i,gradient_boosted_trees,55,172,43,24.311324774238802,28.275949764864716,0.3506344053353785,0.960043032853579
holdout_sample_i,gradient_boosted_trees,56,364,91,15.851451206168704,26.42216382742754,0.3216281667183857,1.0468674976400385
holdout_sample_i,gradient_boosted_trees,57,240,60,5.235064832974187,20.965740450765843,0.2499972585587014,1.0122215910965797
holdout_sample_i,shuffled_target_ridge_sentinel,44,28,7,19.17685010151311,30.714530821244058,0.7786232617488342,2.5812916602340867
holdout_sample_i,shuffled_target_ridge_sentinel,45,364,91,10.67358931930023,27.017490994330245,0.8705197281897792,1.8707179801886586
holdout_sample_i,shuffled_target_ridge_sentinel,46,4,1,7.33945254358426,7.566066445218046,0.9004702716086123,0.9003676626790899
holdout_sample_i,shuffled_target_ridge_sentinel,47,36,9,11.899612075970094,32.58205935106857,0.8867886820040443,1.0342612439576169
holdout_sample_i,shuffled_target_ridge_sentinel,48,208,52,3.827284934985938,19.719222767175395,0.6472554771433832,1.8786984452092523
holdout_sample_i,shuffled_target_ridge_sentinel,49,212,53,4.1928978138386945,19.994350335010747,0.8064891561567136,2.20606698000477
holdout_sample_i,shuffled_target_ridge_sentinel,50,240,60,17.19196153154818,28.980946157136078,1.186464334961879,2.3342534716410173
holdout_sample_i,shuffled_target_ridge_sentinel,51,136,34,20.75350060568773,30.038239392513297,0.9865712655493786,2.086453899844949
holdout_sample_i,shuffled_target_ridge_sentinel,52,84,21,21.127464396484257,27.223569870419645,1.210076254793714,1.0567777809094034
holdout_sample_i,shuffled_target_ridge_sentinel,53,236,59,30.34066731905521,33.6177122569904,1.1320252511230873,1.6315253198470672
holdout_sample_i,shuffled_target_ridge_sentinel,54,200,50,33.49121060101392,35.384542554058406,1.0866442378920638,1.4696905926296684
holdout_sample_i,shuffled_target_ridge_sentinel,55,172,43,24.50765481127432,29.852401949578528,1.0474146265162534,1.458589446421954
holdout_sample_i,shuffled_target_ridge_sentinel,56,364,91,16.36137838555782,28.207047539895452,1.0574906007905542,1.6646744709274908
