fold,method,run,n_eval_pulses,n_events,timing_sigma68_ns,timing_rms_ns,charge_sigma68_log,charge_rms_log
holdout_sample_i,shuffled_target_ridge_sentinel,57,240,60,4.663663005131322,25.161368644572995,0.7699759871226657,1.780512757881711
holdout_sample_i,mlp,44,28,7,19.288562719143897,28.882646914737304,0.5479216920226035,2.354249312142468
holdout_sample_i,mlp,45,364,91,10.191668863473964,27.78825094548925,0.49069553927638054,1.5079569519576579
holdout_sample_i,mlp,46,4,1,3.323706286518799,3.3307271935758402,0.30300727222727597,0.3065213162260884
holdout_sample_i,mlp,47,36,9,12.684813817952652,33.452930529659206,0.3999540485314836,0.6975243634832843
holdout_sample_i,mlp,48,208,52,3.4981161480357645,20.336210547758874,0.4888873441581693,1.5635302529641355
holdout_sample_i,mlp,49,212,53,3.6621506855420174,20.222880833673383,0.4641184696898689,1.89355644616734
holdout_sample_i,mlp,50,240,60,18.739190510152554,30.12195038374172,0.5932173014558624,1.656572090526412
holdout_sample_i,mlp,51,136,34,21.275757762157063,31.84711808919346,0.5632617335967206,1.7552754669716752
holdout_sample_i,mlp,52,84,21,24.963524644498552,28.266370160331682,0.6154985003694824,0.5489422536524297
holdout_sample_i,mlp,53,236,59,31.545619472130415,34.56680140627952,0.6524691938959744,1.1956743594511121
holdout_sample_i,mlp,54,200,50,35.232603449112084,36.16620547812047,0.6740434478677384,1.172391944377528
holdout_sample_i,mlp,55,172,43,26.440733776063855,31.07049461027697,0.5693276240850783,1.1504160501909058
holdout_sample_i,mlp,56,364,91,18.13481112846502,29.522778490149655,0.586841478127393,1.3023317167582402
holdout_sample_i,mlp,57,240,60,4.260873425627533,25.432047036150355,0.42603649071419103,1.4750654408538346
holdout_sample_i,cnn_1d,44,28,7,17.91510593839214,28.173079492459205,0.7323198428155102,2.3392876865172845
holdout_sample_i,cnn_1d,45,364,91,9.943830600245553,28.05628080510978,0.6607038318598051,1.5261580314526173
holdout_sample_i,cnn_1d,46,4,1,3.4800834468328263,3.6160594158639388,0.6514971631213293,0.6164330257699449
holdout_sample_i,cnn_1d,47,36,9,11.696878148607226,33.12989493793907,0.6179468753694528,0.8188680836364484
holdout_sample_i,cnn_1d,48,208,52,3.300498907225733,20.25691605390172,0.6239704928804586,1.4930891668630972
holdout_sample_i,cnn_1d,49,212,53,3.8350113532671815,20.273511157225776,0.6153089164526429,1.9098171351863316
holdout_sample_i,cnn_1d,50,240,60,18.228710336614956,29.484478685455983,0.8236229567816005,1.5290729795886278
holdout_sample_i,cnn_1d,51,136,34,21.013926895659097,32.00566721275725,0.766264244083372,1.793869013183723
holdout_sample_i,cnn_1d,52,84,21,23.791776807488112,27.52146271094177,0.8539636610041361,0.7527430433237187
holdout_sample_i,cnn_1d,53,236,59,30.927677267657483,34.01748648881568,0.8387565979651991,1.26306657379698
holdout_sample_i,cnn_1d,54,200,50,34.36687861839915,35.85499159805321,0.8572171205576925,1.2456422380007999
holdout_sample_i,cnn_1d,55,172,43,25.930805458244784,30.563812868648263,0.7721221249507867,1.2282579329130967
holdout_sample_i,cnn_1d,56,364,91,17.825899963097214,29.25838764250589,0.7853083330461094,1.3301933026763546
holdout_sample_i,cnn_1d,57,240,60,4.057331854578522,25.03002142976601,0.551812315502654,1.4718258951229506
holdout_sample_i,phase_gated_cnn_new,44,28,7,18.667060705984895,28.2679172053277,0.6822918622153926,2.4587485892378167
holdout_sample_i,phase_gated_cnn_new,45,364,91,10.138062897545339,27.765167065285137,0.6156231895348063,1.5685133629784045
holdout_sample_i,phase_gated_cnn_new,46,4,1,3.898794409584549,3.9735141996354986,0.4642921249708133,0.4385987608421609
holdout_sample_i,phase_gated_cnn_new,47,36,9,11.983798613528027,33.52071533400159,0.5273727339649029,0.7936640250359677
holdout_sample_i,phase_gated_cnn_new,48,208,52,3.48058150219664,20.329147169875796,0.5697328979243039,1.624431066615417
holdout_sample_i,phase_gated_cnn_new,49,212,53,3.7885193489214473,20.155568548682897,0.6234522643049599,1.9179149054127456
holdout_sample_i,phase_gated_cnn_new,50,240,60,18.32730668083067,30.118441133214297,0.8084115035792956,1.6361838649310378
holdout_sample_i,phase_gated_cnn_new,51,136,34,21.353807180323315,31.943847938140134,0.7366492951524113,1.7974372290982294
holdout_sample_i,phase_gated_cnn_new,52,84,21,24.827132635162016,27.961258546930033,0.7909578661944892,0.6960928520291335
holdout_sample_i,phase_gated_cnn_new,53,236,59,31.162476148998824,34.30310595816826,0.8048056991209837,1.2669966998298166
holdout_sample_i,phase_gated_cnn_new,54,200,50,34.87161828320153,35.8831109015338,0.8748784301656272,1.2627245442018318
holdout_sample_i,phase_gated_cnn_new,55,172,43,26.63445019988562,30.850599184385562,0.731732011112247,1.2467705914065623
holdout_sample_i,phase_gated_cnn_new,56,364,91,18.46204219578528,29.484263693767517,0.7906931837199895,1.4011247591734493
holdout_sample_i,phase_gated_cnn_new,57,240,60,4.062372944419279,25.224160090525835,0.5515799946470965,1.5117009247549276
holdout_sample_ii,traditional_explicit_handles,58,288,72,7.45924290892874,19.838537330437635,0.4638562495666726,1.7351934107587852
holdout_sample_ii,traditional_explicit_handles,59,2996,749,3.557483753598758,13.133071335574051,0.39988797634563655,1.5694480864006566
holdout_sample_ii,traditional_explicit_handles,60,3208,802,3.718142023180396,11.698450686737223,0.4234432325827945,1.5525093485457133
holdout_sample_ii,traditional_explicit_handles,61,3700,925,3.61483403235231,10.23573845159154,0.3619006150172251,1.349441052655351
holdout_sample_ii,traditional_explicit_handles,62,3192,798,3.1508557207470185,9.88019491307629,0.3706078583392025,1.5137328861564185
holdout_sample_ii,traditional_explicit_handles,63,1460,365,3.5360039145936435,14.412469548698065,0.41397119661998893,1.506383809766305
holdout_sample_ii,traditional_explicit_handles,65,252,63,3.842777981936872,18.709814222994385,0.4279947703776301,1.3812407828511397
holdout_sample_ii,ridge,58,288,72,11.629879796390844,13.005226821182454,0.33797235037416584,1.166124776313512
holdout_sample_ii,ridge,59,2996,749,11.466428350618985,13.074839205897238,0.2976923022552065,0.8643999217150474
holdout_sample_ii,ridge,60,3208,802,11.313967939521637,12.647555803954251,0.30510899617588183,0.924392285791511
holdout_sample_ii,ridge,61,3700,925,10.534602845387356,12.026769209630029,0.2959686199285573,0.8012211003978846
holdout_sample_ii,ridge,62,3192,798,11.329473215592595,12.24026044786307,0.2940598394842443,0.8829501896882334
holdout_sample_ii,ridge,63,1460,365,11.908380852260812,13.68804055204961,0.3065187540823862,0.8128106342369319
holdout_sample_ii,ridge,65,252,63,11.708388340604582,13.601023450061396,0.3136708106949597,0.8625702765394202
holdout_sample_ii,gradient_boosted_trees,58,288,72,9.932426108536337,11.524648203937183,0.2497719316667577,0.6018173255319487
holdout_sample_ii,gradient_boosted_trees,59,2996,749,7.809455284150343,10.685353292936744,0.22256494055326823,0.5917492373114074
holdout_sample_ii,gradient_boosted_trees,60,3208,802,7.924455811810881,10.047254110747303,0.21340429290777502,0.564387389851724
holdout_sample_ii,gradient_boosted_trees,61,3700,925,7.276225561199764,9.659975951276747,0.2073500114179783,0.5630121266465615
holdout_sample_ii,gradient_boosted_trees,62,3192,798,6.954279078829247,9.383144799466963,0.2057880468301145,0.49842549528174696
holdout_sample_ii,gradient_boosted_trees,63,1460,365,9.15593074804807,12.442560382177879,0.2224222227537514,0.5555348245757368
holdout_sample_ii,gradient_boosted_trees,65,252,63,9.278256583348133,12.166637101108726,0.19524729550389205,0.42851766959848453
holdout_sample_ii,shuffled_target_ridge_sentinel,58,288,72,5.458508527004131,18.259714756639106,0.6723326086418961,1.7694712618212893
holdout_sample_ii,shuffled_target_ridge_sentinel,59,2996,749,4.429610306025034,11.596455172261509,0.6006668241621744,1.5436338305584805
holdout_sample_ii,shuffled_target_ridge_sentinel,60,3208,802,3.697326585734714,9.783710512812325,0.47027075225943504,1.4577205913909914
holdout_sample_ii,shuffled_target_ridge_sentinel,61,3700,925,3.5974695794480382,8.172439722089926,0.47927752097936804,1.2608398552626665
holdout_sample_ii,shuffled_target_ridge_sentinel,62,3192,798,3.9646110140548934,8.906434301119667,0.5329111971129661,1.455410119527454
holdout_sample_ii,shuffled_target_ridge_sentinel,63,1460,365,4.763115499238502,13.99230561806345,0.6687381257447704,1.515948603285557
holdout_sample_ii,shuffled_target_ridge_sentinel,65,252,63,4.511559474361305,17.729674022727295,0.6122942264263938,1.3199593164815935
holdout_sample_ii,mlp,58,288,72,3.8246602028361907,12.730606181977606,0.24684255612197603,1.419782528070675
holdout_sample_ii,mlp,59,2996,749,3.612298820148495,8.725256659405535,0.19989036957868295,1.203993956867236
holdout_sample_ii,mlp,60,3208,802,3.176650629199483,7.4050259116411015,0.2175272087095011,1.2173025082508522
holdout_sample_ii,mlp,61,3700,925,2.935934194807192,6.321510292560313,0.20268882138618635,1.0444250916693005
holdout_sample_ii,mlp,62,3192,798,3.229031687563724,6.708432996879531,0.19895202326104877,1.1862881569644086
holdout_sample_ii,mlp,63,1460,365,3.7779043361210443,10.575749445122142,0.20868830964078344,1.1321226444392993
holdout_sample_ii,mlp,65,252,63,3.9876769972317936,12.584172073883009,0.1967972007691024,1.0390113935118255
holdout_sample_ii,cnn_1d,58,288,72,4.44981445112463,15.161825687207246,0.4154509394973947,1.4344876525026315
holdout_sample_ii,cnn_1d,59,2996,749,3.457235370052268,9.63217968901862,0.3277059332699161,1.1785016788112421
holdout_sample_ii,cnn_1d,60,3208,802,3.0572625195807386,8.229982899032741,0.2704359138381349,1.1844203557435897
holdout_sample_ii,cnn_1d,61,3700,925,2.8789089256838576,7.050011677968651,0.2566011169166085,1.018707303939052
holdout_sample_ii,cnn_1d,62,3192,798,3.161973009124478,7.420987884117369,0.28171638317930225,1.1602315135948802
holdout_sample_ii,cnn_1d,63,1460,365,3.8267411708485204,11.834256087963519,0.3826805132815593,1.1176165151319037
holdout_sample_ii,cnn_1d,65,252,63,4.413535089428195,15.526527690919009,0.336087277371362,1.029416571742663
holdout_sample_ii,phase_gated_cnn_new,58,288,72,4.361298385119433,14.821847227041529,0.4508573044346721,1.5159529405265368
holdout_sample_ii,phase_gated_cnn_new,59,2996,749,4.1151279679059485,9.701496098105249,0.37329794040113273,1.268375782528023
holdout_sample_ii,phase_gated_cnn_new,60,3208,802,3.6480649627150843,8.40940941259797,0.2912258863678103,1.2603915225548783
holdout_sample_ii,phase_gated_cnn_new,61,3700,925,3.3860908979181445,7.084169163058107,0.2868446115958358,1.0768219898933868
holdout_sample_ii,phase_gated_cnn_new,62,3192,798,3.696589366754376,7.449791174635364,0.3302232069201177,1.2313343646804593
holdout_sample_ii,phase_gated_cnn_new,63,1460,365,4.39882210000228,11.815206912289238,0.42312778298997505,1.2106822733561642
holdout_sample_ii,phase_gated_cnn_new,65,252,63,4.573255728030793,14.90544300754023,0.3709055674662287,1.104870422207855
