fold,method,runs,n_eval_pulses,n_events,timing_sigma68_ns,timing_sigma68_ns_ci_low,timing_sigma68_ns_ci_high,charge_sigma68_log,charge_sigma68_log_ci_low,charge_sigma68_log_ci_high,timing_rms_ns,timing_rms_ns_ci_low,timing_rms_ns_ci_high,charge_rms_log,charge_rms_log_ci_low,charge_rms_log_ci_high,primary_loss
holdout_sample_i,cnn_1d,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.165315399736425,11.469682864382236,21.65695938659404,0.7250581768850534,0.6737943918663103,0.7760005902102117,26.945860749960254,22.588820510348622,30.75265210395203,1.3798802934308554,1.1574196088102606,1.603286630364332,23.41589716858696
holdout_sample_i,gradient_boosted_trees,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,14.74526744191014,10.215668184503667,20.075449386034215,0.31743785002614955,0.27027338641481025,0.3559505489489003,23.695504440066685,19.830372944391296,27.12997894900553,0.9415375518837832,0.701845690898318,1.1707952172110885,17.919645942171634
holdout_sample_i,mlp,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.660152334919584,11.732615693845151,21.500471299450012,0.5268057240013017,0.47753063102203075,0.5716524776686258,27.214815187081264,22.902436273536306,30.35907221528441,1.3271434261230797,1.052614087587678,1.6064650438062777,21.928209574932602
holdout_sample_i,phase_gated_cnn_new,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.547001696169104,10.505200294419087,22.050936876086286,0.6837480754719513,0.6140313970495237,0.7457339644090182,27.12720121210529,22.570796236050167,30.786302317152003,1.4014930125391072,1.1235032667095697,1.6614532046714603,23.38448245088862
holdout_sample_i,ridge,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,15.462788787287275,10.657913629586403,20.312304988518854,0.3896918373100907,0.37309104631976003,0.40637311119837494,24.738323644273773,20.35204617627263,27.91862001124711,0.9594239807655028,0.7468122294310894,1.2096740287314087,19.359707160388183
holdout_sample_i,shuffled_target_ridge_sentinel,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.11051338892465,11.212016429815808,20.81772388092422,0.9547720811143545,0.8682596597724649,1.0418325842232032,26.861396362800843,22.895453155334536,30.225890379155903,1.7109915508840525,1.45263216634928,1.9827030564306753,25.658234200068197
holdout_sample_i,traditional_explicit_handles,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,16.40976716689559,11.009477528283282,21.956414516864054,0.656361513710449,0.5995873828960591,0.7086163610787254,27.514868300868976,22.65250653701159,31.287916435849812,1.5145505426496761,1.1966821026524823,1.7990065790582404,22.973382304000083
holdout_sample_ii,cnn_1d,"58,59,60,61,62,63,65",15096,3774,3.60649579083467,3.2082833435237057,4.098435830568449,0.3243825824791825,0.28684295540127636,0.3675481553144051,10.69368165946102,8.45457053631306,13.455239372147405,1.1604830844951375,1.0720954547732302,1.2747359262900404,6.850321615626495
holdout_sample_ii,gradient_boosted_trees,"58,59,60,61,62,63,65",15096,3774,8.333004167988967,7.567793199021604,9.070506705446325,0.21664982023336243,0.20604478370191992,0.22942450597604275,10.84422483452165,10.003190942292813,11.658438520101516,0.5433491526853728,0.49927542037619405,0.5803957807981348,10.499502370322592
holdout_sample_ii,mlp,"58,59,60,61,62,63,65",15096,3774,3.5063081239868468,3.212288337426408,3.765738595949956,0.21019806992389728,0.19993167483289587,0.22202672892871728,9.292964794495605,7.297139509576315,10.94905802226502,1.1775608971105138,1.0980622195857888,1.2639261737831002,5.60828882322582
holdout_sample_ii,phase_gated_cnn_new,"58,59,60,61,62,63,65",15096,3774,4.025607058349437,3.7205259182674317,4.3401331094473585,0.3609260428822532,0.31881028093644215,0.40472848166727404,10.59819471360967,8.427719014054201,13.082571355262667,1.2383470422496148,1.1543320065111289,1.3400657681185912,7.634867487171969
holdout_sample_ii,ridge,"58,59,60,61,62,63,65",15096,3774,11.413017334339544,11.11870346591586,11.69313532197939,0.3072845247136288,0.2980587648413638,0.3182723532386229,12.89767364151972,12.477906926807426,13.34182384817774,0.9020670263832201,0.8383189525463474,0.9951716903776957,14.485862581475832
holdout_sample_ii,shuffled_target_ridge_sentinel,"58,59,60,61,62,63,65",15096,3774,4.346028712266659,3.9400204016865517,4.826856976702996,0.5766416079038577,0.520984370736135,0.6334222634448818,12.634390586530468,9.979769934871202,15.49922416498012,1.4747119397611477,1.3743150494190992,1.5919093793309933,10.112444791305236
holdout_sample_ii,traditional_explicit_handles,"58,59,60,61,62,63,65",15096,3774,4.125620047905391,3.4438535479358174,5.291171032845379,0.4088088426927357,0.3848389055623102,0.4338364550881182,13.986896641301314,11.37702272848981,16.620099239696195,1.5154213395906242,1.4258547464756897,1.6021660371200244,8.21370847483275
