heldout_run,n_train_boundary,linear_alpha,isotonic_mean_alpha_train,ml_mean_alpha_train,target_mean_alpha_train
58,2482,0.25,0.26696212731667995,0.26694981172698096,0.26696212731668006
59,3255,0.25,0.27721966205837206,0.2772194012322499,0.27721966205837173
60,3455,0.25,0.2580897250361794,0.25809340007975506,0.25808972503617944
61,3418,0.25,0.26297542422469317,0.2629694031381365,0.2629754242246928
62,3395,0.25,0.24450662739322526,0.24450252110883874,0.24450662739322535
63,2963,0.3,0.28709078636517016,0.287083771488132,0.28709078636517044
65,3316,0.25,0.27878468033775605,0.27879629325801586,0.2787846803377563
