eval_set,method,heldout_run,n,coverage,mean_alpha,mean_amplitude_lift_fraction,mean_charge_lift_fraction,mean_q_template_shift_fraction,mean_abs_q_template_shift_fraction,mean_cfd20_shift_ns,median_abs_cfd20_shift_ns,timing_tail_fraction,timing_tail_delta,alpha_observed_amp_r2,alpha_event_hash_r2
application_ge7000,isotonic_boundary_calibration,58,1607,0.9875544492843809,0.27672652380527923,0.022986305289894964,0.00111479961971113,-0.021372540330380115,0.021372540330380115,0.10393655123710094,0.0792475505534096,0.06596141879278158,-0.005600497822028622,7.467172015652196e-06,0.0007708835217207598
application_ge7000,isotonic_boundary_calibration,59,788,0.8629441624365483,0.2366425247594708,0.01948696724656741,0.0015416861593842417,-0.017545418389085764,0.01755722679431299,0.10016374101824987,0.08780486774517371,0.02030456852791878,0.0,0.06675022927570912,0.00031711254003728294
application_ge7000,isotonic_boundary_calibration,60,332,0.9909638554216867,0.2765159990315114,0.022249367749360097,0.0009632607872564407,-0.02081507689680218,0.02081507689680218,0.10131300621252133,0.0822898711646225,0.04216867469879518,0.0,0.0012716673690303679,0.007468756796429732
application_ge7000,isotonic_boundary_calibration,61,401,0.9850374064837906,0.27343994068305155,0.022191938088470916,0.0015513989144657868,-0.02018054804495906,0.02023531664506962,0.10555450323821679,0.0816699140790611,0.034912718204488775,0.0,0.0003100394804571331,0.007377231652235866
application_ge7000,isotonic_boundary_calibration,62,491,0.9063136456211812,0.23371595751168328,0.020855713322866395,0.0017614899294120401,-0.018661784921906815,0.01867073361639669,0.10693981124222028,0.08551879119237604,0.032586558044806514,0.0,0.0019859231444234117,9.22453231705291e-06
application_ge7000,isotonic_boundary_calibration,63,1208,0.9743377483443708,0.2753880276229141,0.02240050610594396,0.0017033547062284824,-0.02022850203069073,0.020246479845449295,0.10906436121744854,0.0858233909338324,0.009105960264900662,0.0,0.026098508125111806,0.0006974835153223128
application_ge7000,isotonic_boundary_calibration,65,439,0.9339407744874715,0.2679906814619609,0.021394424772871616,0.001293048559862085,-0.01964903353622019,0.01964903353622019,0.09979861387882127,0.08234229728292242,0.03644646924829157,0.0,0.041214338178548644,0.0006208635309449754
application_ge7000,leak_observed_amp_only_control,58,1607,1.0,0.27053573909558776,0.024963428040445396,0.0011081941204172685,-0.023145858161653998,0.023145858161653998,0.11279413716467716,0.07617541835135633,0.06658369632856254,-0.00497822028624767,0.0716233693774443,6.168264407622437e-05
application_ge7000,leak_observed_amp_only_control,59,788,1.0,0.29576205894337726,0.03651049927350874,0.002164533828846562,-0.03257538458492551,0.03258416135798252,0.18213667074382706,0.1193783421459571,0.02030456852791878,0.0,0.46164983520740427,0.0018836653769897314
application_ge7000,leak_observed_amp_only_control,60,332,1.0,0.2655780488557723,0.024601942115656115,0.0014271858905480137,-0.0225364943276244,0.022538878719828116,0.10535601881104288,0.07890958966686235,0.04216867469879518,0.0,0.39582846607387495,0.024371740529628372
application_ge7000,leak_observed_amp_only_control,61,401,1.0,0.26500477407701273,0.026472412838416923,0.0020281759101966035,-0.023664136246366017,0.023719408975445017,0.11713859865892046,0.08180885786593706,0.034912718204488775,0.0,0.13696805016116184,8.896058612436847e-05
application_ge7000,leak_observed_amp_only_control,62,491,1.0,0.2535085501045396,0.030199653390417747,0.0019744500003338796,-0.027091599707874402,0.027106021931565617,0.1436767886082001,0.0935301828998103,0.032586558044806514,0.0,0.3441881321091556,0.007863036671961707
application_ge7000,leak_observed_amp_only_control,63,1208,1.0,0.2869945873440953,0.028910986839595053,0.0018260089783630358,-0.02606249729938014,0.02607863794618673,0.14105866012969967,0.08562049782748327,0.009105960264900662,0.0,0.009130301192216084,0.0013128694605676352
application_ge7000,leak_observed_amp_only_control,65,439,1.0,0.30039564373960337,0.029511301442440022,0.001412317958511811,-0.02700106797797368,0.02700106797797368,0.14460301926856942,0.09242818313349943,0.03644646924829157,0.0,0.5169801543715181,0.0005188313004442666
application_ge7000,leak_run_event_amp_control,58,1607,1.0,0.2484400344471076,0.022922321953145898,0.0010438153631312723,-0.021279006865438523,0.021279006865438523,0.10361763247596517,0.07440671707945157,0.0672059738643435,-0.004355942750466704,0.224913779545171,0.12051565775748499
application_ge7000,leak_run_event_amp_control,59,788,1.0,0.2825486765946407,0.034750805494472535,0.002070471068906573,-0.03108297694825078,0.031098408482419435,0.17335803109020284,0.11374960961820335,0.02030456852791878,0.0,0.1314683770370031,0.24804467459258736
application_ge7000,leak_run_event_amp_control,60,332,1.0,0.2470693871190631,0.022879752052161566,0.0013714502887482946,-0.0209578451411928,0.020985105209809177,0.09830380392282144,0.07411764641295893,0.04216867469879518,0.0,0.02679546438966241,0.23954085092372576
application_ge7000,leak_run_event_amp_control,61,401,1.0,0.25714665118513513,0.02566123115649992,0.0019754825717752094,-0.022952631099359244,0.02305543408171511,0.11372653984939277,0.08119990647847075,0.034912718204488775,0.0,0.05661647182337642,0.25444237306354434
application_ge7000,leak_run_event_amp_control,62,491,1.0,0.2507040232184867,0.02982548998420205,0.0019410623433706261,-0.026779988839373197,0.02680487440390492,0.14175449760003536,0.09427246466382044,0.032586558044806514,0.0,0.03238666854090537,0.17220519165804404
