method,n,pred_mean_ns,target_mean_ns
monotone_binned_timewalk,93,-2.5613470952598143,-2.6237708006792895
monotone_binned_timewalk,39,1.553246204303932,2.123759024816747
monotone_binned_timewalk,9,2.6391527650806115,2.0280416539695016
monotone_binned_timewalk,57,2.639152765080613,2.507573817712192
ml_hgb_waveform_residual,29,-4.613191962115402,-4.9941231073155805
ml_hgb_waveform_residual,28,-4.0498910725356305,-4.317398969384541
ml_hgb_waveform_residual,28,-0.10143337458648327,0.18857454133263296
ml_hgb_waveform_residual,28,1.7898518074659366,2.140015233014052
ml_hgb_waveform_residual,28,2.153311788150048,2.0875466162040586
ml_hgb_waveform_residual,28,2.3710901234597688,2.355955164941919
ml_hgb_waveform_residual,29,3.170847592467283,2.624075093142216
