method,mean_physics_bacc,physics_ci_low_mean,physics_ci_high_mean,mean_nuisance_bacc,tasks,winner_score
residual_fusion_mlp_new_arch,0.8313189506906593,0.8142779900752454,0.8462214838631866,0.9400100068174155,8,0.6433169493271762
traditional_hand_pca_residualized,0.7009820657745123,0.6778854028756411,0.7281362004940326,0.38290481879394495,8,0.6244011020157233
latent_resid_gbt,0.7425419737739916,0.7193429043830862,0.7692062137622834,0.7138518036903407,8,0.5997716130359234
latent_resid_ridge,0.6675174517680127,0.6459472862097791,0.6897395504244396,0.3409027305611176,8,0.5993369056557891
latent_resid_mlp,0.7374243592539684,0.7261850441441792,0.7490909074598123,0.7320195019549858,8,0.5910204588629713
waveform_1d_cnn,0.6719930046641278,0.6623843638198172,0.6800555082003168,0.5260094199619658,8,0.5667911206717346
