method,task,family,metric,value,ci_low,ci_high,roc_auc,average_precision,brier,train_rows,heldout_rows,n_classes,note
traditional_hand_pca_residualized,nuisance_sample_epoch,nuisance,balanced_accuracy,0.5313794105779542,0.4191300646145795,0.6687284685248982,0.5178230073278095,0.5488673848925533,0.24996470633311607,71018,10498,2,
traditional_hand_pca_residualized,nuisance_topology_multiplicity,nuisance,balanced_accuracy,0.36397002880216345,0.3418905201695066,0.37624038151739564,0.5497942842365342,,,71018,10498,3,
traditional_hand_pca_residualized,nuisance_amplitude_quartile,nuisance,balanced_accuracy,0.3079080330406792,0.28342866506926506,0.32937908539177885,0.5402998871078344,,,71018,10498,4,
traditional_hand_pca_residualized,nuisance_stave,nuisance,balanced_accuracy,0.3283618027549829,0.3158638268420655,0.34033085589363693,0.5632892592382601,,,71018,10498,4,
latent_resid_ridge,nuisance_sample_epoch,nuisance,balanced_accuracy,0.558954371378716,0.4481932956029604,0.6697154471544715,0.5673205255942415,0.609706500100588,0.2497239070955509,71018,10498,2,
latent_resid_ridge,nuisance_topology_multiplicity,nuisance,balanced_accuracy,0.2940580463263069,0.2697963941935156,0.3161141252343809,0.4545521649153225,,,71018,10498,3,
latent_resid_ridge,nuisance_amplitude_quartile,nuisance,balanced_accuracy,0.26581894641229503,0.22100395311614932,0.3074168325655412,0.5559800782205713,,,71018,10498,4,
latent_resid_ridge,nuisance_stave,nuisance,balanced_accuracy,0.2447795581271523,0.2356316829471219,0.2587220844951054,0.46987237220313227,,,71018,10498,4,
latent_resid_gbt,nuisance_sample_epoch,nuisance,balanced_accuracy,0.8373180730610092,0.7989789720879129,0.8895883851010713,0.9179363650950396,0.9349849635616879,0.11980912055281419,71018,10498,2,
latent_resid_gbt,nuisance_topology_multiplicity,nuisance,balanced_accuracy,0.7300737121947621,0.6795024817410171,0.8002055279866497,0.9049334701709076,,,71018,10498,3,
latent_resid_gbt,nuisance_amplitude_quartile,nuisance,balanced_accuracy,0.7488444951373358,0.6572649530032753,0.8157768321516019,0.9352113324447504,,,71018,10498,4,
latent_resid_gbt,nuisance_stave,nuisance,balanced_accuracy,0.5391709343682562,0.5102955960472954,0.5637944613843193,0.8318650388088297,,,71018,10498,4,
latent_resid_mlp,nuisance_sample_epoch,nuisance,balanced_accuracy,0.8523313960827896,0.8184214037980193,0.8990836474166313,0.9333428234423835,0.9427849620366138,0.10497407731615215,71018,10498,2,
latent_resid_mlp,nuisance_topology_multiplicity,nuisance,balanced_accuracy,0.7725532416376854,0.7431983343815237,0.8028778079634519,0.9263424959542997,,,71018,10498,3,
latent_resid_mlp,nuisance_amplitude_quartile,nuisance,balanced_accuracy,0.7470707581073673,0.6416004633781003,0.813611396533126,0.9320636394282477,,,71018,10498,4,
latent_resid_mlp,nuisance_stave,nuisance,balanced_accuracy,0.5561226119921009,0.5344209494714566,0.5693798579291389,0.8404958990877816,,,71018,10498,4,
residual_fusion_mlp_new_arch,nuisance_sample_epoch,nuisance,balanced_accuracy,0.9534250592560345,0.9236111111111112,0.9832711797137389,0.9887365604718303,0.9885451217176912,0.04011739151534105,71018,10498,2,
residual_fusion_mlp_new_arch,nuisance_topology_multiplicity,nuisance,balanced_accuracy,0.9484423354953092,0.9412026829774082,0.9559233192130439,0.9920568394701221,,,71018,10498,3,
residual_fusion_mlp_new_arch,nuisance_amplitude_quartile,nuisance,balanced_accuracy,0.9892227836483782,0.9874886486061104,0.9913574066758535,0.9983564818062064,,,71018,10498,4,
residual_fusion_mlp_new_arch,nuisance_stave,nuisance,balanced_accuracy,0.8689498488699404,0.8619058581394132,0.8746336762989912,0.9772085876442944,,,71018,10498,4,
waveform_1d_cnn,nuisance_sample_epoch,nuisance,balanced_accuracy,0.6011745171326333,0.421888231101166,0.7957317073170732,0.5884332161780477,0.6029030498265728,0.2368574508787054,71018,10498,2,
waveform_1d_cnn,nuisance_topology_multiplicity,nuisance,balanced_accuracy,0.43215900082658143,0.3938980297664692,0.46080174354753095,0.6764909115009106,,,71018,10498,3,
waveform_1d_cnn,nuisance_amplitude_quartile,nuisance,balanced_accuracy,0.7052658082672584,0.6859156908141902,0.7193490860306372,0.8865020074399174,,,71018,10498,4,
waveform_1d_cnn,nuisance_stave,nuisance,balanced_accuracy,0.36543835362138993,0.3409786753382256,0.3786879679226157,0.6775699737591179,,,71018,10498,4,
