split,n,positive_rate,average_precision,roc_auc
train_oof_fold_0,10873,0.041938747355835554,0.12681640409858816,0.6976037819421357
train_oof_fold_1,10975,0.04182232346241458,0.13653420456861498,0.6996424578875969
train_oof_fold_2,11064,0.04121475054229935,0.1389948664782463,0.7338908404117382
train_oof_fold_3,11149,0.04260471791192035,0.13909157793006233,0.7065366902359891
train_oof_fold_4,11065,0.03370989606868504,0.10122333119643848,0.7150037762191472
