heldout_run,model,threshold,n_train_events,n_heldout_events,n_heldout_tail,tail_fraction,train_seconds,n_parameters,roc_auc,average_precision,brier,tail_rejection_at_90_clean,clean_acceptance,flagged_fraction,C,learning_rate,hidden,width
58,traditional_s16f_scorecard,0.037631623446941376,3747,73,70,0.958904109589041,0.0001659393310546875,0,0.5523809523809524,0.9741341784883668,0.781259532581845,0.2857142857142857,1.0,0.273972602739726,,,,
58,ridge,0.31977876548732287,3747,73,70,0.958904109589041,0.06369996070861816,83,0.9952380952380953,0.9997987927565388,0.033385238872595036,0.9857142857142858,1.0,0.9452054794520548,0.3,,,
58,ridge,0.28618228687367614,3747,73,70,0.958904109589041,0.10694313049316406,83,0.9952380952380953,0.999798792756539,0.028820436047408277,0.9857142857142858,1.0,0.9452054794520548,1.0,,,
58,ridge,0.27697327904006963,3747,73,70,0.958904109589041,0.15670108795166016,83,0.9952380952380953,0.999798792756539,0.026849864604658644,0.9857142857142858,1.0,0.9452054794520548,3.0,,,
58,gradient_boosted_trees,0.28353206183723745,3747,73,70,0.958904109589041,0.7394287586212158,83,0.9904761904761905,0.9996031746031744,0.026384170961870346,1.0,0.0,1.0,,0.03,,
58,gradient_boosted_trees,0.022797203419818238,3747,73,70,0.958904109589041,0.7239012718200684,83,1.0,0.9999999999999998,0.02501147133088842,1.0,0.0,1.0,,0.08,,
58,mlp,0.9297513604164124,3747,73,70,0.958904109589041,0.16729092597961426,2041,0.9476190476190476,0.9977207136551135,0.039117821549726206,0.45714285714285713,1.0,0.4383561643835616,,,24.0,
58,mlp,0.916120994091034,3747,73,70,0.958904109589041,0.18097162246704102,4081,0.919047619047619,0.9964936071919173,0.04501298147069997,0.5714285714285714,1.0,0.547945205479452,,,48.0,
58,cnn,0.5414342284202576,3747,73,70,0.958904109589041,0.9731900691986084,361,0.9380952380952381,0.9972989053868269,0.12667843437426912,0.8,1.0,0.7671232876712328,,,,8.0
58,tcn,0.5370119094848633,3747,73,70,0.958904109589041,1.0643112659454346,361,0.8904761904761905,0.9950605819620609,0.1305314384196407,0.8,1.0,0.7671232876712328,,,,8.0
59,traditional_s16f_scorecard,0.03813593760132789,3057,763,726,0.9515072083879423,0.00016117095947265625,0,0.6367359094631821,0.9755383262207048,0.7543554193107462,0.3305785123966942,0.9459459459459459,0.31716906946264745,,,,
59,ridge,0.350227528900478,3057,763,726,0.9515072083879423,0.049924373626708984,83,0.9463554463554464,0.9962559041501686,0.06838485280493775,0.9559228650137741,0.8378378378378378,0.9174311926605505,0.3,,,
59,ridge,0.34319770935741895,3057,763,726,0.9515072083879423,0.10298538208007812,83,0.9426699426699428,0.9955223570490042,0.056190615415744695,0.9628099173553719,0.8378378378378378,0.9239842726081258,1.0,,,
59,ridge,0.335567368183636,3057,763,726,0.9515072083879423,0.12018013000488281,83,0.9422232149504877,0.9954724903597842,0.04965351173703894,0.9655647382920111,0.8378378378378378,0.926605504587156,3.0,,,
59,gradient_boosted_trees,0.283156541841635,3057,763,726,0.9515072083879423,0.7201428413391113,83,0.9175415084505993,0.9946524730865332,0.029176017668978507,0.9986225895316805,0.13513513513513514,0.9921363040629095,,0.03,,
59,gradient_boosted_trees,0.026346626920419634,3057,763,726,0.9515072083879423,0.6990666389465332,83,0.945052490507036,0.9968222886475407,0.028347783450806865,1.0,0.08108108108108109,0.9960681520314548,,0.08,,
59,mlp,0.9090906143188476,3057,763,726,0.9515072083879423,0.14803338050842285,2041,0.6638001638001638,0.9769512170094182,0.05936635038724391,0.20110192837465565,1.0,0.1913499344692005,,,24.0,
59,mlp,0.8850092053413391,3057,763,726,0.9515072083879423,0.4147155284881592,4081,0.5763159854068945,0.9691737130025788,0.07751838747369268,0.162534435261708,0.972972972972973,0.1559633027522936,,,48.0,
59,cnn,0.40425463020801544,3057,763,726,0.9515072083879423,0.7644729614257812,361,0.889025389025389,0.9902542405484012,0.1182085378783503,0.8980716253443526,0.7297297297297297,0.8676277850589778,,,,8.0
59,tcn,0.5544428288936615,3057,763,726,0.9515072083879423,0.8241937160491943,361,0.9162013252922344,0.9919397854987203,0.05377372013826143,0.931129476584022,0.8108108108108109,0.8951507208387942,,,,8.0
60,traditional_s16f_scorecard,0.03831123188138008,3012,808,775,0.9591584158415841,0.0001671314239501953,0,0.6348778103616813,0.9784981325446709,0.7292858837580671,0.3741935483870968,0.8181818181818182,0.36633663366336633,,,,
60,ridge,0.3502407099194742,3012,808,775,0.9591584158415841,0.04005312919616699,83,0.9590224828934505,0.9981929619294766,0.07584832029027694,0.9548387096774194,0.7575757575757576,0.9257425742574258,0.3,,,
60,ridge,0.34224689704812233,3012,808,775,0.9591584158415841,0.0911860466003418,83,0.9587878787878787,0.9981094831846644,0.06514789202743576,0.9561290322580646,0.7878787878787878,0.9257425742574258,1.0,,,
60,ridge,0.3449738547231438,3012,808,775,0.9591584158415841,0.12973833084106445,83,0.9592570869990225,0.99803473115516,0.060025173481793946,0.9483870967741935,0.8181818181818182,0.9170792079207921,3.0,,,
60,gradient_boosted_trees,0.3245803783162728,3012,808,775,0.9591584158415841,0.7072832584381104,83,0.9313391984359727,0.9968374502912299,0.03135123989495747,0.9987096774193548,0.030303030303030304,0.9975247524752475,,0.03,,
