model,score_column,n_events,n_tail,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high,brier,brier_ci_low,brier_ci_high,tail_rejection_at_90_clean,tail_rejection_at_90_clean_ci_low,tail_rejection_at_90_clean_ci_high,clean_acceptance,clean_acceptance_ci_low,clean_acceptance_ci_high,flagged_fraction,flagged_fraction_ci_low,flagged_fraction_ci_high
ridge,score_ridge_C0.3,3820,3537,0.9641907707615903,0.9514339989806793,0.9710882167166035,0.9969016077814059,0.9916596482856597,0.9989155224418885,0.0836395410809554,0.06155582350983122,0.11922087506290872,0.9454339836019225,0.899433304341087,0.9737838422749223,0.8692579505300353,0.8035612336560535,0.9017182165093391,0.8850785340314136,0.781216279809221,0.9472972972972973
tcn,score_tcn_width8,3820,3537,0.9159990649079743,0.8455704558503322,0.9381758345785597,0.9918077632493858,0.9846442575177586,0.996670904186209,0.12501286072412493,0.07583671079187787,0.1696356973905173,0.8068985015549901,0.7216681218894613,0.8917723866868303,0.8975265017667845,0.7311827956989247,0.9570878744929378,0.7547120418848168,0.644279267321476,0.8639153745154433
cnn,score_cnn_width8,3820,3537,0.9053968596492805,0.836040855685047,0.9211335414493457,0.9908992530788318,0.9818020181914591,0.9958183951204926,0.1658028821381975,0.10003627535459174,0.23658687202573175,0.7766468758835171,0.6974565505396585,0.8763359739296311,0.8833922261484098,0.7226122304701308,0.944384020235084,0.7277486910994765,0.6155498360058309,0.8519965472487218
gradient_boosted_trees,score_gradient_boosted_trees_learning_rate0.08,3820,3537,0.9020700899426658,0.8800059655434271,0.9650473327288356,0.9904434086298464,0.9797519489705939,0.9988778272151541,0.05556379143729468,0.021951425641273458,0.10212027787239744,1.0,1.0,1.0,0.014134275618374558,0.0,0.052814569536423835,0.9989528795811519,0.9976008626667856,1.0
traditional_s16f_scorecard,score_traditional_s16f_scorecard,3820,3537,0.589764338826999,0.5488132262059809,0.6350063434798608,0.9563175565296304,0.9198073104011583,0.9819026791941027,0.7229626809578982,0.6648476327194475,0.7743613093028422,0.3480350579587221,0.32451494942888265,0.3602726766797091,0.8939929328621908,0.8230660405755222,0.9232333783949859,0.3301047120418848,0.3104407831524455,0.3489881055488192
mlp,score_mlp_hidden24,3820,3537,0.44473516215754494,0.3836465452364355,0.696814617331838,0.9260375848194925,0.8813338613765132,0.983243165553248,0.08475914577451214,0.05344129312165738,0.12713429413374838,0.30279898218829515,0.238994603805737,0.37062124643040956,0.8197879858657244,0.7515865112545129,0.9936345552713839,0.293717277486911,0.23095931864465918,0.35509981971593824
