method,n,positives,roc_auc,auc_ci_low,auc_ci_high,average_precision,role,family
ML_gradient_boosted_trees,9745,2089,0.99999887453462,0.9999971629354304,1.0,0.9999958756952174,ml_panel,
ML_mlp,9745,2089,0.9997830352850904,0.9995522542502907,0.9999378512605971,0.9992875780534722,ml_panel,
traditional_fisher_gatti_all_features,9745,2089,0.9955467835950165,0.9934646164940171,0.9974017273957475,0.9852739404199048,traditional_multivariate,fisher_gatti_engineered_features
ML_ridge_classifier,9745,2089,0.9945254862885804,0.9920692043889,0.9965817931869584,0.9742713486550231,ml_panel,
NN_residual_squeeze_cnn_new,9745,2089,0.983740714285357,0.9778418257390546,0.9884768058696011,0.9448721357182444,ml_panel,
NN_1d_cnn,9745,2089,0.974925194067747,0.967050500382898,0.9804668354468054,0.9244279905058499,ml_panel,
