figure_id,figure_status,figure_evidence_class,estimator,sigma68_ns,nominal
FIG-WIKI-003,MC_METHOD_CLOSURE,MC_METHOD_CLOSURE,Combined (4 sensors),0.08934297497668915,True
FIG-WIKI-003,MC_METHOD_CLOSURE,MC_METHOD_CLOSURE,CFD,0.15058444895489473,False
FIG-WIKI-003,MC_METHOD_CLOSURE,MC_METHOD_CLOSURE,Template,0.45081042102230556,False
FIG-WIKI-003,MC_METHOD_CLOSURE,MC_METHOD_CLOSURE,Leading edge,0.7651163597838773,False
