figure_id,figure_status,figure_evidence_class,claim_id,sample,numerator,denominator,fraction,ci_low,ci_high,status
FIG-WIKI-008,TENSION,LEGACY_DATA_MC_DIAGNOSTIC,CL-020,Selected data,7051,306745,0.02298651974767315,0.02246213308446964,0.023522853824484425,GATED
FIG-WIKI-008,TENSION,LEGACY_DATA_MC_DIAGNOSTIC,CL-019,Thresholded MC,55619,249484,0.22293614019335908,0.22130719082124228,0.2245736216799223,GATED
