method,base_method,drift_order,n,pred_mean_ns,target_mean_ns,heldout_run
s02f_binned_timewalk_drift1,s02b_template,1,404,-2.8489617894728667,-3.546480693597866,60
s02f_binned_timewalk_drift1,s02b_template,1,404,0.4771489705711736,0.662408906481572,60
s02f_binned_timewalk_drift1,s02b_template,1,404,1.7073810626930923,1.7446444828219358,60
s02f_binned_timewalk_drift1,s02b_template,1,404,2.355187253118473,2.4759318716697467,60
s02f_binned_timewalk_drift1,s02b_template,1,404,3.4031926149119096,3.7353133135764263,60
s02f_binned_timewalk_drift2,s02b_template,2,404,-5.243010266454747,-5.071817880951803,60
s02f_binned_timewalk_drift2,s02b_template,2,404,-2.82629853863847,-3.546480693597866,60
s02f_binned_timewalk_drift2,s02b_template,2,404,0.4620763474188178,0.6565736399992479,60
s02f_binned_timewalk_drift2,s02b_template,2,404,1.6927685350538872,1.7516803813862993,60
s02f_binned_timewalk_drift2,s02b_template,2,404,2.3462167430834393,2.485835036732684,60
s02f_binned_timewalk_drift2,s02b_template,2,404,3.3913561446678493,3.72420951643145,60
s02f_global_timewalk_drift0,template_phase,0,404,-4.236737521198233,-4.213281328162682,60
s02f_global_timewalk_drift0,template_phase,0,404,-3.435656865121976,-4.062583661730484,60
s02f_global_timewalk_drift0,template_phase,0,404,0.7350189793219813,0.9675888368097116,60
s02f_global_timewalk_drift0,template_phase,0,404,1.8535561671526561,1.9008209348217435,60
s02f_global_timewalk_drift0,template_phase,0,404,2.282522817201591,2.572883771742983,60
s02f_global_timewalk_drift0,template_phase,0,404,2.573682761916551,2.8345714465187166,60
s02f_global_timewalk_drift1,template_phase,1,404,-4.2236549379209345,-4.217613011330998,60
s02f_global_timewalk_drift1,template_phase,1,404,-3.4231686598629296,-4.058251978562167,60
s02f_global_timewalk_drift1,template_phase,1,404,0.7306562402249797,0.9675888368097116,60
s02f_global_timewalk_drift1,template_phase,1,404,1.85217271989237,1.9059725644449743,60
s02f_global_timewalk_drift1,template_phase,1,404,2.289155930872646,2.5677321421197514,60
s02f_global_timewalk_drift1,template_phase,1,404,2.5816009503596673,2.8345714465187166,60
s02f_global_timewalk_drift2,template_phase,2,404,-4.12469379349552,-4.2219446944993155,60
s02f_global_timewalk_drift2,template_phase,2,404,-3.330962591771305,-4.053920295393849,60
s02f_global_timewalk_drift2,template_phase,2,404,0.7061273822859756,0.9638759655225829,60
s02f_global_timewalk_drift2,template_phase,2,404,1.8192300679054645,1.8948975705326747,60
s02f_global_timewalk_drift2,template_phase,2,404,2.269749389554073,2.5777706468434007,60
s02f_global_timewalk_drift2,template_phase,2,404,2.5492894664567336,2.8393208069944964,60
s02f_binned_timewalk_drift0,s02b_template,0,467,-6.223502455936805,-5.561159748812439,61
s02f_binned_timewalk_drift0,s02b_template,0,466,-3.1387850520596183,-3.050336359282198,61
s02f_binned_timewalk_drift0,s02b_template,0,467,0.9165483942645517,0.6401836338804289,61
s02f_binned_timewalk_drift0,s02b_template,0,466,1.9882664148329015,1.64054380080809,61
s02f_binned_timewalk_drift0,s02b_template,0,466,2.7397348586911026,2.280044348911488,61
s02f_binned_timewalk_drift0,s02b_template,0,467,4.137926160530967,4.052587818692556,61
s02f_binned_timewalk_drift1,s02b_template,1,467,-6.231686727437716,-5.561159748812439,61
s02f_binned_timewalk_drift1,s02b_template,1,466,-3.1272092144272623,-3.050336359282198,61
s02f_binned_timewalk_drift1,s02b_template,1,467,0.9126438319113418,0.6505303176200797,61
s02f_binned_timewalk_drift1,s02b_template,1,466,1.9849679744788302,1.630174913884448,61
s02f_binned_timewalk_drift1,s02b_template,1,466,2.738425424208388,2.280044348911488,61
s02f_binned_timewalk_drift1,s02b_template,1,467,4.13923363902152,4.052587818692556,61
s02f_binned_timewalk_drift2,s02b_template,2,467,-6.274368785132639,-5.5615880143370635,61
s02f_binned_timewalk_drift2,s02b_template,2,466,-3.163743709100499,-3.0499071747328412,61
s02f_binned_timewalk_drift2,s02b_template,2,467,0.8782708021386169,0.6330164955509038,61
s02f_binned_timewalk_drift2,s02b_template,2,466,1.987530713931189,1.6446814350373586,61
s02f_binned_timewalk_drift2,s02b_template,2,466,2.7718822370275227,2.2803772262919964,61
s02f_binned_timewalk_drift2,s02b_template,2,467,4.18914833020618,4.055294018242302,61
s02f_global_timewalk_drift0,template_phase,0,467,-4.6161111554914145,-3.573119948442553,61
s02f_global_timewalk_drift0,template_phase,0,466,-4.024301746185262,-3.1594590178486106,61
s02f_global_timewalk_drift0,template_phase,0,467,1.0924476164281969,0.5904512155094199,61
s02f_global_timewalk_drift0,template_phase,0,466,2.102677198499594,1.8469275385940547,61
s02f_global_timewalk_drift0,template_phase,0,466,2.5332389402409428,2.174271450589709,61
s02f_global_timewalk_drift0,template_phase,0,467,2.7207651729950655,2.122774029202581,61
s02f_global_timewalk_drift1,template_phase,1,467,-4.616110197661456,-3.573119948442553,61
s02f_global_timewalk_drift1,template_phase,1,466,-4.024151195333044,-3.1594590178486106,61
s02f_global_timewalk_drift1,template_phase,1,467,1.0919009757368583,0.5904512155094199,61
s02f_global_timewalk_drift1,template_phase,1,466,2.1017532194875748,1.8565233328826685,61
s02f_global_timewalk_drift1,template_phase,1,466,2.5296512364932133,2.164675656301096,61
s02f_global_timewalk_drift1,template_phase,1,467,2.7208146079587925,2.122774029202581,61
s02f_global_timewalk_drift2,template_phase,2,467,-4.516119062724607,-3.584361918463966,61
s02f_global_timewalk_drift2,template_phase,2,466,-3.921590167078015,-3.14819292342801,61
s02f_global_timewalk_drift2,template_phase,2,467,1.0862882692990545,0.5904512155094199,61
s02f_global_timewalk_drift2,template_phase,2,466,2.1043667135745485,1.8242848755694692,61
s02f_global_timewalk_drift2,template_phase,2,466,2.5749747454360605,2.193103511715736,61
s02f_global_timewalk_drift2,template_phase,2,467,2.778884766719447,2.1265764713540336,61
s02f_binned_timewalk_drift0,s02b_template,0,404,-6.056026448653653,-5.9147103495507185,62
s02f_binned_timewalk_drift0,s02b_template,0,403,-3.6351611072788375,-3.891582151624724,62
s02f_binned_timewalk_drift0,s02b_template,0,404,0.8938864415544877,1.03547137847022,62
s02f_binned_timewalk_drift0,s02b_template,0,403,2.0495026895796604,2.1781103817708516,62
s02f_binned_timewalk_drift0,s02b_template,0,403,2.701953457324844,2.7406167543382707,62
s02f_binned_timewalk_drift0,s02b_template,0,404,3.9008773783075346,3.854636424676516,62
s02f_binned_timewalk_drift1,s02b_template,1,404,-5.959606363408535,-5.893894006542515,62
s02f_binned_timewalk_drift1,s02b_template,1,403,-3.5208160669292092,-3.922546071189872,62
s02f_binned_timewalk_drift1,s02b_template,1,404,0.833775908949613,1.0455423116619047,62
s02f_binned_timewalk_drift1,s02b_template,1,403,1.9931833575741706,2.1756996653029583,62
s02f_binned_timewalk_drift1,s02b_template,1,403,2.6474490534778106,2.743027470806164,62
s02f_binned_timewalk_drift1,s02b_template,1,404,3.8509584811482935,3.854636424676516,62
s02f_binned_timewalk_drift2,s02b_template,2,404,-5.870251298265771,-5.891687637703088,62
s02f_binned_timewalk_drift2,s02b_template,2,403,-3.447211512030807,-3.9247579148899434,62
s02f_binned_timewalk_drift2,s02b_template,2,404,0.7787508452943164,1.0461709011768023,62
s02f_binned_timewalk_drift2,s02b_template,2,403,1.9501186467773037,2.174433652430644,62
s02f_binned_timewalk_drift2,s02b_template,2,403,2.6189692429362545,2.7676408046699854,62
s02f_binned_timewalk_drift2,s02b_template,2,404,3.8272869515857955,3.8307183045686046,62
s02f_global_timewalk_drift0,template_phase,0,404,-4.459022898065653,-4.383680929836741,62
s02f_global_timewalk_drift0,template_phase,0,403,-3.8940695578253015,-4.310856858920904,62
s02f_global_timewalk_drift0,template_phase,0,404,1.088556057881929,1.301754098099903,62
s02f_global_timewalk_drift0,template_phase,0,403,2.032004008735426,2.118036787220152,62
s02f_global_timewalk_drift0,template_phase,0,403,2.4537654602165055,2.5642057505737066,62
s02f_global_timewalk_drift0,template_phase,0,404,2.6740359876232076,2.7114604243462574,62
s02f_global_timewalk_drift1,template_phase,1,404,-4.433900795144522,-4.384299741717929,62
s02f_global_timewalk_drift1,template_phase,1,403,-3.86930066138944,-4.310236511526363,62
s02f_global_timewalk_drift1,template_phase,1,404,1.0641609939672885,1.3036105337434674,62
s02f_global_timewalk_drift1,template_phase,1,403,2.0028917942117253,2.147844468180449,62
s02f_global_timewalk_drift1,template_phase,1,403,2.4030827694286256,2.526659230192813,62
s02f_global_timewalk_drift1,template_phase,1,404,2.6267075851785058,2.7173236725801693,62
s02f_global_timewalk_drift2,template_phase,2,404,-4.148136654408713,-4.418334395183276,62
s02f_global_timewalk_drift2,template_phase,2,403,-3.5733680265309364,-4.2909250809564465,62
s02f_global_timewalk_drift2,template_phase,2,404,0.9776635930529058,1.2565808307731707,62
s02f_global_timewalk_drift2,template_phase,2,403,1.9070090329297653,2.18041736835309,62
s02f_global_timewalk_drift2,template_phase,2,403,2.339804729362071,2.557951863473519,62
s02f_global_timewalk_drift2,template_phase,2,404,2.5517381807239765,2.7154169485668644,62
s02f_binned_timewalk_drift0,s02b_template,0,185,-6.950846837874534,-7.305781411028416,63
s02f_binned_timewalk_drift0,s02b_template,0,185,-3.815698416433643,-3.75379268181376,63
s02f_binned_timewalk_drift0,s02b_template,0,185,1.096783669100425,0.8422307672843554,63
s02f_binned_timewalk_drift0,s02b_template,0,185,2.3177988223381534,2.677780483270679,63
s02f_binned_timewalk_drift0,s02b_template,0,185,3.0003739284459066,3.1930361071857853,63
s02f_binned_timewalk_drift0,s02b_template,0,185,4.138278760651238,4.346526735101364,63
s02f_binned_timewalk_drift1,s02b_template,1,185,-6.733474284387342,-7.305781411028416,63
s02f_binned_timewalk_drift1,s02b_template,1,185,-3.579922606022598,-3.9003667057508014,63
s02f_binned_timewalk_drift1,s02b_template,1,185,0.9892687612390768,0.9888047912213966,63
s02f_binned_timewalk_drift1,s02b_template,1,185,2.224688770028462,2.720150518547507,63
s02f_binned_timewalk_drift1,s02b_template,1,185,2.916515338601545,3.1506660719089576,63
s02f_binned_timewalk_drift1,s02b_template,1,185,4.06300569357067,4.346526735101364,63
s02f_binned_timewalk_drift2,s02b_template,2,185,-6.736378505972564,-7.305781411028416,63
s02f_binned_timewalk_drift2,s02b_template,2,185,-3.5892484947331473,-3.9003667057508014,63
s02f_binned_timewalk_drift2,s02b_template,2,185,1.010781306987886,0.9888047912213966,63
s02f_binned_timewalk_drift2,s02b_template,2,185,2.2301445302167364,2.7266493671002308,63
s02f_binned_timewalk_drift2,s02b_template,2,185,2.917387659952805,3.144167223356233,63
s02f_binned_timewalk_drift2,s02b_template,2,185,4.065404762864836,4.346526735101364,63
s02f_global_timewalk_drift0,template_phase,0,185,-4.357213275160612,-4.378977265483953,63
s02f_global_timewalk_drift0,template_phase,0,185,-3.766256653745344,-4.251256429505565,63
s02f_global_timewalk_drift0,template_phase,0,185,1.1450957000896438,1.3176143616740454,63
s02f_global_timewalk_drift0,template_phase,0,185,2.0530136646828834,2.094520999503194,63
s02f_global_timewalk_drift0,template_phase,0,185,2.431995010911192,2.5305599518443116,63
s02f_global_timewalk_drift0,template_phase,0,185,2.641212309244852,2.6875383819679945,63
s02f_global_timewalk_drift1,template_phase,1,185,-4.269127970675907,-4.380328616835305,63
s02f_global_timewalk_drift1,template_phase,1,185,-3.6821694827573546,-4.249905078154213,63
s02f_global_timewalk_drift1,template_phase,1,185,1.1016108809074352,1.3176143616740454,63
s02f_global_timewalk_drift1,template_phase,1,185,1.9967158420684183,1.9206187107629478,63
s02f_global_timewalk_drift1,template_phase,1,185,2.3358982126095467,2.73080293636102,63
s02f_global_timewalk_drift1,template_phase,1,185,2.547274648010428,2.661197686191532,63
s02f_global_timewalk_drift2,template_phase,2,185,-4.33493849203675,-4.374923211429899,63
s02f_global_timewalk_drift2,template_phase,2,185,-3.7189287047804824,-4.255310483559618,63
s02f_global_timewalk_drift2,template_phase,2,185,1.128537206032167,1.3149116589713428,63
s02f_global_timewalk_drift2,template_phase,2,185,2.0076648192724247,2.079856496855479,63
s02f_global_timewalk_drift2,template_phase,2,185,2.3446372827857735,2.5742678529711918,63
s02f_global_timewalk_drift2,template_phase,2,185,2.5497637160696223,2.661197686191533,63
s02f_binned_timewalk_drift0,s02b_template,0,33,-7.592181759600711,-6.943682368871847,65
s02f_binned_timewalk_drift0,s02b_template,0,33,-4.034181007742516,-3.7380005507979464,65
s02f_binned_timewalk_drift0,s02b_template,0,33,1.3462974002387555,1.4733556786149413,65
s02f_binned_timewalk_drift0,s02b_template,0,33,2.4392096428152863,2.4142308209135774,65
s02f_binned_timewalk_drift0,s02b_template,0,33,3.2357618404439594,2.964999206179562,65
s02f_binned_timewalk_drift0,s02b_template,0,33,4.255346897661246,3.8290972139617128,65
s02f_binned_timewalk_drift1,s02b_template,1,33,-7.2829733002057235,-6.943682368871847,65
s02f_binned_timewalk_drift1,s02b_template,1,33,-3.702015560719536,-3.7380005507979464,65
s02f_binned_timewalk_drift1,s02b_template,1,33,1.2712211637138842,1.4733556786149413,65
s02f_binned_timewalk_drift1,s02b_template,1,33,2.364872516987159,2.4142308209135774,65
s02f_binned_timewalk_drift1,s02b_template,1,33,3.1624103668550303,2.964999206179562,65
s02f_binned_timewalk_drift1,s02b_template,1,33,4.183795192858211,3.8290972139617128,65
s02f_binned_timewalk_drift2,s02b_template,2,33,-7.4825497668001795,-6.943682368871847,65
s02f_binned_timewalk_drift2,s02b_template,2,33,-3.9124948853233272,-3.7380005507979464,65
s02f_binned_timewalk_drift2,s02b_template,2,33,1.7493061175522477,1.446098426664971,65
s02f_binned_timewalk_drift2,s02b_template,2,33,2.7190636646283433,2.0747777487589705,65
s02f_binned_timewalk_drift2,s02b_template,2,33,3.3976424850621574,3.512084426437568,65
s02f_binned_timewalk_drift2,s02b_template,2,33,4.34284816420868,3.648722317808285,65
s02f_global_timewalk_drift0,template_phase,0,33,-4.371854095306521,-4.5677986181831844,65
s02f_global_timewalk_drift0,template_phase,0,33,-3.651531837050693,-4.272344072728643,65
s02f_global_timewalk_drift0,template_phase,0,33,1.450651936044384,1.9619630810191164,65
s02f_global_timewalk_drift0,template_phase,0,33,2.227684375240766,2.2292945761071437,65
s02f_global_timewalk_drift0,template_phase,0,33,2.5502281926787838,2.4543203856489253,65
s02f_global_timewalk_drift0,template_phase,0,33,2.8857033465170345,2.194564648136654,65
s02f_global_timewalk_drift1,template_phase,1,33,-4.292239723384004,-4.5677986181831844,65
s02f_global_timewalk_drift1,template_phase,1,33,-3.572319068275255,-4.272344072728643,65
s02f_global_timewalk_drift1,template_phase,1,33,1.3998763984476295,1.9619630810191164,65
s02f_global_timewalk_drift1,template_phase,1,33,2.1647669487093495,2.2295367961000903,65
s02f_global_timewalk_drift1,template_phase,1,33,2.45811755264856,2.43916887049741,65
s02f_global_timewalk_drift1,template_phase,1,33,2.8074939708527,2.2094739432952224,65
s02f_global_timewalk_drift2,template_phase,2,33,-5.7137290664387255,-4.605677406061973,65
s02f_global_timewalk_drift2,template_phase,2,33,-4.964953744098859,-4.234465284849853,65
s02f_global_timewalk_drift2,template_phase,2,33,1.869152317933695,2.0303871191938807,65
s02f_global_timewalk_drift2,template_phase,2,33,2.565370589210492,2.2835359791021768,65
s02f_global_timewalk_drift2,template_phase,2,33,2.7733308064112534,2.3626846347609964,65
s02f_global_timewalk_drift2,template_phase,2,33,3.15392024488482,2.163534957854786,65
