event,track_id,pdg,particle,y_deuteron,pseudo_run,total_edep_MeV,early_edep_MeV,downstream_edep_MeV,early_fraction,deepest_layer,n_layers_hit,layer_centroid,max_layer_edep_MeV,B2_edep_MeV,B4_edep_MeV,B6_edep_MeV,B8_edep_MeV,edep_l0,edep_l1,edep_l2,edep_l3,edep_l4,edep_l5,edep_l6,edep_l7
23858,1,2212,proton,0,1,85.915176,42.719078,43.196095,0.49722388,2,3,1.2839303,43.196095,42.719078,43.196095,0,0,18.802172,23.916904,43.196095,0,0,0,0,0
23859,2,1000010020,deuteron,1,1,84.818558,84.818558,0,1,1,2,0.58132488,49.307137,84.818558,0,0,0,35.511425,49.307137,0,0,0,0,0,0
23859,1,2212,proton,0,1,43.524982,43.524982,0,1,0,1,0,43.524982,43.524982,0,0,0,43.524982,0,0,0,0,0,0,0
23860,2,1000010020,deuteron,1,1,93.856361,93.856361,0,1,1,2,0.65888995,61.841015,93.856361,0,0,0,32.015347,61.841015,0,0,0,0,0,0
23860,1,2212,proton,0,1,28.968676,28.968676,0,1,0,1,0,28.968676,28.968676,0,0,0,28.968676,0,0,0,0,0,0,0
23862,2,1000010020,deuteron,1,1,78.697037,78.697037,0,1,1,2,0.50987977,40.126026,78.697037,0,0,0,38.571007,40.126026,0,0,0,0,0,0
23862,1,2212,proton,0,1,89.97271,40.207176,49.765533,0.44688192,3,4,1.4444722,41.136574,40.207176,49.765533,0,0,18.404135,21.803041,41.136574,8.6289606,0,0,0,0
23863,1,2212,proton,0,1,143.38646,24.756845,118.62962,0.17265818,7,8,3.9269364,44.409729,24.756845,30.197952,40.718605,47.713062,13.060692,11.696154,14.315607,15.882346,18.079613,22.63899,44.409729,3.3033316
23865,2,1000010020,deuteron,1,1,64.591263,64.591263,0,1,0,1,0,64.591263,64.591263,0,0,0,64.591263,0,0,0,0,0,0,0
23865,1,2212,proton,0,1,57.806366,57.806366,0,1,1,2,0.5066725,29.288897,57.806366,0,0,0,28.517469,29.288897,0,0,0,0,0,0
23872,1,2212,proton,0,1,137.59549,25.657427,111.93806,0.18646997,6,7,3.7466085,35.74807,25.657427,30.062321,46.12767,35.74807,11.520647,14.13678,14.166474,15.895846,19.767611,26.360058,35.74807,0
23876,2,1000010020,deuteron,1,1,23.234888,23.234888,0,1,0,1,0,23.234888,23.234888,0,0,0,23.234888,0,0,0,0,0,0,0
23876,1,2212,proton,0,1,38.65675,38.65675,0,1,0,1,0,38.65675,38.65675,0,0,0,38.65675,0,0,0,0,0,0,0
23880,1,2212,proton,0,1,141.07198,24.972748,116.09923,0.17702132,6,7,3.8708498,44.995373,24.972748,29.868959,41.234901,44.995373,12.335317,12.63743,13.978549,15.89041,18.344086,22.890818,44.995373,0
23881,2,1000010020,deuteron,1,1,55.214348,55.214348,0,1,0,1,0,55.214348,55.214348,0,0,0,55.214348,0,0,0,0,0,0,0
23881,1,2212,proton,0,1,89.74897,39.064461,50.684505,0.4352636,3,4,1.5123905,38.265217,39.064461,50.684505,0,0,17.117264,21.947195,38.265217,12.419289,0,0,0,0
23883,2,1000010020,deuteron,1,1,127.76839,50.221153,77.547241,0.39306396,3,4,1.7123387,41.449821,50.221153,77.547241,0,0,22.630289,27.590866,41.449821,36.09742,0,0,0,0
23887,1,2212,proton,0,1,120.57974,22.233372,98.346367,0.18438728,7,8,4.0305963,22.565931,22.233372,26.423622,30.733292,41.189453,10.609191,11.624181,12.991741,13.431881,15.264172,15.469121,18.623522,22.565931
23894,2,1000010020,deuteron,1,1,73.172928,73.172928,0,1,1,2,0.39058346,44.592793,73.172928,0,0,0,44.592793,28.580135,0,0,0,0,0,0
23894,1,2212,proton,0,1,45.644012,45.644012,0,1,0,1,0,45.644012,45.644012,0,0,0,45.644012,0,0,0,0,0,0,0
23900,1,2212,proton,0,1,127.70377,27.468561,100.23521,0.21509594,5,6,3.1561165,39.985226,27.468561,36.062737,64.17247,0,13.099821,14.36874,16.18408,19.878656,24.187248,39.985226,0,0
23904,1,2212,proton,0,1,80.834801,26.912579,53.922222,0.33293307,4,5,2.1858673,20.204535,26.912579,36.613712,17.30851,0,12.884436,14.028144,16.409178,20.204535,17.30851,0,0,0
23909,2,1000010020,deuteron,1,1,90.41481,90.41481,0,1,1,2,0.64425987,58.250633,90.41481,0,0,0,32.164173,58.250633,0,0,0,0,0,0
23909,1,2212,proton,0,1,55.425819,55.425819,0,1,1,2,0.46061096,29.896078,55.425819,0,0,0,29.896078,25.529739,0,0,0,0,0,0
23916,1,2212,proton,0,1,116.94891,22.887962,94.060944,0.19570906,7,8,3.9989514,22.541706,22.887962,25.242855,28.833553,39.984543,11.436975,11.450987,12.430373,12.812481,13.692882,15.140673,17.442837,22.541706
23921,2,1000010020,deuteron,1,1,121.79298,53.764198,68.028786,0.44143921,3,4,1.4935485,52.363953,53.764198,68.028786,0,0,23.582867,30.18133,52.363953,15.664832,0,0,0,0
23925,1,2212,proton,0,1,129.87939,28.293844,101.58556,0.21784706,5,6,3.1762066,42.124096,28.293844,35.038773,66.546783,0,13.562097,14.731748,15.63552,19.403252,24.422686,42.124096,0,0
23929,1,2212,proton,0,1,134.88145,25.89679,108.98466,0.19199666,6,7,3.6122448,28.976402,25.89679,31.783024,49.249279,27.952353,12.78091,13.115881,14.927748,16.855276,20.272877,28.976402,27.952353,0
23930,2,1000010020,deuteron,1,1,59.91098,59.91098,0,1,0,1,0,59.91098,59.91098,0,0,0,59.91098,0,0,0,0,0,0,0
23940,2,1000010020,deuteron,1,1,73.40242,73.40242,0,1,1,2,0.41082031,43.247211,73.40242,0,0,0,43.247211,30.155205,0,0,0,0,0,0
23940,1,2212,proton,0,1,54.419781,54.419781,0,1,1,2,0.39043501,33.172394,54.419781,0,0,0,33.172394,21.247387,0,0,0,0,0,0
23941,2,1000010020,deuteron,1,1,126.43505,52.552834,73.882217,0.41565081,3,4,1.6307327,44.33815,52.552834,73.882217,0,0,23.679571,28.873264,44.33815,29.544067,0,0,0,0
23955,2,1000010020,deuteron,1,1,50.6064,50.6064,0,1,1,2,0.21296601,39.828957,50.6064,0,0,0,39.828957,10.777443,0,0,0,0,0,0
23955,1,2212,proton,0,1,46.468277,46.468277,0,1,0,1,0,46.468277,46.468277,0,0,0,46.468277,0,0,0,0,0,0,0
23956,1,2212,proton,0,1,91.475044,22.374279,69.100761,0.24459435,6,7,3.1501989,18.155231,22.374279,25.353678,34.049408,9.6976767,10.510518,11.86376,12.299112,13.054565,15.894176,18.155231,9.6976767,0
23957,1,2212,proton,0,1,146.06305,25.071484,120.99157,0.17164837,7,8,4.1197481,32.979279,25.071484,29.405449,38.173977,53.412148,11.979469,13.092013,14.566295,14.839155,16.774712,21.399265,32.979279,20.432869
23966,1,2212,proton,0,1,46.722153,46.722153,0,1,0,1,0,46.722153,46.722153,0,0,0,46.722153,0,0,0,0,0,0,0
23969,2,1000010020,deuteron,1,1,134.77399,48.21806,86.555931,0.35776979,3,4,1.8692005,53.004917,48.21806,86.555931,0,0,22.415255,25.802805,33.551014,53.004917,0,0,0,0
23975,2,1000010020,deuteron,1,1,79.334763,79.334763,0,1,1,2,0.5137468,40.75798,79.334763,0,0,0,38.576782,40.75798,0,0,0,0,0,0
23977,2,1000010020,deuteron,1,1,28.750616,28.750616,0,1,1,2,0.13573419,24.848175,28.750616,0,0,0,24.848175,3.9024415,0,0,0,0,0,0
23981,2,1000010020,deuteron,1,1,78.062508,78.062508,0,1,1,2,0.50491738,39.415115,78.062508,0,0,0,38.647392,39.415115,0,0,0,0,0,0
23981,1,2212,proton,0,1,47.347183,47.347183,0,1,0,1,0,47.347183,47.347183,0,0,0,47.347183,0,0,0,0,0,0,0
23990,1,2212,proton,0,1,89.13958,22.063156,67.076416,0.24751246,6,7,3.1452384,15.841141,22.063156,25.222317,30.422638,11.431464,10.36696,11.696196,13.118396,12.103921,14.581497,15.841141,11.431464,0
23998,1,2212,proton,0,1,126.3022,22.117926,104.18427,0.17511909,7,8,4.1762495,27.265074,22.117926,26.14414,30.79562,47.244511,10.432187,11.685739,13.013656,13.130485,14.345263,16.450357,19.979437,27.265074
24003,2,1000010020,deuteron,1,1,88.6297,88.6297,0,1,1,2,0.63467765,56.251289,88.6297,0,0,0,32.378414,56.251289,0,0,0,0,0,0
24005,1,2212,proton,0,1,127.87397,23.165796,104.70818,0.18116115,7,8,4.1643839,28.091471,23.165796,25.80571,31.322874,47.579597,11.283411,11.882385,12.472901,13.332808,14.493713,16.829161,19.488125,28.091471
24008,2,1000010020,deuteron,1,1,57.690708,57.690708,0,1,0,1,0,57.690708,57.690708,0,0,0,57.690708,0,0,0,0,0,0,0
24008,1,2212,proton,0,1,82.703575,43.703869,38.999706,0.52843988,2,3,1.2487061,38.999706,43.703869,38.999706,0,0,18.43082,25.273048,38.999706,0,0,0,0,0
24010,2,1000010020,deuteron,1,1,83.08046,83.08046,0,1,1,2,0.56488031,46.930515,83.08046,0,0,0,36.149944,46.930515,0,0,0,0,0,0
24015,1,2212,proton,0,1,13.284166,13.284166,0,1,1,2,0.026498748,12.932153,13.284166,0,0,0,12.932153,0.35201377,0,0,0,0,0,0
24019,2,1000010020,deuteron,1,1,81.641777,81.641777,0,1,1,2,0.55043012,44.938091,81.641777,0,0,0,36.703686,44.938091,0,0,0,0,0,0
24019,1,2212,proton,0,1,42.283241,42.283241,0,1,0,1,0,42.283241,42.283241,0,0,0,42.283241,0,0,0,0,0,0,0
24024,2,1000010020,deuteron,1,1,80.356247,80.356247,0,1,1,2,0.52208382,41.952698,80.356247,0,0,0,38.403549,41.952698,0,0,0,0,0,0
24024,1,2212,proton,0,1,4.1625876,4.1625876,0,1,0,1,0,4.1625876,4.1625876,0,0,0,4.1625876,0,0,0,0,0,0,0
24026,2,1000010020,deuteron,1,1,50.456169,49.338848,1.1173196,0.97785562,2,3,0.5747332,26.764198,49.338848,1.1173196,0,0,22.57465,26.764198,1.1173196,0,0,0,0,0
24030,2,1000010020,deuteron,1,1,129.41251,51.415714,77.99678,0.39730096,3,4,1.7171612,39.789391,51.415714,77.99678,0,0,23.394541,28.021173,39.789391,38.20739,0,0,0,0
24033,2,1000010020,deuteron,1,1,50.312283,50.312283,0,1,0,1,0,50.312283,50.312283,0,0,0,50.312283,0,0,0,0,0,0,0
24034,2,1000010020,deuteron,1,1,8.1313944,8.1313944,0,1,0,1,0,8.1313944,8.1313944,0,0,0,8.1313944,0,0,0,0,0,0,0
24051,2,1000010020,deuteron,1,1,56.725658,56.725658,0,1,0,1,0,56.725658,56.725658,0,0,0,56.725658,0,0,0,0,0,0,0
24051,1,2212,proton,0,1,84.179459,43.210312,40.969151,0.5133118,2,3,1.2619846,40.969151,43.210312,40.969151,0,0,18.915438,24.294874,40.969151,0,0,0,0,0
24052,2,1000010020,deuteron,1,1,64.559776,64.559776,0,1,0,1,0,64.559776,64.559776,0,0,0,64.559776,0,0,0,0,0,0,0
24053,2,1000010020,deuteron,1,1,53.413513,53.413513,0,1,0,1,0,53.413513,53.413513,0,0,0,53.413513,0,0,0,0,0,0,0
24053,1,2212,proton,0,1,88.304886,39.355755,48.949131,0.44568038,3,4,1.4372094,41.902256,39.355755,48.949131,0,0,17.388277,21.967478,41.902256,7.0468736,0,0,0,0
24068,2,1000010020,deuteron,1,1,54.333237,54.333237,0,1,0,1,0,54.333237,54.333237,0,0,0,54.333237,0,0,0,0,0,0,0
24068,1,2212,proton,0,1,38.901432,38.901432,0,1,1,2,0.55256242,21.495468,38.901432,0,0,0,17.405964,21.495468,0,0,0,0,0,0
24069,2,1000010020,deuteron,1,1,72.220764,72.220764,0,1,1,2,0.36663857,45.741844,72.220764,0,0,0,45.741844,26.478918,0,0,0,0,0,0
24069,1,2212,proton,0,1,57.970695,57.970695,0,1,1,2,0.49979466,28.99725,57.970695,0,0,0,28.99725,28.973444,0,0,0,0,0,0
24070,1,2212,proton,0,1,134.6221,26.714455,107.90765,0.19844033,6,7,3.5311615,33.207085,26.714455,32.205742,53.9077,21.79421,12.649375,14.06508,14.913095,17.292648,20.700617,33.207085,21.79421,0
24071,2,1000010020,deuteron,1,1,19.559725,19.559725,0,1,0,1,0,19.559725,19.559725,0,0,0,19.559725,0,0,0,0,0,0,0
24078,2,1000010020,deuteron,1,1,128.15216,51.012733,77.139435,0.39806378,3,4,1.7022908,40.909649,51.012733,77.139435,0,0,23.369164,27.643568,40.909649,36.22979,0,0,0,0
24079,2,1000010020,deuteron,1,1,72.876984,72.876984,0,1,1,2,0.34917542,47.43013,72.876984,0,0,0,47.43013,25.446852,0,0,0,0,0,0
24082,2,1000010020,deuteron,1,1,88.640518,88.640518,0,1,1,2,0.60658175,53.767719,88.640518,0,0,0,34.872795,53.767719,0,0,0,0,0,0
24082,1,2212,proton,0,1,11.265944,11.265944,0,1,0,1,0,11.265944,11.265944,0,0,0,11.265944,0,0,0,0,0,0,0
24088,2,1000010020,deuteron,1,1,37.998821,37.998821,0,1,0,1,0,37.998821,37.998821,0,0,0,37.998821,0,0,0,0,0,0,0
24088,1,2212,proton,0,1,133.61551,26.899841,106.71566,0.20132275,6,7,3.5138683,32.563267,26.899841,31.787663,53.676056,21.251947,12.721848,14.177994,14.812863,16.9748,21.112791,32.563267,21.251947,0
24089,1,2212,proton,0,1,144.61255,24.777397,119.83514,0.17133643,7,8,4.0966973,34.987957,24.777397,28.297344,39.553253,51.98455,11.927887,12.849511,13.975606,14.321737,18.002188,21.551065,34.987957,16.996593
24092,2,1000010020,deuteron,1,1,125.04135,53.498501,71.542862,0.42784646,3,4,1.5651138,48.097923,53.498501,71.542862,0,0,24.325205,29.173296,48.097923,23.444935,0,0,0,0
24094,2,1000010020,deuteron,1,1,53.378521,53.378521,0,1,0,1,0,53.378521,53.378521,0,0,0,53.378521,0,0,0,0,0,0,0
24094,1,2212,proton,0,1,87.895477,41.143471,46.752003,0.46809542,2,3,1.3244995,46.752003,41.143471,46.752003,0,0,18.229961,22.913509,46.752003,0,0,0,0,0
24102,2,1000010020,deuteron,1,1,69.853516,69.853516,0,1,1,2,0.27722335,50.488487,69.853516,0,0,0,50.488487,19.365025,0,0,0,0,0,0
24103,2,1000010020,deuteron,1,1,35.004845,35.004845,0,1,0,1,0,35.004845,35.004845,0,0,0,35.004845,0,0,0,0,0,0,0
24103,1,2212,proton,0,1,136.06079,25.39522,110.66557,0.18664613,6,7,3.7130041,33.944839,25.39522,30.861008,45.859715,33.944839,12.263336,13.131884,14.526725,16.334284,18.961508,26.898207,33.944839,0
24106,2,1000010020,deuteron,1,1,131.66257,50.694382,80.968185,0.38503259,3,4,1.761736,42.302525,50.694382,80.968185,0,0,22.978598,27.715786,38.665665,42.302525,0,0,0,0
24111,1,2212,proton,0,1,24.826523,24.826523,0,1,1,2,0.50080156,12.433161,24.826523,0,0,0,12.393361,12.433161,0,0,0,0,0,0
24115,1,2212,proton,0,1,65.568863,65.568863,0,1,1,2,0.62359089,40.888145,65.568863,0,0,0,24.680714,40.888145,0,0,0,0,0,0
24129,2,1000010020,deuteron,1,1,124.59591,51.707703,72.888206,0.41500321,3,4,1.6237495,45.0923,51.707703,72.888206,0,0,22.967485,28.740215,45.0923,27.795906,0,0,0,0
24143,2,1000010020,deuteron,1,1,54.043053,54.043053,0,1,0,1,0,54.043053,54.043053,0,0,0,54.043053,0,0,0,0,0,0,0
24144,1,2212,proton,0,1,28.137552,22.086626,6.0509267,0.78495193,2,3,0.82279778,11.049662,22.086626,6.0509267,0,0,11.036964,11.049662,6.0509267,0,0,0,0,0
24148,1,2212,proton,0,1,134.96887,25.96936,108.99953,0.19240999,6,7,3.5740058,30.519655,25.96936,32.726402,50.87146,25.401663,12.430127,13.539232,15.754359,16.972042,20.351803,30.519655,25.401663,0
24149,1,2212,proton,0,1,85.495941,26.477415,59.018524,0.30969208,5,6,2.4268663,21.400496,26.477415,32.163216,26.855309,0,13.031785,13.44563,15.324099,16.839117,21.400496,5.4548125,0,0
24154,2,1000010020,deuteron,1,1,74.439919,74.439919,0,1,1,2,0.43007648,42.42506,74.439919,0,0,0,42.42506,32.014858,0,0,0,0,0,0
24154,1,2212,proton,0,1,48.122059,48.122059,0,1,1,2,0.030269444,46.665432,48.122059,0,0,0,46.665432,1.456628,0,0,0,0,0,0
24155,2,1000010020,deuteron,1,1,87.193237,87.193237,0,1,1,2,0.60627466,52.863052,87.193237,0,0,0,34.330181,52.863052,0,0,0,0,0,0
24155,1,2212,proton,0,1,61.95536,61.95536,0,1,1,2,0.60018206,37.184494,61.95536,0,0,0,24.770864,37.184494,0,0,0,0,0,0
24156,2,1000010020,deuteron,1,1,71.815445,71.815445,0,1,1,2,0.32637608,48.376598,71.815445,0,0,0,48.376598,23.438843,0,0,0,0,0,0
24157,1,2212,proton,0,1,133.32727,25.507301,107.81997,0.19131346,6,7,3.554419,35.005558,25.507301,30.663612,57.589989,19.566368,12.226594,13.280706,14.134293,16.52932,22.584429,35.005558,19.566368,0
24164,2,1000010020,deuteron,1,1,64.056168,64.056168,0,1,0,1,0,64.056168,64.056168,0,0,0,64.056168,0,0,0,0,0,0,0
24164,1,2212,proton,0,1,62.137154,62.137154,0,1,1,2,0.55798006,34.671291,62.137154,0,0,0,27.46586,34.671291,0,0,0,0,0,0
24165,2,1000010020,deuteron,1,1,69.831223,69.831223,0,1,1,2,0.27349213,50.732937,69.831223,0,0,0,50.732937,19.098289,0,0,0,0,0,0
24166,2,1000010020,deuteron,1,1,93.714844,93.714844,0,1,1,2,0.65556079,61.43578,93.714844,0,0,0,32.279064,61.43578,0,0,0,0,0,0
24166,1,2212,proton,0,1,42.039101,42.039101,0,1,0,1,0,42.039101,42.039101,0,0,0,42.039101,0,0,0,0,0,0,0
24168,2,1000010020,deuteron,1,1,56.263111,56.263111,0,1,0,1,0,56.263111,56.263111,0,0,0,56.263111,0,0,0,0,0,0,0
24168,1,2212,proton,0,1,87.881409,41.400841,46.480564,0.47109896,2,3,1.3233457,46.480564,41.400841,46.480564,0,0,18.064486,23.336355,46.480564,0,0,0,0,0
24173,2,1000010020,deuteron,1,1,73.171204,73.171204,0,1,1,2,0.38013461,45.3563,73.171204,0,0,0,45.3563,27.814907,0,0,0,0,0,0
24173,1,2212,proton,0,1,56.672501,56.672501,0,1,1,2,0.46231094,30.472185,56.672501,0,0,0,30.472185,26.200317,0,0,0,0,0,0
24178,1,2212,proton,0,1,16.195013,16.195013,0,1,1,2,0.2827532,11.615821,16.195013,0,0,0,11.615821,4.5791917,0,0,0,0,0,0
24180,2,1000010020,deuteron,1,1,34.582729,34.582729,0,1,1,2,0.35634553,22.259327,34.582729,0,0,0,22.259327,12.323401,0,0,0,0,0,0
24181,2,1000010020,deuteron,1,1,76.676407,76.676407,0,1,1,2,0.4590444,41.478531,76.676407,0,0,0,41.478531,35.197876,0,0,0,0,0,0
24181,1,2212,proton,0,1,2.2150078,2.2150078,0,1,0,1,0,2.2150078,2.2150078,0,0,0,2.2150078,0,0,0,0,0,0,0
24199,2,1000010020,deuteron,1,1,68.548943,68.548943,0,1,1,2,0.27017501,50.028732,68.548943,0,0,0,50.028732,18.52021,0,0,0,0,0,0
24209,1,2212,proton,0,1,136.54109,26.742001,109.7991,0.19585313,6,7,3.563097,31.507963,26.742001,32.391624,52.520679,24.886791,13.023406,13.718595,15.295706,17.095919,21.012716,31.507963,24.886791,0
24211,2,1000010020,deuteron,1,1,130.37393,50.646782,79.727142,0.38847321,3,4,1.7476087,40.889805,50.646782,79.727142,0,0,23.148281,27.498499,38.837341,40.889805,0,0,0,0
24212,1,2212,proton,0,1,119.52831,20.944771,98.583534,0.17522855,7,8,4.1477666,24.967878,20.944771,24.892902,30.132719,43.557915,10.389812,10.554958,12.583633,12.309269,13.853458,16.279261,18.590034,24.967878
24214,2,1000010020,deuteron,1,1,40.044815,40.044815,0,1,0,1,0,40.044815,40.044815,0,0,0,40.044815,0,0,0,0,0,0,0
24214,1,2212,proton,0,1,135.14026,26.515091,108.62516,0.19620423,6,7,3.5435574,31.198074,26.515091,32.703407,51.975033,23.946726,12.702206,13.812886,15.824409,16.878998,20.776958,31.198074,23.946726,0
24220,2,1000010020,deuteron,1,1,78.79483,78.79483,0,1,1,2,0.48439109,40.627319,78.79483,0,0,0,40.627319,38.167515,0,0,0,0,0,0
24221,2,1000010020,deuteron,1,1,119.31207,56.288651,63.023415,0.47177669,2,3,1.3238556,63.023415,56.288651,63.023415,0,0,24.383532,31.905121,63.023415,0,0,0,0,0
24221,1,2212,proton,0,1,18.732912,18.732912,0,1,0,1,0,18.732912,18.732912,0,0,0,18.732912,0,0,0,0,0,0,0
24230,1,2212,proton,0,1,145.30939,24.164268,121.14512,0.1662953,7,8,4.1438899,33.666328,24.164268,28.618645,39.109871,53.416603,11.558784,12.605484,14.433226,14.185419,17.681332,21.428537,33.666328,19.750273
24231,2,1000010020,deuteron,1,1,10.008214,10.008214,0,1,0,1,0,10.008214,10.008214,0,0,0,10.008214,0,0,0,0,0,0,0
24231,1,2212,proton,0,1,46.908623,33.304161,13.604461,0.70997953,2,3,0.95494229,17.586109,33.304161,13.604461,0,0,15.718052,17.586109,13.604461,0,0,0,0,0
24236,2,1000010020,deuteron,1,1,65.829834,65.829834,0,1,1,2,0.088871017,59.979469,65.829834,0,0,0,59.979469,5.8503642,0,0,0,0,0,0
24236,1,2212,proton,0,1,61.72142,61.72142,0,1,1,2,0.56905895,35.123127,61.72142,0,0,0,26.598293,35.123127,0,0,0,0,0,0
24241,1,2212,proton,0,1,115.48491,22.002848,93.482056,0.19052574,7,8,4.0551553,22.468414,22.002848,24.263483,28.616905,40.601669,10.528091,11.474756,11.739643,12.52384,13.379266,15.237638,18.133255,22.468414
24254,1,2212,proton,0,1,107.8101,27.150375,80.659714,0.25183517,5,6,2.8692493,23.281561,27.150375,34.816113,45.843597,0,12.981092,14.169282,15.93952,18.876593,22.562038,23.281561,0,0
24262,2,1000010020,deuteron,1,1,67.146027,67.146027,0,1,1,2,0.12385085,58.829937,67.146027,0,0,0,58.829937,8.3160925,0,0,0,0,0,0
24263,1,2212,proton,0,1,132.40289,23.818558,108.58434,0.17989454,7,8,4.1801691,29.469683,23.818558,27.49869,30.614374,50.471268,11.151361,12.667196,12.626962,14.871728,14.438961,16.175413,21.001585,29.469683
24269,1,2212,proton,0,1,123.29121,24.826,98.465202,0.20136067,6,7,3.5095916,26.199118,24.826,30.38623,45.823536,22.255434,12.024734,12.801266,14.284045,16.102186,19.624418,26.199118,22.255434,0
24274,2,1000010020,deuteron,1,1,76.63237,76.63237,0,1,1,2,0.46090695,41.311974,76.63237,0,0,0,41.311974,35.320393,0,0,0,0,0,0
24275,2,1000010020,deuteron,1,1,125.36172,51.915062,73.446655,0.41412213,3,4,1.6328665,44.684711,51.915062,73.446655,0,0,22.871367,29.043694,44.684711,28.76194,0,0,0,0
24276,1,2212,proton,0,1,108.94534,26.710752,82.234596,0.24517572,5,6,2.9804237,28.578932,26.710752,32.275757,49.958836,0,12.09057,14.620182,15.158445,17.11731,21.379904,28.578932,0,0
24277,2,1000010020,deuteron,1,1,21.136774,21.136774,0,1,0,1,0,21.136774,21.136774,0,0,0,21.136774,0,0,0,0,0,0,0
24279,1,2212,proton,0,1,136.28615,27.256721,109.02943,0.19999628,6,7,3.564923,30.584728,27.256721,32.262417,50.713882,26.053129,12.899824,14.356897,15.053532,17.208885,20.129156,30.584728,26.053129,0
24280,2,1000010020,deuteron,1,1,74.643089,74.643089,0,1,1,2,0.42402741,42.992371,74.643089,0,0,0,42.992371,31.650717,0,0,0,0,0,0
24281,1,2212,proton,0,1,128.41125,27.515966,100.89529,0.21428002,5,6,3.1928537,41.720703,27.515966,34.378708,66.516579,0,12.72819,14.787776,15.712568,18.666138,24.795874,41.720703,0,0
24295,1,2212,proton,0,1,108.08704,25.063683,83.023361,0.23188424,6,7,3.173562,24.555555,25.063683,30.063763,44.331223,8.6283751,11.94182,13.121861,13.942928,16.120834,19.775667,24.555555,8.6283751,0
24299,2,1000010020,deuteron,1,1,73.181763,73.181763,0,1,1,2,0.36743277,46.292389,73.181763,0,0,0,46.292389,26.889378,0,0,0,0,0,0
24301,1,2212,proton,0,1,137.79211,25.202,112.59013,0.18289872,6,7,3.7638779,37.991982,25.202,30.599157,43.998985,37.991982,12.543561,12.65844,14.649486,15.949672,19.120535,24.878448,37.991982,0
24309,2,1000010020,deuteron,1,1,55.0312,55.0312,0,1,0,1,0,55.0312,55.0312,0,0,0,55.0312,0,0,0,0,0,0,0
24310,2,1000010020,deuteron,1,1,133.85379,48.369774,85.484009,0.36136276,3,4,1.8462019,49.901733,48.369774,85.484009,0,0,22.118393,26.251379,35.582275,49.901733,0,0,0,0
24314,1,2212,proton,0,1,41.979137,27.022453,14.956683,0.64371151,2,3,1.0681937,14.956683,27.022453,14.956683,0,0,12.093967,14.928485,14.956683,0,0,0,0,0
24322,2,1000010020,deuteron,1,1,65.684975,65.684975,0,1,0,1,0,65.684975,65.684975,0,0,0,65.684975,0,0,0,0,0,0,0
24327,1,2212,proton,0,1,131.49088,26.540192,104.95068,0.20184056,5,6,3.293179,48.54372,26.540192,33.897453,71.053238,0,12.321229,14.218964,15.644987,18.252464,22.509514,48.54372,0,0
24329,1,2212,proton,0,1,144.41644,23.850838,120.5656,0.16515321,7,8,4.0897937,36.193989,23.850838,29.806631,39.04512,51.713856,11.563132,12.287706,14.688053,15.118578,17.414753,21.630367,36.193989,15.519867
24334,2,1000010020,deuteron,1,1,48.383408,47.826458,0.55694836,0.98848885,2,3,0.56047386,26.003738,47.826458,0.55694836,0,0,21.82272,26.003738,0.55694836,0,0,0,0,0
24340,1,2212,proton,0,1,130.6989,26.654957,104.04395,0.2039417,6,7,3.3601384,41.910461,26.654957,32.690342,63.609497,7.7441087,13.450975,13.203981,14.921723,17.768618,21.699036,41.910461,7.7441087,0
24342,2,1000010020,deuteron,1,1,4.1467061,4.1467061,0,1,0,1,0,4.1467061,4.1467061,0,0,0,4.1467061,0,0,0,0,0,0,0
24342,1,2212,proton,0,1,133.18262,26.299824,106.88278,0.1974719,6,7,3.4897194,34.074936,26.299824,32.385147,55.878777,18.618858,12.787873,13.511951,15.200675,17.184473,21.803843,34.074936,18.618858,0
24346,2,1000010020,deuteron,1,1,82.418045,82.418045,0,1,1,2,0.55658501,45.872646,82.418045,0,0,0,36.545395,45.872646,0,0,0,0,0,0
24346,1,2212,proton,0,1,85.061386,42.648563,42.412827,0.50138569,2,3,1.2821774,42.412827,42.648563,42.412827,0,0,18.410429,24.238134,42.412827,0,0,0,0,0
24353,2,1000010020,deuteron,1,1,90.324936,90.324936,0,1,1,2,0.63344312,57.21571,90.324936,0,0,0,33.109222,57.21571,0,0,0,0,0,0
24353,1,2212,proton,0,1,47.964931,47.964931,0,1,0,1,0,47.964931,47.964931,0,0,0,47.964931,0,0,0,0,0,0,0
24355,1,2212,proton,0,1,61.830399,21.672134,40.158264,0.35050938,5,6,2.1986308,14.079412,21.672134,25.024956,15.133306,0,10.519754,11.15238,11.872155,13.152801,14.079412,1.053893,0,0
24357,1,2212,proton,0,1,146.78554,24.075382,122.71015,0.16401739,7,8,4.2608814,29.103342,24.075382,27.736416,37.711601,57.262138,11.523071,12.55231,13.69424,14.042177,16.921181,20.790421,29.103342,28.158796
24359,1,2212,proton,0,1,128.04895,21.543522,106.50542,0.16824442,7,8,4.1774793,27.36322,21.543522,27.424227,31.856152,47.225044,11.005548,10.537974,13.23426,14.189967,14.64883,17.207321,19.861824,27.36322
24361,2,1000010020,deuteron,1,1,131.05688,50.417595,80.639282,0.38470009,3,4,1.7575253,41.172005,50.417595,80.639282,0,0,22.532356,27.885241,39.467278,41.172005,0,0,0,0
