event,track_id,pdg,particle,y_deuteron,pseudo_run,total_edep_MeV,early_edep_MeV,downstream_edep_MeV,early_fraction,deepest_layer,n_layers_hit,layer_centroid,max_layer_edep_MeV,B2_edep_MeV,B4_edep_MeV,B6_edep_MeV,B8_edep_MeV,edep_l0,edep_l1,edep_l2,edep_l3,edep_l4,edep_l5,edep_l6,edep_l7,benchmark_sample
84108,1,2212,proton,0,5,137.17955,25.879045,111.30049,0.18865091,6,7,3.6713328,31.903795,25.879045,31.423832,47.97287,31.903795,13.304399,12.574646,14.558057,16.865776,19.943439,28.02943,31.903795,0,True
84120,2,1000010020,deuteron,1,5,129.46333,51.234638,78.228699,0.39574632,3,4,1.7102962,40.971561,51.234638,78.228699,0,0,23.528522,27.706116,40.971561,37.257133,0,0,0,0,True
84121,1,2212,proton,0,5,49.509953,49.509953,0,1,1,2,0.17580839,40.805687,49.509953,0,0,0,40.805687,8.7042646,0,0,0,0,0,0,True
84128,2,1000010020,deuteron,1,5,51.809669,51.809669,0,1,0,1,0,51.809669,51.809669,0,0,0,51.809669,0,0,0,0,0,0,0,True
84128,1,2212,proton,0,5,91.094482,38.11824,52.976234,0.41844732,3,4,1.6066481,33.056499,38.11824,52.976234,0,0,17.633667,20.484575,33.056499,19.919737,0,0,0,0,True
84143,2,1000010020,deuteron,1,5,31.350096,31.350096,0,1,0,1,0,31.350096,31.350096,0,0,0,31.350096,0,0,0,0,0,0,0,True
84143,1,2212,proton,0,5,101.34905,34.56184,66.787209,0.3410179,3,4,1.9094381,41.23954,34.56184,66.787209,0,0,15.85606,18.70578,25.54767,41.23954,0,0,0,0,True
84148,1,2212,proton,0,5,73.550262,20.556932,52.993324,0.27949503,5,6,2.7166588,14.667749,20.556932,24.835201,28.158123,0,10.150018,10.406915,12.401785,12.433416,13.490375,14.667749,0,0,True
84153,2,1000010020,deuteron,1,5,120.01901,54.826099,65.192917,0.45681179,2,3,1.3400816,65.192917,54.826099,65.192917,0,0,24.376661,30.449438,65.192917,0,0,0,0,0,True
84153,1,2212,proton,0,5,42.300812,42.300812,0,1,0,1,0,42.300812,42.300812,0,0,0,42.300812,0,0,0,0,0,0,0,True
84154,2,1000010020,deuteron,1,5,76.28006,76.28006,0,1,1,2,0.44467127,42.360512,76.28006,0,0,0,42.360512,33.919552,0,0,0,0,0,0,True
84160,1,2212,proton,0,5,59.605057,59.605057,0,1,1,2,0.50992727,30.394245,59.605057,0,0,0,29.210812,30.394245,0,0,0,0,0,0,True
84166,1,2212,proton,0,5,123.51382,22.696587,100.81723,0.18375745,7,8,4.1177692,25.744555,22.696587,25.452015,30.848099,44.51712,10.687851,12.008737,12.444422,13.007594,14.406653,16.441444,18.772564,25.744555,True
84172,2,1000010020,deuteron,1,5,117.53008,57.243538,60.286533,0.48705438,2,3,1.2971857,60.286533,57.243538,60.286533,0,0,25.358274,31.885265,60.286533,0,0,0,0,0,True
84173,2,1000010020,deuteron,1,5,119.89072,55.570198,64.320518,0.46350709,2,3,1.3352698,64.320518,55.570198,64.320518,0,0,24.124781,31.445417,64.320518,0,0,0,0,0,True
84173,1,2212,proton,0,5,41.237873,41.237873,0,1,0,1,0,41.237873,41.237873,0,0,0,41.237873,0,0,0,0,0,0,0,True
84175,1,2212,proton,0,5,141.24901,25.29722,115.9518,0.17909662,6,7,3.8159211,41.62883,25.29722,31.058929,43.264038,41.62883,12.542627,12.754593,14.163475,16.895454,18.866007,24.398029,41.62883,0,True
84180,1,2212,proton,0,5,78.362007,25.13829,53.223721,0.32079691,5,6,2.34164,19.004986,25.13829,30.677086,22.546635,0,12.670168,12.468122,14.731979,15.945107,19.004986,3.5416498,0,0,True
84186,2,1000010020,deuteron,1,5,126.94171,51.68927,75.252441,0.40718901,3,4,1.6615399,43.343636,51.68927,75.252441,0,0,23.184229,28.505041,43.343636,31.908802,0,0,0,0,True
84202,2,1000010020,deuteron,1,5,9.8702021,9.8702021,0,1,0,1,0,9.8702021,9.8702021,0,0,0,9.8702021,0,0,0,0,0,0,0,True
84209,1,2212,proton,0,5,133.42529,27.312111,106.11318,0.20469965,6,7,3.3180492,43.523735,27.312111,34.219719,66.511467,5.3819962,12.901897,14.410213,16.219257,18.00046,22.987732,43.523735,5.3819962,0,True
84212,1,2212,proton,0,5,122.27314,22.400307,99.872841,0.18319891,7,8,4.114984,25.114603,22.400307,25.316254,30.448053,44.108528,10.370055,12.030252,12.777113,12.539142,14.055922,16.392132,18.993927,25.114603,True
84213,2,1000010020,deuteron,1,5,133.91241,47.958282,85.954117,0.35813171,3,4,1.8525331,49.738884,47.958282,85.954117,0,0,21.528227,26.430058,36.215237,49.738884,0,0,0,0,True
84222,1,2212,proton,0,5,133.56805,26.15057,107.4175,0.19578461,6,7,3.5580328,31.229326,26.15057,31.878006,51.665909,23.873577,12.684585,13.465984,14.994934,16.883072,20.436583,31.229326,23.873577,0,True
84223,2,1000010020,deuteron,1,5,129.00156,50.515804,78.485748,0.39159065,3,4,1.7215199,41.243473,50.515804,78.485748,0,0,22.650826,27.864979,41.243473,37.242279,0,0,0,0,True
84230,1,2212,proton,0,5,32.765503,20.86347,11.902034,0.63675112,2,3,1.0470095,11.902034,20.86347,11.902034,0,0,10.361747,10.501723,11.902034,0,0,0,0,0,True
84236,2,1000010020,deuteron,1,5,74.352768,74.352768,0,1,1,2,0.41245812,43.685364,74.352768,0,0,0,43.685364,30.667402,0,0,0,0,0,0,True
84237,1,2212,proton,0,5,9.026432,9.026432,0,1,0,1,0,9.026432,9.026432,0,0,0,9.026432,0,0,0,0,0,0,0,True
84238,2,1000010020,deuteron,1,5,64.790718,64.790718,0,1,0,1,0,64.790718,64.790718,0,0,0,64.790718,0,0,0,0,0,0,0,True
84246,2,1000010020,deuteron,1,5,76.926483,76.926483,0,1,1,2,0.47570816,40.331924,76.926483,0,0,0,40.331924,36.594555,0,0,0,0,0,0,True
84246,1,2212,proton,0,5,53.208355,53.208355,0,1,1,2,0.3867588,32.629555,53.208355,0,0,0,32.629555,20.5788,0,0,0,0,0,0,True
84249,2,1000010020,deuteron,1,5,86.609886,86.609886,0,1,1,2,0.60203356,52.142059,86.609886,0,0,0,34.467827,52.142059,0,0,0,0,0,0,True
84252,2,1000010020,deuteron,1,5,51.112076,51.112076,0,1,0,1,0,51.112076,51.112076,0,0,0,51.112076,0,0,0,0,0,0,0,True
84256,2,1000010020,deuteron,1,5,90.522552,90.522552,0,1,1,2,0.63979882,57.916222,90.522552,0,0,0,32.606335,57.916222,0,0,0,0,0,0,True
84260,1,2212,proton,0,5,131.10178,26.069031,105.03275,0.19884574,5,6,3.2869456,48.089439,26.069031,33.776112,71.256638,0,13.347929,12.721103,16.24102,17.535091,23.167196,48.089439,0,0,True
84263,1,2212,proton,0,5,135.96986,25.608501,110.36136,0.18833953,6,7,3.6634533,31.517841,25.608501,31.480932,47.362579,31.517841,12.577763,13.03074,15.156679,16.324253,20.117558,27.245024,31.517841,0,True
84265,1,2212,proton,0,5,126.9796,25.660383,101.31921,0.20208272,5,6,3.2744892,45.911346,25.660383,33.640976,67.678238,0,12.195899,13.464484,15.218418,18.42256,21.766895,45.911346,0,0,True
84268,2,1000010020,deuteron,1,5,81.008667,81.008667,0,1,1,2,0.5333097,43.202709,81.008667,0,0,0,37.805958,43.202709,0,0,0,0,0,0,True
84269,1,2212,proton,0,5,53.173168,26.972752,26.200417,0.50726247,3,4,1.4769932,14.435962,26.972752,26.200417,0,0,12.601624,14.371127,14.435962,11.764454,0,0,0,0,True
84271,2,1000010020,deuteron,1,5,38.309586,38.309586,0,1,1,2,0.41358435,22.46534,38.309586,0,0,0,22.46534,15.844245,0,0,0,0,0,0,True
84273,1,2212,proton,0,5,83.743401,44.208588,39.534813,0.52790534,2,3,1.2458729,39.534813,44.208588,39.534813,0,0,18.944578,25.264008,39.534813,0,0,0,0,0,True
84287,1,2212,proton,0,5,40.99086,40.99086,0,1,0,1,0,40.99086,40.99086,0,0,0,40.99086,0,0,0,0,0,0,0,True
84296,1,2212,proton,0,5,122.19838,22.580128,99.618256,0.18478255,7,8,4.1052585,25.308704,22.580128,24.784794,30.95071,43.882751,11.514464,11.065664,12.588398,12.196397,14.534499,16.416212,18.574047,25.308704,True
84297,2,1000010020,deuteron,1,5,85.13102,85.13102,0,1,1,2,0.59349865,50.525143,85.13102,0,0,0,34.605877,50.525143,0,0,0,0,0,0,True
84297,1,2212,proton,0,5,40.718426,40.718426,0,1,0,1,0,40.718426,40.718426,0,0,0,40.718426,0,0,0,0,0,0,0,True
84316,2,1000010020,deuteron,1,5,92.540955,92.540955,0,1,1,2,0.65586025,60.693932,92.540955,0,0,0,31.847019,60.693932,0,0,0,0,0,0,True
84319,2,1000010020,deuteron,1,5,77.957573,77.957573,0,1,1,2,0.47878301,40.632812,77.957573,0,0,0,40.632812,37.32476,0,0,0,0,0,0,True
84322,1,2212,proton,0,5,44.259731,25.601402,18.658329,0.57843554,3,4,1.2255601,14.995224,25.601402,18.658329,0,0,12.33821,13.263193,14.995224,3.6631055,0,0,0,0,True
84324,2,1000010020,deuteron,1,5,130.70389,49.840202,80.863678,0.38132149,3,4,1.7802092,43.595917,49.840202,80.863678,0,0,22.483215,27.356989,37.267761,43.595917,0,0,0,0,True
84326,2,1000010020,deuteron,1,5,87.821411,87.821411,0,1,1,2,0.61548817,54.05304,87.821411,0,0,0,33.768375,54.05304,0,0,0,0,0,0,True
84331,2,1000010020,deuteron,1,5,90.220367,90.220367,0,1,1,2,0.63314712,57.122765,90.220367,0,0,0,33.097603,57.122765,0,0,0,0,0,0,True
84337,2,1000010020,deuteron,1,5,63.8176,63.8176,0,1,0,1,0,63.8176,63.8176,0,0,0,63.8176,0,0,0,0,0,0,0,True
84346,2,1000010020,deuteron,1,5,71.512016,71.512016,0,1,1,2,0.31515962,48.974319,71.512016,0,0,0,48.974319,22.537699,0,0,0,0,0,0,True
84357,1,2212,proton,0,5,51.462769,32.757252,18.705517,0.63652331,2,3,1.0715283,18.705517,32.757252,18.705517,0,0,15.024471,17.73278,18.705517,0,0,0,0,0,True
84362,1,2212,proton,0,5,18.559755,18.559755,0,1,1,2,0.37888792,11.527688,18.559755,0,0,0,11.527688,7.0320673,0,0,0,0,0,0,True
84363,2,1000010020,deuteron,1,5,82.16082,82.16082,0,1,1,2,0.54877067,45.087448,82.16082,0,0,0,37.073372,45.087448,0,0,0,0,0,0,True
84363,1,2212,proton,0,5,86.583992,42.169495,44.414497,0.48703569,2,3,1.2993308,44.414497,42.169495,44.414497,0,0,18.497232,23.67226,44.414497,0,0,0,0,0,True
84364,1,2212,proton,0,5,147.12686,24.660097,122.46677,0.16761111,7,8,4.1749296,32.224644,24.660097,27.96372,39.924885,54.578156,12.124575,12.535522,13.273627,14.690093,18.355661,21.569223,32.224644,22.353514,True
84372,2,1000010020,deuteron,1,5,80.326416,80.326416,0,1,1,2,0.51805437,41.613453,80.326416,0,0,0,38.712963,41.613453,0,0,0,0,0,0,True
84378,2,1000010020,deuteron,1,5,126.33595,52.175949,74.160004,0.41299367,3,4,1.6394547,43.620445,52.175949,74.160004,0,0,23.913431,28.262518,43.620445,30.539558,0,0,0,0,True
84380,1,2212,proton,0,5,56.072365,56.072365,0,1,1,2,0.46065262,30.242485,56.072365,0,0,0,30.242485,25.829882,0,0,0,0,0,0,True
84392,2,1000010020,deuteron,1,5,67.061523,67.061523,0,1,1,2,0.14277604,57.486748,67.061523,0,0,0,57.486748,9.5747786,0,0,0,0,0,0,True
84398,1,2212,proton,0,5,129.87898,27.175516,102.70347,0.20923722,5,6,3.2442944,45.621216,27.175516,33.810589,68.892883,0,13.157238,14.018278,15.277137,18.533451,23.271666,45.621216,0,0,True
84402,1,2212,proton,0,5,16.552931,16.552931,0,1,1,2,0.18435015,13.501395,16.552931,0,0,0,13.501395,3.0515351,0,0,0,0,0,0,True
84422,2,1000010020,deuteron,1,5,55.308136,55.308136,0,1,1,2,0.29983696,38.724712,55.308136,0,0,0,38.724712,16.583424,0,0,0,0,0,0,True
84425,2,1000010020,deuteron,1,5,73.899353,73.899353,0,1,1,2,0.38243571,45.637604,73.899353,0,0,0,45.637604,28.261751,0,0,0,0,0,0,True
84428,1,2212,proton,0,5,110.75815,26.777325,83.98082,0.24176392,5,6,2.9257228,24.995144,26.777325,34.98127,48.999554,0,12.194826,14.5825,16.472034,18.509233,24.00441,24.995144,0,0,True
84437,2,1000010020,deuteron,1,5,60.497314,60.497314,0,1,0,1,0,60.497314,60.497314,0,0,0,60.497314,0,0,0,0,0,0,0,True
84437,1,2212,proton,0,5,81.292435,47.76413,33.528309,0.58755934,2,3,1.1648896,33.528309,47.76413,33.528309,0,0,20.124037,27.640091,33.528309,0,0,0,0,0,True
84438,1,2212,proton,0,5,138.97324,25.13415,113.83908,0.18085605,6,7,3.7906127,38.540741,25.13415,30.608816,44.689522,38.540741,11.756577,13.377573,14.012716,16.5961,19.089676,25.599846,38.540741,0,True
84440,2,1000010020,deuteron,1,5,134.60957,48.859013,85.750565,0.36296833,3,4,1.8448184,49.827717,48.859013,85.750565,0,0,21.857645,27.001368,35.922844,49.827717,0,0,0,0,True
84447,1,2212,proton,0,5,134.72203,25.361164,109.36087,0.18824808,6,7,3.6615605,29.801289,25.361164,30.917309,48.642281,29.801289,12.209911,13.151253,14.286605,16.630705,20.342829,28.29945,29.801289,0,True
84458,2,1000010020,deuteron,1,5,49.69376,49.69376,0,1,1,2,0.52181596,25.930996,49.69376,0,0,0,23.762764,25.930996,0,0,0,0,0,0,True
84463,2,1000010020,deuteron,1,5,70.389549,70.389549,0,1,1,2,0.2806372,50.63562,70.389549,0,0,0,50.63562,19.753927,0,0,0,0,0,0,True
84473,1,2212,proton,0,5,114.14233,21.828457,92.313866,0.19123894,7,8,4.0489807,21.747549,21.828457,23.617298,29.177532,39.519035,10.704501,11.123955,11.093141,12.524158,13.472072,15.705462,17.771488,21.747549,True
84476,1,2212,proton,0,5,93.859657,28.581562,65.278091,0.30451381,5,6,2.4258399,26.507387,28.581562,35.417648,29.860447,0,13.901223,14.68034,16.03964,19.37801,26.507387,3.3530591,0,0,True
84479,1,2212,proton,0,5,122.37694,23.303064,99.073868,0.19042039,7,8,4.074882,24.683502,23.303064,25.275234,30.164352,43.634285,11.597168,11.705896,11.911555,13.36368,14.259408,15.904944,18.950781,24.683502,True
84486,2,1000010020,deuteron,1,5,65.385628,65.385628,0,1,0,1,0,65.385628,65.385628,0,0,0,65.385628,0,0,0,0,0,0,0,True
84492,2,1000010020,deuteron,1,5,91.007324,91.007324,0,1,1,2,0.65043867,59.194683,91.007324,0,0,0,31.812641,59.194683,0,0,0,0,0,0,True
84496,2,1000010020,deuteron,1,5,65.414894,65.414894,0,1,0,1,0,65.414894,65.414894,0,0,0,65.414894,0,0,0,0,0,0,0,True
84497,2,1000010020,deuteron,1,5,77.499596,77.499596,0,1,1,2,0.45752916,42.041271,77.499596,0,0,0,42.041271,35.458324,0,0,0,0,0,0,True
84500,1,2212,proton,0,5,14.30937,14.30937,0,1,1,2,0.016132047,14.07853,14.30937,0,0,0,14.07853,0.23083943,0,0,0,0,0,0,True
84508,2,1000010020,deuteron,1,5,64.551292,64.551292,0,1,0,1,0,64.551292,64.551292,0,0,0,64.551292,0,0,0,0,0,0,0,True
84508,1,2212,proton,0,5,66.425903,66.425903,0,1,1,2,0.62278432,41.369011,66.425903,0,0,0,25.056892,41.369011,0,0,0,0,0,0,True
84514,1,2212,proton,0,5,0.38285765,0.38285765,0,1,0,1,0,0.38285765,0.38285765,0,0,0,0.38285765,0,0,0,0,0,0,0,True
84537,1,2212,proton,0,5,136.76591,27.115322,109.65059,0.19826081,6,7,3.6073952,29.48447,27.115322,31.699787,49.291145,28.659653,12.998672,14.11665,14.454269,17.245518,19.806677,29.48447,28.659653,0,True
84544,2,1000010020,deuteron,1,5,79.100128,79.100128,0,1,1,2,0.48767552,40.524929,79.100128,0,0,0,40.524929,38.575195,0,0,0,0,0,0,True
84544,1,2212,proton,0,5,58.481956,58.481956,0,1,1,2,0.69699931,40.761883,58.481956,0,0,0,17.720076,40.761883,0,0,0,0,0,0,True
84550,2,1000010020,deuteron,1,5,76.596802,76.596802,0,1,1,2,0.43673822,43.144047,76.596802,0,0,0,43.144047,33.452751,0,0,0,0,0,0,True
84554,2,1000010020,deuteron,1,5,14.950666,14.950666,0,1,0,1,0,14.950666,14.950666,0,0,0,14.950666,0,0,0,0,0,0,0,True
84559,1,2212,proton,0,5,39.211731,25.464203,13.747526,0.64940268,3,4,1.0460905,13.070232,25.464203,13.747526,0,0,12.61753,12.846672,13.070232,0.67729419,0,0,0,0,True
84564,2,1000010020,deuteron,1,5,27.367996,27.367996,0,1,0,1,0,27.367996,27.367996,0,0,0,27.367996,0,0,0,0,0,0,0,True
84564,1,2212,proton,0,5,138.90244,26.040001,112.86243,0.18746972,6,7,3.7208045,34.921051,26.040001,31.097881,46.843502,34.921051,12.081108,13.958893,14.459306,16.638577,19.708258,27.135244,34.921051,0,True
84572,2,1000010020,deuteron,1,5,135.63202,46.381844,89.250183,0.34196824,3,4,1.9073733,54.992359,46.381844,89.250183,0,0,21.173677,25.208168,34.25782,54.992359,0,0,0,0,True
84581,2,1000010020,deuteron,1,5,69.897476,69.897476,0,1,1,2,0.29875955,49.014938,69.897476,0,0,0,49.014938,20.882538,0,0,0,0,0,0,True
84581,1,2212,proton,0,5,60.227562,60.227562,0,1,1,2,0.56823862,34.223625,60.227562,0,0,0,26.003935,34.223625,0,0,0,0,0,0,True
84582,2,1000010020,deuteron,1,5,121.06255,53.492104,67.57045,0.44185507,3,4,1.4793942,53.258102,53.492104,67.57045,0,0,23.8461,29.646004,53.258102,14.312348,0,0,0,0,True
84583,1,2212,proton,0,5,136.05461,25.23428,110.82033,0.1854717,6,7,3.7204359,33.999298,25.23428,30.469807,46.351227,33.999298,12.317926,12.916353,14.613214,15.856593,19.282011,27.069214,33.999298,0,True
84585,1,2212,proton,0,5,78.64756,26.288288,52.359276,0.33425432,4,5,2.2169015,18.711081,26.288288,33.648193,18.711081,0,12.220672,14.067617,15.502628,18.145565,18.711081,0,0,0,True
84590,1,2212,proton,0,5,43.447048,43.447048,0,1,0,1,0,43.447048,43.447048,0,0,0,43.447048,0,0,0,0,0,0,0,True
84594,2,1000010020,deuteron,1,5,65.838768,65.838768,0,1,1,2,0.090920754,59.852657,65.838768,0,0,0,59.852657,5.9861102,0,0,0,0,0,0,True
84594,1,2212,proton,0,5,62.114185,62.114185,0,1,1,2,0.57161355,35.50531,62.114185,0,0,0,26.608875,35.50531,0,0,0,0,0,0,True
84596,1,2212,proton,0,5,137.39713,25.974148,111.42297,0.18904433,6,7,3.7097847,34.260544,25.974148,30.595028,46.567402,34.260544,12.275893,13.698256,14.260077,16.334951,19.90976,26.657642,34.260544,0,True
84597,1,2212,proton,0,5,132.21359,25.754467,106.45912,0.1947944,6,7,3.4803433,35.184307,25.754467,32.621147,57.047916,16.790054,11.7595,13.994968,15.826043,16.795105,21.863609,35.184307,16.790054,0,True
84600,2,1000010020,deuteron,1,5,57.80407,47.138206,10.665862,0.8154825,2,3,0.80935395,25.452225,47.138206,10.665862,0,0,21.685984,25.452225,10.665862,0,0,0,0,0,True
84624,2,1000010020,deuteron,1,5,133.62857,48.686024,84.942551,0.36433843,3,4,1.8324838,48.067921,48.686024,84.942551,0,0,21.76685,26.919174,36.874626,48.067921,0,0,0,0,True
84629,2,1000010020,deuteron,1,5,118.86444,56.40329,62.461155,0.47451776,2,3,1.3141342,62.461155,56.40329,62.461155,0,0,25.121765,31.281523,62.461155,0,0,0,0,0,True
84634,1,2212,proton,0,5,40.891102,40.891102,0,1,0,1,0,40.891102,40.891102,0,0,0,40.891102,0,0,0,0,0,0,0,True
84635,2,1000010020,deuteron,1,5,68.281067,68.281067,0,1,1,2,0.22002096,53.257801,68.281067,0,0,0,53.257801,15.023266,0,0,0,0,0,0,True
84644,2,1000010020,deuteron,1,5,127.57184,50.504761,77.067078,0.39589271,3,4,1.7023929,41.411617,50.504761,77.067078,0,0,23.116972,27.387789,41.411617,35.655457,0,0,0,0,True
84651,2,1000010020,deuteron,1,5,64.934067,64.934067,0,1,0,1,0,64.934067,64.934067,0,0,0,64.934067,0,0,0,0,0,0,0,True
84652,1,2212,proton,0,5,136.72394,26.362207,110.36172,0.1928134,6,7,3.6511006,31.16025,26.362207,31.474789,47.726692,31.16025,12.504932,13.857275,15.20137,16.273418,19.482363,28.244328,31.16025,0,True
84657,1,2212,proton,0,5,145.48619,24.17828,121.30791,0.16618952,7,8,4.2124791,30.174253,24.17828,28.710457,36.532036,56.065411,11.7113,12.466979,13.960313,14.750145,16.72436,19.807676,30.174253,25.891157,True
84659,2,1000010020,deuteron,1,5,84.554794,84.554794,0,1,1,2,0.57780766,48.856407,84.554794,0,0,0,35.698383,48.856407,0,0,0,0,0,0,True
84669,2,1000010020,deuteron,1,5,32.432556,32.432556,0,1,0,1,0,32.432556,32.432556,0,0,0,32.432556,0,0,0,0,0,0,0,True
84670,2,1000010020,deuteron,1,5,82.568314,82.568314,0,1,1,2,0.56574297,46.712444,82.568314,0,0,0,35.855873,46.712444,0,0,0,0,0,0,True
84670,1,2212,proton,0,5,48.308193,42.383049,5.9251428,0.87734699,2,3,0.7417556,23.982588,42.383049,5.9251428,0,0,18.400463,23.982588,5.9251428,0,0,0,0,0,True
84683,1,2212,proton,0,5,72.223892,21.372602,50.851295,0.2959215,5,6,2.6399713,13.753255,21.372602,24.375816,26.475479,0,10.48373,10.888872,11.971438,12.404377,13.753255,12.722223,0,0,True
84688,1,2212,proton,0,5,133.62347,25.395607,108.22787,0.19005349,6,7,3.6366448,29.429104,25.395607,31.27573,48.843479,28.108658,12.321357,13.07425,14.415265,16.860466,19.414375,29.429104,28.108658,0,True
84690,1,2212,proton,0,5,129.39203,26.938805,102.45324,0.20819524,5,6,3.1835566,41.721329,26.938805,36.265152,66.188087,0,12.766859,14.171946,17.514215,18.750935,24.466757,41.721329,0,0,True
84691,2,1000010020,deuteron,1,5,122.62243,53.43375,69.188675,0.43575838,3,4,1.5169181,51.332981,53.43375,69.188675,0,0,23.658634,29.775116,51.332981,17.855698,0,0,0,0,True
84695,2,1000010020,deuteron,1,5,68.994774,68.994774,0,1,1,2,0.24993211,51.750763,68.994774,0,0,0,51.750763,17.244009,0,0,0,0,0,0,True
84696,1,2212,proton,0,5,89.365402,28.998465,60.36694,0.3244932,5,6,2.3298428,25.28219,28.998465,34.041077,26.325865,0,13.646178,15.352286,15.615323,18.425755,25.28219,1.0436743,0,0,True
84704,2,1000010020,deuteron,1,5,82.434814,82.434814,0,1,1,2,0.53768247,44.323757,82.434814,0,0,0,38.111061,44.323757,0,0,0,0,0,0,True
84704,1,2212,proton,0,5,91.892914,38.806,53.08691,0.4222959,3,4,1.5755508,35.989517,38.806,53.08691,0,0,17.295258,21.510744,35.989517,17.097393,0,0,0,0,True
84707,2,1000010020,deuteron,1,5,77.976257,77.976257,0,1,1,2,0.50011903,38.99741,77.976257,0,0,0,38.978851,38.99741,0,0,0,0,0,0,True
84711,2,1000010020,deuteron,1,5,14.692936,14.692936,0,1,0,1,0,14.692936,14.692936,0,0,0,14.692936,0,0,0,0,0,0,0,True
84716,1,2212,proton,0,5,135.21217,26.435942,108.77624,0.19551452,6,7,3.6183846,28.880981,26.435942,31.191414,48.7239,28.860922,12.820578,13.615364,14.882087,16.309326,19.842918,28.880981,28.860922,0,True
84717,2,1000010020,deuteron,1,5,67.431221,67.431221,0,1,1,2,0.19119798,54.538506,67.431221,0,0,0,54.538506,12.892713,0,0,0,0,0,0,True
84717,1,2212,proton,0,5,56.312653,56.312653,0,1,1,2,0.45258436,30.826429,56.312653,0,0,0,30.826429,25.486225,0,0,0,0,0,0,True
84719,2,1000010020,deuteron,1,5,90.767715,90.767715,0,1,1,2,0.62784153,56.987743,90.767715,0,0,0,33.779972,56.987743,0,0,0,0,0,0,True
84725,1,2212,proton,0,5,34.874069,34.874069,0,1,0,1,0,34.874069,34.874069,0,0,0,34.874069,0,0,0,0,0,0,0,True
84738,1,2212,proton,0,5,143.91217,23.785038,120.12714,0.16527468,7,8,4.1198936,34.962704,23.785038,29.211199,38.581284,52.334656,11.886735,11.898304,14.023511,15.187688,16.891893,21.68939,34.962704,17.37195,True
84740,2,1000010020,deuteron,1,5,75.149048,75.149048,0,1,1,2,0.42636395,43.1082,75.149048,0,0,0,43.1082,32.040844,0,0,0,0,0,0,True
84746,1,2212,proton,0,5,135.95969,26.295395,109.66428,0.19340582,6,7,3.5586345,29.978582,26.295395,33.440331,50.898094,25.325861,12.55778,13.737615,15.753908,17.686424,20.919512,29.978582,25.325861,0,True
84750,1,2212,proton,0,5,125.0554,23.006218,102.04918,0.18396822,7,8,4.1919298,28.408493,23.006218,24.286541,30.243708,47.518929,11.049417,11.9568,11.06508,13.221462,14.268477,15.97523,19.110435,28.408493,True
84751,1,2212,proton,0,5,93.389275,38.849323,54.539948,0.41599342,3,4,1.6433769,31.339241,38.849323,54.539948,0,0,17.656153,21.193171,31.339241,23.200706,0,0,0,0,True
84760,2,1000010020,deuteron,1,5,122.12389,55.505447,66.618431,0.45450115,3,4,1.4051871,58.689938,55.505447,66.618431,0,0,25.063885,30.441563,58.689938,7.9284964,0,0,0,0,True
84764,2,1000010020,deuteron,1,5,132.97128,47.194824,85.776459,0.35492495,3,4,1.872357,51.771633,47.194824,85.776459,0,0,21.549669,25.645153,34.004829,51.771633,0,0,0,0,True
84771,2,1000010020,deuteron,1,5,72.424217,72.424217,0,1,1,2,0.35569134,46.663548,72.424217,0,0,0,46.663548,25.760668,0,0,0,0,0,0,True
84774,2,1000010020,deuteron,1,5,122.27777,52.613258,69.664505,0.43027654,3,4,1.5244144,51.717247,52.613258,69.664505,0,0,23.487543,29.125715,51.717247,17.947262,0,0,0,0,True
84779,1,2212,proton,0,5,132.54372,25.877167,106.66656,0.19523495,6,7,3.5218611,32.340565,25.877167,32.207386,53.678421,20.780752,12.906052,12.971115,14.531444,17.675941,21.337854,32.340565,20.780752,0,True
84784,1,2212,proton,0,5,54.874813,54.874813,0,1,1,2,0.40188825,32.82127,54.874813,0,0,0,32.82127,22.053543,0,0,0,0,0,0,True
84786,2,1000010020,deuteron,1,5,59.994034,59.994034,0,1,0,1,0,59.994034,59.994034,0,0,0,59.994034,0,0,0,0,0,0,0,True
84788,2,1000010020,deuteron,1,5,76.363724,76.363724,0,1,1,2,0.45535073,41.591442,76.363724,0,0,0,41.591442,34.772278,0,0,0,0,0,0,True
84788,1,2212,proton,0,5,48.473042,48.473042,0,1,1,2,0.071533978,45.005573,48.473042,0,0,0,45.005573,3.4674695,0,0,0,0,0,0,True
84791,2,1000010020,deuteron,1,5,131.72929,50.757244,80.972046,0.38531479,3,4,1.7477139,40.73053,50.757244,80.972046,0,0,23.206745,27.550499,40.241516,40.73053,0,0,0,0,True
84792,1,2212,proton,0,5,59.368649,21.141617,38.227032,0.35610744,3,4,1.8996836,25.420185,21.141617,38.227032,0,0,10.234225,10.907393,12.806846,25.420185,0,0,0,0,True
84797,2,1000010020,deuteron,1,5,66.941925,66.941925,0,1,1,2,0.11225943,59.427063,66.941925,0,0,0,59.427063,7.5148625,0,0,0,0,0,0,True
84798,2,1000010020,deuteron,1,5,64.23455,64.23455,0,1,0,1,0,64.23455,64.23455,0,0,0,64.23455,0,0,0,0,0,0,0,True
84816,1,2212,proton,0,5,88.796295,41.959724,46.836575,0.47253913,2,3,1.316923,46.836575,41.959724,46.836575,0,0,18.69499,23.264734,46.836575,0,0,0,0,0,True
84823,2,1000010020,deuteron,1,5,53.255863,53.255863,0,1,0,1,0,53.255863,53.255863,0,0,0,53.255863,0,0,0,0,0,0,0,True
