method,run,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns
gradient_boosted_trees,44,45,1.6680326457268202,4.2494755564974005,0.6210926570766666,0.8,0.6
gradient_boosted_trees,45,494,1.456916658912348,5.893683055058985,-0.041852132819825444,0.7348178137651822,0.5
gradient_boosted_trees,46,3,0.9821291648880434,1.5053188411645122,-0.88784637468645,1.0,0.6666666666666666
gradient_boosted_trees,47,44,1.0868354943891712,1.7395092895502247,-0.05833311788918576,0.6818181818181818,0.3409090909090909
gradient_boosted_trees,48,306,1.3596329681164514,2.727221961855308,0.38226638864845697,0.6666666666666666,0.4444444444444444
gradient_boosted_trees,49,322,1.396583578434988,6.16932441218694,-0.015052463435854112,0.7080745341614907,0.45962732919254656
gradient_boosted_trees,50,335,1.5202061999037584,7.559429804816483,0.45519309799359897,0.7134328358208956,0.5014925373134328
gradient_boosted_trees,51,174,1.4478791489367526,14.093110301178488,-1.4615957845150223,0.6666666666666666,0.4540229885057471
gradient_boosted_trees,52,95,1.3659767922592936,9.58074845941845,1.2012687920411624,0.7473684210526316,0.4842105263157895
gradient_boosted_trees,53,307,1.509894426743014,2.3817258280625984,-0.1661591047537698,0.7198697068403909,0.4755700325732899
gradient_boosted_trees,54,281,1.4985432812410973,7.600123701773633,-0.4095195346060248,0.7473309608540926,0.5302491103202847
gradient_boosted_trees,55,217,1.3259045868463746,5.047342475613597,0.626914736668713,0.7142857142857143,0.4838709677419355
gradient_boosted_trees,56,460,1.4414767883882458,7.972324000386193,-0.6833241325657957,0.7260869565217392,0.4717391304347826
gradient_boosted_trees,57,347,1.6740141489017824,2.4336830416646067,0.43060201064778825,0.7780979827089337,0.5273775216138329
gradient_boosted_trees_controls_only,44,45,1.5386300728959652,3.72381005273209,0.6969141211876476,0.6666666666666666,0.4666666666666667
gradient_boosted_trees_controls_only,45,494,1.5549410530882515,5.664559794172475,0.16690136290634164,0.7307692307692307,0.5141700404858299
gradient_boosted_trees_controls_only,46,3,0.12938362010019402,0.6013855809634777,0.5804873693721195,0.6666666666666666,0.0
