ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
full_gradient_boosted_trees,33,3.6992310614373545,3.1055040105267544,4.040713436200442,0.18179340419732898,0.0
drop_tail_pulse_shape_features,24,3.7481074396109113,3.159852434328329,4.173788017237126,0.17988552739165986,0.048876378173556834
drop_pretrigger_features,27,4.172060162412169,3.7168253170253984,4.817216103605128,0.23630417007358953,0.4728291009748147
amplitude_cfd_only,5,4.308399316226679,3.6704849141812135,4.995490989005942,0.24693376941946035,0.6091682547893247
