method,n,energy_scale_bias,energy_sigma68,energy_rms,pid_auc,pid_ap,pid_fixed_purity_eff,pileup_auc,pileup_ap,pileup_fixed_purity_eff,saturation_auc,saturation_ap,saturation_fixed_purity_eff,energy_scale_bias_ci_low,energy_scale_bias_ci_high,energy_sigma68_ci_low,energy_sigma68_ci_high,energy_rms_ci_low,energy_rms_ci_high,pid_auc_ci_low,pid_auc_ci_high,pid_ap_ci_low,pid_ap_ci_high,pid_fixed_purity_eff_ci_low,pid_fixed_purity_eff_ci_high,pileup_auc_ci_low,pileup_auc_ci_high,pileup_ap_ci_low,pileup_ap_ci_high,pileup_fixed_purity_eff_ci_low,pileup_fixed_purity_eff_ci_high,saturation_auc_ci_low,saturation_auc_ci_high,saturation_ap_ci_low,saturation_ap_ci_high,saturation_fixed_purity_eff_ci_low,saturation_fixed_purity_eff_ci_high,auxiliary_score
gradient_boosted_trees,3669,-0.006607521119579296,0.12220568818729552,0.1883748596315244,0.9987254844045368,0.997844576887939,0.9970703125,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,-0.010894504658190236,-0.0022821921483628937,0.11154389495124614,0.1325150853524431,0.17318346864081177,0.2012326537202261,0.9973120716363783,0.9996308486937282,0.9961556767731156,0.9991223769211243,0.9928331239859737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,0.9999999999999997,1.0000000000000002,1.0,1.0,0.12362915365884844
mlp,3669,-0.03277568836729894,0.5349889904952091,0.6065933223011221,0.9823915997164462,0.9729423846119795,0.91796875,0.9999949436123547,0.9999952932420924,1.0,0.9998707157558818,0.9996787172609751,1.0,-0.04115029710844504,-0.022273311404298276,0.5095401821326678,0.5658819428760026,0.5804222452130353,0.6377398149508368,0.971721410633119,0.9900957284065118,0.9572763038789601,0.9836118332550933,0.891711574019413,0.9474317671101989,0.9999785010861102,1.0,0.9999799847009893,1.0,1.0,1.0,0.9997412048251194,0.9999422377580648,0.9993421931821614,0.9998512593847309,1.0,1.0,0.5429582749443768
ridge,3669,-0.057430653409089594,0.6203163178051976,0.6902304548723186,0.9670988894139885,0.9519917437321908,0.8662109375,0.9995966787266469,0.9993573121247032,1.0,0.9989664627094147,0.9966569220406739,0.9990272373540856,-0.08540925785330712,-0.03277103078367993,0.5965671385988665,0.6405035432837731,0.666362325788639,0.713651287258062,0.9517008643307249,0.9780315353572736,0.929390805783443,0.9679647577879755,0.8210695893132565,0.9055762042307366,0.9987696682943342,1.0,0.9981791922611726,1.0,1.0,1.0,0.9983690290729635,0.9994262339069306,0.9944573143850503,0.9984740301661114,0.9961065593180204,1.0,0.634500078101921
pedestal_residual_fusion_new,3669,-0.11007359809541661,0.8481145693562926,0.8873628603187763,0.944475499172968,0.9313999654343889,0.8359375,0.9028331832280216,0.8810869559136844,0.6649048625792812,0.6160563664571108,0.45046856528399726,0.10992217898832685,-0.18240931267858027,-0.04570828084280036,0.8095624900764967,0.8848069197237123,0.8474778841914277,0.9295405244071088,0.9211079210424503,0.9637971705941527,0.9021552268836099,0.9535043488144705,0.7807616053214644,0.8801487519409732,0.8696028808898625,0.9358814096092647,0.8504236768516674,0.9150598103078343,0.5782067535658343,0.7697208161974058,0.5656037662514102,0.6705351638550843,0.31928004736246945,0.5819487824161149,0.014844841180446048,0.25090312300439077,0.8957590033895727
1d_cnn,3669,-0.01672180627633857,0.9743221116131383,1.0256013636284145,0.9425832939508507,0.9318907042016421,0.8525390625,0.9093127952781668,0.896776256668165,0.6844608879492601,0.623188731423217,0.43968588350436016,0.08171206225680934,-0.12184266818882072,0.07224791726666076,0.9145508319046887,1.0428740049844398,0.9594193243175066,1.0824930965573982,0.9237084350450964,0.9645854558542534,0.9058428155050651,0.9541802838158909,0.7994352501404093,0.8957328221950972,0.8751581337118902,0.9349651488383156,0.8705410044408182,0.9228505947619368,0.5997477314151962,0.76804081087881,0.5747931768152217,0.66901333470543,0.3087565253087093,0.5545586304649509,0.0010497887030533897,0.19323161409267714,1.0027734923787193
traditional_state_space_gls,3669,0.40866928870011154,1.6639993654467102,1.7203422086192393,0.14318067698487713,0.17803762184233224,0.0009765625,0.14090189299256053,0.3442554391404894,0.0,1.0,0.9999999999999999,1.0,0.2939603374261477,0.49872679858543684,1.44826393795101,1.8776913462801752,1.6429281868700947,1.792614853085285,0.11800258359734818,0.17306763016305443,0.156760912196916,0.1959749341976039,0.0,0.002843601895734597,0.11218001248934764,0.1729893640253438,0.3118857816527569,0.3765553343520263,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.8658246554483888
waveform_transformer,3669,0.34189927946691867,2.036201955092917,2.0015849484785204,0.8739244890122874,0.853706241527906,0.6806640625,0.926355498553873,0.9129078122646398,0.7547568710359408,0.5681854680089637,0.3108550702944589,0.0009727626459143969,0.1976317391209097,0.44909507082483985,1.5772383967486725,2.2777370683072617,1.8593929666175744,2.11840554616848,0.8464635401157987,0.9009887190987494,0.8048157687838449,0.8902937567802168,0.5956507003552955,0.7538914686333424,0.9010423087268181,0.9481706570531234,0.8890603148442956,0.9325226335166865,0.6685918066251765,0.8408675651534258,0.5567114706101688,0.5848979727095537,0.2921729082468227,0.3415304459779446,0.0,0.006629668746103006,2.136359103231727
