sample,run,n_pairs,traditional_percentile68_ns,traditional_mad_sigma_ns,traditional_iqr_sigma_ns,traditional_trimmed_normal_sigma_ns,traditional_student_t_width68_ns,ml_percentile68_ns,ml_mad_sigma_ns,ml_iqr_sigma_ns,ml_trimmed_normal_sigma_ns,ml_student_t_width68_ns,train_n_pairs,train_runs,ml_alpha
sample_iii,44,69,1.6131863016544994,1.7774665399639822,1.8092757902376442,1.7158074039378415,1.5811416471431652,1.5201658795442259,1.731799025384551,1.8408269193462488,1.6555183928979456,1.5740582243505485,6261,"31,32,33,34,35,36,37,39,40,41,42,45,46,47,48,49,50,51,52,53,54,55,56,57",100.0
sample_iii,45,672,1.3563773046385503,1.4782683438710333,1.4747863264531302,1.4082699371114915,1.3163825601521733,1.4785349139922412,1.5035320625882849,1.5139946384802532,1.4819570049639998,1.3806363785911835,5658,"31,32,33,34,35,36,37,39,40,41,42,44,46,47,48,49,50,51,52,53,54,55,56,57",100.0
sample_iii,46,9,1.144596228988553,1.5985641058770215,1.3901796002409574,1.3866095461807195,1.1706096057186515,1.5456012743470762,1.6521719522496032,1.5640273247687613,1.817453010915955,1.4891938229601782,6321,"31,32,33,34,35,36,37,39,40,41,42,44,45,47,48,49,50,51,52,53,54,55,56,57",100.0
sample_iii,47,103,1.4994341147955086,1.363632854541888,1.5406773001525422,1.5206581218286226,1.4665288648902781,1.4540203023660419,1.6245094280736427,1.631885406523641,1.5601040323542172,1.4932654064152344,6227,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,48,49,50,51,52,53,54,55,56,57",100.0
sample_iii,48,510,1.5090790414727646,1.5103639761250156,1.5430467395856475,1.5129703031098776,1.3953369399373845,1.5041309373399514,1.6203163043969437,1.6201404938120803,1.5607853831073022,1.4527382663479795,5820,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,49,50,51,52,53,54,55,56,57",100.0
sample_iii,49,489,1.3891206355008343,1.4214577655118625,1.4594154697293336,1.4405356264101299,1.316757811028271,1.4049001960110175,1.4127244344924712,1.3867852475722606,1.4279168617506452,1.316153925173171,5841,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,50,51,52,53,54,55,56,57",100.0
sample_iii,50,60,1.2975168067383485,1.4652680048971207,1.370324680615663,1.382887283419048,1.1819597761828624,1.3915909589655815,1.5830712168249808,1.579992051565819,1.5267479031235436,1.3967648119837637,6270,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,51,52,53,54,55,56,57",100.0
sample_iii,51,7,1.1439188262080089,1.5316064237801823,1.387178170806846,1.448377644847117,1.1198944178432635,1.1109747422077358,1.41611589894432,1.1067349064132057,1.2512049020386797,0.9852796153817991,6323,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,52,53,54,55,56,57",100.0
sample_iii,52,6,1.1671752176177534,1.4817408394813052,1.1168347408231056,1.2840139288393908,1.216763292380248,1.1412439758117114,1.2854493619106948,1.1018538125710562,1.1661754612469208,1.4429872990575685,6324,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56,57",100.0
sample_iii,53,4,0.5349271765841708,0.31700524608941294,0.43714098131429935,,,1.184620335486165,1.6039998915536389,1.118453439854172,,,6326,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,52,54,55,56,57",100.0
sample_iii,54,5,0.8869410565615685,0.9927384935270906,0.6386346630609189,0.6836167659734533,1.111621423487484,2.9244972675649237,2.301959131107977,3.8989504385303517,4.469579120315057,2.86874933458252,6325,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,52,53,55,56,57",100.0
sample_iii,55,6,0.9618468758907647,1.2268418166145922,1.0390004561397066,1.103472998201925,1.0099291047173313,0.7686663659457369,0.9312367636457546,0.7357882464787937,0.8319755230224571,0.8629317775485978,6324,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,56,57",100.0
sample_iii,56,91,1.3972525360879515,1.476558015483405,1.4013042882789062,1.4047012968565877,1.3496927348754677,1.5233969982739155,1.482747568571581,1.4850437013906483,1.53814918120485,1.463730916748861,6239,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,57",100.0
sample_iii,57,483,1.277445928427345,1.3203636707526514,1.324531848641788,1.3126264107561567,1.2735929929935417,1.3644351775728052,1.3613850060218369,1.3677647437509683,1.3723402068314539,1.3201600121725643,5847,"31,32,33,34,35,36,37,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56",100.0
sample_iv,58,25,1.264689758009574,1.556210308102794,1.6287339208334324,1.3916146702494059,1.3275994125152477,0.9752048530274955,1.157133167507254,1.1986174405649868,1.0553940845513814,1.0959185884417717,118,"59,60,61,62,63,64,65",0.1
sample_iv,59,11,1.1777710826975136,1.0252742424578776,1.3048408177262263,1.4270896546726897,1.132088768204258,0.7741347900241012,0.5796599367371089,0.5445599778466143,1.0492545724612232,0.7474166793606916,132,"58,60,61,62,63,64,65",0.1
sample_iv,60,11,1.0999179926362004,1.5702114232892488,1.235927562101782,1.404405459832399,1.1017377618300306,0.7330319179589855,0.7306756498974032,0.7209677353656239,0.945264515989049,0.9358102770990229,132,"58,59,61,62,63,64,65",0.01
sample_iv,61,18,1.6132423202708663,1.6952038676414456,1.681998463868454,1.7748047430101284,1.6818356422330685,1.1649296954666573,1.373371694499811,1.5336345246482932,1.4766960639666762,1.2808508460192984,125,"58,59,60,62,63,64,65",0.1
sample_iv,62,7,1.1536195159251927,0.7933691033165726,1.0269385183975637,1.3338603188287692,1.4816103602851718,1.044513030952638,0.9320642954128727,1.194826518205803,1.2954271797955708,1.0796222199231336,136,"58,59,60,61,63,64,65",0.1
sample_iv,63,28,1.3519328789638778,1.7619075338171137,1.7611676405541565,1.6382606571896414,1.3878863372858041,1.2556869123321515,1.3424274594633838,1.5687168672928953,1.3614438574893342,1.2547340157307387,115,"58,59,60,61,62,64,65",0.1
sample_iv,65,27,1.820544681767435,1.9792647184588699,1.7852069241877366,1.8737983961760414,1.6682898066157699,1.6451630239785864,1.618712255669812,1.5533042193153728,1.6624912705386226,1.372833864518365,116,"58,59,60,61,62,63,64",0.1
