sample,method,n_pairs,n_runs,percentile68_ns,mad_sigma_ns,iqr_sigma_ns,trimmed_normal_sigma_ns,student_t_width68_ns,student_t_df,student_t_loc_ns,full_rms_ns,median_ns,tail_fraction_abs_gt_5ns,gaussian_core_sigma_ns,gaussian_core_sigma_err_ns,gaussian_core_chi2_ndf,percentile68_ns_ci_low,percentile68_ns_ci_high,mad_sigma_ns_ci_low,mad_sigma_ns_ci_high,iqr_sigma_ns_ci_low,iqr_sigma_ns_ci_high,trimmed_normal_sigma_ns_ci_low,trimmed_normal_sigma_ns_ci_high
sample_iii,traditional,2514,14,1.3942595669628464,1.4508390979243326,1.447118091740905,1.426320049781291,1.3231502063747727,7.105271656017553,0.04347517511378587,3.271038400736042,-0.0130337676821064,0.0027844073190135244,1.4356860806139553,0.03867229787063017,1.249161160262528,1.331423425435608,1.4854219007173914,1.3851817177398107,1.5313054781972442,1.3949296522727914,1.5318881736567498,1.3681158575490338,1.492286174018043
sample_iii,ml,2514,14,1.4612318358001253,1.4919104578645088,1.4929932058642346,1.4780515461378974,1.3786512720870339,6.978259897796473,0.030778418092588765,3.2454282008214905,0.011718063402297973,0.003579952267303103,1.5323968124612117,0.046691953923137665,1.109957801765129,1.4099554539975265,1.5128472946834184,1.4221590830618445,1.6083312738645017,1.4155575649774785,1.605021310306049,1.4238733098828322,1.5562499521936872
sample_iv,traditional,127,7,1.6374830726048046,1.6864236939598738,1.6371633498786715,1.632768154834905,1.491426085294268,200.0,0.09130437962280452,1.4988313958295365,-0.12622163088060745,0.0,2.001853609651194,0.5707716747424245,1.3614390172097457,1.3110165257540374,1.7185983948534171,1.3592114679085452,1.8105234530922272,1.3360663344974504,1.8275620191030537,1.4480865540014543,1.7773128243850527
sample_iv,ml,127,7,1.3836097234295424,1.3510677547619199,1.3198641406465081,1.3592914076919673,1.2385896478449516,200.0,0.04319862235083658,1.243152038764307,-0.059179965786562594,0.0,1.7341548236138375,0.35984137572375113,1.2302238647508643,1.0846583117786284,1.4909423114161389,1.1121804256006573,1.5226478625591442,1.1202252288245291,1.523632899252583,1.158289261080889,1.533191805605703
