pool,repeat,method,n_train,cv_rmse_ns,robust_width_ns,full_rms_ns,tail_fraction_abs_gt_5ns,delta_vs_original_traditional_ns
sample_iii_early,0,ridge_safe_shuffled_pool,3816,3.1787489356977945,2.4711434404937265,2.559995038187613,0.07086614173228346,0.9133981373193243
sample_iii_early,1,ridge_safe_shuffled_pool,3816,2.194216693247528,1.4390370114166173,1.4309016264644632,0.0,-0.11870829175778486
sample_iii_early,2,ridge_safe_shuffled_pool,3816,3.023314903621125,2.2473342066621127,2.1500108532707998,0.007874015748031496,0.6895889034877105
sample_iii_early,3,ridge_safe_shuffled_pool,3816,2.0485575826938325,1.4319508945134678,1.4396482961032036,0.0,-0.1257944086609344
sample_iii_early,4,ridge_safe_shuffled_pool,3816,3.2086980959318425,2.140531843422613,2.020851143034373,0.007874015748031496,0.5827865402482106
sample_iii_early,5,ridge_safe_shuffled_pool,3816,3.0829360846807825,2.2841800221298625,2.291633268876868,0.03937007874015748,0.7264347189554603
sample_iii_early,6,ridge_safe_shuffled_pool,3816,2.9459563455254076,2.144467653888364,2.0337609555474763,0.007874015748031496,0.5867223507139618
sample_iii_early,7,ridge_safe_shuffled_pool,3816,2.529143012035358,1.6782771250853212,1.6483121628440194,0.007874015748031496,0.12053182191091905
sample_iii_early,8,ridge_safe_shuffled_pool,3816,1.9834004349110461,1.4683996750880774,1.458806789635222,0.0,-0.08934562808632474
sample_iii_early,9,ridge_safe_shuffled_pool,3816,2.615024344426687,1.7916606579079695,1.7396597274942736,0.007874015748031496,0.23391535473356728
sample_iii_early,10,ridge_safe_shuffled_pool,3816,1.6804896559494178,1.4797975790572406,1.5958594381282685,0.0,-0.07794772411716155
sample_iii_early,11,ridge_safe_shuffled_pool,3816,2.822649811206219,1.8362044308280783,1.7554512029385865,0.007874015748031496,0.2784591276536761
sample_iii_late,0,ridge_safe_shuffled_pool,2514,2.057192069023441,1.522314050451795,1.504257802362755,0.0,0.06568977272890786
sample_iii_late,1,ridge_safe_shuffled_pool,2514,2.2334602843936375,1.5157095915235717,1.5062929179844426,0.0,0.0590853138006846
sample_iii_late,2,ridge_safe_shuffled_pool,2514,2.502473756475168,1.66115388525314,1.6092565746549485,0.0,0.20452960753025295
sample_iii_late,3,ridge_safe_shuffled_pool,2514,2.6411714136367754,2.0423431128889558,1.9641834332212418,0.007874015748031496,0.5857188351660687
sample_iii_late,4,ridge_safe_shuffled_pool,2514,2.8603679360624215,2.1917415908683084,2.0708076548117846,0.007874015748031496,0.7351173131454214
sample_iii_late,5,ridge_safe_shuffled_pool,2514,3.054162259870886,2.255206417226604,2.149278342474151,0.007874015748031496,0.7985821395037171
sample_iii_late,6,ridge_safe_shuffled_pool,2514,1.4339639508699908,1.6295062574611408,1.722629929905901,0.0,0.1728819797382537
sample_iii_late,7,ridge_safe_shuffled_pool,2514,1.688606278257565,1.613187551053687,1.7249821453722667,0.0,0.1565632733308
sample_iii_late,8,ridge_safe_shuffled_pool,2514,2.188223474929951,1.505441417054485,1.533284447190732,0.0,0.048817139331597925
sample_iii_late,9,ridge_safe_shuffled_pool,2514,2.31749011175257,1.6115227953483648,1.574444419050402,0.0,0.1548985176254778
sample_iii_late,10,ridge_safe_shuffled_pool,2514,3.1684058921563922,2.2204598603995844,2.152210658046114,0.007874015748031496,0.7638355826766974
sample_iii_late,11,ridge_safe_shuffled_pool,2514,1.8398663488360356,1.688449751546899,1.7644377091224015,0.0,0.23182547382401197
sample_iii_mixed,0,ridge_safe_shuffled_pool,6330,2.626184505046744,1.8636634425445908,1.7809474203859526,0.0,0.37155404061864417
sample_iii_mixed,1,ridge_safe_shuffled_pool,6330,2.6261845050467434,1.8636634425445937,1.7809474203859534,0.0,0.37155404061864705
sample_iii_mixed,2,ridge_safe_shuffled_pool,6330,2.626184505046744,1.8636634425445937,1.780947420385954,0.0,0.37155404061864705
sample_iii_mixed,3,ridge_safe_shuffled_pool,6330,2.626184505046744,1.8636634425445922,1.7809474203859528,0.0,0.3715540406186455
sample_iii_mixed,4,ridge_safe_shuffled_pool,6330,2.626184505046744,1.8636634425445935,1.7809474203859532,0.0,0.37155404061864683
sample_iii_mixed,5,ridge_safe_shuffled_pool,6330,2.6261845050467434,1.863663442544594,1.7809474203859537,0.0,0.3715540406186473
sample_iii_mixed,6,ridge_safe_shuffled_pool,6330,2.626184505046744,1.8636634425445946,1.7809474203859554,0.0,0.37155404061864794
sample_iii_mixed,7,ridge_safe_shuffled_pool,6330,2.6261845050467434,1.8636634425445942,1.780947420385954,0.0,0.3715540406186475
sample_iii_mixed,8,ridge_safe_shuffled_pool,6330,2.6261845050467434,1.8636634425445973,1.7809474203859563,0.0,0.3715540406186506
sample_iii_mixed,9,ridge_safe_shuffled_pool,6330,2.6261845050467434,1.863663442544593,1.7809474203859532,0.0,0.3715540406186464
sample_iii_mixed,10,ridge_safe_shuffled_pool,6330,2.626184505046744,1.8636634425445944,1.7809474203859543,0.0,0.3715540406186477
sample_iii_mixed,11,ridge_safe_shuffled_pool,6330,2.6261845050467434,1.8636634425445935,1.7809474203859543,0.0,0.37155404061864683
