pool,run,n_pairs,traditional_robust_width_ns,ridge_robust_width_ns,gradient_boosted_trees_robust_width_ns,mlp_robust_width_ns,cnn1d_robust_width_ns,leakage_gated_cnn_new_robust_width_ns,ridge__safe_no_tail_robust_width_ns,ridge__waveform_only_robust_width_ns,cnn1d__waveform_only_robust_width_ns,leakage_gated_cnn_new__waveform_only_robust_width_ns,ridge__run_only_robust_width_ns
run64_only,58,25,1.1794444569447704,1.3539888380847267,1.3539888380847267,1.3539888380847267,1.3539888380847267,1.3539888380847267,1.3816423793565726,1.9395993734104338,1.9395993734104338,1.9395993734104338,1.115405982325394
run64_only,59,11,2.2422312446483144,1.3163396873111544,1.3163396873111544,1.3163396873111544,1.3163396873111544,1.3163396873111544,1.094410792727145,5.969955063784004,5.969955063784004,5.969955063784004,0.47269167230124154
run64_only,60,11,1.1044027464664374,1.188196910693143,1.188196910693143,1.188196910693143,1.188196910693143,1.188196910693143,1.3393210648254819,2.4563879977476972,2.4563879977476972,2.4563879977476972,1.0047883232703798
run64_only,61,18,1.8566704442325421,1.8448744022734358,1.8448744022734358,1.8448744022734358,1.8448744022734358,1.8448744022734358,1.633757696544242,5.295893917241829,5.295893917241829,5.295893917241829,1.765900934373004
run64_only,62,7,0.8256969887102225,2.145765540095317,2.145765540095317,2.145765540095317,2.145765540095317,2.145765540095317,2.2636013454838775,6.725393125349035,6.725393125349035,6.725393125349035,1.4182250123715976
run64_only,63,28,1.8243369124504434,1.5361600330053153,1.5361600330053153,1.5361600330053153,1.5361600330053153,1.5361600330053153,1.606154094281039,1.8121039502461003,1.8121039502461003,1.8121039502461003,1.4710878013748783
run64_only,65,27,1.933092793896281,1.3479026525387505,1.3479026525387505,1.3479026525387505,1.3479026525387505,1.3479026525387505,1.5468612514817113,2.734985278961678,2.734985278961678,2.734985278961678,1.6556057216495648
sample_iii_early,58,25,1.1611814752612162,1.2554271064787155,1.0758753596934638,1.1732046233650126,1.2647944405713138,1.3032932969604256,1.2456589066623636,1.6538342654870943,1.4092605100404558,0.8213599381036777,1.115405982325394
sample_iii_early,59,11,0.9555307057402467,0.8551267236844299,0.6917764113900934,1.4869673603999702,1.0239237102299101,0.9590948304674756,0.783417503114109,2.0446814871797647,1.0109503731153624,1.0481055803978,0.47269167230124154
sample_iii_early,60,11,0.9788191347468043,1.020045624994676,0.6875401083750501,0.9674361396220265,0.8171659935528839,0.8070293105311075,0.9182838057470806,0.9514502627258794,0.8803626595176701,0.4549012125395109,1.0047883232703798
sample_iii_early,61,18,1.4954316598627697,1.5970931665700108,1.872392296371697,1.7912350851454255,1.8247286596354608,1.7706145154207373,1.509141450093702,2.2197988281532224,2.177835992082633,1.8405293446420257,1.765900934373004
sample_iii_early,62,7,1.1028633207504355,1.3700954391371627,1.7631461609343078,3.301972338730578,1.7464506764414662,1.3271668763163442,1.2125260842406724,3.3682605326844364,3.1173198580966166,1.8357765198364289,1.4182250123715976
sample_iii_early,63,28,1.3093568484157132,1.441338679166843,1.370254828772564,1.6090747452854832,1.4334628816797548,1.4737667641340964,1.2885644284249271,1.9151678211406895,1.1377535152963136,1.0125810641742767,1.4710878013748783
sample_iii_early,65,27,1.69348919899419,1.4617926083593211,1.5332979871226724,1.4641052737992073,1.4799976438561762,1.467642745671807,1.6186893231102408,1.440910563482858,1.5722716310130227,1.1429217403661225,1.6556057216495648
