sample,run,event,amp_left,amp_right,peak_left,peak_right,area_left,area_right,tail_left,tail_right,raw_residual_ns
sample_iii,45,15224,2400.0,1828.0,6.0,6.0,17830.0,13091.0,0.27083567021873245,0.2947062867618975,3.43999778087111
sample_iii,45,15236,2065.5,2384.5,6.0,7.0,14403.0,18128.0,0.2614038741928765,0.33853706972639014,2.6448972442478436
sample_iii,45,15386,1887.5,2787.5,7.0,7.0,13106.0,21890.0,0.32183732641538226,0.39913202375513934,3.8966494648803973
sample_iii,45,15476,1215.5,1509.5,5.0,4.0,2109.0,5619.0,-1.5699383594120435,-0.28777362520021355,0.7488741202726885
sample_iii,45,15486,2056.5,1277.5,5.0,6.0,13394.0,9462.0,0.17776616395400927,0.2754174593109279,3.4504456327985764
sample_iii,45,15873,2909.5,1309.5,6.0,7.0,22959.0,9624.0,0.34753255803824207,0.3542186201163757,3.105072463768117
sample_iii,45,15888,3025.0,2142.0,6.0,7.0,24354.0,16062.0,0.3772686211710602,0.40082181546507284,4.562632953250862
sample_iii,45,15899,2481.5,1759.5,6.0,7.0,17555.0,12718.0,0.32469381942466535,0.37112753577606544,4.220716519654658
sample_iii,45,15927,3031.0,1743.5,8.0,7.0,24795.0,12917.0,0.30292397660818715,0.3318107919795618,4.236464754757435
sample_iii,45,15962,4324.0,2164.0,6.0,7.0,38273.0,15325.0,0.49813184229091007,0.399673735725938,2.936171592023264
sample_iii,45,16136,3154.0,1437.5,8.0,7.0,26532.0,11465.0,0.3191240765867632,0.36415176624509377,3.851490608059237
sample_iii,45,16219,1517.5,2223.0,6.0,6.0,10922.0,16445.0,0.27705548434352684,0.328428093645485,2.3430204965857655
sample_iii,45,16314,2979.0,1457.5,5.0,7.0,23384.0,9306.0,0.27749743414300376,0.24027509133892114,4.73646434701201
sample_iii,45,16369,1112.5,1561.0,4.0,5.0,1816.0,7653.0,-1.6233480176211454,-0.07199790931660786,1.1000142325600315
sample_iii,45,148,2077.5,1339.0,6.0,7.0,14234.0,9563.0,0.30525502318392583,0.32165638397992263,0.6846238216037648
sample_iii,45,212,2137.5,1419.5,7.0,7.0,15655.0,9667.0,0.3696582561481955,0.34602255094651907,3.5848803587143223
sample_iii,45,328,3103.5,1999.0,8.0,6.0,25503.0,14076.0,0.3242755754224993,0.31344131855640806,3.826501661757952
sample_iii,45,331,1647.0,2800.5,6.0,6.0,12091.0,22277.0,0.25920105863865683,0.3025542038874175,2.5148954068586917
sample_iii,45,412,2876.5,1825.5,5.0,6.0,22618.0,13145.0,0.27093465381554516,0.2683149486496767,2.854147781304416
sample_iii,45,428,3604.5,1298.0,6.0,7.0,33126.0,9732.0,0.4347038579967397,0.38974517057131114,6.448480566981523
sample_iii,45,442,3499.0,1369.5,6.0,8.0,31709.0,10858.0,0.4170740168406446,0.41812488487750965,6.597044334975365
sample_iii,45,476,2893.5,2249.5,6.0,7.0,21949.0,16687.0,0.3295822133126794,0.36890992988553967,2.3919250148239044
sample_iii,45,534,2650.0,1836.0,6.0,7.0,19802.0,13876.0,0.327997172002828,0.3693427500720669,2.475284077693715
sample_iii,45,632,2542.5,1715.0,7.0,7.0,18966.0,12267.0,0.36064536539069914,0.3829787234042553,4.967562167497164
sample_iii,45,646,2422.5,1184.0,7.0,7.0,18615.0,8537.0,0.3743217835079237,0.34485182148295657,1.9039327987781576
sample_iii,45,688,3077.0,1646.0,8.0,7.0,24428.0,11968.0,0.30792533158670377,0.3225267379679144,3.3297915262386013
sample_iii,45,726,3614.5,2049.5,5.0,7.0,32163.0,15718.0,0.3960762366694649,0.3602239470670569,3.8858824678813946
sample_iii,45,772,2507.0,1467.0,4.0,5.0,14039.0,9933.0,-0.0017095234703326447,0.1746702909493607,2.8493151482341688
sample_iii,45,793,1791.0,1767.5,5.0,5.0,11099.0,12137.0,0.1278493557978196,0.20795913322896928,2.286148137907656
sample_iii,45,892,3200.0,1624.5,5.0,7.0,27053.0,11890.0,0.34151480427309355,0.351892346509672,5.316246554892057
sample_iii,45,926,2699.0,2132.0,6.0,6.0,19475.0,15362.0,0.2786136071887035,0.3062101288894675,1.3117231233916442
sample_iii,45,940,1975.0,1256.5,7.0,7.0,14845.0,8985.0,0.31923206466823845,0.3229827490261547,3.346908379079963
sample_iii,45,1123,2542.5,2616.5,6.0,5.0,16716.0,19078.0,0.131969370662838,0.2170038788132928,1.5555555555555536
sample_iii,45,1147,2560.0,1279.0,7.0,8.0,19195.0,9404.0,0.3632716853347226,0.37494683113568694,4.48128707027508
sample_iii,45,1168,2791.5,1570.0,4.0,5.0,18365.0,9557.0,0.0907160359379254,0.10903003034425028,2.372399956682564
sample_iii,45,1355,2314.0,2311.0,7.0,7.0,16590.0,16638.0,0.3556962025316456,0.39439836518812355,3.8635052713336933
sample_iii,45,1387,2871.0,2290.0,6.0,7.0,22698.0,16631.0,0.3600757776015508,0.34916721784619087,2.7154921417203894
sample_iii,45,1401,3330.0,1786.5,6.0,7.0,30418.0,12573.0,0.3974291537905188,0.3319016941064185,4.580189127219938
sample_iii,45,1417,3104.5,1146.0,4.0,6.0,23248.0,7940.0,0.18827426015141088,0.1858942065491184,2.6871903750884627
sample_iii,45,1418,1729.0,1124.5,7.0,7.0,12708.0,7694.0,0.3884954359458609,0.34429425526384194,1.677650429799428
sample_iii,45,1553,2813.0,1904.0,6.0,7.0,21789.0,14071.0,0.2976731378218367,0.35889417951815794,4.55498952882602
sample_iii,45,1577,1925.5,1752.5,7.0,7.0,13689.0,12992.0,0.33727810650887574,0.40948275862068967,5.184412929750202
sample_iii,45,1663,2146.0,1798.0,7.0,7.0,14968.0,13117.0,0.34453500801710313,0.4087062590531372,4.832664884135468
sample_iii,45,1720,2425.5,1914.5,5.0,6.0,16330.0,14498.0,0.1926515615431721,0.27900400055180025,2.921296605082375
sample_iii,45,1850,2759.0,1868.0,7.0,7.0,21351.0,13057.0,0.35595522457964496,0.36087922187332466,5.140787522979302
sample_iii,45,1956,3248.5,1637.0,9.0,7.0,28282.0,12422.0,0.3845909058765292,0.3833521172113991,4.246603970741901
sample_iii,45,1991,1839.5,3107.5,6.0,8.0,13119.0,25977.0,0.2749447366415123,0.33918466335604575,0.644458159116212
sample_iii,45,2134,1027.5,2910.0,7.0,9.0,7013.0,23454.0,0.38072151718237557,0.47539865268184534,1.5840171665723375
sample_iii,45,2139,2580.0,1255.5,6.0,7.0,18939.0,9141.0,0.3013358677860499,0.3488677387594355,4.785188844971451
sample_iii,45,2141,3258.0,1379.5,5.0,6.0,26969.0,9600.0,0.307834921576625,0.26614583333333336,4.17701537333452
sample_iii,45,2168,1943.0,1264.5,6.0,7.0,13742.0,9611.0,0.28052685198661037,0.35844345021329727,4.392039661052706
sample_iii,45,2174,2657.0,1131.5,6.0,7.0,19448.0,8081.0,0.33237350884409705,0.3468630120034649,3.12534427466516
sample_iii,45,2195,2378.5,1301.0,6.0,7.0,17282.0,10029.0,0.2883346834857077,0.34400239306012564,3.1013687997253427
sample_iii,45,2223,2738.0,1324.0,4.0,6.0,19133.0,9281.0,0.15204097632362934,0.23941385626548864,6.283621797385425
sample_iii,45,2233,2120.0,1558.0,5.0,6.0,14855.0,11641.0,0.1989902389767755,0.2718838587750193,4.188809140603475
sample_iii,45,2261,1880.5,1006.0,6.0,6.0,13650.0,7220.0,0.27677655677655677,0.296398891966759,3.5869086908690804
sample_iii,45,2284,2522.0,1796.5,6.0,7.0,18446.0,13143.0,0.2819039358126423,0.3340181084988207,4.042472425153992
sample_iii,45,2292,2846.0,1353.0,7.0,8.0,21996.0,9684.0,0.3719312602291326,0.38981825691862865,5.359632657180342
sample_iii,45,2363,2673.5,1071.0,6.0,7.0,18993.0,7577.0,0.2950034223134839,0.3123927675861159,2.5692120189377903
sample_iii,45,2373,1193.0,2491.5,6.0,7.0,8775.0,18279.0,0.29025641025641025,0.36659554680234147,5.74459344236881
sample_iii,45,2530,2289.0,1643.0,7.0,7.0,16821.0,12059.0,0.34991974317817015,0.3948088564557592,4.9917431069085865
sample_iii,45,2546,4561.0,1544.0,5.0,7.0,40835.0,11354.0,0.43448022529692665,0.3456050731019905,4.81101517316031
sample_iii,45,2557,1414.5,2644.5,6.0,6.0,10232.0,19495.0,0.2627052384675528,0.32751987689151063,4.896380222540824
sample_iii,45,2559,4613.5,2222.0,5.0,7.0,42377.0,16448.0,0.4530287656039833,0.354693579766537,4.335179154186971
sample_iii,45,2582,1367.5,1661.0,7.0,7.0,9456.0,12455.0,0.3240270727580372,0.41726214371738257,3.8674853372434015
sample_iii,45,2599,2457.0,1486.0,6.0,7.0,18447.0,11501.0,0.3128421965631268,0.3297974089209634,1.128065747751247
sample_iii,45,2608,3342.5,1939.5,5.0,7.0,29257.0,14748.0,0.3289810985405202,0.31841605641442905,4.667175438596491
sample_iii,45,2757,1176.0,1511.5,6.0,7.0,8779.0,11420.0,0.2838592094771614,0.31865148861646236,3.1670270912547593
sample_iii,45,2830,2949.5,1387.0,7.0,7.0,23686.0,10628.0,0.3009372625179431,0.3487015430937147,5.511198873963135
sample_iii,45,2837,2964.0,2010.5,6.0,7.0,23601.0,14362.0,0.37545019278844116,0.38852527503133266,4.793339280404396
sample_iii,45,2917,2576.5,1137.5,3.0,5.0,16569.0,7242.0,0.05184380469551572,0.14084507042253522,3.157343168355986
sample_iii,45,2926,3229.0,1615.0,5.0,6.0,27070.0,12429.0,0.2982637606206132,0.2993804811328345,4.304318242570048
sample_iii,45,3028,2882.0,1799.0,8.0,7.0,22629.0,12988.0,0.35830129479870965,0.3728826609177702,4.641363959157609
sample_iii,45,3127,3283.5,2092.5,6.0,7.0,28497.0,14932.0,0.3927430957644664,0.3702116260380391,5.964497041420117
sample_iii,45,3137,1888.0,2085.0,6.0,7.0,13286.0,15308.0,0.30776757489086254,0.38666056963679124,6.353306779883567
sample_iii,45,3179,2448.0,1760.0,6.0,7.0,18306.0,13141.0,0.34196438326231837,0.3826953808690358,4.296825924803002
sample_iii,45,3202,3288.5,2033.0,5.0,7.0,28440.0,14345.0,0.3491561181434599,0.3169048448936912,4.072655398037078
sample_iii,45,3219,3417.5,1082.0,5.0,7.0,30473.0,7977.0,0.35323072884192563,0.3121474238435502,4.882407948568094
sample_iii,45,3241,3386.5,1727.0,5.0,6.0,29785.0,12867.0,0.3561188517710257,0.3290588326727287,3.8732699637231924
sample_iii,45,3253,3014.0,1379.5,6.0,7.0,24207.0,10007.0,0.38616928987482957,0.3893274707704607,3.8872759404190944
sample_iii,45,3472,1485.0,2313.0,7.0,7.0,10932.0,16970.0,0.3327844859129162,0.38102533883323514,4.600852525013316
sample_iii,45,3478,2728.5,1763.0,7.0,7.0,20562.0,12661.0,0.36538274486917616,0.3905694652871021,3.6900065070002768
sample_iii,45,3571,2154.0,2663.5,6.0,7.0,16234.0,20600.0,0.32228655907354936,0.37466019417475727,3.517255908881424
sample_iii,45,3588,3190.0,1319.5,6.0,7.0,26847.0,9682.0,0.3551234774835177,0.3513736831233216,4.4141651031894895
sample_iii,45,4101,3791.5,1645.0,5.0,7.0,34469.0,11612.0,0.4337520670747628,0.38460213572166724,8.255111372203451
sample_iii,45,4200,2965.0,2072.0,6.0,7.0,22933.0,14651.0,0.34448175118824403,0.3629103815439219,4.253588516746412
sample_iii,45,4233,3059.5,1201.0,8.0,7.0,24694.0,8447.0,0.31517777597797036,0.3054338818515449,4.115208804863979
sample_iii,45,4255,1698.0,2603.0,6.0,7.0,11822.0,19031.0,0.27609541532735576,0.3515317114182124,4.275093191480778
sample_iii,45,4298,1115.0,1000.5,2.0,4.0,-16552.0,967.0,-15538.0,-3.109617373319545,2.6571686553127982
sample_iii,45,4404,3243.5,1144.5,6.0,7.0,27661.0,7566.0,0.3626043888507285,0.317076394395982,7.153531121650403
sample_iii,45,4511,2231.0,1097.0,5.0,6.0,13555.0,7864.0,0.10734046477314645,0.21630213631739573,2.3098772008859214
sample_iii,45,4514,2523.5,2077.5,7.0,7.0,18240.0,15807.0,0.32209429824561403,0.4139305371038148,5.701177815894795
sample_iii,45,4534,2888.0,1809.0,6.0,8.0,21863.0,13472.0,0.34258793395233955,0.40031175771971494,6.1789960351135065
sample_iii,45,4587,1845.5,1418.5,7.0,7.0,13333.0,10118.0,0.3258081452036301,0.34858667720893455,4.000633998150839
sample_iii,45,4728,3132.5,1842.0,8.0,7.0,26395.0,14499.0,0.3424133358590642,0.36885302434650663,3.9248135874067955
sample_iii,45,4750,3142.5,2426.5,9.0,7.0,26233.0,18182.0,0.3954179849807494,0.41750082499175006,5.543981609107227
sample_iii,45,4777,2492.5,1934.0,6.0,7.0,17808.0,14163.0,0.31570080862533695,0.35275012356139235,2.7635388300812878
sample_iii,45,4925,1343.5,2529.0,7.0,7.0,10154.0,18712.0,0.3307071104983258,0.3677319367250962,5.014452113891288
sample_iii,45,4951,3151.0,1896.5,9.0,10.0,24034.0,12989.0,0.7621702588000333,0.8058357071368081,2.8326932208008913
sample_iii,45,5003,2694.0,1193.0,7.0,5.0,18819.0,7694.0,0.15000797066794197,0.13491031972965947,1.2726145237399287
sample_iii,45,5020,2969.5,1906.5,8.0,8.0,24132.0,14256.0,0.3914304657715896,0.4273288439955107,5.070033556144082
sample_iii,45,5123,3558.5,1219.5,6.0,7.0,31132.0,8677.0,0.4194398047025569,0.38527140716837616,7.348428686543109
sample_iii,45,5232,3214.5,1972.5,6.0,7.0,26493.0,14047.0,0.3659834673309931,0.3689043923969531,5.7345759960035
sample_iii,45,5235,1252.5,3062.5,6.0,8.0,9291.0,25479.0,0.278118609406953,0.3422818791946309,4.2045330718099585
sample_iii,45,5272,3179.5,1658.0,6.0,8.0,26680.0,12295.0,0.41645427286356823,0.42724684831232207,4.250873253493019
sample_iii,45,5343,2439.0,2688.0,7.0,7.0,18214.0,20702.0,0.34973097617217525,0.3930538112259685,3.7592017483321882
sample_iii,45,5423,1551.0,1465.5,6.0,16.0,11539.0,13032.0,0.2565213623364243,0.6042817679558011,8.777306598436272
sample_iii,45,5703,2464.0,2615.0,6.0,6.0,17713.0,20160.0,0.29594083441540114,0.3452876984126984,2.3535852383860885
sample_iii,45,5742,2048.0,2613.0,6.0,6.0,14934.0,20143.0,0.27929556716218024,0.3286501514173658,2.168827325761633
sample_iii,45,5787,3926.0,1724.5,6.0,7.0,37591.0,12157.0,0.4646856960442659,0.37509253927778236,7.241470309714799
sample_iii,45,5798,2594.5,2721.5,6.0,7.0,19408.0,20896.0,0.3349134377576257,0.3930895865237366,5.080558484670966
sample_iii,45,5843,2152.0,1163.5,6.0,7.0,15236.0,8662.0,0.31891572591231293,0.36619718309859156,4.474087591240874
sample_iii,45,5910,3401.0,1813.0,5.0,7.0,31025.0,13701.0,0.3648992747784045,0.34318662871323263,4.74726501006317
sample_iii,45,6067,2018.5,1588.0,4.0,5.0,9806.0,10339.0,-0.05282480114215786,0.14575877744462715,1.8186348524480884
sample_iii,45,6085,2836.0,1864.5,6.0,6.0,21972.0,13597.0,0.2952849080648098,0.3077884827535486,3.4646962233169063
sample_iii,45,6097,3402.5,1641.5,6.0,8.0,29977.0,12347.0,0.42532608333055344,0.4310358791609298,6.195285481239807
sample_iii,45,6150,2477.5,1396.0,6.0,7.0,18662.0,10496.0,0.2930554067088201,0.3282202743902439,4.836801253674974
sample_iii,45,6230,1547.5,3041.5,6.0,6.0,11390.0,24977.0,0.3079894644424934,0.36713776674540577,1.9053498577362475
sample_iii,45,6250,2177.0,1087.5,5.0,5.0,12409.0,7330.0,0.07615440406156822,0.17121418826739426,1.5811556864188425
sample_iii,45,6492,3201.0,1694.5,6.0,8.0,26387.0,12637.0,0.39708947587827337,0.42628788478278073,4.945039891472419
sample_iii,45,6634,4068.5,2144.5,5.0,7.0,36717.0,15789.0,0.41280605713974455,0.34296028880866425,4.183532010511481
sample_iii,45,6717,2394.5,1568.5,7.0,7.0,17668.0,11256.0,0.3445211682137197,0.3694918265813788,5.3884938590820965
sample_iii,45,6745,2168.0,1591.5,6.0,7.0,15470.0,11897.0,0.3080801551389787,0.37328738337395984,3.6621234279028982
sample_iii,45,6861,2798.5,1722.0,6.0,7.0,21654.0,12976.0,0.3056248268218343,0.3371609124537608,3.417660477932877
sample_iii,45,6882,1661.0,2273.5,6.0,7.0,12465.0,17035.0,0.3228239069394304,0.34564132668036396,2.6401953275018286
sample_iii,45,7098,2967.0,2602.0,5.0,6.0,24260.0,18903.0,0.28845836768342953,0.3011691265936624,5.075771283400957
sample_iii,45,7199,2891.0,2646.0,7.0,6.0,22740.0,19829.0,0.28922603342128406,0.31907811790811436,4.135797126822162
sample_iii,45,7262,3621.5,2078.5,5.0,7.0,32340.0,15890.0,0.4083178726035869,0.39056010069225927,5.616727104916087
sample_iii,45,7285,3116.5,1500.0,8.0,7.0,26178.0,10879.0,0.34769653907861564,0.33835830499126757,3.8541082985408863
sample_iii,45,7521,2720.5,1296.0,6.0,6.0,19664.0,8600.0,0.2721724979658259,0.2477906976744186,3.080790381270859
sample_iii,45,7527,1247.0,1705.5,4.0,4.0,-1490.0,5361.0,-5739.0,-0.49636261891438166,1.2238261015084007
sample_iii,45,7624,3107.5,1409.5,6.0,7.0,25787.0,10032.0,0.36661883894985847,0.33114035087719296,3.0412458820006023
sample_iii,45,7739,1712.0,1066.0,6.0,7.0,13201.0,8183.0,0.32762669494735247,0.3690578027618233,4.1023466463205835
sample_iii,45,7815,2613.5,2655.0,7.0,7.0,19774.0,20269.0,0.36517649438656824,0.4154620356208989,5.077543585740301
sample_iii,45,7934,1187.0,1071.5,7.0,7.0,8836.0,7491.0,0.3091896785875962,0.30596716059271123,2.9840607210626118
sample_iii,45,7957,1711.0,1202.5,7.0,7.0,11936.0,8903.0,0.33453418230563003,0.3858250028080422,3.623973145601191
sample_iii,45,7958,2603.0,1615.5,6.0,7.0,19943.0,12121.0,0.34403048688762977,0.3767840937216401,4.315641537476139
sample_iii,45,7999,2836.0,1962.0,6.0,7.0,20858.0,14391.0,0.33752037587496403,0.38802029045931485,4.5109648328433565
sample_iii,45,8077,2049.0,2176.5,6.0,6.0,14380.0,16291.0,0.2856050069541029,0.348474617887177,3.3024788027144645
sample_iii,45,8116,3517.5,1873.0,6.0,7.0,32111.0,13793.0,0.42801532185232477,0.385920394402958,6.104812935833856
sample_iii,45,8138,3009.5,1894.0,6.0,7.0,25282.0,13629.0,0.3909105292302824,0.3573262895296794,1.9596710944715738
sample_iii,45,8147,2525.5,1135.5,6.0,7.0,18864.0,8265.0,0.3198685326547922,0.3586206896551724,4.939304531085355
sample_iii,45,8227,2467.0,1227.5,6.0,7.0,17881.0,9066.0,0.27039874727364244,0.28766821089786015,3.7925469837820422
sample_iii,45,8446,1177.0,1944.0,7.0,7.0,8750.0,13900.0,0.31542857142857145,0.32964028776978416,2.8993361478218347
sample_iii,45,8478,2675.0,2796.0,7.0,6.0,20260.0,21607.0,0.3292694965449161,0.36205859212292313,2.713171907404295
sample_iii,45,8528,2987.0,1611.0,7.0,7.0,23510.0,11203.0,0.39549128030625263,0.3860573060787289,2.278625478418647
sample_iii,45,8533,2109.0,1216.5,5.0,5.0,12348.0,8635.0,0.10204081632653061,0.20081065431383902,1.218347195875289
sample_iii,45,8548,2115.0,1100.5,7.0,7.0,15078.0,7386.0,0.3790290489454835,0.3522881126455456,1.5848088004190686
sample_iii,45,8673,2659.0,2180.0,7.0,7.0,20298.0,15412.0,0.34796531677997833,0.3599792369582144,4.77994390046991
sample_iii,45,8717,2820.5,2742.0,7.0,8.0,22176.0,22349.0,0.33775252525252525,0.38176204751890463,2.7918899435299807
sample_iii,45,8790,2287.0,1224.5,6.0,7.0,16586.0,8082.0,0.3146026769564693,0.2916357337292749,4.505303502986003
sample_iii,45,8884,1702.0,1424.0,7.0,7.0,12325.0,10913.0,0.34815415821501017,0.40043984238981034,4.092648435062905
sample_iii,45,8910,3975.5,2410.5,5.0,7.0,35599.0,17317.0,0.43599539312902047,0.3793959692787434,6.81147986873178
sample_iii,45,9041,2299.5,1410.0,6.0,7.0,16667.0,10007.0,0.3194936101277974,0.3566503447586689,5.7014268927312415
sample_iii,45,9047,2437.5,2329.5,6.0,7.0,18034.0,16727.0,0.32122657203060884,0.3723321575895259,5.576907467532465
sample_iii,45,9085,1509.0,1115.5,3.0,4.0,-2089.0,2816.0,-7680.0,-0.8316761363636364,1.4291316831252452
sample_iii,45,9467,3301.0,2197.0,6.0,7.0,27273.0,16534.0,0.4224691086422469,0.4273617999274223,3.065808256723578
sample_iii,45,9659,2053.0,1299.5,7.0,7.0,14737.0,9377.0,0.32028228268982833,0.35512424016209876,4.977458033573143
sample_iii,45,9666,1975.0,2055.5,7.0,7.0,14316.0,15598.0,0.34814193908913105,0.40941146300807796,4.256729588454554
sample_iii,45,9692,1675.0,1418.5,5.0,5.0,7175.0,8126.0,-0.15010452961672474,0.0631306916071868,1.926523366982476
sample_iii,45,9699,1120.0,2350.0,4.0,6.0,-2841.0,15059.0,-6237.0,0.15293180158045022,3.9217337696506256
sample_iii,45,9709,3248.5,1561.5,4.0,6.0,26881.0,11429.0,0.266991555373684,0.25146557004112347,3.65856725668991
sample_iii,45,9743,1290.0,2520.5,6.0,6.0,8754.0,19331.0,0.19202650217043638,0.2750504371217216,2.1403460341675427
sample_iii,45,9839,2177.5,1457.5,6.0,7.0,15458.0,10521.0,0.3144003105188252,0.34882615720939075,3.2034799153459517
sample_iii,45,9963,1696.5,1692.5,7.0,8.0,12924.0,12756.0,0.36575363664500155,0.41219818124804014,5.916007242489265
sample_iii,45,10009,2109.0,1407.0,6.0,7.0,14374.0,10483.0,0.26450535689439264,0.32891347896594486,1.7967954211062391
sample_iii,45,10015,3045.0,1456.0,5.0,6.0,24481.0,10773.0,0.2530533883419795,0.2631578947368421,2.8582614257499017
sample_iii,45,10087,3204.0,2367.5,5.0,7.0,27617.0,16972.0,0.35557808596154544,0.33767381569644117,4.231672879021147
sample_iii,45,10117,3122.0,1772.0,8.0,7.0,26712.0,12514.0,0.36522911051212936,0.3599968035799904,6.529228628345152
sample_iii,45,10143,3255.0,2025.5,9.0,7.0,28791.0,14640.0,0.39095550692924874,0.35935792349726775,4.569027991243999
sample_iii,45,10182,2282.5,1980.0,6.0,6.0,16420.0,14742.0,0.258952496954933,0.31196581196581197,4.323413680720613
sample_iii,45,10201,2519.5,2209.0,7.0,7.0,18857.0,16162.0,0.34629050220077423,0.38967949511199107,5.20027487082055
sample_iii,45,10277,3548.5,1996.5,6.0,7.0,32349.0,14507.0,0.47166836687378283,0.4129730474943131,4.254586840592488
sample_iii,45,10316,2274.5,1336.5,6.0,7.0,16064.0,9706.0,0.27035607569721115,0.30352359365341025,2.968951248370683
sample_iii,45,10352,3045.5,1280.5,6.0,7.0,24075.0,9071.0,0.3553063343717549,0.3427406019182009,2.751941538129657
sample_iii,45,10571,1915.0,1092.5,5.0,5.0,10181.0,6869.0,0.03152931932030253,0.10729363808414616,0.6346177089893565
sample_iii,45,10590,2581.5,1571.0,6.0,7.0,18752.0,10920.0,0.3134598976109215,0.31666666666666665,3.043387701809287
sample_iii,45,10643,1807.0,2863.5,7.0,7.0,12488.0,22800.0,0.3299167200512492,0.4225,3.7435880464639126
sample_iii,45,10727,3056.5,1636.0,6.0,7.0,25440.0,11129.0,0.358687106918239,0.31952556384221403,3.6256432246998287
sample_iii,45,10957,3478.5,1669.5,5.0,6.0,31051.0,12183.0,0.35963415026891243,0.31437248625133385,4.730968448500658
sample_iii,45,10978,1946.5,1652.5,4.0,5.0,6854.0,9369.0,-0.37262912168077034,0.06692283061159142,2.659545022056914
sample_iii,45,11142,2443.5,1277.0,7.0,8.0,17644.0,10018.0,0.3301972341872591,0.41066081054102616,5.277308190805357
sample_iii,45,11165,3381.0,1210.0,6.0,8.0,29625.0,9430.0,0.43851476793248945,0.4434782608695652,5.239080459770108
sample_iii,45,11176,3140.5,2130.5,6.0,7.0,25070.0,15381.0,0.3812524930195453,0.4004941161172876,4.471735147108284
sample_iii,45,11227,3242.0,2709.0,12.0,10.0,25928.0,19594.0,0.7257019438444925,0.7779932632438502,5.680289142965151
sample_iii,45,11228,2712.5,1708.5,7.0,7.0,20582.0,13199.0,0.3904382470119522,0.4205621638002879,2.8912144318927986
sample_iii,45,11316,2779.0,1492.5,7.0,7.0,21657.0,10637.0,0.3777531514060119,0.3733195449844881,2.938390075223829
sample_iii,45,11394,1760.0,2106.5,3.0,5.0,642.0,11379.0,-10.962616822429906,0.008700237279198523,3.0531571754994538
sample_iii,45,11496,1663.0,2681.5,7.0,7.0,11949.0,19974.0,0.3291488827516947,0.3907579853809953,5.071908468946283
sample_iii,45,11497,2368.0,1775.5,7.0,8.0,17223.0,13766.0,0.36009986645764386,0.432442249019323,4.2540742204298
sample_iii,45,11501,2571.0,2155.0,6.0,6.0,19598.0,16017.0,0.2866619042759465,0.32228257476431293,4.2602104819634725
sample_iii,45,11553,3451.0,1689.0,5.0,7.0,30111.0,12452.0,0.37849955165886223,0.37407645358175395,7.748112586224828
sample_iii,45,11638,2313.5,1342.0,6.0,7.0,16369.0,9746.0,0.23031339727533753,0.2640057459470552,3.879477271740548
sample_iii,45,11784,2632.5,1879.0,6.0,6.0,18980.0,14083.0,0.285827186512118,0.3369310516225236,3.2835287846481904
sample_iii,45,11793,1402.5,2614.0,7.0,7.0,10088.0,19340.0,0.3060071371927042,0.3924508790072389,6.647529441884281
sample_iii,45,11975,3029.0,1993.0,8.0,7.0,25438.0,14956.0,0.3230206777262363,0.31953730944102704,3.3200715315006093
sample_iii,45,12000,2899.0,1543.5,6.0,8.0,22616.0,11198.0,0.3788910505836576,0.3980175031255581,2.723720325203246
sample_iii,45,12065,3258.5,1733.0,5.0,6.0,28888.0,13106.0,0.35042232068679036,0.3335876697695712,2.984842456178079
sample_iii,45,12144,2725.0,1250.5,7.0,5.0,19497.0,8454.0,0.17356516387136484,0.1577951265673054,1.624560105502617
sample_iii,45,12146,1784.5,2604.0,6.0,6.0,12471.0,19203.0,0.2634912998155721,0.32713638493985314,2.9674300732119434
sample_iii,45,12489,3217.5,1773.0,9.0,7.0,26899.0,13174.0,0.38521878136733706,0.42485198117504175,7.211852369572071
sample_iii,45,12556,1222.0,2117.5,6.0,7.0,8738.0,14330.0,0.2881666285191119,0.331751570132589,5.723501057082451
sample_iii,45,12716,2258.0,1867.5,6.0,7.0,16477.0,14606.0,0.29914426169812464,0.36252225112967273,2.706528813158201
sample_iii,45,12728,2229.5,1610.0,6.0,7.0,16052.0,12055.0,0.30264141539995015,0.3843218581501452,4.64899177107273
sample_iii,45,12797,1403.5,1520.5,3.0,4.0,-5410.0,3306.0,-10624.0,-1.0580762250453721,2.086866579452593
sample_iii,45,12842,2644.5,1089.0,7.0,7.0,19748.0,8679.0,0.3669232327324286,0.42896647079156586,3.9953179442508713
sample_iii,45,12925,2240.0,1537.0,7.0,7.0,16563.0,11033.0,0.3313409406508483,0.35366627390555605,3.8956953042974547
sample_iii,45,12954,1761.0,1130.0,5.0,5.0,7474.0,6490.0,-0.1527963607171528,0.050539291217257316,1.3596034590658235
sample_iii,45,13046,2327.0,1984.5,7.0,7.0,16984.0,14266.0,0.3718205369759774,0.4090144399270994,4.989131364997867
sample_iii,45,13191,2695.5,1678.5,7.0,7.0,20701.0,12152.0,0.3723008550311579,0.3950789993416722,5.803987314847042
sample_iii,45,13217,2375.5,1480.5,6.0,8.0,17669.0,11660.0,0.3202218574905201,0.39811320754716983,4.4573065672957455
sample_iii,45,13277,2127.5,2121.5,6.0,7.0,14892.0,15799.0,0.2857238785925329,0.3602126716880815,3.679788318476586
sample_iii,45,13322,2471.0,1537.5,6.0,7.0,17980.0,10655.0,0.3438264738598443,0.36152041295166587,5.7161756509276245
