heldout_run,method,target,metric,value,selected_k,cluster_model,gmm_fit_rows,train_rows,heldout_rows,benchmark_role
32,ML P01b train-only AE embedding,peak_group,purity,0.601312551271534,8,diag GaussianMixture,12000,41151,1219,claim
32,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.48661188703861663,8,diag GaussianMixture,12000,41151,1219,forbidden_release_diagnostic
32,forbidden all-data release-style embedding,manual_flag,purity,0.940935192780968,8,diag GaussianMixture,12000,41151,1219,forbidden_release_diagnostic
32,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5046502203641025,8,diag GaussianMixture,12000,41151,1219,forbidden_release_diagnostic
32,forbidden all-data release-style embedding,peak_group,purity,0.8121410992616899,8,diag GaussianMixture,12000,41151,1219,forbidden_release_diagnostic
33,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5501070706171919,8,diag GaussianMixture,12000,41016,1354,claim
33,traditional hand+PCA morphology,manual_flag,purity,0.9564254062038404,8,diag GaussianMixture,12000,41016,1354,claim
33,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5146492270412096,8,diag GaussianMixture,12000,41016,1354,claim
33,traditional hand+PCA morphology,peak_group,purity,0.9032496307237814,8,diag GaussianMixture,12000,41016,1354,claim
33,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.4220777060593233,4,diag GaussianMixture,12000,41016,1354,claim
33,ML P01b train-only AE embedding,manual_flag,purity,0.8412112259970458,4,diag GaussianMixture,12000,41016,1354,claim
33,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.27260158497547954,4,diag GaussianMixture,12000,41016,1354,claim
33,ML P01b train-only AE embedding,peak_group,purity,0.7023633677991138,4,diag GaussianMixture,12000,41016,1354,claim
33,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.5389477967367838,8,diag GaussianMixture,12000,41016,1354,forbidden_release_diagnostic
33,forbidden all-data release-style embedding,manual_flag,purity,0.9675036927621861,8,diag GaussianMixture,12000,41016,1354,forbidden_release_diagnostic
33,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5378412297870535,8,diag GaussianMixture,12000,41016,1354,forbidden_release_diagnostic
33,forbidden all-data release-style embedding,peak_group,purity,0.9039881831610044,8,diag GaussianMixture,12000,41016,1354,forbidden_release_diagnostic
34,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5369253608511816,8,diag GaussianMixture,12000,41175,1195,claim
34,traditional hand+PCA morphology,manual_flag,purity,0.9422594142259414,8,diag GaussianMixture,12000,41175,1195,claim
34,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5033902240050148,8,diag GaussianMixture,12000,41175,1195,claim
34,traditional hand+PCA morphology,peak_group,purity,0.8694560669456067,8,diag GaussianMixture,12000,41175,1195,claim
34,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.23347067066778382,6,diag GaussianMixture,12000,41175,1195,claim
34,ML P01b train-only AE embedding,manual_flag,purity,0.7472803347280335,6,diag GaussianMixture,12000,41175,1195,claim
34,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.1365209745227582,6,diag GaussianMixture,12000,41175,1195,claim
34,ML P01b train-only AE embedding,peak_group,purity,0.5857740585774058,6,diag GaussianMixture,12000,41175,1195,claim
34,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.4915075524569877,8,diag GaussianMixture,12000,41175,1195,forbidden_release_diagnostic
34,forbidden all-data release-style embedding,manual_flag,purity,0.9355648535564853,8,diag GaussianMixture,12000,41175,1195,forbidden_release_diagnostic
34,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5010054453014195,8,diag GaussianMixture,12000,41175,1195,forbidden_release_diagnostic
34,forbidden all-data release-style embedding,peak_group,purity,0.8602510460251046,8,diag GaussianMixture,12000,41175,1195,forbidden_release_diagnostic
35,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5422138513854502,8,diag GaussianMixture,12000,41282,1088,claim
35,traditional hand+PCA morphology,manual_flag,purity,0.9494485294117647,8,diag GaussianMixture,12000,41282,1088,claim
35,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.4860524621110998,8,diag GaussianMixture,12000,41282,1088,claim
35,traditional hand+PCA morphology,peak_group,purity,0.8262867647058824,8,diag GaussianMixture,12000,41282,1088,claim
35,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.36246565278623594,5,diag GaussianMixture,12000,41282,1088,claim
35,ML P01b train-only AE embedding,manual_flag,purity,0.8299632352941176,5,diag GaussianMixture,12000,41282,1088,claim
35,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.2647962352645347,5,diag GaussianMixture,12000,41282,1088,claim
35,ML P01b train-only AE embedding,peak_group,purity,0.6681985294117647,5,diag GaussianMixture,12000,41282,1088,claim
35,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.46394527416080245,8,diag GaussianMixture,12000,41282,1088,forbidden_release_diagnostic
35,forbidden all-data release-style embedding,manual_flag,purity,0.9485294117647058,8,diag GaussianMixture,12000,41282,1088,forbidden_release_diagnostic
35,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5064124628443258,8,diag GaussianMixture,12000,41282,1088,forbidden_release_diagnostic
35,forbidden all-data release-style embedding,peak_group,purity,0.8363970588235294,8,diag GaussianMixture,12000,41282,1088,forbidden_release_diagnostic
36,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5057162724197898,8,diag GaussianMixture,12000,41376,994,claim
36,traditional hand+PCA morphology,manual_flag,purity,0.9446680080482898,8,diag GaussianMixture,12000,41376,994,claim
36,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.4513855182911802,8,diag GaussianMixture,12000,41376,994,claim
36,traditional hand+PCA morphology,peak_group,purity,0.7826961770623743,8,diag GaussianMixture,12000,41376,994,claim
36,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.469850703729241,8,diag GaussianMixture,12000,41376,994,claim
36,ML P01b train-only AE embedding,manual_flag,purity,0.9014084507042254,8,diag GaussianMixture,12000,41376,994,claim
36,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.26470522046319467,8,diag GaussianMixture,12000,41376,994,claim
36,ML P01b train-only AE embedding,peak_group,purity,0.6740442655935613,8,diag GaussianMixture,12000,41376,994,claim
36,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.41450585859836897,8,diag GaussianMixture,12000,41376,994,forbidden_release_diagnostic
36,forbidden all-data release-style embedding,manual_flag,purity,0.9456740442655935,8,diag GaussianMixture,12000,41376,994,forbidden_release_diagnostic
36,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.45636144953061447,8,diag GaussianMixture,12000,41376,994,forbidden_release_diagnostic
36,forbidden all-data release-style embedding,peak_group,purity,0.7977867203219315,8,diag GaussianMixture,12000,41376,994,forbidden_release_diagnostic
37,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5491297314495652,8,diag GaussianMixture,12000,40886,1484,claim
37,traditional hand+PCA morphology,manual_flag,purity,0.9272237196765498,8,diag GaussianMixture,12000,40886,1484,claim
37,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5135636353511046,8,diag GaussianMixture,12000,40886,1484,claim
37,traditional hand+PCA morphology,peak_group,purity,0.8274932614555256,8,diag GaussianMixture,12000,40886,1484,claim
37,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.4112532169794378,4,diag GaussianMixture,12000,40886,1484,claim
37,ML P01b train-only AE embedding,manual_flag,purity,0.8140161725067385,4,diag GaussianMixture,12000,40886,1484,claim
37,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.27148280953554804,4,diag GaussianMixture,12000,40886,1484,claim
37,ML P01b train-only AE embedding,peak_group,purity,0.6307277628032345,4,diag GaussianMixture,12000,40886,1484,claim
37,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.5120366371160597,8,diag GaussianMixture,12000,40886,1484,forbidden_release_diagnostic
37,forbidden all-data release-style embedding,manual_flag,purity,0.9359838274932615,8,diag GaussianMixture,12000,40886,1484,forbidden_release_diagnostic
37,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5268247293050766,8,diag GaussianMixture,12000,40886,1484,forbidden_release_diagnostic
37,forbidden all-data release-style embedding,peak_group,purity,0.8355795148247979,8,diag GaussianMixture,12000,40886,1484,forbidden_release_diagnostic
39,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5699189815481034,8,diag GaussianMixture,12000,41089,1281,claim
39,traditional hand+PCA morphology,manual_flag,purity,0.9445745511319282,8,diag GaussianMixture,12000,41089,1281,claim
39,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.4968527250357982,8,diag GaussianMixture,12000,41089,1281,claim
39,traditional hand+PCA morphology,peak_group,purity,0.8384074941451991,8,diag GaussianMixture,12000,41089,1281,claim
39,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.6124635637677722,5,diag GaussianMixture,12000,41089,1281,claim
39,ML P01b train-only AE embedding,manual_flag,purity,0.9008587041373927,5,diag GaussianMixture,12000,41089,1281,claim
39,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.368659787114654,5,diag GaussianMixture,12000,41089,1281,claim
39,ML P01b train-only AE embedding,peak_group,purity,0.7377049180327869,5,diag GaussianMixture,12000,41089,1281,claim
39,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.5200461798002105,8,diag GaussianMixture,12000,41089,1281,forbidden_release_diagnostic
39,forbidden all-data release-style embedding,manual_flag,purity,0.9406713505074161,8,diag GaussianMixture,12000,41089,1281,forbidden_release_diagnostic
39,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5519828570369079,8,diag GaussianMixture,12000,41089,1281,forbidden_release_diagnostic
39,forbidden all-data release-style embedding,peak_group,purity,0.8587041373926619,8,diag GaussianMixture,12000,41089,1281,forbidden_release_diagnostic
40,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5238380745034436,8,diag GaussianMixture,12000,41044,1326,claim
40,traditional hand+PCA morphology,manual_flag,purity,0.916289592760181,8,diag GaussianMixture,12000,41044,1326,claim
40,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5082131904702163,8,diag GaussianMixture,12000,41044,1326,claim
40,traditional hand+PCA morphology,peak_group,purity,0.8227752639517345,8,diag GaussianMixture,12000,41044,1326,claim
40,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.44359293285397994,4,diag GaussianMixture,12000,41044,1326,claim
40,ML P01b train-only AE embedding,manual_flag,purity,0.8544494720965309,4,diag GaussianMixture,12000,41044,1326,claim
40,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.27606829100099217,4,diag GaussianMixture,12000,41044,1326,claim
40,ML P01b train-only AE embedding,peak_group,purity,0.6576168929110106,4,diag GaussianMixture,12000,41044,1326,claim
40,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.4777388366035617,8,diag GaussianMixture,12000,41044,1326,forbidden_release_diagnostic
40,forbidden all-data release-style embedding,manual_flag,purity,0.9298642533936652,8,diag GaussianMixture,12000,41044,1326,forbidden_release_diagnostic
40,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5127040371933204,8,diag GaussianMixture,12000,41044,1326,forbidden_release_diagnostic
40,forbidden all-data release-style embedding,peak_group,purity,0.8288084464555053,8,diag GaussianMixture,12000,41044,1326,forbidden_release_diagnostic
41,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5320482668793384,8,diag GaussianMixture,12000,41045,1325,claim
41,traditional hand+PCA morphology,manual_flag,purity,0.9494339622641509,8,diag GaussianMixture,12000,41045,1325,claim
41,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5139207827436699,8,diag GaussianMixture,12000,41045,1325,claim
41,traditional hand+PCA morphology,peak_group,purity,0.8475471698113207,8,diag GaussianMixture,12000,41045,1325,claim
41,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.4321265345460317,6,diag GaussianMixture,12000,41045,1325,claim
41,ML P01b train-only AE embedding,manual_flag,purity,0.849811320754717,6,diag GaussianMixture,12000,41045,1325,claim
41,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.2971048180520853,6,diag GaussianMixture,12000,41045,1325,claim
41,ML P01b train-only AE embedding,peak_group,purity,0.6913207547169812,6,diag GaussianMixture,12000,41045,1325,claim
41,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.4903010448857022,8,diag GaussianMixture,12000,41045,1325,forbidden_release_diagnostic
41,forbidden all-data release-style embedding,manual_flag,purity,0.9245283018867925,8,diag GaussianMixture,12000,41045,1325,forbidden_release_diagnostic
41,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5438886498953228,8,diag GaussianMixture,12000,41045,1325,forbidden_release_diagnostic
41,forbidden all-data release-style embedding,peak_group,purity,0.8603773584905661,8,diag GaussianMixture,12000,41045,1325,forbidden_release_diagnostic
42,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5360908019002961,8,diag GaussianMixture,12000,41046,1324,claim
42,traditional hand+PCA morphology,manual_flag,purity,0.9380664652567976,8,diag GaussianMixture,12000,41046,1324,claim
42,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.4871566446164195,8,diag GaussianMixture,12000,41046,1324,claim
42,traditional hand+PCA morphology,peak_group,purity,0.823262839879154,8,diag GaussianMixture,12000,41046,1324,claim
42,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.36698990686323274,4,diag GaussianMixture,12000,41046,1324,claim
42,ML P01b train-only AE embedding,manual_flag,purity,0.8104229607250756,4,diag GaussianMixture,12000,41046,1324,claim
42,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.23746671766088323,4,diag GaussianMixture,12000,41046,1324,claim
42,ML P01b train-only AE embedding,peak_group,purity,0.6238670694864048,4,diag GaussianMixture,12000,41046,1324,claim
42,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.4782464092199014,8,diag GaussianMixture,12000,41046,1324,forbidden_release_diagnostic
42,forbidden all-data release-style embedding,manual_flag,purity,0.9380664652567976,8,diag GaussianMixture,12000,41046,1324,forbidden_release_diagnostic
42,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.49039599531021316,8,diag GaussianMixture,12000,41046,1324,forbidden_release_diagnostic
42,forbidden all-data release-style embedding,peak_group,purity,0.8209969788519638,8,diag GaussianMixture,12000,41046,1324,forbidden_release_diagnostic
44,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5359844940066237,8,diag GaussianMixture,12000,41766,604,claim
44,traditional hand+PCA morphology,manual_flag,purity,0.9586092715231788,8,diag GaussianMixture,12000,41766,604,claim
44,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.4294618275846579,8,diag GaussianMixture,12000,41766,604,claim
44,traditional hand+PCA morphology,peak_group,purity,0.8311258278145696,8,diag GaussianMixture,12000,41766,604,claim
44,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.5842116771185788,5,diag GaussianMixture,12000,41766,604,claim
44,ML P01b train-only AE embedding,manual_flag,purity,0.9271523178807947,5,diag GaussianMixture,12000,41766,604,claim
44,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.39679994475448116,5,diag GaussianMixture,12000,41766,604,claim
44,ML P01b train-only AE embedding,peak_group,purity,0.7781456953642384,5,diag GaussianMixture,12000,41766,604,claim
44,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.4208236347670841,8,diag GaussianMixture,12000,41766,604,forbidden_release_diagnostic
44,forbidden all-data release-style embedding,manual_flag,purity,0.9486754966887417,8,diag GaussianMixture,12000,41766,604,forbidden_release_diagnostic
44,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5153283272640312,8,diag GaussianMixture,12000,41766,604,forbidden_release_diagnostic
44,forbidden all-data release-style embedding,peak_group,purity,0.8642384105960265,8,diag GaussianMixture,12000,41766,604,forbidden_release_diagnostic
45,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5533347124919019,8,diag GaussianMixture,12000,40892,1478,claim
45,traditional hand+PCA morphology,manual_flag,purity,0.9248985115020297,8,diag GaussianMixture,12000,40892,1478,claim
45,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5032720310920082,8,diag GaussianMixture,12000,40892,1478,claim
45,traditional hand+PCA morphology,peak_group,purity,0.8274695534506089,8,diag GaussianMixture,12000,40892,1478,claim
45,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.5219667448708463,6,diag GaussianMixture,12000,40892,1478,claim
45,ML P01b train-only AE embedding,manual_flag,purity,0.8694181326116374,6,diag GaussianMixture,12000,40892,1478,claim
45,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.34662976195074713,6,diag GaussianMixture,12000,40892,1478,claim
45,ML P01b train-only AE embedding,peak_group,purity,0.6847090663058186,6,diag GaussianMixture,12000,40892,1478,claim
45,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.4965443083692098,8,diag GaussianMixture,12000,40892,1478,forbidden_release_diagnostic
45,forbidden all-data release-style embedding,manual_flag,purity,0.9282814614343707,8,diag GaussianMixture,12000,40892,1478,forbidden_release_diagnostic
45,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.4937261108362193,8,diag GaussianMixture,12000,40892,1478,forbidden_release_diagnostic
45,forbidden all-data release-style embedding,peak_group,purity,0.8247631935047361,8,diag GaussianMixture,12000,40892,1478,forbidden_release_diagnostic
46,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.4232635182772148,8,diag GaussianMixture,12000,41908,462,claim
46,traditional hand+PCA morphology,manual_flag,purity,0.9783549783549783,8,diag GaussianMixture,12000,41908,462,claim
46,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.27217915876999504,8,diag GaussianMixture,12000,41908,462,claim
46,traditional hand+PCA morphology,peak_group,purity,0.7402597402597403,8,diag GaussianMixture,12000,41908,462,claim
46,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.5564313508266634,8,diag GaussianMixture,12000,41908,462,claim
46,ML P01b train-only AE embedding,manual_flag,purity,0.961038961038961,8,diag GaussianMixture,12000,41908,462,claim
46,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.3012974104081033,8,diag GaussianMixture,12000,41908,462,claim
46,ML P01b train-only AE embedding,peak_group,purity,0.7575757575757576,8,diag GaussianMixture,12000,41908,462,claim
46,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.2653136193090456,8,diag GaussianMixture,12000,41908,462,forbidden_release_diagnostic
46,forbidden all-data release-style embedding,manual_flag,purity,0.9588744588744589,8,diag GaussianMixture,12000,41908,462,forbidden_release_diagnostic
46,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.356945600098877,8,diag GaussianMixture,12000,41908,462,forbidden_release_diagnostic
46,forbidden all-data release-style embedding,peak_group,purity,0.7575757575757576,8,diag GaussianMixture,12000,41908,462,forbidden_release_diagnostic
47,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.4597452654147105,7,diag GaussianMixture,12000,41760,610,claim
47,traditional hand+PCA morphology,manual_flag,purity,0.9573770491803278,7,diag GaussianMixture,12000,41760,610,claim
47,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.3902904186810269,7,diag GaussianMixture,12000,41760,610,claim
47,traditional hand+PCA morphology,peak_group,purity,0.7868852459016393,7,diag GaussianMixture,12000,41760,610,claim
47,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.37393662801189526,5,diag GaussianMixture,12000,41760,610,claim
47,ML P01b train-only AE embedding,manual_flag,purity,0.9147540983606557,5,diag GaussianMixture,12000,41760,610,claim
47,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.24805827620385407,5,diag GaussianMixture,12000,41760,610,claim
47,ML P01b train-only AE embedding,peak_group,purity,0.7442622950819672,5,diag GaussianMixture,12000,41760,610,claim
47,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.3032755255381734,8,diag GaussianMixture,12000,41760,610,forbidden_release_diagnostic
47,forbidden all-data release-style embedding,manual_flag,purity,0.9442622950819672,8,diag GaussianMixture,12000,41760,610,forbidden_release_diagnostic
47,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.34961666617557935,8,diag GaussianMixture,12000,41760,610,forbidden_release_diagnostic
47,forbidden all-data release-style embedding,peak_group,purity,0.8049180327868852,8,diag GaussianMixture,12000,41760,610,forbidden_release_diagnostic
48,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5423863077413293,8,diag GaussianMixture,12000,41113,1257,claim
48,traditional hand+PCA morphology,manual_flag,purity,0.9323786793953859,8,diag GaussianMixture,12000,41113,1257,claim
48,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.49423636168307367,8,diag GaussianMixture,12000,41113,1257,claim
48,traditional hand+PCA morphology,peak_group,purity,0.8273667462211615,8,diag GaussianMixture,12000,41113,1257,claim
48,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.4030803578342357,6,diag GaussianMixture,12000,41113,1257,claim
48,ML P01b train-only AE embedding,manual_flag,purity,0.8194112967382657,6,diag GaussianMixture,12000,41113,1257,claim
48,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.25186130532519685,6,diag GaussianMixture,12000,41113,1257,claim
48,ML P01b train-only AE embedding,peak_group,purity,0.6308671439936356,6,diag GaussianMixture,12000,41113,1257,claim
48,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.5219614649376934,8,diag GaussianMixture,12000,41113,1257,forbidden_release_diagnostic
48,forbidden all-data release-style embedding,manual_flag,purity,0.9451073985680191,8,diag GaussianMixture,12000,41113,1257,forbidden_release_diagnostic
48,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5264452230790554,8,diag GaussianMixture,12000,41113,1257,forbidden_release_diagnostic
48,forbidden all-data release-style embedding,peak_group,purity,0.8385043754972156,8,diag GaussianMixture,12000,41113,1257,forbidden_release_diagnostic
49,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.5309042380707445,8,diag GaussianMixture,12000,41074,1296,claim
49,traditional hand+PCA morphology,manual_flag,purity,0.9205246913580247,8,diag GaussianMixture,12000,41074,1296,claim
49,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5052747078633958,8,diag GaussianMixture,12000,41074,1296,claim
49,traditional hand+PCA morphology,peak_group,purity,0.8526234567901234,8,diag GaussianMixture,12000,41074,1296,claim
49,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.5564396253928985,7,diag GaussianMixture,12000,41074,1296,claim
49,ML P01b train-only AE embedding,manual_flag,purity,0.878858024691358,7,diag GaussianMixture,12000,41074,1296,claim
49,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.3283601536468015,7,diag GaussianMixture,12000,41074,1296,claim
49,ML P01b train-only AE embedding,peak_group,purity,0.7075617283950617,7,diag GaussianMixture,12000,41074,1296,claim
49,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.5607620657683687,8,diag GaussianMixture,12000,41074,1296,forbidden_release_diagnostic
49,forbidden all-data release-style embedding,manual_flag,purity,0.9436728395061729,8,diag GaussianMixture,12000,41074,1296,forbidden_release_diagnostic
49,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5799637710753852,8,diag GaussianMixture,12000,41074,1296,forbidden_release_diagnostic
49,forbidden all-data release-style embedding,peak_group,purity,0.8688271604938271,8,diag GaussianMixture,12000,41074,1296,forbidden_release_diagnostic
50,traditional hand+PCA morphology,manual_flag,adjusted_mutual_info,0.559800507754803,8,diag GaussianMixture,12000,41000,1370,claim
50,traditional hand+PCA morphology,manual_flag,purity,0.9379562043795621,8,diag GaussianMixture,12000,41000,1370,claim
50,traditional hand+PCA morphology,peak_group,adjusted_mutual_info,0.5362771361023058,8,diag GaussianMixture,12000,41000,1370,claim
50,traditional hand+PCA morphology,peak_group,purity,0.8503649635036497,8,diag GaussianMixture,12000,41000,1370,claim
50,ML P01b train-only AE embedding,manual_flag,adjusted_mutual_info,0.6005558103222137,5,diag GaussianMixture,12000,41000,1370,claim
50,ML P01b train-only AE embedding,manual_flag,purity,0.9021897810218978,5,diag GaussianMixture,12000,41000,1370,claim
50,ML P01b train-only AE embedding,peak_group,adjusted_mutual_info,0.361624276928799,5,diag GaussianMixture,12000,41000,1370,claim
50,ML P01b train-only AE embedding,peak_group,purity,0.7160583941605839,5,diag GaussianMixture,12000,41000,1370,claim
50,forbidden all-data release-style embedding,manual_flag,adjusted_mutual_info,0.5240962604350327,8,diag GaussianMixture,12000,41000,1370,forbidden_release_diagnostic
50,forbidden all-data release-style embedding,manual_flag,purity,0.9481751824817518,8,diag GaussianMixture,12000,41000,1370,forbidden_release_diagnostic
50,forbidden all-data release-style embedding,peak_group,adjusted_mutual_info,0.5336961653044181,8,diag GaussianMixture,12000,41000,1370,forbidden_release_diagnostic
50,forbidden all-data release-style embedding,peak_group,purity,0.8532846715328467,8,diag GaussianMixture,12000,41000,1370,forbidden_release_diagnostic
