heldout_run,method,pairwise_residual_ns
58,template_phase_base,-3.546345877190106
58,template_phase_base,-4.546345877190099
58,template_phase_base,-2.546345877190099
58,template_phase_base,-3.546345877190099
58,template_phase_base,-2.0463458771900847
58,template_phase_base,-6.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.046345877190106
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-5.546345877190106
58,template_phase_base,-3.546345877190099
58,template_phase_base,-5.046345877190106
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-26.54634587719012
58,template_phase_base,-4.546345877190099
58,template_phase_base,-7.546345877190113
58,template_phase_base,-4.546345877190099
58,template_phase_base,-3.546345877190106
58,template_phase_base,-5.546345877190092
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-5.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190106
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,1.4536541228099011
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-5.046345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-2.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-5.046345877190106
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-3.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-3.546345877190106
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-9.546345877190106
58,template_phase_base,-4.546345877190099
58,template_phase_base,-2.046345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-5.546345877190092
58,template_phase_base,-4.546345877190099
58,template_phase_base,-6.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-8.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.546345877190099
58,template_phase_base,-4.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-0.3070855465560811
58,template_phase_base,-4.807085546556088
58,template_phase_base,-2.807085546556074
58,template_phase_base,-5.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-5.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.3070855465560953
58,template_phase_base,-1.8070855465560882
58,template_phase_base,-4.807085546556088
58,template_phase_base,-4.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-29.307085546556117
58,template_phase_base,-3.807085546556088
58,template_phase_base,-7.807085546556088
58,template_phase_base,-4.807085546556088
58,template_phase_base,-2.307085546556088
58,template_phase_base,-3.307085546556081
58,template_phase_base,-3.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-4.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-4.307085546556095
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,2.192914453443919
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-2.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-5.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-6.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-4.807085546556088
58,template_phase_base,-5.807085546556095
58,template_phase_base,-4.807085546556095
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556081
58,template_phase_base,-3.807085546556088
58,template_phase_base,-4.307085546556081
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-4.807085546556081
58,template_phase_base,-3.807085546556088
58,template_phase_base,-4.307085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-5.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-3.807085546556088
58,template_phase_base,-0.7607396693659823
58,template_phase_base,0.7392603306340106
58,template_phase_base,2.2392603306340177
58,template_phase_base,-1.2607396693659894
58,template_phase_base,-0.7607396693659894
58,template_phase_base,1.2392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,-1.7607396693659823
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,2.2392603306340106
58,template_phase_base,1.7392603306340106
58,template_phase_base,0.23926033063401775
58,template_phase_base,-0.26073966936598936
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,-2.7607396693659965
58,template_phase_base,0.7392603306340106
58,template_phase_base,-0.26073966936597515
58,template_phase_base,-0.26073966936598936
58,template_phase_base,1.2392603306340177
58,template_phase_base,2.2392603306340106
58,template_phase_base,1.2392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,1.2392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.23926033063401064
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340177
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,2.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,0.7392603306340106
58,template_phase_base,-2.7607396693659894
58,template_phase_base,0.7392603306340106
