method,value,ci_low,ci_high,n_pair_residuals,s03c_report_value,delta_ns,pass
analytic_timewalk,1.5510917109777833,1.368478755115055,1.904195730686662,11460,1.5510917109777833,0.0,True
ml_ridge_on_template_phase,1.5369230041797883,1.3432922694352918,1.8276791375743158,11460,1.5369230041797883,0.0,True
template_phase_base,2.7414145300852155,2.684131421918795,2.9890382815887953,11460,2.7414145300852155,0.0,True
