check,value,pass
raw_root_reproduction_passed,True,True
heldout_runs_excluded_from_training,"58,59,60,61,62,63,65",True
evaluation_runs_present,7,True
model_features_exclude_ids,"amplitude_adc,area_over_amp,event_timing_abs_resid_ns_filled,stave,oracle_action,amplitude_atom,shape_atom,timing_atom,saturation_atom,pileup_atom,baseline_atom,dropout_anomaly_atom,q_template_atom,covariance_atom",True
target_residual_excluded_from_features,charge_residual_area_over_amp,True
p12c_policy_frozen_before_fit,reports/1781046830.796.418e6e1f__p12c_pulse_action_decision_matrix,True
