check,method,ami,purity
cluster_vs_run,traditional,0.18688719291333192,0.09943643136880313
cluster_vs_stave,traditional,0.024739478866926252,0.36077944407297735
cluster_vs_s01_q_template_bin,traditional,0.06074206198308596,0.32034259878371063
cluster_vs_run,ml_autoencoder,0.19095880327251885,0.1112809246346356
cluster_vs_stave,ml_autoencoder,0.00950985071467859,0.35186423408794215
cluster_vs_s01_q_template_bin,ml_autoencoder,0.05147131314884134,0.3171267551819658
s01_q_template_bin_vs_run,target,0.003256771182325105,0.043811889069315754
s01_q_template_bin_vs_stave,target,0.0027450191940553838,0.3294488489827109
