axis,stratum,method,endpoint,n,value,ci_low,ci_high
pedestal_state,nominal,analytic_clipped_template_sideband_traditional,energy_bias,77,0.07693568918770669,0.046060236648350024,0.11100951635817706
pedestal_state,nominal,analytic_clipped_template_sideband_traditional,energy_sigma68,77,0.10357712425252638,0.07678603490249136,0.11270444833714852
pedestal_state,nominal,analytic_clipped_template_sideband_traditional,time_sigma68_ns,77,7.644154437604284,6.858905925712009,9.391018448632863
pedestal_state,shifted,analytic_clipped_template_sideband_traditional,energy_bias,85,0.09021761102569846,0.0822437960371434,0.09695875269249152
pedestal_state,shifted,analytic_clipped_template_sideband_traditional,energy_sigma68,85,0.09583963306568492,0.07604596156517765,0.12330224934305117
pedestal_state,shifted,analytic_clipped_template_sideband_traditional,time_sigma68_ns,85,16.251804944965812,13.295245306140206,19.363931980422446
pedestal_state,nominal,saturation_residual_fusion_new,energy_bias,92,-0.0043769982577214804,-0.013097722948747996,0.010311853087808744
pedestal_state,nominal,saturation_residual_fusion_new,energy_sigma68,92,0.0574445005888853,0.043911914169495164,0.07108143382465168
pedestal_state,nominal,saturation_residual_fusion_new,time_sigma68_ns,92,9.668661531275625,6.729875028808666,13.558609952566044
pedestal_state,shifted,saturation_residual_fusion_new,energy_bias,171,0.005095580494681567,-0.01000030070316093,0.018462765136162584
pedestal_state,shifted,saturation_residual_fusion_new,energy_sigma68,171,0.07072499492008094,0.06712235940820645,0.07706525294688399
pedestal_state,shifted,saturation_residual_fusion_new,time_sigma68_ns,171,10.668715552761697,9.84305707007386,11.514748404745752
morphology_state,late_tail_high,analytic_clipped_template_sideband_traditional,energy_bias,53,0.1484851654232315,0.12590765628292055,0.16640401975943236
morphology_state,late_tail_high,analytic_clipped_template_sideband_traditional,energy_sigma68,53,0.10099105329085857,0.08244938085021523,0.1222474526515039
morphology_state,late_tail_high,analytic_clipped_template_sideband_traditional,time_sigma68_ns,53,9.339883882838716,6.730835741002457,15.444254082952252
morphology_state,late_tail_low,analytic_clipped_template_sideband_traditional,energy_bias,109,0.05250303887345426,0.04015308838195453,0.06494540793722706
morphology_state,late_tail_low,analytic_clipped_template_sideband_traditional,energy_sigma68,109,0.08170946696641804,0.07298871708661026,0.09124200280937228
morphology_state,late_tail_low,analytic_clipped_template_sideband_traditional,time_sigma68_ns,109,13.328552931637644,9.568284230197124,17.643113294143827
morphology_state,late_tail_high,saturation_residual_fusion_new,energy_bias,108,0.015695514754078196,0.0018244298383752297,0.030439228555454678
morphology_state,late_tail_high,saturation_residual_fusion_new,energy_sigma68,108,0.059382644405778645,0.05103138981587577,0.06546792772293974
morphology_state,late_tail_high,saturation_residual_fusion_new,time_sigma68_ns,108,8.47219734519729,7.311858430351181,10.910156210306212
morphology_state,late_tail_low,saturation_residual_fusion_new,energy_bias,155,-0.007912613990711439,-0.021648258569963347,0.0069821978104254835
morphology_state,late_tail_low,saturation_residual_fusion_new,energy_sigma68,155,0.07206640881742471,0.06583273718278701,0.07959729884255579
morphology_state,late_tail_low,saturation_residual_fusion_new,time_sigma68_ns,155,11.801994740834713,10.399376010728645,13.13224520221237
pid_proxy_class,inner_high_charge,analytic_clipped_template_sideband_traditional,energy_bias,11,0.09459499872164624,0.03163291026628766,0.1663748378964013
pid_proxy_class,inner_high_charge,analytic_clipped_template_sideband_traditional,energy_sigma68,11,0.06167070381906198,0.03727229671627999,0.15328300766421166
pid_proxy_class,inner_high_charge,analytic_clipped_template_sideband_traditional,time_sigma68_ns,11,9.2002487514341,3.521180641907895,19.144612197735462
pid_proxy_class,other,analytic_clipped_template_sideband_traditional,energy_bias,151,0.08312582793840845,0.06899094490181971,0.09918982921623291
pid_proxy_class,other,analytic_clipped_template_sideband_traditional,energy_sigma68,151,0.10337678760448073,0.09064000336315138,0.11340601881733442
pid_proxy_class,other,analytic_clipped_template_sideband_traditional,time_sigma68_ns,151,10.96839763437262,10.091944986009345,15.613178952442183
pid_proxy_class,inner_high_charge,saturation_residual_fusion_new,energy_bias,20,-0.04210903714162062,-0.07991291205319982,-0.012944960534723632
pid_proxy_class,inner_high_charge,saturation_residual_fusion_new,energy_sigma68,20,0.08856973838432171,0.034001841718097135,0.10298595399435145
pid_proxy_class,inner_high_charge,saturation_residual_fusion_new,time_sigma68_ns,20,8.882328407844655,3.782174890918157,10.914610603714237
pid_proxy_class,other,saturation_residual_fusion_new,energy_bias,243,0.005394408097582652,-0.0070222244660749,0.017913657459286955
pid_proxy_class,other,saturation_residual_fusion_new,energy_sigma68,243,0.06814108305728596,0.0614443943778262,0.07613111462982272
pid_proxy_class,other,saturation_residual_fusion_new,time_sigma68_ns,243,10.108799768037859,8.1291554804623,11.368490357018324
stave,B2,analytic_clipped_template_sideband_traditional,energy_bias,30,0.10067415783491497,0.08627832652137365,0.12259050443873659
stave,B2,analytic_clipped_template_sideband_traditional,energy_sigma68,30,0.04240525807501574,0.03264224138371119,0.06422100390504783
stave,B2,analytic_clipped_template_sideband_traditional,time_sigma68_ns,30,12.816392976020792,10.30556143073792,16.25593649727653
stave,B4,analytic_clipped_template_sideband_traditional,energy_bias,18,0.0006214103441814045,-0.029407305563203524,0.030296857017305518
stave,B4,analytic_clipped_template_sideband_traditional,energy_sigma68,18,0.06752715586729488,0.053326079081021806,0.08111769690660545
stave,B4,analytic_clipped_template_sideband_traditional,time_sigma68_ns,18,11.302618489759876,7.755322335666677,18.6382981676909
stave,B6,analytic_clipped_template_sideband_traditional,energy_bias,36,0.014225245306705294,-0.011959569186084205,0.03865677041756048
stave,B6,analytic_clipped_template_sideband_traditional,energy_sigma68,36,0.0916091180489137,0.06544106546439901,0.13634110057614568
stave,B6,analytic_clipped_template_sideband_traditional,time_sigma68_ns,36,14.197949319416251,7.6088930172833775,21.247118443135488
stave,B8,analytic_clipped_template_sideband_traditional,energy_bias,78,0.12883366733786766,0.1025073227286378,0.1518161928561847
stave,B8,analytic_clipped_template_sideband_traditional,energy_sigma68,78,0.10553641967207845,0.08138456897201328,0.1120990370278962
stave,B8,analytic_clipped_template_sideband_traditional,time_sigma68_ns,78,9.428057549613387,6.613585746688212,12.031516270730178
stave,B2,saturation_residual_fusion_new,energy_bias,55,-0.02688469922079446,-0.04787265536322092,0.003860701055546413
stave,B2,saturation_residual_fusion_new,energy_sigma68,55,0.07768190094707991,0.061044811885269404,0.10084480484614668
stave,B2,saturation_residual_fusion_new,time_sigma68_ns,55,9.056520497687936,5.618291626771381,11.379274690387803
stave,B4,saturation_residual_fusion_new,energy_bias,75,0.021043103566245062,0.016258610710093567,0.030059734651190398
stave,B4,saturation_residual_fusion_new,energy_sigma68,75,0.06897114869712967,0.05786982464572853,0.08451187080914821
