method,pileup_spacing_ns_bin,endpoint,n,value,ci_low,ci_high
analytic_clipped_template_sideband_traditional,"(-0.001, 10.0]",energy_sigma68,43,0.08612119254193146,0.07192263968495137,0.12373482346585739
analytic_clipped_template_sideband_traditional,"(-0.001, 10.0]",time_sigma68_ns,43,19.07926762848745,12.56816262200867,21.73012509547379
analytic_clipped_template_sideband_traditional,"(10.0, 25.0]",energy_sigma68,29,0.09539397010138556,0.06446521648624895,0.12997613930548765
analytic_clipped_template_sideband_traditional,"(10.0, 25.0]",time_sigma68_ns,29,11.508692065557637,8.577293604951487,14.241042461423202
analytic_clipped_template_sideband_traditional,"(25.0, 45.0]",energy_sigma68,38,0.0860888883689919,0.042243233463764886,0.13364623409941262
analytic_clipped_template_sideband_traditional,"(25.0, 45.0]",time_sigma68_ns,38,9.16461025093658,6.266038696988822,16.585935918509897
analytic_clipped_template_sideband_traditional,"(45.0, 70.0]",energy_sigma68,52,0.09504900399638488,0.0817137248764739,0.12132399826066444
analytic_clipped_template_sideband_traditional,"(45.0, 70.0]",time_sigma68_ns,52,11.718534247360793,6.849847019396841,16.089065330841116
saturation_residual_fusion_new,"(-0.001, 10.0]",energy_sigma68,76,0.06853665348489285,0.059224056363897284,0.08095103752350084
saturation_residual_fusion_new,"(-0.001, 10.0]",time_sigma68_ns,76,5.9820023633595465,4.8111691782068515,8.140089702370064
saturation_residual_fusion_new,"(10.0, 25.0]",energy_sigma68,53,0.04364380831181267,0.03432390100350304,0.05450451946187857
saturation_residual_fusion_new,"(10.0, 25.0]",time_sigma68_ns,53,7.780610760014451,5.767537363544372,10.031982599371938
saturation_residual_fusion_new,"(25.0, 45.0]",energy_sigma68,60,0.06552659606688697,0.05251997274957429,0.08193709883842829
saturation_residual_fusion_new,"(25.0, 45.0]",time_sigma68_ns,60,11.048103023867535,9.199978641444218,11.96767460993268
saturation_residual_fusion_new,"(45.0, 70.0]",energy_sigma68,74,0.06020545291237933,0.04801894630347364,0.0815147003042293
saturation_residual_fusion_new,"(45.0, 70.0]",time_sigma68_ns,74,10.241129524230272,8.120442714695177,13.080561601455667
