method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,notes
curvature-only traditional,0.49860697229754114,0.48575143630234885,0.5057655342291502,0.5610276173965709,0.5423930599907723,0.5781684730975674,0.24426707987815144,0.24034046204256077,0.24797819027123702,Pre-registered |C_t| comparator on all-three downstream injected target.
fold-selected traditional timing/template,0.6059536273904444,0.5986102198591008,0.6174264104186593,0.5706808660114394,0.5619442477739862,0.5820914943756367,0.23950757656764776,0.23710381592988328,0.24164493992674116,S07d conventional comparator selected inside each training fold.
direct D_t/curvature cross-check,0.5305223552231033,0.5174904100075282,0.5376096652354065,0.5814487265220658,0.5646462836996351,0.5984738763825009,0.2442204433738515,0.2408312970310522,0.24764360379820985,"Diagnostic only; target is injected two-pulse truth, not a D_t threshold."
all-three shape-only RF,0.8221175214248854,0.7989367876136656,0.845494600711847,0.8358897593182552,0.8150966235432354,0.8605484824159663,0.17724225037541674,0.16496216646559161,0.19064522808697393,"Best params={'n_estimators': 500, 'max_depth': 7, 'min_samples_leaf': 8}; excludes timing, run/event ids, pair ids, injection params, amplitudes, and topology flags."
