ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
full_gradient_boosted_trees,33,3.675639986067357,3.069473098724546,4.2980034330103045,0.23060796645702306,0.0
drop_tail_pulse_shape_features,24,3.711516171173966,3.170969121376753,4.4144639335057425,0.2308700209643606,0.03587618510660917
drop_pretrigger_features,27,4.259403158764452,3.5503337014384595,5.037078020955155,0.25733752620545075,0.5837631726970951
amplitude_cfd_only,5,4.4037539119164055,3.6992900435584715,5.438338408504552,0.27148846960167716,0.7281139258490485
