heldout_run,model,proxy_family,n_train_pulses,n_features,feature_policy,feature_set_sha256,alpha,max_iter,hidden,architecture
58,ridge,all_root_proxies,11241,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,10.0,,,
58,hgb,all_root_proxies,11241,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,120.0,,
58,mlp,all_root_proxies,11241,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,"[24, 12]",
58,cnn1d_proxy,all_root_proxies,11241,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,,1d_cnn_over_proxy_sequence
58,gated_proxy,all_root_proxies,11241,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,,linear_nonlinear_proxy_gate
59,ridge,all_root_proxies,9171,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,10.0,,,
59,hgb,all_root_proxies,9171,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,120.0,,
59,mlp,all_root_proxies,9171,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,"[24, 12]",
59,cnn1d_proxy,all_root_proxies,9171,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,,1d_cnn_over_proxy_sequence
59,gated_proxy,all_root_proxies,9171,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,,linear_nonlinear_proxy_gate
60,ridge,all_root_proxies,9036,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,10.0,,,
60,hgb,all_root_proxies,9036,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,120.0,,
60,mlp,all_root_proxies,9036,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,"[24, 12]",
60,cnn1d_proxy,all_root_proxies,9036,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,,1d_cnn_over_proxy_sequence
60,gated_proxy,all_root_proxies,9036,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,,linear_nonlinear_proxy_gate
61,ridge,all_root_proxies,8661,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,10.0,,,
61,hgb,all_root_proxies,8661,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,120.0,,
61,mlp,all_root_proxies,8661,10,"ROOT-only run/event proxies plus downstream stave indicator; excludes waveform samples, event id, downstream timing labels, and held-out target rows",c590f1a397361a57d26fca6ed1f0fb7d09e96349e9a31086db13404ec77dbc0c,,,"[24, 12]",
