method,observed_phase_bias_span_ns,phase_scrambled_null_span_median_ns,phase_scrambled_null_span_ci_low_ns,phase_scrambled_null_span_ci_high_ns,observed_minus_null_median_ns,n_scrambles
compact_waveform_transformer,0.9125362153998404,0.37468429795370234,0.12811395234207934,0.7226428900532722,0.537851917446138,500
derivative_gate_transformer_new,0.5881078054182654,0.29729735599388096,0.07248192157129178,0.6546662742083489,0.2908104494243844,500
traditional_cfd_template_derivative,0.1641938625255604,0.04824913792342453,0.014961632015742214,0.10341487058137339,0.11594472460213587,500
mlp,0.3694092424822961,0.2702735791808034,0.08724561055414366,0.5450304115913807,0.0991356633014927,500
1d_cnn,0.3893874444042691,0.3781252121540182,0.0981220186466549,0.7658283858261735,0.011262232250250914,500
gradient_boosted_trees,0.18675205666059824,0.24835024869749858,0.07262167713903304,0.5036636445332816,-0.06159819203690034,500
ridge,0.22194205919208443,0.29866591006457055,0.10686317812185175,0.5999952488330297,-0.07672385087248612,500
