method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,42,657,1.0360050305692263,6.754894302944962,7.532949877566524,0.4383561643835616,0.1643835616438356
1d_cnn,50,680,-3.3115698217229093,9.573951613856375,10.21788021047208,0.4647058823529412,0.2867647058823529
1d_cnn,57,670,-0.7919902113073443,7.02598211289682,8.02834844844521,0.48059701492537316,0.1373134328358209
1d_cnn,58,654,-4.859353384103617,5.7731488057207345,6.594106575908076,0.5214067278287462,0.18654434250764526
1d_cnn,60,720,-1.1964802880159624,5.452873669678564,6.458810555273872,0.32222222222222224,0.10555555555555556
1d_cnn,62,720,-2.1129770442662954,4.434616154278016,6.210123299629936,0.32083333333333336,0.09305555555555556
1d_cnn,64,720,-2.713768821470043,4.426224442284266,5.881271346290788,0.38333333333333336,0.10555555555555556
1d_cnn,65,645,-1.864859850618892,5.1254182115408,7.020566927813843,0.386046511627907,0.11472868217054263
compact_waveform_transformer,42,657,2.435525381704366,5.939063279923582,6.094823961733597,0.4337899543378995,0.1598173515981735
compact_waveform_transformer,50,680,-0.17872361121701852,8.505682764960238,9.288701033494634,0.4176470588235294,0.2691176470588235
compact_waveform_transformer,57,670,0.22046115408385253,6.35958722131088,6.230651292340548,0.4164179104477612,0.12835820895522387
compact_waveform_transformer,58,654,-2.046502938197662,5.574174948915852,6.017213933325752,0.4036697247706422,0.12691131498470948
compact_waveform_transformer,60,720,0.5960174442251729,5.836061891995792,5.829145234546489,0.40555555555555556,0.058333333333333334
compact_waveform_transformer,62,720,-0.08851536995970474,5.411767677148562,5.294340955848795,0.35694444444444445,0.044444444444444446
compact_waveform_transformer,64,720,-0.04700899657135155,5.362563568361061,5.650994765975004,0.35,0.05
compact_waveform_transformer,65,645,0.5491350891704414,5.613325620825399,5.794274036589286,0.3984496124031008,0.06666666666666667
derivative_gate_transformer_new,42,657,0.2176162216989752,5.570084149948997,5.664740080640765,0.3759512937595129,0.0410958904109589
derivative_gate_transformer_new,50,680,-3.719060577274532,9.948463621645187,9.425124801570254,0.47941176470588237,0.2838235294117647
derivative_gate_transformer_new,57,670,-1.7650402832696823,5.678972657396034,5.630720324315049,0.39104477611940297,0.10746268656716418
derivative_gate_transformer_new,58,654,-5.371963134760918,4.275345743582428,4.346680803999224,0.5321100917431193,0.1452599388379205
derivative_gate_transformer_new,60,720,-1.5385061860923797,3.9937290443778632,4.482712542960312,0.26805555555555555,0.025
derivative_gate_transformer_new,62,720,-2.9141747844266597,3.8366977495317274,4.725094897812632,0.31805555555555554,0.030555555555555555
derivative_gate_transformer_new,64,720,-3.070556031077417,3.738519630757241,4.254183429638684,0.38333333333333336,0.019444444444444445
derivative_gate_transformer_new,65,645,-2.6736356951637834,3.924964523191918,4.702974645744994,0.32558139534883723,0.046511627906976744
gradient_boosted_trees,42,657,2.51838351698305,2.478455517254295,2.755752775800999,0.1750380517503805,0.015220700152207
gradient_boosted_trees,50,680,0.33448911302871,8.255640310167037,8.488421094127363,0.2838235294117647,0.2676470588235294
gradient_boosted_trees,57,670,-0.2188334314482862,4.020266892615655,3.909609415538539,0.19552238805970149,0.013432835820895522
gradient_boosted_trees,58,654,-3.6241960466534335,2.5483244722663945,3.3802366669420714,0.3012232415902141,0.0061162079510703364
gradient_boosted_trees,60,720,0.12923523578865076,3.8558003570231474,3.483781707920401,0.15416666666666667,0.006944444444444444
gradient_boosted_trees,62,720,-1.1779645103743404,2.9318841839438066,2.771686667936044,0.0763888888888889,0.0
gradient_boosted_trees,64,720,-1.5199605428193317,3.8170490948072553,3.6288541320974907,0.18472222222222223,0.004166666666666667
gradient_boosted_trees,65,645,-1.680751685174018,3.6572120189674977,3.5189212413720226,0.12558139534883722,0.0031007751937984496
mlp,42,657,2.6936922533442,3.8914495161619125,3.9135146655430098,0.3165905631659056,0.0289193302891933
mlp,50,680,-0.6243051165975368,8.103227291678152,7.938613354182823,0.3029411764705882,0.2676470588235294
mlp,57,670,0.461644990974991,4.667562419543627,4.706568109740961,0.30597014925373134,0.025373134328358207
mlp,58,654,-3.3087626188723096,3.3142868980894677,3.5566232598934437,0.3195718654434251,0.0290519877675841
mlp,60,720,-0.3959053305405053,4.080132362970486,3.9331442797874354,0.2125,0.009722222222222222
mlp,62,720,-1.2923186259498602,3.4955810443699606,3.536208509781994,0.11527777777777778,0.005555555555555556
mlp,64,720,-2.157196818593687,4.426390113440663,4.087534498823443,0.2222222222222222,0.004166666666666667
mlp,65,645,-1.4107325645916706,4.388573529308543,4.307333271550885,0.24186046511627907,0.013953488372093023
ridge,42,657,2.22603286420306,4.692902391114494,4.647448610382946,0.3150684931506849,0.0441400304414003
ridge,50,680,-1.1045912889698082,8.975026449387222,8.601892723263319,0.35441176470588237,0.27647058823529413
ridge,57,670,0.5612656858302492,5.178013657689649,4.960843099688678,0.3611940298507463,0.016417910447761194
ridge,58,654,-3.0061182257214116,3.4782161326717427,3.616595305333442,0.3241590214067278,0.0382262996941896
ridge,60,720,0.17986589656102936,3.312534135408355,3.462927060221708,0.14583333333333334,0.004166666666666667
ridge,62,720,-0.9781079229320335,3.111621907169944,3.4383017865916954,0.11944444444444445,0.002777777777777778
ridge,64,720,-1.6629189634216885,3.6388801218824884,3.5565763325126083,0.18472222222222223,0.001388888888888889
ridge,65,645,-0.4172700418196342,3.8467876045521097,4.214057758913185,0.19534883720930232,0.009302325581395349
traditional_cfd_template_derivative,42,657,0.05947382088243103,0.5295560153156937,0.6851790186096959,0.0,0.0
traditional_cfd_template_derivative,50,680,-0.08087778376497945,0.7269856038619964,0.7475127332921174,0.0,0.0
traditional_cfd_template_derivative,57,670,-0.057711036201105514,1.0597313688459016,1.0788729454016148,0.0,0.0
traditional_cfd_template_derivative,58,654,0.9391347304675322,0.5218642592846328,0.5798952170956957,0.0,0.0
traditional_cfd_template_derivative,60,720,-0.4966937282913896,1.137392860790073,1.1287412060904816,0.0,0.0
traditional_cfd_template_derivative,62,720,0.4820748903224378,0.9079520177323969,0.8676693210203409,0.0,0.0
traditional_cfd_template_derivative,64,720,0.6540228832777563,0.3294806587664272,0.5100198132051396,0.0,0.0
traditional_cfd_template_derivative,65,645,0.5524409146780234,0.6367152919535463,0.7321932707949853,0.0,0.0
