method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
le500,2.0,train,11262,-1.3356114401036336,4.1728426264554965,6.916718440520688,0.21248446101935714,218.7025520067009,1.3548904161779425
le500,2.0,heldout,198,-2.0493670935837667,3.9726274193107756,4.010145019658937,0.20707070707070707,2.0979210883854167,0.8406468781894344
le500,4.0,train,11262,-1.1008989355503225,4.1681281626525415,6.911307811374188,0.21070857751731487,255.9091947904014,1.4787606196026022
le500,4.0,heldout,198,-1.8170369829944146,3.9800538645138093,4.000821781652268,0.20707070707070707,2.1035806677064133,0.6743059526898656
cfd10,2.0,train,11262,-2.7079688275300775,3.2322543162531985,6.841240621584095,0.04519623512697567,273.6532294360862,21.424576538294964
cfd10,2.0,heldout,198,-3.4451008565078567,3.0629045253402962,2.8649239922136607,0.03535353535353535,1.1495007250301263,1.5453931014483553
cfd10,4.0,train,11262,-2.475936575011147,3.2070402923198493,6.830283870244689,0.04457467590126088,253.48850441745145,21.21704919636506
cfd10,4.0,heldout,198,-3.2891008565078366,3.032098777769958,2.837009331400842,0.03535353535353535,1.0902238130099797,1.567304771259517
cfd20,2.0,train,11262,-2.7866963126832403,3.1489177557334376,6.247918260868378,0.05753862546616942,361.29870828288836,17.30763822934271
cfd20,2.0,heldout,198,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005
cfd20,4.0,train,11262,-2.5475096273976945,3.1251445937991655,6.236780198557263,0.05460841768779968,257.60047949142245,16.02670187095179
cfd20,4.0,heldout,198,-3.3541483268793684,2.947090418353904,2.7143940478487654,0.06565656565656566,1.3713139187115448,0.9808538265397304
cfd30,2.0,train,11262,-2.6830112627752634,3.248187916243043,6.328506642476719,0.09021488190374712,271.3869670900939,16.287136310699232
cfd30,2.0,heldout,198,-3.303444011390951,2.988227268470215,2.7679334036667225,0.08080808080808081,1.2908880161954148,1.0905007353696827
cfd30,4.0,train,11262,-2.433533333239689,3.228281982676315,6.318463189377758,0.08488723139762032,272.91693742642514,15.38958426204873
cfd30,4.0,heldout,198,-3.069444011390953,2.924752038807239,2.741897967433105,0.08080808080808081,1.1614050665855529,1.2359412198931554
cfd40,2.0,train,11262,-2.448163958119716,3.4136074578117164,6.415150230528003,0.11489966258213462,248.6589576820768,11.404008852105385
cfd40,2.0,heldout,198,-2.979142680863422,3.0263353811180798,2.923553927326153,0.09090909090909091,1.392925810942965,1.137858004022677
