method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
cfd40,4.0,train,11262,-2.206156987343082,3.403283696729556,6.406402181757209,0.11188066062866275,252.76600439792068,10.657216012423785
cfd40,4.0,heldout,198,-2.724185788426837,3.0402172081224683,2.90112532972355,0.08585858585858586,1.0462672501508,1.450905821974198
cfd50,2.0,train,11262,-2.1280167011408437,3.5994037050294807,6.973273415571774,0.14544485881726157,171.37657259508964,7.385776523490411
cfd50,2.0,heldout,198,-2.938161358114286,3.273311768824813,3.1056200609006472,0.12626262626262627,1.5463930561857002,1.1306562062080958
cfd50,4.0,train,11262,-1.8793460239835333,3.5928483475232467,6.966510323291592,0.14136032676256438,197.9185599859508,6.944818503905079
cfd50,4.0,heldout,198,-2.708867875636951,3.2443020541574574,3.0865594359748814,0.12121212121212122,1.8820760475147005,1.1199675110300682
template_phase,2.0,train,11262,-3.8304301157923035,2.777183911488386,3.3235671374540225,0.09802876931273309,1.318892550999361,138.15324583473227
template_phase,2.0,heldout,198,-3.8304301157923035,2.889152765080617,2.576694889725475,0.050505050505050504,0.4426909975832632,3.2136307740985623
template_phase,4.0,train,11262,-3.518430115792299,2.6991839114883867,3.3042254204063677,0.07165689930740543,1.3621753076049565,140.0983992909336
template_phase,4.0,heldout,198,-3.518430115792299,2.8891527650806115,2.5488711202198733,0.025252525252525252,0.24936603536680016,4.018252136187107
of_1_9,2.0,train,11262,-3.273199167148686,3.422784090209985,3.840927486580187,0.15920795595808915,164.20242358035844,15.053679629337346
of_1_9,2.0,heldout,198,-2.744638941322247,3.362250551988985,3.153961829364481,0.15151515151515152,2.507998112763741,1.5492591909660445
of_1_9,4.0,train,11262,-3.067283517480533,3.403123895470863,3.8227143092581652,0.1561889540046173,213.5005860024032,15.36924648818243
of_1_9,4.0,heldout,198,-2.5343470968393014,3.3561568403891044,3.1361143706626566,0.1414141414141414,2.8673081799250113,1.7190572745010788
of_2_10,2.0,train,11262,-3.4148927818938155,3.4627347908471675,3.8873967685811786,0.16524595986503285,135.12579428110186,14.321671899119309
of_2_10,2.0,heldout,198,-2.844350996627089,3.5432740334312633,3.284118018890215,0.15151515151515152,0.700110842364047,1.3587431175245013
of_2_10,4.0,train,11262,-3.200343833887267,3.4507634864095964,3.868493785191187,0.16187178121115256,117.91302040759672,14.696493094587147
of_2_10,4.0,heldout,198,-2.623086394937662,3.519238291614482,3.2658161000969104,0.15656565656565657,1.8708553628941658,1.917209986259735
of_3_11,2.0,train,11262,-3.5940102117290706,3.452368627838441,3.9000457657727643,0.16577872491564552,6.060366929639311,14.089696275899165
of_3_11,2.0,heldout,198,-3.344046788509626,3.3185763785031255,2.9804589483669663,0.10101010101010101,1.5138929387842701,1.7723133456134406
of_3_11,4.0,train,11262,-3.377301918177583,3.422524107989987,3.87963215266099,0.16053986858462085,7.446667832297649,14.186475718013147
of_3_11,4.0,heldout,198,-3.143069129482164,3.2885428209801764,2.9568342881464713,0.10101010101010101,1.5274735816669813,1.7374099174005424
of_4_12,2.0,train,11262,-3.6263269010346626,3.377403361605647,4.043498254622855,0.16542354821523708,117.70399083434025,11.822806176248937
of_4_12,2.0,heldout,198,-3.3770133539239104,2.8446568308503455,2.9097181473805436,0.08585858585858586,1.8265311161199884,1.6328331911937894
of_4_12,4.0,train,11262,-3.4217103360482284,3.351010441906498,4.022676979052787,0.16471319481442018,137.14798893885612,12.099300979893279
of_4_12,4.0,heldout,198,-3.197093018934737,2.7914662985687326,2.883784003251049,0.08585858585858586,1.6550803871055166,2.0490258366081258
