stratum,method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
all_heldout,gradient_boosted_trees,88089,0.0033251374384648535,0.01569260862332334,0.027917244351673958,"[0.011691021924171716, 0.020432441653896072]","[0.002436439121440154, 0.004726501286492455]","[0.022451357675152824, 0.034166213777509405]"
all_heldout,traditional_fractional_delay_template,88089,-0.00210459243768224,0.018160026296102926,0.038692931658643466,"[0.01648783118428804, 0.020478559988897884]","[-0.0030348328026476314, -0.0010149143493885374]","[0.03213387433271274, 0.04555429297761698]"
all_heldout,ridge,88089,-0.008781491778927841,0.0473185934807427,0.055854232138582025,"[0.04002293482964126, 0.056994734287893326]","[-0.013507465874313758, -0.0037757559278751266]","[0.046275927792980016, 0.06453317900919063]"
all_heldout,mlp,88089,-0.0030049681663513184,0.045014941692352296,0.05160194213120621,"[0.04066560715436936, 0.04995241117477419]","[-0.00785086452960968, 0.0014301344752311715]","[0.04541502149231254, 0.05820225363751357]"
all_heldout,1d_cnn,88089,-0.011636614799499512,0.059037315845489505,0.07194032999210763,"[0.05398872530460358, 0.06480894088745118]","[-0.019672305881977083, -0.003179997950792306]","[0.06325978907864184, 0.08046597323877935]"
all_heldout,waveform_transformer,88089,0.009613096714019775,0.04585033893585205,0.053896012221508055,"[0.04287093436717989, 0.049203260242939]","[0.0032660096883773805, 0.01649535894393921]","[0.04648586782035219, 0.06066017933166218]"
all_heldout,gated_residual_cnn,88089,0.01145392656326294,0.07654348611831667,0.08378029639608506,"[0.06963563114404678, 0.0845651713013649]","[0.0024855613708496095, 0.020983942598104485]","[0.07491362439017854, 0.09222994615430183]"
high_pulse_shape_residual,gradient_boosted_trees,21773,-0.007785513493617557,0.05504638643371179,0.07936454008663049,"[0.048269578341039905, 0.06194672688859169]","[-0.00985540418983108, -0.004936503724787711]","[0.07028905718293396, 0.08917618381328037]"
high_pulse_shape_residual,traditional_fractional_delay_template,21773,0.0035858773694319446,0.07101793755685448,0.11683374539987815,"[0.0534753285618894, 0.0811926729014596]","[0.0008159563329844715, 0.0071432330633038185]","[0.09613196724329649, 0.1291697072359483]"
high_pulse_shape_residual,ridge,21773,0.015514733191469565,0.10112003913288907,0.1268889034310673,"[0.09405376784661552, 0.10639752053659474]","[0.0019222440946723297, 0.02686930868259562]","[0.1166478903933924, 0.13504264449125095]"
high_pulse_shape_residual,mlp,21773,0.02250087261199951,0.09875682592391968,0.11476086396175621,"[0.08798350507020951, 0.10726556330919265]","[0.019741706550121307, 0.02579169422388077]","[0.10494652960614706, 0.12436632084067095]"
high_pulse_shape_residual,1d_cnn,21773,0.033209264278411865,0.13246741294860845,0.16170747340285324,"[0.118266838490963, 0.1432821959257126]","[0.029026255011558533, 0.036925987154245374]","[0.14781384561000158, 0.17245866449664227]"
high_pulse_shape_residual,waveform_transformer,21773,0.03772073984146118,0.10080313205718996,0.13183610413594957,"[0.09050781828165055, 0.11246148869395256]","[0.03078518100082874, 0.04656782150268555]","[0.12157592422614903, 0.14158678540724545]"
high_pulse_shape_residual,gated_residual_cnn,21773,0.05873608589172363,0.17354867696762086,0.18019465471751375,"[0.16838796246051788, 0.17871971136331558]","[0.04136577397584915, 0.08122515976428986]","[0.17190254318551396, 0.18868113914826878]"
high_energy_transfer_residual,gradient_boosted_trees,22048,0.0005991878564606257,0.04880004894569531,0.07245652242441843,"[0.0362794970168093, 0.062133997914321164]","[-0.0001547033960357644, 0.002476139274087257]","[0.0550638785077542, 0.08940169510246646]"
high_energy_transfer_residual,traditional_fractional_delay_template,22048,-0.011765423073264503,0.06700583384494564,0.10800919406178251,"[0.04430022242606969, 0.0857527912201227]","[-0.013233491121184411, -0.009354747149271142]","[0.08832506993767608, 0.12423689461094957]"
high_energy_transfer_residual,ridge,22048,-0.02303456531739012,0.09672744004249588,0.11814408679934979,"[0.08171322937554944, 0.10647215707644762]","[-0.026634503719006865, -0.017736078045098587]","[0.1010595699051452, 0.1335305039387549]"
high_energy_transfer_residual,mlp,22048,0.0028020739555358887,0.08824297428131105,0.10681926532150401,"[0.07224695533514022, 0.10269310057163243]","[-0.01111033707857132, 0.01793847978115082]","[0.09134444567054066, 0.11945799980207815]"
high_energy_transfer_residual,1d_cnn,22048,0.017104417085647583,0.12358572721481326,0.15051309655708395,"[0.10553464502096178, 0.14071365827322008]","[-0.00047859326004981976, 0.03765250742435456]","[0.1287394864534908, 0.17166819599382557]"
high_energy_transfer_residual,waveform_transformer,22048,0.005586177110671997,0.08952265024185183,0.1130523289680881,"[0.06853066980838776, 0.10915320217609406]","[0.0019508883357048036, 0.008456771075725556]","[0.09273768364029254, 0.13135457206587597]"
high_energy_transfer_residual,gated_residual_cnn,22048,0.03497499227523804,0.15339865684509277,0.15701681131436876,"[0.13782334327697762, 0.165448135137558]","[0.026490268111228944, 0.04312714263796807]","[0.1411965341572096, 0.17496888366463825]"
pid_proxy_positive,gradient_boosted_trees,33900,0.006370777742370604,0.021599003615070084,0.02771650295281638,"[0.014798910190167361, 0.026506330832118664]","[0.004821937846358068, 0.00857726776807377]","[0.021113322702491114, 0.03378900173655503]"
pid_proxy_positive,traditional_fractional_delay_template,33900,-0.0032641610384265274,0.02271891250816417,0.031029634040930336,"[0.020142537863467348, 0.02516182990868295]","[-0.0058920483267079545, -0.00107990007777731]","[0.02612659799119014, 0.03646827013717646]"
pid_proxy_positive,ridge,33900,-0.026632512491972626,0.06208792633419276,0.06158722782431151,"[0.04669433971886569, 0.07083110267596458]","[-0.033313014473609924, -0.01923788147244431]","[0.05125514574529007, 0.06890151143793137]"
pid_proxy_positive,mlp,33900,0.0015254318714141846,0.055012333393096934,0.05519165091271509,"[0.05139678120613098, 0.05980979591608049]","[-0.017694430053234098, 0.015081507712602622]","[0.04965344148274779, 0.06147464762308317]"
pid_proxy_positive,1d_cnn,33900,-0.0060259997844696045,0.06282469749450685,0.07185797746411379,"[0.05671471095085144, 0.06963723421096803]","[-0.019291672110557555, 0.007207246124744416]","[0.062337463716772075, 0.08109043731278721]"
pid_proxy_positive,waveform_transformer,33900,0.007665395736694336,0.04676291704177859,0.04979734921250987,"[0.04202635270357132, 0.051682578027248384]","[0.0032670825719833376, 0.011445166170597076]","[0.04019024631701856, 0.05697124507684779]"
pid_proxy_positive,gated_residual_cnn,33900,0.004658430814743042,0.07658385515213018,0.08297036873325046,"[0.06498019248247147, 0.08904221653938293]","[-0.00909006893634796, 0.01842189654707909]","[0.0717257790257538, 0.0912820541821508]"
near_knee,gradient_boosted_trees,30517,0.005236296435817245,0.010789942087817883,0.01625354345312243,"[0.008507575752425884, 0.0204077398672723]","[0.004424586287245398, 0.008007069619584773]","[0.012245364682828878, 0.022773367013208458]"
near_knee,traditional_fractional_delay_template,30517,-0.0028792019678983705,0.01693984001288743,0.018360973806027713,"[0.01547135547158936, 0.020800353545286965]","[-0.004223137260952282, -0.00018280180982796552]","[0.015400860648043453, 0.023038100880680795]"
near_knee,ridge,30517,-0.01395930119810962,0.038424642197054173,0.03988730540955118,"[0.03570038423758317, 0.045744486697956194]","[-0.016385571392760343, -0.010988120094137082]","[0.03525762039704298, 0.047926505530653064]"
near_knee,mlp,30517,-0.007733047008514404,0.043036625385284424,0.03963280423060116,"[0.03922638708353045, 0.05040902853012085]","[-0.014347687363624573, 0.0065642073750496]","[0.03498952531226543, 0.04741428240770465]"
near_knee,1d_cnn,30517,-0.017138004302978516,0.04986777544021607,0.04989703251964772,"[0.044634410917758945, 0.05944377470016482]","[-0.024942515790462493, 0.008699266612529821]","[0.04398380038982238, 0.061076817952686206]"
near_knee,waveform_transformer,30517,0.01578575372695923,0.04009606122970581,0.03399872402495293,"[0.03737707436084747, 0.045064054369926464]","[0.0131392240524292, 0.017845939099788665]","[0.030056948419383046, 0.04066007812241069]"
near_knee,gated_residual_cnn,30517,0.01610046625137329,0.05817656993865967,0.05930318526766671,"[0.051106431365013125, 0.07104603052139283]","[0.004888790845870972, 0.03232207000255585]","[0.05201672673240497, 0.071319431695972]"
hard_saturated,gradient_boosted_trees,22275,0.005327913107562754,0.010857552828479501,0.016068733371367692,"[0.008276864464005905, 0.02282555975330123]","[0.004417455384791669, 0.008862554969478345]","[0.011612428574138304, 0.02293619627416092]"
hard_saturated,traditional_fractional_delay_template,22275,-0.003725574157695144,0.017506798132155072,0.0187559084848444,"[0.0162925965844663, 0.02150533272763794]","[-0.005547886548902281, 0.0003704909309810649]","[0.015870349397729487, 0.023951860143704314]"
hard_saturated,ridge,22275,-0.019229214061738498,0.03908554113359701,0.04190313303044438,"[0.03697547273117843, 0.043785759223283635]","[-0.021908937214747574, -0.01619964680175288]","[0.037372847345652306, 0.04828539406034249]"
hard_saturated,mlp,22275,-0.010748505592346191,0.044035291671752935,0.039358372911058294,"[0.03962661921977997, 0.05029297405481339]","[-0.018370500206947325, 0.006439990550279618]","[0.035002586224122764, 0.04704856102031445]"
hard_saturated,1d_cnn,22275,-0.0167275071144104,0.04995877027511597,0.048795582560109504,"[0.044192948043346406, 0.058804011881351474]","[-0.02298762947320938, -0.0010639511048793728]","[0.04227515856884929, 0.058766763004931055]"
hard_saturated,waveform_transformer,22275,0.01709681749343872,0.04063517570495609,0.0334434108822434,"[0.03769339054822922, 0.045707748770713805]","[0.015400543063879012, 0.019289781153202058]","[0.029450539499132834, 0.041407665124523166]"
hard_saturated,gated_residual_cnn,22275,0.01015537977218628,0.059197857379913336,0.06121171840179114,"[0.05093587243556979, 0.0739837909936905]","[-0.0006824538111686705, 0.03472402021288873]","[0.052190654223760284, 0.07411715527374473]"
pileup_multiplicity_ge2,gradient_boosted_trees,9645,-0.0011697268569990094,0.03067423689958191,0.04688454576003152,"[0.028510996724541736, 0.03267239785681747]","[-0.003100289354220051, 0.00014296233748397073]","[0.03971421193087106, 0.05837307794456093]"
pileup_multiplicity_ge2,traditional_fractional_delay_template,9645,0.0016131538279602342,0.03736193713184658,0.05442593402870538,"[0.03472100310750852, 0.04280155880806445]","[0.00010347924756187178, 0.008014962788418721]","[0.04849913055449298, 0.0653566206546025]"
pileup_multiplicity_ge2,ridge,9645,-0.04412908507748159,0.09045925303253183,0.09423017710855222,"[0.0884297402572449, 0.09739160504318344]","[-0.049069677856469346, -0.025371240626589523]","[0.0905436419916416, 0.10462626787190775]"
pileup_multiplicity_ge2,mlp,9645,0.014672696590423584,0.08681544303894043,0.08474215177665602,"[0.0803850776553154, 0.09383639132976535]","[0.010210485756397247, 0.01929566264152527]","[0.07692418853055459, 0.09505515840417617]"
pileup_multiplicity_ge2,1d_cnn,9645,0.010804176330566406,0.10223749160766601,0.10296137039257554,"[0.09750345909595495, 0.11385728567838674]","[0.007413691282272339, 0.01535662934184075]","[0.09618273163751288, 0.11548663527276644]"
pileup_multiplicity_ge2,waveform_transformer,9645,0.016203463077545166,0.0864137625694275,0.08796258533577217,"[0.08312803268432618, 0.09797947132587433]","[0.010371685028076172, 0.02374328002333641]","[0.08187852430335112, 0.09794976996871405]"
pileup_multiplicity_ge2,gated_residual_cnn,9645,-0.013108372688293457,0.1501727294921875,0.13509229591909067,"[0.14442817610502245, 0.15957667231559752]","[-0.022228115797042848, 0.008469142764806778]","[0.12744583320544342, 0.15737210553792993]"
high_recovery_tail,gradient_boosted_trees,26800,-0.0030448734375527753,0.01210351449648869,0.016905499740190302,"[0.011603337824870332, 0.012561561448635142]","[-0.004945020673000749, -0.0008139776994923932]","[0.015783615171308756, 0.018225206411509116]"
