heldout_run,n_test,train_heldout_run_overlap,ml_ipcw_mean_5pct_ns,ml_test_uncensored_5pct,ml_train_uncensored_5pct,ml_ipcw_uncensored_mae_5pct_ns,ml_ipcw_uncensored_r2_5pct,ml_ipcw_mean_10pct_ns,ml_test_uncensored_10pct,ml_train_uncensored_10pct,ml_ipcw_uncensored_mae_10pct_ns,ml_ipcw_uncensored_r2_10pct,ml_ipcw_mean_20pct_ns,ml_test_uncensored_20pct,ml_train_uncensored_20pct,ml_ipcw_uncensored_mae_20pct_ns,ml_ipcw_uncensored_r2_20pct,ml_ipcw_mean_noise_floor_ns,ml_test_uncensored_noise_floor,ml_train_uncensored_noise_floor,ml_ipcw_uncensored_mae_noise_floor_ns,ml_ipcw_uncensored_r2_noise_floor
44,2038,0,205.10571695804572,240,13354,31.746001264028397,-0.32988814278260237,195.37545739079823,452,25961,53.53730210601965,-4.459239123256746,147.3124912751526,822,49234,59.96520397318948,-9.165121466482567,384.7578681034406,277,15973,47.92562029223085,-5.057608886429982
45,24333,0,198.6501073904127,2683,10911,32.193266263491616,-0.3625759406799307,188.800610080423,4842,21571,57.76036430771764,-5.267216112285277,139.6034425839595,8887,41169,58.082246177933385,-8.669665600119009,381.20729866114004,3111,13139,35.47315482106061,-2.6351234446487584
46,687,0,181.62891634431497,30,13564,25.555616799743543,0.21225230333920497,159.82066395341988,133,26280,37.835194033071005,-2.6314214449820885,117.6906689845789,272,49784,37.402450915722206,-7.559325831687399,388.9462305566626,37,16213,37.31963279802077,-3.126766422975721
47,5276,0,181.88161537047128,250,13344,29.270370543467195,-0.25331520868945967,164.705681889719,907,25506,40.23737368960806,-3.784391385254353,119.70385711887562,1951,48105,40.34155419166427,-8.61031953498137,390.5798340207435,282,15968,32.20243859432236,-1.2921893094780263
48,14000,0,206.64720569176737,1655,11939,30.684213841660114,-0.342802620651274,189.41026745145953,3235,23178,49.23880324351507,-3.7330177170415917,149.37994008504324,6140,43916,54.453683632909815,-8.87979879883195,379.10892517396036,1898,14352,38.01980002068325,-2.746956175140986
49,14815,0,204.66403835328558,1795,11799,30.63428967235745,-0.28801930105699736,194.2386794539241,3451,22962,53.04140210452755,-4.3952973435963045,144.81995150626378,6355,43701,55.71181795262714,-8.689794833731467,380.83234842509546,2089,14161,42.94745927136376,-3.6875237298681602
50,35217,0,180.69402782492224,888,12706,30.387956557064058,-0.2826054828661033,170.06940885730424,1838,24575,49.74331880837901,-5.209689604034522,111.06748941494816,3673,46383,54.57735365758085,-10.614814395056612,427.55554965893987,1131,15119,47.78548514564554,-3.9131639700068384
51,14740,0,192.132687785955,590,13004,32.233481307974394,-0.4582888805903438,167.44728579593666,1084,25329,48.62805091279032,-3.927263493159529,114.7411692346601,2038,48018,55.659956443134504,-8.552076775456161,414.1999494214916,717,15533,38.35301658659761,-2.6814673669614932
52,7152,0,185.361793353517,280,13314,27.134063781664235,0.216336876609318,178.47238879587786,539,25874,54.410658307200464,-4.478511748659156,116.50620698590603,970,49086,53.885741455429226,-8.247934182747832,423.4130222319752,342,15908,44.2788088830761,-2.699068318631476
53,32200,0,192.78670386861222,877,12717,28.858611074388154,-0.16538624045002237,179.01966158403684,1573,24840,43.91066611947785,-3.261725607925931,125.51897406607155,2999,47057,49.82708555241689,-7.119958375752555,443.57574668089114,1110,15140,56.38017472482367,-5.40040105924548
54,30440,0,191.97093862832432,729,12865,28.426182433957134,-0.19041982429285897,178.6313222457946,1451,24962,42.702316720774824,-3.1361149448644623,119.48344900726357,2783,47273,47.27352825409794,-6.707688305162244,447.52975615083903,952,15298,58.45700310830516,-5.1165162388863585
55,17387,0,186.02945780878395,776,12818,29.429021055010107,-0.31549991384721343,176.06912403143727,1349,25064,53.70607881990272,-4.677651681506883,108.45891950164496,2474,47582,53.38191533110471,-7.260815106163539,418.40303311992056,950,15300,42.71999155569836,-3.0261003278063097
56,40148,0,183.43155624084366,1159,12435,29.940521327043005,-0.43283620153238433,166.23236622678593,2319,24094,48.090648066669914,-4.774800811307397,112.16041804865236,4731,45325,52.42579337485992,-9.13358525041163,417.80195609173705,1464,14786,43.55144449843575,-2.781657730845291
57,13833,0,205.38232848991652,1642,11952,29.995747541724437,-0.20351429162793178,198.39183875732178,3240,23173,52.110562327937714,-4.054457474562188,156.83437422895597,5961,44095,56.361375459457065,-8.950368870289742,381.56618682292725,1890,14360,43.00098322266643,-3.6519990316294777
