split_name,endpoint,method,metric,value,ci_low,ci_high,n,runs
particle_heldout,energy_scale,1d_cnn,sigma68,0.1714080741609048,0.1645064706061347,0.1815295478177792,1759,33
particle_heldout,energy_scale,1d_cnn,bias,-0.4962610467974651,-0.5068692901233635,-0.4852708116619592,1759,33
particle_heldout,energy_scale,1d_cnn,tail_fraction_abs_gt_0p25,0.9266628766344513,0.9044466973149722,0.9461948628590193,1759,33
particle_heldout,energy_scale,gradient_boosted_trees,sigma68,0.10315984796444413,0.09302324228151414,0.11333182859453786,1759,33
particle_heldout,energy_scale,gradient_boosted_trees,bias,-0.04531768589245739,-0.05776044870454512,-0.03368491415275703,1759,33
particle_heldout,energy_scale,gradient_boosted_trees,tail_fraction_abs_gt_0p25,0.07617964752700399,0.05587396856920132,0.09661618048627316,1759,33
particle_heldout,energy_scale,mlp,sigma68,0.10961594402712707,0.10254954253920927,0.11866353900934311,1759,33
particle_heldout,energy_scale,mlp,bias,-0.01229655855406473,-0.024966897863354213,0.0024861905404154417,1759,33
particle_heldout,energy_scale,mlp,tail_fraction_abs_gt_0p25,0.07049459920409323,0.05616629672327661,0.08432124687070984,1759,33
particle_heldout,energy_scale,ridge,sigma68,0.08227043970560072,0.06938287400909007,0.09900058857801018,1759,33
particle_heldout,energy_scale,ridge,bias,-0.033695570587539185,-0.04564169640422784,-0.0203952244529577,1759,33
particle_heldout,energy_scale,ridge,tail_fraction_abs_gt_0p25,0.07617964752700399,0.048819097711302446,0.11230921629422123,1759,33
particle_heldout,energy_scale,spectral_transformer_new,sigma68,0.36190514663014534,0.3458755815496645,0.381015869958703,1759,33
particle_heldout,energy_scale,spectral_transformer_new,bias,-0.4729543252714239,-0.5060751973857195,-0.4355741066873331,1759,33
particle_heldout,energy_scale,spectral_transformer_new,tail_fraction_abs_gt_0p25,0.7231381466742467,0.6807138860424982,0.7730589357561446,1759,33
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,sigma68,0.11320820680060097,0.10229236591377901,0.12152948121001184,1759,33
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,bias,-0.049473474133385084,-0.06347539566436936,-0.03795661614586496,1759,33
particle_heldout,energy_scale,traditional_dE_E_tail_pedestal_likelihood,tail_fraction_abs_gt_0p25,0.12222853894258101,0.10165906821454401,0.14572620941219516,1759,33
particle_heldout,pedestal_noise_color,1d_cnn,roc_auc,0.5381100048963604,0.48844136835870366,0.5914713557737825,1759,33
particle_heldout,pedestal_noise_color,1d_cnn,average_precision,0.0729777343071224,0.04998278907778684,0.1059994532031049,1759,33
particle_heldout,pedestal_noise_color,gradient_boosted_trees,roc_auc,0.8315686034492138,0.784636291871894,0.881267577846001,1759,33
particle_heldout,pedestal_noise_color,gradient_boosted_trees,average_precision,0.46253135130909856,0.359754793278694,0.5660623286152273,1759,33
