split_name,endpoint,method,axis,n_strata,metric,span,worst_stratum,worst_value,worst_n
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,saturation_flag,2,roc_auc,0.6921819806239395,saturation_proxy,0.12919896640826872,52
particle_heldout,pid_separation,1d_cnn,saturation_flag,2,roc_auc,0.6613496092176295,saturation_proxy,0.14523809523809525,52
particle_heldout,pid_separation,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,2,roc_auc,0.600970912899847,saturation_proxy,0.35952380952380947,52
particle_heldout,pid_separation,spectral_transformer_new,saturation_flag,2,roc_auc,0.5808049311094996,saturation_proxy,0.2357142857142857,52
particle_heldout,pid_separation,1d_cnn,pulse_shape_bin,2,roc_auc,0.5771988487548778,low_harmonic,0.13616625310173697,834
particle_heldout,pid_separation,spectral_transformer_new,pulse_shape_bin,2,roc_auc,0.5712468177156322,low_harmonic,0.20927862460120522,834
particle_heldout,saturation_clipping,spectral_transformer_new,pulse_shape_bin,2,roc_auc,0.538451983490511,mid_harmonic,0.19152970922882429,911
particle_heldout,pid_separation,ridge,saturation_flag,2,roc_auc,0.4996777052614615,saturation_proxy,0.4666666666666667,52
particle_heldout,pid_separation,1d_cnn,timing_residual_bin,3,roc_auc,0.44935980838030803,timing_tail,0.26631106120157216,711
particle_heldout,pulse_shape_harmonics,1d_cnn,saturation_flag,2,roc_auc,0.4318761535861211,saturation_proxy,0.3798449612403101,52
particle_heldout,pedestal_noise_color,ridge,tail_amplitude_bin,2,roc_auc,0.42607037420012295,tail_mid,0.18644067796610164,60
particle_heldout,pid_separation,spectral_transformer_new,timing_residual_bin,3,roc_auc,0.38757545274985283,timing_tail,0.29904548006737786,711
particle_heldout,saturation_clipping,mlp,timing_residual_bin,3,roc_auc,0.37967032967032965,timing_tail,0.5357142857142857,711
particle_heldout,pid_separation,mlp,saturation_flag,2,roc_auc,0.3624196277495769,saturation_proxy,0.4904761904761905,52
particle_heldout,saturation_clipping,mlp,pedestal_history_bin,3,roc_auc,0.3392129230179273,pedestal_memory,0.49894736842105264,483
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,2,roc_auc,0.32761992536977913,tail_mid,0.27118644067796616,60
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,pulse_shape_bin,2,roc_auc,0.3219133965188439,low_harmonic,0.5097441701855963,834
particle_heldout,pulse_shape_harmonics,1d_cnn,pulse_shape_bin,2,roc_auc,0.30296615492559525,low_harmonic,0.49455110066315505,834
particle_heldout,saturation_clipping,mlp,pulse_shape_bin,2,roc_auc,0.3022391212505281,mid_harmonic,0.5,911
particle_heldout,saturation_clipping,1d_cnn,pedestal_history_bin,3,roc_auc,0.30164222030486043,pedestal_memory,0.3357894736842105,483
particle_heldout,pulse_shape_harmonics,ridge,timing_residual_bin,3,roc_auc,0.29406407600990514,timing_tail,0.6504588367333465,711
particle_heldout,saturation_clipping,1d_cnn,pulse_shape_bin,2,roc_auc,0.2845510487919385,mid_harmonic,0.49288874841972186,911
particle_heldout,saturation_clipping,spectral_transformer_new,timing_residual_bin,3,roc_auc,0.2835308449238339,timing_mid,0.44412393162393154,488
particle_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,3,roc_auc,0.2750858675376787,timing_tail,0.669868620849013,711
particle_heldout,saturation_clipping,mlp,tail_amplitude_bin,2,roc_auc,0.2651042899602831,tail_high,0.7348957100397169,1699
particle_heldout,pedestal_noise_color,mlp,energy_bin,2,roc_auc,0.26358601513355817,energy_high,0.5221282705807275,1647
particle_heldout,pedestal_noise_color,ridge,energy_bin,2,roc_auc,0.25895856171160836,energy_high,0.5877313337587748,1647
particle_heldout,pileup_sideband,mlp,timing_residual_bin,3,roc_auc,0.25097999459313325,timing_tail,0.7037037037037037,711
particle_heldout,pedestal_noise_color,1d_cnn,pedestal_history_bin,3,roc_auc,0.24728361005369315,pedestal_quiet,0.37691597414589106,589
particle_heldout,saturation_clipping,1d_cnn,timing_residual_bin,3,roc_auc,0.24664528157886623,timing_tail,0.6356835417093667,711
particle_heldout,energy_scale,spectral_transformer_new,energy_bin,2,sigma68,0.2352292295200928,energy_high,0.3495020287656322,1647
particle_heldout,saturation_clipping,spectral_transformer_new,pedestal_history_bin,3,roc_auc,0.23460111156448432,pedestal_mid,0.28038067349926793,687
particle_heldout,pid_separation,mlp,timing_residual_bin,3,roc_auc,0.22611682772872077,timing_core,0.703304845488573,560
particle_heldout,pulse_shape_harmonics,ridge,pileup_flag,2,roc_auc,0.22174777879206675,pileup_proxy,0.7102848200312989,764
particle_heldout,pedestal_noise_color,spectral_transformer_new,pedestal_history_bin,3,roc_auc,0.21796772267686387,pedestal_quiet,0.3940904893813481,589
particle_heldout,pulse_shape_harmonics,spectral_transformer_new,timing_residual_bin,3,roc_auc,0.2149251356732632,timing_tail,0.5769624348055721,711
particle_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,pedestal_history_bin,3,roc_auc,0.2078913611064439,pedestal_mid,0.7375549048316252,687
particle_heldout,pedestal_noise_color,spectral_transformer_new,saturation_flag,2,roc_auc,0.20784738062919383,linear_proxy,0.5472546601871328,1707
particle_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,pileup_flag,2,roc_auc,0.20191100206831225,pileup_proxy,0.7295774647887324,764
particle_heldout,pulse_shape_harmonics,1d_cnn,timing_residual_bin,3,roc_auc,0.19764311163031678,timing_tail,0.58184789067142,711
particle_heldout,pedestal_noise_color,gradient_boosted_trees,pedestal_history_bin,3,roc_auc,0.1964173343136758,pedestal_mid,0.7525155925155924,687
particle_heldout,pid_separation,spectral_transformer_new,energy_bin,2,roc_auc,0.1905009537727197,energy_mid,0.6402298850574712,89
particle_heldout,pid_separation,spectral_transformer_new,pedestal_history_bin,3,roc_auc,0.1875949704570805,pedestal_quiet,0.7006293652621076,589
particle_heldout,saturation_clipping,traditional_dE_E_tail_pedestal_likelihood,timing_residual_bin,3,roc_auc,0.1874822411766458,timing_tail,0.7960647673703628,711
particle_heldout,pulse_shape_harmonics,ridge,pulse_shape_bin,2,roc_auc,0.18614953882209773,low_harmonic,0.5894969018907898,834
particle_heldout,pedestal_noise_color,ridge,saturation_flag,2,roc_auc,0.18009694630009837,saturation_proxy,0.43537414965986393,52
particle_heldout,pid_separation,mlp,pileup_flag,2,roc_auc,0.1756287890556537,single_proxy,0.7022011535630213,995
particle_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,pulse_shape_bin,2,roc_auc,0.16417766809295475,low_harmonic,0.6133385573113925,834
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,saturation_flag,2,roc_auc,0.1615875450056718,saturation_proxy,0.4421768707482993,52
particle_heldout,saturation_clipping,ridge,pedestal_history_bin,3,roc_auc,0.16112164537145945,pedestal_mid,0.7862371888726207,687
particle_heldout,energy_scale,spectral_transformer_new,pulse_shape_bin,2,sigma68,0.15709768441857874,low_harmonic,0.332398237778449,834
particle_heldout,pid_separation,1d_cnn,pedestal_history_bin,3,roc_auc,0.1520918654934832,pedestal_quiet,0.7299357842761021,589
particle_heldout,pedestal_noise_color,spectral_transformer_new,energy_bin,2,roc_auc,0.1494837446551145,energy_high,0.5491225271218889,1647
particle_heldout,saturation_clipping,ridge,timing_residual_bin,3,roc_auc,0.149047877437404,timing_tail,0.834392293502767,711
particle_heldout,pid_separation,1d_cnn,pileup_flag,2,roc_auc,0.1479894255309393,pileup_proxy,0.5460615545122586,764
particle_heldout,saturation_clipping,mlp,pileup_flag,2,roc_auc,0.14585604880581515,pileup_proxy,0.675,764
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,2,sigma68,0.14262689227318479,saturation_proxy,0.24169650059488457,52
particle_heldout,pulse_shape_harmonics,ridge,saturation_flag,2,roc_auc,0.13512740359675413,saturation_proxy,0.7260981912144703,52
particle_heldout,pulse_shape_harmonics,ridge,tail_amplitude_bin,2,roc_auc,0.13445205094442003,tail_high,0.8570252217828528,1699
particle_heldout,pulse_shape_harmonics,traditional_dE_E_tail_pedestal_likelihood,tail_amplitude_bin,2,roc_auc,0.13403323343175377,tail_high,0.8602849483864281,1699
