split_name,method,endpoint,metric,value,ci_low,ci_high,fixed_purity,n,runs
particle_heldout,1d_cnn,pid_separation,roc_auc,0.800003054181174,0.7675068923561632,0.8292012169374212,,1759,33
particle_heldout,1d_cnn,pid_separation,average_precision,0.6325756608078305,0.5813486172447098,0.6796819915220937,,1759,33
particle_heldout,1d_cnn,pid_separation,efficiency_at_fixed_purity,0.0,0.0,0.06016185689456718,0.95,1759,33
particle_heldout,gradient_boosted_trees,pid_separation,roc_auc,0.9588006230529594,0.952230321363944,0.9659960928124263,,1759,33
particle_heldout,gradient_boosted_trees,pid_separation,average_precision,0.9142988559445708,0.8951739472566291,0.9328001330601069,,1759,33
particle_heldout,gradient_boosted_trees,pid_separation,efficiency_at_fixed_purity,0.5906542056074766,0.51905155017428,0.6506169497321327,0.95,1759,33
particle_heldout,mlp,pid_separation,roc_auc,0.8474451774479262,0.8214907686517605,0.870453061848966,,1759,33
particle_heldout,mlp,pid_separation,average_precision,0.5951640129685108,0.5598387417163093,0.628664589066304,,1759,33
particle_heldout,mlp,pid_separation,efficiency_at_fixed_purity,0.0,0.0,0.010189289931319739,0.95,1759,33
particle_heldout,ridge,pid_separation,roc_auc,0.9594801783641806,0.951573513235218,0.9694466599001423,,1759,33
particle_heldout,ridge,pid_separation,average_precision,0.918181152185836,0.8899387375656022,0.9381930821685537,,1759,33
particle_heldout,ridge,pid_separation,efficiency_at_fixed_purity,0.5551401869158878,0.4340858427257297,0.6701624187906047,0.95,1759,33
particle_heldout,spectral_transformer_new,pid_separation,roc_auc,0.8116914055341763,0.78015706418143,0.8417919321970346,,1759,33
particle_heldout,spectral_transformer_new,pid_separation,average_precision,0.6137686876081443,0.5734597503906371,0.6640409761672251,,1759,33
particle_heldout,spectral_transformer_new,pid_separation,efficiency_at_fixed_purity,0.0,0.0,0.002401152950008148,0.95,1759,33
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pid_separation,roc_auc,0.9496197544438337,0.9360006624666429,0.9628432622502702,,1759,33
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pid_separation,average_precision,0.9026475926966772,0.8754429901685826,0.9256056795176675,,1759,33
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,pid_separation,efficiency_at_fixed_purity,0.47102803738317756,0.3767593786051016,0.589383396742832,0.95,1759,33
run_heldout,1d_cnn,pid_separation,roc_auc,0.6825104614800622,0.6579167691793918,0.7096091685804925,,3816,8
run_heldout,1d_cnn,pid_separation,average_precision,0.7087400085542036,0.6845623123342544,0.7379791999763974,,3816,8
run_heldout,1d_cnn,pid_separation,efficiency_at_fixed_purity,0.0,0.0,0.0,0.95,3816,8
run_heldout,gradient_boosted_trees,pid_separation,roc_auc,0.9996184271176024,0.9994523592144848,0.9997920041938199,,3816,8
run_heldout,gradient_boosted_trees,pid_separation,average_precision,0.9997253567329454,0.9995107891559429,0.9998716549899782,,3816,8
run_heldout,gradient_boosted_trees,pid_separation,efficiency_at_fixed_purity,1.0,1.0,1.0,0.95,3816,8
run_heldout,mlp,pid_separation,roc_auc,0.9868915169372039,0.9834225246405028,0.9898920075687516,,3816,8
run_heldout,mlp,pid_separation,average_precision,0.9834402680853969,0.9786850030577118,0.987311280111489,,3816,8
run_heldout,mlp,pid_separation,efficiency_at_fixed_purity,0.9937050359712231,0.9911497550954675,0.9958610622743354,0.95,3816,8
run_heldout,ridge,pid_separation,roc_auc,0.9967977251364737,0.9959543035551814,0.9974109777180725,,3816,8
run_heldout,ridge,pid_separation,average_precision,0.9978230687552694,0.9968947003039541,0.9985171828543453,,3816,8
run_heldout,ridge,pid_separation,efficiency_at_fixed_purity,0.987410071942446,0.9802049195544789,0.9955610670643498,0.95,3816,8
run_heldout,spectral_transformer_new,pid_separation,roc_auc,0.7050633676475905,0.6817696039089793,0.7265199922358598,,3816,8
run_heldout,spectral_transformer_new,pid_separation,average_precision,0.6957446431998533,0.6512387695358843,0.7402907641777391,,3816,8
run_heldout,spectral_transformer_new,pid_separation,efficiency_at_fixed_purity,0.0,0.0,0.0,0.95,3816,8
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pid_separation,roc_auc,0.99716319908897,0.995948563353523,0.997892772231833,,3816,8
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pid_separation,average_precision,0.9980371617797295,0.9965147451016586,0.9987838240843057,,3816,8
run_heldout,traditional_dE_E_tail_pedestal_likelihood,pid_separation,efficiency_at_fixed_purity,0.9941546762589928,0.9847824555550565,0.9982332760086798,0.95,3816,8
