run,label_clean,traditional_span_q_score,ridge_score,gradient_boosted_trees_score,mlp_score,cnn1d_score,gated_dilated_cnn_score,shuffled_hgb_control_score,traditional_span_q_prob,ridge_prob,gradient_boosted_trees_prob,mlp_prob,cnn1d_prob,gated_dilated_cnn_prob,shuffled_hgb_control_prob,traditional_span_q_rejected_at_90pct_clean_eff,ridge_rejected_at_90pct_clean_eff,gradient_boosted_trees_rejected_at_90pct_clean_eff,mlp_rejected_at_90pct_clean_eff,cnn1d_rejected_at_90pct_clean_eff,gated_dilated_cnn_rejected_at_90pct_clean_eff,shuffled_hgb_control_rejected_at_90pct_clean_eff
31,0,-1.7600839553182785,0.06221379229787649,0.007694863471490848,3.3921416150467306e-05,-2.9806902408599854,-6.289525985717773,0.759320954767085,0.0,0.06221379229787649,0.007694863471490848,3.3921416150467306e-05,0.048305886776441286,0.001852202318481875,0.759320954767085,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31,0,-2.73849580917869,-0.019541839304605846,0.00825531724062147,4.774400267643724e-05,-2.061927318572998,-6.766801357269287,0.6698869453361432,0.0,0.0,0.00825531724062147,4.774400267643724e-05,0.11285272871314522,0.0011500474615530759,0.6698869453361432,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0,-0.7572188069277036,0.08483302864751863,0.014383824632949243,0.00040955420432694747,-1.7048460245132446,-5.4173479080200195,0.7159352583035353,0.0,0.08483302864751863,0.014383824632949243,0.00040955420432694747,0.15383340569816756,0.004419286644445669,0.7159352583035353,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31,1,0.47222015765280334,0.7843698944280423,0.9542415471424159,0.9523886807586402,0.14928041398525238,-0.8580030202865601,0.5381287272313402,1.0,0.7843698944280423,0.9542415471424159,0.9523886807586402,0.5372509521646759,0.29775674073413144,0.5381287272313402,0.0,1.0,1.0,0.0,1.0,1.0,1.0
31,0,-2.3703936126826672,0.07420848986025352,0.02258706289572019,0.00012746320209356592,-1.891507863998413,-4.834100246429443,0.7735814041680988,0.0,0.07420848986025352,0.02258706289572019,0.00012746320209356592,0.13107263932824811,0.007891077225435217,0.7735814041680988,1.0,1.0,1.0,1.0,1.0,1.0,0.0
31,1,0.4406173604355229,0.9369154765652317,0.9788525316491945,0.9868597058800734,4.098077774047852,5.488162994384766,0.7420777990921975,1.0,0.9369154765652317,0.9788525316491945,0.9868597058800734,0.9836666457353945,0.9958815973660062,0.7420777990921975,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,0.44171539214114214,0.8627650371223522,0.8843734740679379,0.9564635380635621,3.094726800918579,3.6067655086517334,0.7027741184877032,1.0,0.8627650371223522,0.8843734740679379,0.9564635380635621,0.9566747059537033,0.9735776028265631,0.7027741184877032,1.0,0.0,1.0,0.0,0.0,0.0,0.0
31,1,0.4811884075466514,0.7874437340647011,0.9886042504000239,0.9644441249900244,-0.19040179252624512,1.5908870697021484,0.6903548490935634,1.0,0.7874437340647011,0.9886042504000239,0.9644441249900244,0.4525428367386028,0.8307408709567883,0.6903548490935634,0.0,1.0,0.0,0.0,1.0,0.0,0.0
31,1,0.4467179302781169,0.7408915228755756,0.9650646087885236,0.9217528649567021,2.2864811420440674,2.361751079559326,0.7088193198768308,1.0,0.7408915228755756,0.9650646087885236,0.9217528649567021,0.9077512070764917,0.9138637448153358,0.7088193198768308,0.0,1.0,0.0,1.0,0.0,0.0,0.0
31,0,-3.0236358505133847,-0.20569154590636818,0.025692341244282775,4.1686347856175255e-05,-2.076799154281616,-5.878802299499512,0.7453711606766088,0.0,0.0,0.025692341244282775,4.1686347856175255e-05,0.11137235594617531,0.0027903268859070032,0.7453711606766088,1.0,1.0,1.0,1.0,1.0,1.0,0.0
