current_group,n,overlap_proxy_rate,baseline_reset_proxy_rate,confused_proxy_rate,mean_secondary_fraction_proxy,broad_late_taxon_fraction,large_lowering_fraction
high_20nA,246303,0.17795966756393547,0.1296898535543619,0.0023588831642326726,0.4106606610566694,0.6029646411127757,0.06066511573143648
low_2nA,5963,0.15009223545195371,0.15009223545195371,0.0015093073956062384,0.431033205641592,0.6176421264464196,0.047627033372463524
