run,group,eventno,evt,stave,stave_idx,even_amp,even_peak,even_pos_charge,even_area,target_odd_neg_amp,target_odd_pos_charge,baseline_median,baseline_mad,baseline_slope,baseline_range,raw_max_adc,saturation_count,late_fraction,early_fraction,tail_fraction,width_half,area_norm,secondary_peak,secondary_sep,post_peak_min,undershoot_area,dropout_score,timing_span_dup,current_group,baseline_score,atom_baseline_excursion,atom_delayed_peak,atom_dropout,timing_tail,is_saturated,amp_bin,peak_bin,p09_pca_anomaly_score,p11_pre_rms_adc,p11_pre_slope_adc,p11_pre_range_adc,p11_pre_asym_adc,p11_adaptive_lowering_adc,p11_pretrigger_score,p11_pretrigger_atom,selected_stave_multiplicity,has_downstream_stave,run_family,amp_match_bin,lowering_bin,broad_late_taxon,p09_anomaly_taxon,topology_bin,traditional_overlap_score,baseline_reset_score,overlap_proxy,baseline_reset_proxy,confused_overlap_reset_proxy,secondary_fraction_proxy
44,sample_i_analysis,30,16042,B2,0,7278.5,6,56711.0,56694.0,7273.0,59327.0,6775.5,7.0,-17.0,28.0,14054.0,18,0.3553279,0.00024686567,0.583229,8,0.99970025,0.6890843,2,0.39534244,0.0,0.0,0.9989691,high_20nA,33.49627,0,0,0,0,1,6,1,0.49881625,10.012492,-17.0,28.0,15.5,5.5,34.691498,quiet,1,0,high_20nA,6,mild_lowering,broad_late,common,mult1_ds0_staveB2,0.03176461,-0.27836508,0,0,0,0.40796323483848546
44,sample_i_analysis,31,16043,B2,0,4349.0,6,39492.0,39480.0,4319.0,39812.0,6742.0,6.0,60.0,70.0,11091.0,18,0.28876734,0.001519295,0.5659374,9,0.99969614,0.8496206,3,0.24672338,0.0,0.0,0.98145294,high_20nA,92.39047,0,0,0,0,1,4,1,0.64067537,30.016663,60.0,70.0,-36.0,1.0,96.96391,quiet,1,0,high_20nA,4,mild_lowering,broad_late,common,mult1_ds0_staveB2,0.22165564,0.37628403,0,0,0,0.4593485764328899
44,sample_i_analysis,35,16047,B2,0,6865.0,5,58389.0,58388.0,6576.0,55530.0,6749.0,0.5,579.0,579.0,13614.0,18,0.32163593,0.0098991245,0.5286098,9,0.9999829,0.6898762,2,0.3487254,0.0,0.0,0.94439626,high_20nA,818.82983,0,0,0,0,1,5,0,7.49939,289.00043,579.0,579.0,-289.5,0.0,868.3336,sloped,1,0,high_20nA,5,no_lowering,broad_late,broad_late_anomaly,mult1_ds0_staveB2,-0.17488103,5.6692915,0,1,0,0.40824067424070287
44,sample_i_analysis,36,16048,B2,0,1078.5,7,7414.0,7407.0,1076.5,7489.0,6752.5,2.0,4.0,8.0,7831.0,18,0.20151065,0.0005395198,0.5243458,6,0.99905586,0.8729717,2,0.09596662,0.0,0.0,0.9954932,high_20nA,9.165152,0,0,0,0,1,0,1,4.413283,3.2015622,4.0,8.0,-2.5,0.0,9.5,quiet,1,0,high_20nA,0,no_lowering,compact,mild,mult1_ds0_staveB2,-0.46118343,-0.48252282,0,0,0,0.46608910707552187
44,sample_i_analysis,37,16049,B2,0,2756.0,6,19938.0,19913.0,2648.0,18396.0,6752.0,12.5,216.0,241.0,9508.0,18,0.1440967,0.012037315,0.40966997,7,0.9987461,0.87082726,2,0.088171266,0.0,0.0,0.9190252,high_20nA,323.87228,0,0,0,0,1,2,1,6.0596538,114.5,216.0,241.0,-107.5,3.0,343.30197,sloped,1,0,high_20nA,2,mild_lowering,compact,mild,mult1_ds0_staveB2,-0.95929,3.4130476,0,0,0,0.465477105959476
44,sample_i_analysis,46,16058,B2,0,4582.0,6,42929.0,42917.0,4554.5,43538.0,6758.0,6.0,55.0,67.0,11340.0,18,0.3170817,0.0014209509,0.57734865,10,0.99972045,0.82496727,3,0.2952859,0.0,0.0,0.98376393,high_20nA,86.89074,0,0,0,0,1,4,1,0.61896724,29.42363,55.0,67.0,-30.5,0.0,91.54098,quiet,1,0,high_20nA,4,no_lowering,broad_late,common,mult1_ds0_staveB2,0.39667633,0.31838158,0,0,0,0.4520449658973665
44,sample_i_analysis,47,16059,B2,0,7950.5,6,60562.0,60544.0,7945.5,63341.0,6825.5,5.0,17.0,27.0,14776.0,18,0.33367458,0.00016512004,0.55312735,7,0.9997028,0.610339,2,0.385699,0.0,0.0,0.9992447,high_20nA,32.29551,0,0,0,0,1,6,1,0.4644862,9.962429,17.0,27.0,-13.0,7.5,34.256386,quiet,1,0,high_20nA,6,mild_lowering,compact,common,mult1_ds0_staveB2,-0.4357256,-0.2909151,0,0,0,0.3790127366079253
44,sample_i_analysis,49,16061,B2,0,3010.0,6,23931.0,23921.0,2961.0,23393.0,6769.0,5.0,98.0,108.0,9779.0,18,0.18921065,0.0044294014,0.47005975,7,0.9995821,0.9624585,2,0.11063123,0.0,0.0,0.9622352,high_20nA,145.92122,0,0,0,0,1,3,1,1.0688933,51.166397,98.0,108.0,-48.0,0.0,154.55096,quiet,1,0,high_20nA,3,no_lowering,compact,common,mult1_ds0_staveB2,-0.3687561,1.1200719,0,0,0,0.49043508210732467
44,sample_i_analysis,52,16064,B2,0,7882.0,6,59009.0,59003.0,7881.5,62119.0,6740.0,0.5,1.0,7.0,14622.0,18,0.3472521,1.6946567e-05,0.57450557,7,0.9998983,0.65135753,2,0.3645014,0.0,0.0,0.99991083,high_20nA,7.0887237,0,0,0,0,1,6,1,0.3596486,3.0413814,1.0,7.0,-3.5,0.0,7.697402,quiet,1,0,high_20nA,6,no_lowering,broad_late,common,mult1_ds0_staveB2,-0.21425743,-0.5422445,0,0,0,0.3944376182044211
44,sample_i_analysis,64,16076,B2,0,4428.5,6,39934.0,39917.0,4428.5,40965.0,6769.5,8.5,-23.0,23.0,11198.0,18,0.33878398,0.0005759503,0.61324936,10,0.9995743,0.8369651,4,0.27785933,0.0,0.0,1.0000002,high_20nA,33.61919,0,0,0,1,1,4,1,1.2795433,10.331989,-23.0,23.0,20.0,0.0,34.128433,quiet,1,0,high_20nA,4,no_lowering,broad_late,common,mult1_ds0_staveB2,0.62389356,-0.25652555,1,0,0,0.4556238391961364
44,sample_i_analysis,70,16081,B2,0,2977.5,3,21535.0,17482.0,1019.0,3765.0,7984.5,1128.5,4217.0,4217.0,10962.0,18,0.015602508,0.18551196,0.24274437,8,0.81179476,0.8082284,4,-0.27355164,-0.6031906,0.27355164,0.38525796,high_20nA,6069.571,1,0,1,0,1,2,0,34.2211,1765.8198,4217.0,4217.0,-3126.0,1229.5,6340.029,adaptive_lowering,1,0,high_20nA,2,large_lowering,broad_late,extreme,mult1_ds0_staveB2,-2.0396366,6.4934654,0,1,0,0.44697250931353283
44,sample_i_analysis,71,16082,B6,2,1504.5,3,7711.5,-4040.0,402.5,1160.0,8602.5,1180.0,3141.0,3141.0,10107.0,18,0.0,0.30603644,0.0,6,-0.5238929,0.96144897,3,-1.0511798,-6.1545362,1.0511798,0.1517241,high_20nA,4596.103,1,0,1,0,1,1,0,53.413578,1265.4459,3141.0,3141.0,-2426.0,1626.5,4896.797,adaptive_lowering,1,1,high_20nA,1,large_lowering,early_pretrigger,extreme,mult1_ds1_staveB6,-2.350634,6.652803,0,1,0,0.4901728178548619
44,sample_i_analysis,72,16083,B2,0,4504.0,7,39600.0,39589.0,4504.0,40683.0,6746.0,3.5,-7.0,14.0,11250.0,18,0.35242423,0.00017676767,0.62916666,9,0.99972224,0.8203819,4,0.27375665,0.0,0.0,1.0,high_20nA,16.039015,0,0,0,0,1,4,1,1.0477201,5.338539,-7.0,14.0,9.0,0.0,16.537836,quiet,1,0,high_20nA,4,no_lowering,broad_late,common,mult1_ds0_staveB2,0.59082526,-0.44860262,1,0,0,0.45066471431462163
44,sample_i_analysis,74,16085,B2,0,1092.5,7,7915.0,7905.0,1089.5,7952.0,6736.5,3.0,15.0,15.0,7829.0,18,0.19305117,0.0007580543,0.49835753,7,0.99873656,0.86910754,2,0.08558352,0.0,0.0,0.99526644,high_20nA,21.424286,0,0,0,0,1,0,1,3.063331,5.5,15.0,15.0,-8.0,0.0,21.914606,quiet,1,0,high_20nA,0,no_lowering,compact,mild,mult1_ds0_staveB2,-0.49265075,-0.35262272,0,0,0,0.46498530649869135
44,sample_i_analysis,75,16086,B2,0,5873.5,6,51107.0,51095.0,5866.5,52601.0,6749.5,6.0,17.0,17.0,12623.0,18,0.35668305,0.0002739351,0.59530985,12,0.9997652,0.74768025,2,0.36409295,0.0,0.0,0.9984641,high_20nA,24.779024,0,0,0,0,1,5,1,0.38456416,6.837397,17.0,17.0,-13.0,0.0,24.994999,quiet,1,0,high_20nA,5,no_lowering,broad_late,common,mult1_ds0_staveB2,0.5989706,-0.36289313,1,0,0,0.42781295273329284
44,sample_i_analysis,84,16095,B2,0,1515.5,8,11214.0,11210.0,1513.5,11290.0,6759.5,2.0,4.0,7.0,8275.0,18,0.19101124,0.00035669698,0.50646514,7,0.9996433,0.89244473,2,0.08017156,0.0,0.0,0.9976504,high_20nA,8.306623,0,1,0,0,1,1,2,1.7064427,2.5,4.0,7.0,-4.0,0.0,8.440971,quiet,1,0,high_20nA,1,no_lowering,compact,mild,mult1_ds0_staveB2,-0.41585827,-0.5062332,0,0,0,0.4715829824509352
44,sample_i_analysis,85,16096,B2,0,4697.5,5,12121.5,-6413.0,5135.5,16056.5,11248.5,689.5,-1656.0,2124.0,15946.0,17,0.0,0.13661675,0.023305697,2,-0.52905995,0.65662587,2,-2.3945715,-3.652049,2.3945715,2.8498964,high_20nA,2780.13,1,0,1,1,1,4,0,41.270596,822.954,-1656.0,2124.0,1517.5,913.5,2960.6497,adaptive_lowering,1,0,high_20nA,4,large_lowering,early_pretrigger,extreme,mult1_ds0_staveB2,-3.4820688,6.366637,0,1,0,0.39636340347785476
44,sample_i_analysis,87,16097,B2,0,7722.5,6,60093.0,60079.0,7706.0,62347.0,6750.5,7.0,33.0,34.0,14473.0,18,0.33772653,0.0005491488,0.5551645,7,0.999767,0.5796698,3,0.3992878,0.0,0.0,0.99751306,high_20nA,47.89572,0,0,0,0,1,6,1,0.4043537,14.517231,33.0,34.0,-23.5,0.0,49.555523,quiet,1,0,high_20nA,6,no_lowering,compact,common,mult1_ds0_staveB2,-0.4899775,-0.122758634,0,0,0,0.3669562988886202
44,sample_i_analysis,91,16100,B2,0,4212.0,6,38611.0,38594.0,4128.5,37976.0,6756.0,8.5,167.0,184.0,10968.0,18,0.27103674,0.004584186,0.54893684,9,0.9995597,0.86419755,3,0.23100665,0.0,0.0,0.9572618,high_20nA,248.63075,0,0,0,0,1,4,1,1.4130453,86.28152,167.0,184.0,-80.0,2.0,263.04657,quiet,1,0,high_20nA,4,mild_lowering,broad_late,common,mult1_ds0_staveB2,0.1367396,2.0978112,0,0,0,0.46357616508097493
44,sample_i_analysis,93,16101,B2,0,1028.0,8,6786.0,6761.0,1028.0,6795.0,6776.0,12.5,-43.0,54.0,7804.0,18,0.22531682,0.0063365754,0.5906278,7,0.99631596,0.80350196,2,0.035019454,0.0,0.0,1.0,high_20nA,70.15162,0,1,0,0,1,0,2,19.710794,20.724382,-43.0,54.0,34.0,8.0,72.51552,quiet,1,0,high_20nA,0,mild_lowering,compact,broad_late_anomaly,mult1_ds0_staveB2,-0.23360227,0.55553246,0,0,0,0.4455231986577187
44,sample_i_analysis,94,16102,B2,0,4545.0,6,40356.0,40351.0,4539.0,41332.0,6746.0,2.5,15.0,15.0,11291.0,18,0.32850134,0.00029735354,0.6026365,9,0.9998761,0.81870186,4,0.2728273,0.0,0.0,0.99828076,high_20nA,21.36001,0,0,0,0,1,4,1,0.5881669,5.894913,15.0,15.0,-6.5,0.0,22.017038,quiet,1,0,high_20nA,4,no_lowering,broad_late,common,mult1_ds0_staveB2,0.41168582,-0.38963944,0,0,0,0.450157268662147
44,sample_i_analysis,95,16102,B2,0,4417.0,6,38516.0,38513.0,4415.0,39498.0,6743.0,1.5,5.0,5.0,11160.0,18,0.32869458,0.000103852944,0.6116679,9,0.9999221,0.83065426,4,0.25786734,0.0,0.0,0.9992931,high_20nA,7.228416,0,0,0,0,1,4,1,0.7008507,1.9364917,5.0,5.0,-1.5,0.0,7.331439,quiet,1,0,high_20nA,4,no_lowering,broad_late,common,mult1_ds0_staveB2,0.47156984,-0.5366912,1,0,0,0.45374720943206265
44,sample_i_analysis,96,16103,B2,0,2805.5,7,20354.0,20352.0,2802.5,20532.0,6753.5,1.0,7.0,7.0,9559.0,18,0.20369461,0.00029478237,0.51491106,8,0.9999017,0.8624131,2,0.093209766,0.0,0.0,0.99781823,high_20nA,9.949874,0,0,0,0,1,2,1,0.90133595,2.8722813,7.0,7.0,-3.0,0.0,10.307764,quiet,1,0,high_20nA,2,no_lowering,broad_late,common,mult1_ds0_staveB2,-0.32134452,-0.49510774,0,0,0,0.4630621984364324
44,sample_i_analysis,102,16108,B2,0,1778.5,7,13240.0,13231.0,1741.0,12730.0,6776.5,4.5,83.0,83.0,8555.0,18,0.16729607,0.0056646527,0.46189576,7,0.99932027,0.85268486,2,0.07956143,0.0,0.0,0.94746065,high_20nA,117.46595,0,0,0,0,1,1,1,1.80982,37.493332,83.0,83.0,-42.0,0.0,123.22236,quiet,1,0,high_20nA,1,no_lowering,compact,mild,mult1_ds0_staveB2,-0.74755347,0.9460836,0,0,0,0.46024279463810547
44,sample_i_analysis,103,16109,B2,0,6946.0,5,57705.0,57696.0,6672.5,54947.0,6771.0,4.5,547.0,556.0,13717.0,18,0.31387228,0.0095832255,0.5203882,9,0.999844,0.6779441,2,0.3173049,0.0,0.0,0.9490688,high_20nA,779.9777,0,0,0,0,1,5,0,7.2787566,275.02454,547.0,556.0,-272.0,0.0,827.03296,sloped,1,0,high_20nA,5,no_lowering,broad_late,broad_late_anomaly,mult1_ds0_staveB2,-0.25989953,5.643686,0,1,0,0.4040325980771498
44,sample_i_analysis,107,16113,B2,0,1094.0,7,7520.0,7493.0,1086.0,7456.0,6755.0,8.0,29.0,29.0,7849.0,18,0.18111703,0.0021276595,0.50159574,6,0.9964096,0.8784278,2,0.070383914,0.0,0.0,0.9841583,high_20nA,41.785164,0,0,0,0,1,0,1,13.507199,12.031209,29.0,29.0,-21.5,10.0,43.89476,quiet,1,0,high_20nA,0,mild_lowering,compact,broad_late_anomaly,mult1_ds0_staveB2,-0.5973017,-0.043838046,0,0,0,0.46763990709250824
44,sample_i_analysis,108,16114,B2,0,3319.0,5,27102.0,27059.0,2842.0,20099.0,6793.0,21.5,954.0,961.0,10112.0,18,0.15456423,0.035200354,0.39620692,8,0.9984134,0.9716782,3,0.10665863,0.0,0.0,0.63977027,high_20nA,1354.2892,0,0,0,0,1,3,0,14.619274,468.33987,954.0,961.0,-498.5,15.0,1432.9006,range_spike,1,0,high_20nA,3,mild_lowering,broad_late,broad_late_anomaly,mult1_ds0_staveB2,-0.6211516,5.92602,0,1,0,0.49281784353712027
44,sample_i_analysis,109,16114,B2,0,3714.5,3,25229.5,20908.0,1303.5,2419.5,8388.5,1514.5,5357.0,5357.0,12103.0,18,0.09193603,0.20218395,0.29322818,7,0.8287124,0.6737111,2,-0.20096917,-0.3479607,0.20096917,0.3358096,high_20nA,7725.8403,1,0,1,0,1,3,0,32.496117,2254.999,5357.0,5357.0,-4065.0,1632.5,8071.2437,adaptive_lowering,1,0,high_20nA,3,large_lowering,early_pretrigger,extreme,mult1_ds0_staveB2,-2.020394,6.6552114,0,1,0,0.402525329847035
44,sample_i_analysis,112,16116,B2,0,4609.0,6,41773.0,41738.0,4598.0,42560.0,6776.0,17.5,22.0,57.0,11385.0,18,0.30677712,0.001053312,0.569746,9,0.99916214,0.80624866,4,0.27684963,0.0,0.0,0.9935999,high_20nA,63.555096,0,0,0,0,1,4,1,1.5639873,21.834606,22.0,57.0,-4.5,14.0,66.375824,quiet,1,0,high_20nA,4,mild_lowering,broad_late,mild,mult1_ds0_staveB2,0.19313423,0.072280996,0,0,0,0.44636637277196434
44,sample_i_analysis,113,16117,B2,0,1864.5,8,13779.0,13777.0,1862.0,13981.0,6746.5,1.0,1.0,6.0,8611.0,18,0.27912042,0.00036287104,0.6291821,7,0.99985486,0.86537945,2,0.15473317,0.0,0.0,0.9952831,high_20nA,6.164414,0,1,0,0,1,1,2,4.976093,2.3979158,1.0,6.0,-3.5,0.0,6.538348,quiet,1,0,high_20nA,1,no_lowering,compact,mild,mult1_ds0_staveB2,0.24370563,-0.52388084,0,0,0,0.4639160420955171
44,sample_i_analysis,114,16118,B2,0,1718.0,8,11881.0,11872.0,1719.0,11996.0,6798.0,1.0,-8.0,8.0,8516.0,18,0.23373453,0.000168336,0.5879976,7,0.9992425,0.8160652,2,0.0628638,0.0,0.0,1.0015879,high_20nA,11.357817,0,1,0,1,1,1,2,4.9768414,3.6055512,-8.0,8.0,3.0,0.0,11.874342,quiet,1,0,high_20nA,1,no_lowering,compact,mild,mult1_ds0_staveB2,-0.18020752,-0.4917043,0,0,0,0.44935897440105227
44,sample_i_analysis,116,16120,B2,0,5165.0,6,47307.0,47282.0,5109.5,47646.0,6780.0,12.5,111.0,136.0,11945.0,18,0.32369417,0.0025154839,0.5636798,10,0.99947155,0.75101644,2,0.31151983,0.0,0.0,0.9775531,high_20nA,175.99219,0,0,0,0,1,4,1,1.0213823,58.519226,111.0,136.0,-47.0,11.0,185.37125,quiet,1,0,high_20nA,4,mild_lowering,broad_late,common,mult1_ds0_staveB2,0.19331108,1.2465465,0,0,0,0.428903134034542
44,sample_i_analysis,117,16121,B2,0,3085.0,6,24836.0,24810.0,3056.5,24667.0,6766.0,13.0,57.0,83.0,9851.0,18,0.20462233,0.0031003382,0.48824286,8,0.9989531,0.9769854,2,0.12771475,0.0,0.0,0.9761007,high_20nA,101.5234,0,1,0,0,1,3,1,2.48332,35.160347,57.0,83.0,-31.5,6.0,106.81877,quiet,1,0,high_20nA,3,mild_lowering,broad_late,mild,mult1_ds0_staveB2,-0.122097254,0.59333026,0,0,0,0.49417936897661147
