run,method,n,overlap_auc,brier,candidate_rate,reset_rate,confused_overlap_reset_rate,mean_overlap_score
44,traditional_template_shape_score,2038,1.0,0.34812677540451914,0.8891069676153092,0.2114818449460255,0.10451422963689892,0.7400206901720979
45,traditional_template_shape_score,24333,1.0,0.3592631349171301,0.8931903176755845,0.21493445115686516,0.11170016027616816,0.7333275010340897
48,traditional_template_shape_score,14000,1.0,0.34298498154880275,0.8892857142857142,0.21164285714285713,0.10478571428571429,0.7423813282409705
49,traditional_template_shape_score,14815,1.0,0.3405911264361748,0.8840364495443807,0.21133985825177184,0.10030374620317246,0.738577158974
50,traditional_template_shape_score,35217,1.0,0.46177457787284476,0.9712354828633898,0.10097396143907772,0.07470823749893517,0.7373624519051205
51,traditional_template_shape_score,14740,1.0,0.44148976413160723,0.9586838534599729,0.12815468113975576,0.08867028493894165,0.7388391794639729
52,traditional_template_shape_score,7152,1.0,0.44656093511002964,0.9605704697986577,0.1304530201342282,0.09409955257270694,0.737653946509559
53,traditional_template_shape_score,32200,1.0,0.47286147074015394,0.9700310559006211,0.059099378881987574,0.03130434782608696,0.7649901483059288
54,traditional_template_shape_score,30440,1.0,0.4732675450858938,0.972700394218134,0.055781865965834426,0.030913272010512485,0.7665224674979666
55,traditional_template_shape_score,17387,1.0,0.4453961700476304,0.9530108701903721,0.12411571864036348,0.07971472939552539,0.7390737494469923
56,traditional_template_shape_score,40148,1.0,0.46067422828362853,0.9683172262628276,0.12912224768357078,0.09998007372720932,0.735182778461338
57,traditional_template_shape_score,13833,1.0,0.3389724143752398,0.8886720161931613,0.2072580062170173,0.09976144003469962,0.7441332792017163
44,ridge_shape_no_reset,2038,0.969401243255923,0.12652013082926727,0.4259077526987242,0.2114818449460255,0.029931305201177625,0.478797972202301
45,ridge_shape_no_reset,24333,0.9740555259551781,0.11947183106047154,0.38227920930423703,0.21493445115686516,0.02264414581021658,0.4562242925167084
48,ridge_shape_no_reset,14000,0.9722544824264191,0.12221140747313662,0.4187142857142857,0.21164285714285713,0.0245,0.4812741279602051
