sideband,value,method,n,timing_pull_sigma68,pileup_miss_rate,false_split_rate,energy_fractional_sigma68,pid_balanced_accuracy
curvature_band,high_curvature,1d_cnn,213,9.76258430804305,0.10596026490066225,0.4838709677419355,0.13560875608402895,0.7688129305776364
curvature_band,high_curvature,deltaE_over_E_likelihood_template,213,8.583090830047283,0.4304635761589404,0.27419354838709675,0.1162248475265516,0.7729199788023318
curvature_band,high_curvature,gradient_boosted_trees,213,5.224063147354517,0.09933774834437085,0.4032258064516129,0.09583459507994069,0.8610227874933757
curvature_band,high_curvature,joint_sequence_transformer,213,8.610235197575648,0.1456953642384106,0.4032258064516129,0.13364899420286974,0.5084790673025967
curvature_band,high_curvature,mlp,213,9.82845159744804,0.11920529801324503,0.6129032258064516,0.1890083951298352,0.7901430842607313
curvature_band,high_curvature,ridge,213,7.233544307048053,0.08609271523178808,0.4032258064516129,0.10655758762940445,0.7454954954954955
curvature_band,high_curvature,template_residual_boosted_stack_new,213,4.731907918933459,0.10596026490066225,0.41935483870967744,0.101344717727898,0.8712241653418125
curvature_band,low_curvature,1d_cnn,214,9.471231043035385,0.8813559322033898,0.01935483870967742,0.15363886285731157,0.761917372881356
curvature_band,low_curvature,deltaE_over_E_likelihood_template,214,6.916417255433446,0.9152542372881356,0.025806451612903226,0.1829254555278516,0.7736581920903955
curvature_band,low_curvature,gradient_boosted_trees,214,9.220159724444748,0.6440677966101694,0.07741935483870968,0.14691920299964287,0.8546963276836159
curvature_band,low_curvature,joint_sequence_transformer,214,12.367943390576428,0.8135593220338984,0.03225806451612903,0.14128778269378534,0.506444209039548
curvature_band,low_curvature,mlp,214,14.596221309209,0.9661016949152542,0.01935483870967742,0.18944528278787123,0.790872175141243
curvature_band,low_curvature,ridge,214,7.667786077277299,0.7796610169491526,0.08387096774193549,0.1493527659295697,0.7609463276836159
curvature_band,low_curvature,template_residual_boosted_stack_new,214,8.918365395212739,0.6440677966101694,0.07096774193548387,0.1448433391231231,0.8462217514124294
curvature_band,mid_curvature,1d_cnn,213,7.837092667806775,0.41818181818181815,0.30097087378640774,0.15335862408556916,0.8116946160635481
curvature_band,mid_curvature,deltaE_over_E_likelihood_template,213,8.209387448161316,0.8090909090909091,0.11650485436893204,0.10032610203853337,0.8456751985878199
curvature_band,mid_curvature,gradient_boosted_trees,213,5.824672019012987,0.2818181818181818,0.30097087378640774,0.10638804287601952,0.9163283318623124
curvature_band,mid_curvature,joint_sequence_transformer,213,7.5941434910487455,0.37272727272727274,0.36893203883495146,0.13165737782526496,0.5162842012356575
curvature_band,mid_curvature,mlp,213,8.972259214303818,0.4090909090909091,0.2815533980582524,0.15419965048681744,0.8274933804060017
curvature_band,mid_curvature,ridge,213,6.524741823621989,0.35454545454545455,0.2912621359223301,0.10046478722692788,0.7880406001765226
curvature_band,mid_curvature,template_residual_boosted_stack_new,213,5.6267175263429845,0.33636363636363636,0.27184466019417475,0.10467471500391326,0.8926743159752868
energy_residual_band,high_abs_energy_resid,1d_cnn,231,9.700779597425987,0.609375,0.11377245508982035,0.3446993873453147,0.7502631974733043
energy_residual_band,high_abs_energy_resid,deltaE_over_E_likelihood_template,44,10.43893268560415,0.2,0.5263157894736842,0.32448798015886293,0.725
energy_residual_band,high_abs_energy_resid,gradient_boosted_trees,193,7.70817861966847,0.5116279069767442,0.1,0.35850056632875615,0.8416917778734395
energy_residual_band,high_abs_energy_resid,joint_sequence_transformer,235,9.718668805236472,0.46875,0.1111111111111111,0.3896492081269197,0.5556887532693984
energy_residual_band,high_abs_energy_resid,mlp,240,15.144602333233959,0.4375,0.13125,0.4012240189754565,0.7619329663438088
energy_residual_band,high_abs_energy_resid,ridge,213,7.847261603237361,0.6382978723404256,0.1144578313253012,0.3504105644094013,0.7068766637089618
energy_residual_band,high_abs_energy_resid,template_residual_boosted_stack_new,191,8.818679210149442,0.46153846153846156,0.07894736842105263,0.36413704079834697,0.8194719471947195
energy_residual_band,low_abs_energy_resid,1d_cnn,190,9.521006179883784,0.168,0.3076923076923077,0.04219080091816685,0.8022222222222222
energy_residual_band,low_abs_energy_resid,deltaE_over_E_likelihood_template,93,8.635782643651435,0.21621621621621623,0.47368421052631576,0.04163139350721684,0.83950046253469
energy_residual_band,low_abs_energy_resid,gradient_boosted_trees,247,5.932453756627988,0.1871345029239766,0.3684210526315789,0.041165917876276936,0.9136447247405071
energy_residual_band,low_abs_energy_resid,joint_sequence_transformer,182,8.677570163826767,0.30303030303030304,0.4,0.04710149769208967,0.4821951219512195
energy_residual_band,low_abs_energy_resid,mlp,147,8.39276088307602,0.3595505617977528,0.3103448275862069,0.04456390573599893,0.8296927064050352
energy_residual_band,low_abs_energy_resid,ridge,239,7.242231671986741,0.2261904761904762,0.4084507042253521,0.04082849114088472,0.78572929802438
energy_residual_band,low_abs_energy_resid,template_residual_boosted_stack_new,249,5.716933678019505,0.20348837209302326,0.4155844155844156,0.03966509376107846,0.9167763590891141
energy_residual_band,mid_abs_energy_resid,1d_cnn,219,9.3167421956331,0.4122137404580153,0.2840909090909091,0.13998603072694152,0.7904154154154155
energy_residual_band,mid_abs_energy_resid,deltaE_over_E_likelihood_template,63,8.35103774554779,0.1282051282051282,0.5833333333333334,0.14440692478296047,0.843939393939394
energy_residual_band,mid_abs_energy_resid,gradient_boosted_trees,200,6.147894659692831,0.2830188679245283,0.26595744680851063,0.14477452980662409,0.87
energy_residual_band,mid_abs_energy_resid,joint_sequence_transformer,223,9.353006138763712,0.33064516129032256,0.29292929292929293,0.13679679117854512,0.5216094178358329
energy_residual_band,mid_abs_energy_resid,mlp,253,9.005290237456759,0.3509933774834437,0.30392156862745096,0.13629030496152078,0.8221075672295184
energy_residual_band,mid_abs_energy_resid,ridge,188,7.216359845314546,0.2857142857142857,0.24096385542168675,0.13225527425070577,0.7983022071307301
