method,heldout_run,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
1d_cnn,58,0.7896937099939436,0.762939453125,0.8784905660377359,0.7547169811320755,0.7692307692307693,0.7973584905660378,0.13388700880467397,10.802762123053558,0.17073170731707318,0.359375,0.234375,-0.012814357369509746,0.10487967040489277,128,64
1d_cnn,60,0.8079247842947446,0.79541015625,0.8194546794399411,0.6949152542372882,0.7592592592592593,0.7532547285679194,3.0485621888223013,11.273590867407517,0.2391304347826087,0.28125,0.328125,0.037452468872070314,0.08847318991492674,128,64
1d_cnn,62,0.7818924838076484,0.78271484375,0.8545911949685535,0.7733333333333333,0.8529411764705882,0.7923270440251573,2.4359624629704024,11.56985188236071,0.20270270270270271,0.421875,0.21875,-0.05287017822265625,0.13220361864635133,128,64
1d_cnn,64,0.7690376552779117,0.7919921875,0.8394607843137255,0.7333333333333333,0.8,0.7857843137254902,1.1314590187338913,11.296195794480282,0.17647058823529413,0.46875,0.09375,-0.0012040723507594684,0.08004396723273455,128,64
1d_cnn,65,0.9051138602877642,0.89453125,0.8183150183150183,0.6984126984126984,0.8,0.7645909645909645,1.5348274851880106,12.11544371234151,0.20833333333333334,0.25,0.125,-0.004756875508942215,0.10194312029819999,128,64
deltaE_over_E_likelihood_template,58,0.6696325553588163,0.6551513671875,0.8392452830188679,0.7735849056603774,0.7592592592592593,0.800125786163522,1.6250118114818957,8.275054488684635,0.10869565217391304,0.640625,0.109375,-0.0037828019182436492,0.12705068515576434,128,64
deltaE_over_E_likelihood_template,60,0.7156887794617262,0.687744140625,0.8209285187914518,0.7627118644067796,0.8035714285714286,0.8016457872758536,-1.188445400774527,11.702126034282827,0.25,0.5625,0.15625,-0.011633944866541226,0.09675155163793789,128,64
deltaE_over_E_likelihood_template,62,0.6564903195585128,0.622314453125,0.8462893081761007,0.8,0.8571428571428571,0.8056603773584906,-2.923320274473995,10.269859198023479,0.2222222222222222,0.71875,0.03125,-0.05539971144002885,0.1615294831747212,128,64
deltaE_over_E_likelihood_template,64,0.6102183317745424,0.5924072265625,0.8387254901960784,0.7666666666666667,0.8363636363636363,0.817156862745098,1.021587512598634,11.270544509631474,0.21052631578947367,0.703125,0.125,-0.004654790327566223,0.06412117191445274,128,64
deltaE_over_E_likelihood_template,65,0.6591567794991646,0.640380859375,0.8148962148962148,0.6825396825396826,0.7962962962962963,0.7566544566544566,4.597758452268388,9.722205737415543,0.20833333333333334,0.625,0.09375,-0.0036774484393085915,0.12386131101503758,128,64
gradient_boosted_trees,58,0.8279558701264198,0.81640625,0.9524528301886792,0.8867924528301887,0.8245614035087719,0.8767295597484277,0.5425989082394755,8.050245706995597,0.09803921568627451,0.203125,0.328125,-0.026197845011171613,0.09462411587440678,128,64
gradient_boosted_trees,60,0.822866263108612,0.8271484375,0.9597150577253746,0.9830508474576272,0.8529411764705882,0.9190616556128716,2.018762878745628,7.717284948286258,0.1276595744680851,0.265625,0.296875,0.003416059713400955,0.08517753346748967,128,64
gradient_boosted_trees,62,0.8312640395157851,0.784423828125,0.9086792452830189,0.88,0.8461538461538461,0.8267924528301887,0.6214770942148107,8.384089404123985,0.16279069767441862,0.328125,0.15625,-0.046070436509271236,0.11284584913002714,128,64
gradient_boosted_trees,64,0.8619105588320919,0.839111328125,0.9132352941176469,0.9,0.8571428571428571,0.8838235294117647,-0.7207183748122015,7.6142551454525265,0.08139534883720931,0.328125,0.203125,-0.0035809758138162845,0.0777634065537755,128,64
gradient_boosted_trees,65,0.9132376852089594,0.887451171875,0.9255189255189255,0.9682539682539683,0.8133333333333334,0.8764346764346764,0.5859413464148844,9.276568001578594,0.125,0.1875,0.078125,-0.0013902418155765403,0.0923732223951147,128,64
joint_sequence_transformer,58,0.7540729673248235,0.76708984375,0.43522012578616354,0.39622641509433965,0.3888888888888889,0.47811320754716985,4.2338999038378144,10.537005357410644,0.17045454545454544,0.3125,0.296875,0.035127527067557035,0.09505361810526189,128,64
joint_sequence_transformer,60,0.8094260167096194,0.802978515625,0.5303365266519282,0.3898305084745763,0.4791666666666667,0.5137558339474331,3.5536759091638315,11.504050571903871,0.23333333333333334,0.296875,0.25,0.07389535120604092,0.14026143117257092,128,64
joint_sequence_transformer,62,0.804615821231718,0.77734375,0.6223899371069183,0.4,0.6818181818181818,0.5679245283018868,2.6521562147635525,11.464943118394345,0.21428571428571427,0.34375,0.171875,8.833836095402652e-05,0.13659705499539626,128,64
joint_sequence_transformer,64,0.7641958177873076,0.765869140625,0.5512254901960785,0.3333333333333333,0.5555555555555556,0.5490196078431372,2.573361782849397,9.9188726700923,0.16666666666666666,0.484375,0.1875,0.032411848740788174,0.07194083594735112,128,64
joint_sequence_transformer,65,0.9014190341120956,0.8837890625,0.5448107448107449,0.31746031746031744,0.5128205128205128,0.5125763125763125,3.250944214710465,13.38516969267215,0.2777777777777778,0.296875,0.15625,0.032699021399122535,0.11002099444682788,128,64
mlp,58,0.8015672440994126,0.795166015625,0.868930817610063,0.8113207547169812,0.7413793103448276,0.8056603773584906,0.9315167982889871,11.500365905428332,0.20270270270270271,0.421875,0.25,-0.09486055797072779,0.15478503792178563,128,64
mlp,60,0.7764315722281955,0.757080078125,0.8575288626873004,0.7457627118644068,0.8,0.7931712110046671,-0.8513444183718466,12.457929662301034,0.1956521739130435,0.28125,0.34375,-0.03105565871636206,0.17768866176409115,128,64
mlp,62,0.7404018882959132,0.743408203125,0.8674213836477987,0.8533333333333334,0.8533333333333334,0.8228930817610063,-1.1969406538721383,12.739374915473608,0.2625,0.375,0.265625,-0.10484725214709358,0.17390413155259776,128,64
mlp,64,0.7814188764126815,0.791015625,0.8485294117647059,0.8,0.75,0.7823529411764706,-1.888363600077776,12.445088931134475,0.2727272727272727,0.484375,0.15625,-0.049663785912332344,0.12387894823172614,128,64
mlp,65,0.9030256565608077,0.89404296875,0.8256410256410256,0.8095238095238095,0.7846153846153846,0.7970695970695971,2.5221506488018752,12.398648527469625,0.19318181818181818,0.3125,0.078125,-0.038822357115294207,0.19515456675004997,128,64
ridge,58,0.7735847202550112,0.764892578125,0.8654088050314467,0.7169811320754716,0.7450980392156863,0.7718238993710691,-1.6091881798348595,8.65120874963576,0.13043478260869565,0.28125,0.28125,-0.01800155371494891,0.06076815869129397,128,64
ridge,60,0.8201633455889843,0.822265625,0.8059444853844264,0.6271186440677966,0.7551020408163265,0.7266028002947679,1.5806225005531127,9.480830478431933,0.14150943396226415,0.171875,0.296875,0.028963612329845546,0.08369333245444432,128,64
ridge,62,0.8119553393200969,0.822021484375,0.8548427672955975,0.7866666666666666,0.855072463768116,0.7989937106918239,0.9258395204033265,11.094425454570455,0.23170731707317074,0.359375,0.1875,-0.07174629453282923,0.1248206535407681,128,64
ridge,64,0.795556543703868,0.78125,0.8299019607843137,0.7166666666666667,0.7678571428571429,0.7627450980392156,0.07226247386696194,9.231577714744503,0.14473684210526316,0.40625,0.1875,-0.004035028683763452,0.0875454825919776,128,64
ridge,65,0.9121443170071046,0.90771484375,0.8139194139194139,0.6825396825396826,0.7818181818181819,0.748962148962149,0.5140372837214358,11.198217954416632,0.22727272727272727,0.3125,0.109375,0.004850805138764827,0.09253848727384247,128,64
template_residual_boosted_stack_new,58,0.8333713785051418,0.818115234375,0.9471698113207547,0.8490566037735849,0.7758620689655172,0.8378616352201258,0.5650199226698271,7.920309326093102,0.08,0.21875,0.328125,-0.02007633117185857,0.08261728477138544,128,64
template_residual_boosted_stack_new,60,0.8328216552546366,0.824951171875,0.9646278555637435,0.9322033898305084,0.8461538461538461,0.8936379267993122,1.5141903811560908,7.332788536990291,0.09,0.21875,0.3125,-0.015903551038061757,0.07338856055150103,128,64
template_residual_boosted_stack_new,62,0.8294260791670147,0.773193359375,0.9225157232704403,0.8933333333333333,0.881578947368421,0.8617610062893082,0.44003781715018064,8.52983293068338,0.15,0.375,0.140625,-0.05409261967674246,0.11480326612004554,128,64
template_residual_boosted_stack_new,64,0.8375736461695957,0.828369140625,0.9134803921568627,0.9333333333333333,0.8484848484848485,0.8931372549019607,-0.43422137078450884,7.618813669230405,0.0975609756097561,0.359375,0.1875,0.0013353711469274087,0.08335757507438071,128,64
template_residual_boosted_stack_new,65,0.90650542293114,0.876953125,0.9076923076923077,0.9365079365079365,0.8082191780821918,0.8605616605616606,0.7818831442036878,8.64746397735499,0.17708333333333334,0.25,0.046875,0.009045876535601332,0.08647492176771625,128,64
