method,pid_proxy_auc,pid_proxy_auc_ci_low,pid_proxy_auc_ci_high,pid_proxy_ece,pid_proxy_ece_ci_low,pid_proxy_ece_ci_high,n_events,n_pid_positive
ridge,0.995919200163232,0.9942362693972464,0.9979011753418086,0.016392718411214844,0.014677303212982447,0.023732007442909434,780,26
saturation_residual_fusion_new,0.995664150173434,0.9936824324324325,0.9979084967320262,0.012410989784866303,0.01202851078116751,0.02129617472430106,780,26
tiny_sequence_transformer,0.9955621301775148,0.9926070167332255,0.9987707300500895,0.012267580228742789,0.009799899203350736,0.018925366598498455,780,26
gradient_boosted_trees,0.9948990002040401,0.9923872798366725,0.9981184554973823,0.014496325798286478,0.01396240229182301,0.02091052121889654,780,26
1d_cnn,0.9876555804937768,0.9806222222222223,0.9941435212332198,0.019729638483129724,0.01847373562783,0.027404363964432868,780,26
mlp,0.9872985105080596,0.9808147259296685,0.994816234651025,0.01270543340192204,0.010492482916986519,0.023046640086445552,780,26
analytic_clipped_template_sideband_traditional,0.8683431952662722,0.7754826570680629,0.9177542913888495,0.01583010448223664,0.013746248373384812,0.02207107045877038,780,26
