light_yield_scale,material_depth_slope,saturation_smear_correction,train_res68_frac,train_bias_frac
1.02,0.0,0.019999999999999997,0.020327390602517887,0.004263228821748966
0.9600000000000001,-0.04,0.019999999999999997,0.02083730325165391,0.0016033471714926421
1.08,0.039999999999999994,0.019999999999999997,0.02120453094156133,-1.0181625304429766e-05
1.0,-0.020000000000000004,0.0,0.023956253219493732,0.004553148366743576
0.92,-0.08,0.0,0.02430578440517245,0.004719287896202242
0.9800000000000001,-0.020000000000000004,0.019999999999999997,0.02444820743538865,-0.006419650571198497
1.06,0.020000000000000004,0.0,0.024460544314021556,0.003614887528732005
0.9400000000000001,-0.06,0.019999999999999997,0.024546081989568733,0.008461602483395239
1.04,0.020000000000000004,0.019999999999999997,0.024697583014106145,-0.0064512594518960275
0.9400000000000001,-0.06,0.0,0.025297591041706625,-0.0008965646322784738
1.02,0.0,0.0,0.02616755918851598,-0.00467990263953869
1.06,0.020000000000000004,0.019999999999999997,0.02731183888886139,0.01265544709710613
0.9600000000000001,-0.04,0.0,0.027989782476247515,-0.007666317918484881
1.0,-0.020000000000000004,0.019999999999999997,0.028452068802255828,0.013857499417144304
1.08,0.039999999999999994,0.0,0.02903331618369153,-0.008929421761362941
0.9800000000000001,-0.04,0.0,0.029277792458617793,0.013007300458213465
0.92,-0.06,0.019999999999999997,0.029639184713951005,-0.01299502735667708
1.04,0.020000000000000004,0.04,0.02973647063752458,-0.0009954673239847799
0.92,-0.08,0.019999999999999997,0.02988079772562755,0.014143129626548108
0.9800000000000001,-0.020000000000000004,0.04,0.030124311095152668,-0.0010157698708556533
1.04,0.0,0.0,0.030141414841405974,0.014836177700862584
1.0,0.0,0.019999999999999997,0.031443468954191804,-0.015428207037500977
0.92,-0.06,0.04,0.03227838295368054,-0.00763530480995004
0.9800000000000001,-0.020000000000000004,0.0,0.03281221999811912,-0.015537914600591245
1.04,0.020000000000000004,0.0,0.032909455419163514,-0.015321242424640322
1.0,0.0,0.04,0.033327569011993845,-0.010159295771524267
1.08,0.039999999999999994,0.04,0.033358173415548115,0.005545940545621205
1.06,0.039999999999999994,0.019999999999999997,0.03452587207013529,-0.018528511595206396
0.9400000000000001,-0.04,0.019999999999999997,0.0348675102705192,-0.0192633892279134
0.9600000000000001,-0.04,0.04,0.03557811488251938,0.007048010991318326
1.06,0.039999999999999994,0.04,0.03585207901035258,-0.0130752805755939
0.9400000000000001,-0.04,0.04,0.03617721865192233,-0.013932155904334118
1.02,0.0,0.04,0.03649147399457749,0.009637518313045289
0.9600000000000001,-0.06,0.0,0.03659729086191511,0.02036095526916242
0.9800000000000001,-0.04,0.019999999999999997,0.036913825866459256,0.02247008357089888
1.04,0.0,0.019999999999999997,0.037589809842006876,0.023954664680999077
1.08,0.020000000000000004,0.0,0.03793028479137709,0.022551017482104425
1.04,0.0,-0.02,0.03811537029537839,0.011398522743882627
0.92,-0.06,0.0,0.03819817569613483,-0.022154084533719424
1.0,-0.020000000000000004,-0.02,0.03830039481070989,0.0011513127767141945
0.9800000000000001,-0.04,-0.02,0.03857435007366007,0.00954293665329588
1.0,0.0,0.060000000000000005,0.03875427399631715,-0.007140064199399909
1.06,0.020000000000000004,-0.02,0.03905558375205107,0.00013168653711182935
0.92,-0.08,-0.02,0.039505337119302826,0.0012749918041515679
1.0,0.0,0.0,0.039703658196235364,-0.024195982979939867
1.06,0.039999999999999994,0.060000000000000005,0.03998760084614013,-0.00966356738095987
1.02,-0.020000000000000004,0.0,0.04022743799972404,0.024644211334078396
0.9600000000000001,-0.06,-0.02,0.040284097692696745,0.01686805829929885
1.02,0.020000000000000004,0.019999999999999997,0.04039196002881196,-0.02555796600089799
0.9400000000000001,-0.04,0.060000000000000005,0.04061722476514784,-0.010991850442701168
1.02,0.020000000000000004,0.04,0.040796018399276095,-0.02020709295236964
1.08,0.020000000000000004,-0.02,0.04086513263365245,0.01900209571705737
0.9400000000000001,-0.06,-0.02,0.041062985672697665,-0.004316692915269921
0.9600000000000001,-0.020000000000000004,0.019999999999999997,0.04130808079907816,-0.026696800559541392
0.92,-0.06,0.060000000000000005,0.04134210194975408,-0.004703671011676156
0.9600000000000001,-0.020000000000000004,0.04,0.04166758609154943,-0.021403203138797205
1.02,-0.020000000000000004,-0.02,0.04169959352738563,0.021174339032248406
1.02,0.0,-0.02,0.041819911075787045,-0.008051448847345887
0.9400000000000001,-0.06,0.04,0.042090223178413724,0.013937840737659699
0.9400000000000001,-0.08,0.0,0.0428068112141062,0.026561011546119624
1.06,0.039999999999999994,0.0,0.04287588891553652,-0.027282580617634125
1.04,0.020000000000000004,0.060000000000000005,0.04337614977627709,0.0023099395418931185
0.9400000000000001,-0.04,0.0,0.04340183694306687,-0.028339936295183117
0.9400000000000001,-0.08,-0.02,0.04346564206867947,0.02304183945206783
1.02,0.020000000000000004,0.060000000000000005,0.04377358115927891,-0.016965251603143335
0.9600000000000001,-0.04,-0.02,0.044124440227848546,-0.011059980421261282
0.9600000000000001,-0.06,0.019999999999999997,0.044171847394688546,0.0299182323234675
0.9800000000000001,-0.020000000000000004,0.060000000000000005,0.044445985160447656,0.0019962568430399045
0.9600000000000001,-0.020000000000000004,0.060000000000000005,0.04456365277637203,-0.018452646357838404
1.06,0.020000000000000004,0.04,0.044629971331457324,0.018216158304400237
1.08,0.039999999999999994,-0.02,0.04505040748204004,-0.012396278540728091
1.08,0.020000000000000004,0.019999999999999997,0.0455806008574374,0.03176215364610819
1.0,-0.020000000000000004,0.04,0.04578804257879246,0.019371663397086056
1.08,0.06000000000000001,0.04,0.046009100472353646,-0.026422320084255196
1.08,0.06000000000000001,0.019999999999999997,0.04639091678587267,-0.03185356366511685
0.92,-0.08,0.04,0.047589133039078656,0.019644698917638252
1.02,-0.020000000000000004,0.019999999999999997,0.047622185826233523,0.0341346494054872
1.02,0.020000000000000004,0.08,0.04765649202326911,-0.01421919270750711
1.0,-0.04,-0.02,0.048101318935775045,0.03014585372785282
1.06,0.0,-0.02,0.04813782010468873,0.03084849433511125
0.9800000000000001,0.0,0.04,0.04819738856805325,-0.029956109856093642
1.04,0.020000000000000004,-0.02,0.04847329139230929,-0.018738722642833796
0.9800000000000001,-0.020000000000000004,-0.02,0.0485787644069646,-0.018871713478820017
0.9600000000000001,-0.020000000000000004,0.08,0.04866665737461503,-0.01602748587106493
1.08,0.06000000000000001,0.060000000000000005,0.048698005897570555,-0.022944214507778962
1.06,0.039999999999999994,0.08,0.048754708244387664,-0.00677201430205614
