run,method,n,bias_frac,res68_frac,mae_mev
44,geant4_birks_lookup,1911,-0.016009789425381102,0.04366557622491936,1.1383764986254754
44,traditional_response_scan,1911,0.006695825360253029,0.033457408298572786,1.0104627055030924
44,ridge,1911,0.01179767256486148,0.09624720102127937,0.990979443215821
44,gradient_boosted_trees,1911,0.00027838727702950643,0.020476071495484957,0.3250185344460052
44,mlp,1911,-0.01784604877923062,0.12798228807882178,1.4713887856314243
44,1d_cnn,1911,-0.007316668461709324,0.1543145648270585,1.4501896157944092
44,waveform_gated_response_cnn,1911,-0.00018014257718723908,0.03301333925720251,0.4553280848006914
45,geant4_birks_lookup,22999,-0.01655946839131517,0.04481774655477042,1.1907520201056092
45,traditional_response_scan,22999,0.00751529987760105,0.03713217661125882,1.067225342215442
45,ridge,22999,0.010649946339432724,0.08901500142232358,0.9992287262498326
45,gradient_boosted_trees,22999,-0.0006721490576589602,0.019388646015361995,0.30365753761382225
45,mlp,22999,-0.014252621231763202,0.12738744299297394,1.5450681067519278
45,1d_cnn,22999,-0.004899258977951145,0.1417649742080183,1.45980944060168
45,waveform_gated_response_cnn,22999,0.0005445498732515558,0.03178131360488373,0.4640762503839557
46,geant4_birks_lookup,676,-0.01127704433722905,0.034423437526879944,0.8247892153907044
46,traditional_response_scan,676,0.011827137037158137,0.03311250443629465,0.772751177052814
46,ridge,676,-0.019095537982037822,0.07980522945102082,0.833846870028338
46,gradient_boosted_trees,676,3.4616285867887733e-05,0.015449673205376352,0.2163685062847673
46,mlp,676,-0.03043178384075625,0.10943706473355175,1.3271723217423281
46,1d_cnn,676,-0.0124097230162502,0.14244821664572113,1.3021265985407555
46,waveform_gated_response_cnn,676,-7.35185624699269e-05,0.02288380004564883,0.3202051846860358
47,geant4_birks_lookup,5160,-0.01225782529658558,0.03679790856911235,0.8728905227917872
47,traditional_response_scan,5160,0.01123697023597426,0.0331542954949364,0.7981248399160492
47,ridge,5160,-0.018731237607228966,0.07717339619307312,0.8677109193306578
47,gradient_boosted_trees,5160,-0.00034771822845390717,0.01561986853195239,0.22662033113684363
47,mlp,5160,-0.03273026731949848,0.11194997915696057,1.4410752130838838
47,1d_cnn,5160,-0.013971672303452838,0.13757499386495925,1.313505332443451
47,waveform_gated_response_cnn,5160,-0.0006383313277329302,0.024434834516297473,0.34374705441513254
48,geant4_birks_lookup,13175,-0.014262596341095514,0.0425107907080153,1.1564626831336573
48,traditional_response_scan,13175,0.007002101944298454,0.03375706125721352,1.052895428556571
48,ridge,13175,0.012429599471333057,0.09714770457365207,0.9659452675562586
