method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
gradient_boosted_trees,ml_tree,332852,-0.0011678338118797883,0.01613488469125098,0.3178684358983058,"[0.01355739654824799, 0.021641595785234544]","[-0.0018399808036632817, 0.00022572595198839577]","[0.27588942362858554, 0.38047775591039673]"
traditional_response_scan,traditional_response_card,332852,0.005326434032871926,0.021762118375721562,0.8825987256191059,"[0.019134222177713642, 0.026408114391088165]","[0.0038279938749465996, 0.0069398839416330875]","[0.7445481146165387, 1.1063074855742019]"
waveform_gated_response_cnn,new_neural_waveform_response,332852,0.004064194688420388,0.027717200496205466,0.47927692960849033,"[0.024205184502086342, 0.034551492078083605]","[0.0031840720033742024, 0.005500442517159475]","[0.42791344507985324, 0.5573384437071933]"
geant4_birks_lookup,traditional_geant4_birks,332852,-0.02309863561869246,0.040243978309137673,1.0824359599765987,"[0.03875381586441233, 0.04158657347812534]","[-0.02689324180556662, -0.018240795568730137]","[0.9600408253376245, 1.2502300276864127]"
ridge,ml_linear,332852,0.01660337210218027,0.0723103905846768,1.085412641684835,"[0.06084712626357862, 0.09286671264267854]","[0.011501881461087972, 0.023421616004531676]","[0.9606877851961897, 1.2564536245913738]"
1d_cnn,neural_waveform,332852,0.01975045367125991,0.10538862087978905,1.4683061156217243,"[0.08591761133702475, 0.14102097470520525]","[0.012793234137161128, 0.025786698713187218]","[1.3476625422137998, 1.64766932802878]"
mlp,neural_tabular,332852,0.0020607718523541823,0.11667087236335484,1.6847827144253724,"[0.10948217218329336, 0.12553687295320898]","[-0.0036352252449610386, 0.009770965570958098]","[1.526348133205722, 1.801762469535381]"
