method,metric,ci95_low,ci95_high
frozen_peak_loglinear,bias_median_frac,-0.07764903618399696,-0.025821706906501273
frozen_peak_loglinear,res68_abs_frac,0.5048832208860187,0.5384370040836319
frozen_peak_loglinear,full_rms_frac,0.7319418134619818,0.994409371264392
frozen_peak_loglinear,within_25pct_rate,0.3283365155170924,0.3622348585813712
frozen_peak_loglinear,coverage68,0.654887895402362,0.7019425049982484
frozen_peak_loglinear,mean_width68_frac,1.021082778854849,1.070701586684331
frozen_peak_loglinear,coverage90,0.885557515766323,0.9127321380673793
frozen_peak_loglinear,mean_width90_frac,2.0437294334384637,2.3149829629298364
frozen_peak_loglinear,abstention_rate,0.4897205932556993,0.7915523986324936
frozen_peak_loglinear,retained_coverage90,0.8622013304371436,0.893851130453198
integral_topology_ridge,bias_median_frac,-0.07667127916608113,-0.02462860475027362
integral_topology_ridge,res68_abs_frac,0.5060519754499844,0.5368603148277231
integral_topology_ridge,full_rms_frac,0.7308325311479529,0.9925699831841481
integral_topology_ridge,within_25pct_rate,0.32864912341118374,0.3596110313800662
integral_topology_ridge,coverage68,0.6579166691450404,0.7008677261227071
integral_topology_ridge,mean_width68_frac,1.0259674093967392,1.0723696638700224
integral_topology_ridge,coverage90,0.8878005189869659,0.9143973966999813
integral_topology_ridge,mean_width90_frac,2.0383186853032673,2.313734674462568
integral_topology_ridge,abstention_rate,0.4583170062695925,0.7658425526377249
integral_topology_ridge,retained_coverage90,0.8688040387542225,0.8960886606816332
adaptive_template_ridge,bias_median_frac,-0.07610954309022928,-0.02852602107712707
adaptive_template_ridge,res68_abs_frac,0.5134537987868101,0.5414479976806408
adaptive_template_ridge,full_rms_frac,0.7416601940689697,1.0085207200362873
adaptive_template_ridge,within_25pct_rate,0.3235191169730462,0.35581623586892536
adaptive_template_ridge,coverage68,0.6620243580664527,0.7044622719596776
adaptive_template_ridge,mean_width68_frac,1.0379256499687404,1.0822341523206058
adaptive_template_ridge,coverage90,0.8836435483836947,0.9135099026135501
adaptive_template_ridge,mean_width90_frac,2.0368809547128155,2.347527712141356
adaptive_template_ridge,abstention_rate,0.459598324467762,0.7797463648853067
adaptive_template_ridge,retained_coverage90,0.8627247695536727,0.8880311820905881
support_huber,bias_median_frac,-0.053972718489471216,0.001800229444727135
support_huber,res68_abs_frac,0.5132083924935739,0.5468389574765806
support_huber,full_rms_frac,0.7675025136235957,1.0448809596296844
support_huber,within_25pct_rate,0.32039027293080513,0.35584987019408554
support_huber,coverage68,0.6605582978374789,0.7057621568929288
support_huber,mean_width68_frac,1.0425475745463781,1.08830980435284
support_huber,coverage90,0.8805029786586894,0.9125203774924204
support_huber,mean_width90_frac,2.14856218506297,2.4631698735003877
support_huber,abstention_rate,0.6527898883282759,0.8942370247834971
support_huber,retained_coverage90,0.848778080872914,0.8799591692964611
b_waveform_extra_trees,bias_median_frac,-0.07282701223042229,-0.028549192976064012
b_waveform_extra_trees,res68_abs_frac,0.506443235785233,0.535835362573493
b_waveform_extra_trees,full_rms_frac,0.7368417106514729,1.000517781771845
b_waveform_extra_trees,within_25pct_rate,0.3282701115474209,0.36177093114755005
b_waveform_extra_trees,coverage68,0.6584328334857068,0.7013694088507545
b_waveform_extra_trees,mean_width68_frac,1.0265635376002884,1.0750767651155153
b_waveform_extra_trees,coverage90,0.8833939583392537,0.9128945207528382
b_waveform_extra_trees,mean_width90_frac,2.0304721674614847,2.3077438228603304
b_waveform_extra_trees,abstention_rate,0.4587140966324109,0.7687338814441418
b_waveform_extra_trees,retained_coverage90,0.8566065572041718,0.8970388179033102
topology_only_sentinel,bias_median_frac,-0.07693393264582815,-0.026614907495821495
topology_only_sentinel,res68_abs_frac,0.5055119199980656,0.5368395328559468
topology_only_sentinel,full_rms_frac,0.7348337256460115,0.9980471231722277
topology_only_sentinel,within_25pct_rate,0.3224809747162864,0.3562811647094631
run_family_sentinel,bias_median_frac,-0.030228594345297774,0.023681292570885474
run_family_sentinel,res68_abs_frac,0.5079765068533965,0.5373673144341704
run_family_sentinel,full_rms_frac,0.782319984160711,1.0576733601769668
run_family_sentinel,within_25pct_rate,0.3328695913975386,0.3705151759245993
shuffled_target_extra_trees,bias_median_frac,-0.07374179424575514,-0.02910073888762868
shuffled_target_extra_trees,res68_abs_frac,0.509612728793955,0.5355018878488058
shuffled_target_extra_trees,full_rms_frac,0.743848822806209,1.016681746243978
shuffled_target_extra_trees,within_25pct_rate,0.33147936846928744,0.3644508964884923
