target,method,split,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_ci95,res68_ci95,full_rms_ci95
selected_A1A3_physical_charge,b2_loglinear,leave_one_run_out,4055,-0.04763476278438604,0.5202846094632806,0.8452595804467802,0.13982737361282369,0.3445129469790382,"[-0.06909725873962086, -0.02316089036096686]","[0.5066403114734753, 0.5393543003340525]","[0.7338369976327348, 0.9917976778936309]"
selected_A1A3_physical_charge,charge_transfer_ridge,leave_one_run_out,4055,-0.047420129281090115,0.5192709757631775,0.8427617027545853,0.13884093711467324,0.3435265104808878,"[-0.07128241502548498, -0.02080159806764659]","[0.5071629086357989, 0.5385599846081932]","[0.7429251210444344, 0.9929524961203713]"
selected_A1A3_physical_charge,b_waveform_extra_trees,leave_one_run_out,4055,-0.047637919339346475,0.5202407211931015,0.8448973657009582,0.13908754623921085,0.34303329223181256,"[-0.0675857248395633, -0.022811670895281064]","[0.5070093776119712, 0.5356503021781205]","[0.7378771897132784, 0.9946479218159259]"
selected_A1A3_physical_charge,shuffled_target_extra_trees,negative_control,4055,-0.04431980318144982,0.5170648358031417,0.837667689392005,0.1405672009864365,0.3474722564734895,"[-0.06166645476293155, -0.021380868833619854]","[0.5011881097251554, 0.5368597762986616]","[0.7191922389388169, 0.9918827516949218]"
