method,max_half_width90_frac,retained_n,abstention_rate,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_25pct_rate,coverage90,mean_width90_frac
adaptive_template_ridge,0.75,138,0.9659679408138101,138,-0.11058949433262975,0.4718657652082012,0.6515565487179991,0.35507246376811596,0.8695652173913043,1.3567818005062853
adaptive_template_ridge,1.0,1555,0.6165228113440198,1555,-0.07628489058161554,0.5201803972493929,0.8356359536249505,0.34662379421221867,0.8778135048231511,1.824578327443376
adaptive_template_ridge,1.25,3184,0.21479654747225652,3184,-0.05663693079662376,0.5241696020797018,0.8807204968838384,0.3401381909547739,0.8853643216080402,2.0047793319382596
adaptive_template_ridge,1.5,3927,0.03156596794081379,3927,-0.05550581680309001,0.5251334165057662,0.8551353186997217,0.3391902215431627,0.8966131907308378,2.148884462784122
adaptive_template_ridge,2.0,4055,0.0,4055,-0.05542631288025943,0.5248974466955625,0.8496289239590862,0.33958076448828606,0.8991368680641184,2.1805488730392146
support_huber,0.75,58,0.9856966707768188,58,-0.14734635729412957,0.4374588789761221,0.6405751361197172,0.3793103448275862,0.8793103448275862,1.373989403317767
support_huber,1.0,876,0.7839704069050555,876,-0.05903564195541569,0.5096790824276077,0.9356021839369931,0.3447488584474886,0.865296803652968,1.824312525122027
support_huber,1.25,2923,0.2791615289765721,2923,-0.03024805391926409,0.5204861228761297,0.8801574096437597,0.34040369483407457,0.8806021211084503,2.0739578813884316
support_huber,1.5,3680,0.09247842170160292,3680,-0.03558550249939235,0.5227670597357779,0.8948535727265279,0.3418478260869565,0.8899456521739131,2.206678361160799
support_huber,2.0,4055,0.0,4055,-0.02804680319685229,0.5260580377053948,0.8802613217276256,0.338347718865598,0.8969173859432799,2.2946218057196774
b_waveform_extra_trees,0.75,125,0.969173859432799,125,-0.1590109457068358,0.4725064307444455,0.5826108053358436,0.336,0.872,1.3907301562260241
b_waveform_extra_trees,1.0,1594,0.606905055487053,1594,-0.07031198363491627,0.5021002535291871,0.7510340502155578,0.3506900878293601,0.8808030112923463,1.8219593027366028
b_waveform_extra_trees,1.25,3253,0.1977805178791615,3253,-0.05438696048293826,0.5163426867603933,0.868410704731453,0.3492161082078082,0.887181063633569,2.0036720760822204
b_waveform_extra_trees,1.5,3938,0.02885326757090012,3938,-0.05511410986952954,0.5185712536654585,0.8513720643202185,0.3435754189944134,0.8961401726764855,2.126884890084616
b_waveform_extra_trees,2.0,4055,0.0,4055,-0.05438696048293826,0.5180266058015456,0.845652577966342,0.3442663378545006,0.8983970406905055,2.1552744077688217
