method,task,run,n,energy_res68_frac,energy_bias_frac,timing_sigma68_samples
ML_gradient_boosted_trees,saturation,61,480,0.024947253836857135,0.0036587840774979785,0.1482806148461336
ML_gradient_boosted_trees,saturation,62,480,0.020173901041502153,0.0001692347988317966,0.12545620511652208
ML_gradient_boosted_trees,saturation,63,480,0.01975459370115356,0.0011184148960323714,0.129867647552176
ML_gradient_boosted_trees,saturation,64,480,0.017103916487527147,-0.0003279210639647867,0.11424247899573142
ML_gradient_boosted_trees,saturation,65,425,0.017375870487538733,0.001313300545309204,0.06872245878881501
ML_mlp,saturation,31,426,0.07404789233873588,0.009269099847971751,0.15659499168395996
ML_mlp,saturation,32,409,0.06687672076264188,0.01226847016693089,0.1609393501281738
ML_mlp,saturation,33,430,0.06140203372979653,0.018701257258089132,0.14059671401977544
ML_mlp,saturation,34,411,0.0735480559458408,0.012464722036270581,0.1432145118713379
ML_mlp,saturation,35,389,0.07209546470501907,-0.012213628252322195,0.13806287765502934
ML_mlp,saturation,36,383,0.06668775362030581,0.00667704748122655,0.18466734886169434
ML_mlp,saturation,37,432,0.07280905237357009,0.010787980874419567,0.1350810241699219
ML_mlp,saturation,39,422,0.07311844307573488,0.0013299454014770173,0.18239727020263677
ML_mlp,saturation,40,410,0.07855363894578711,0.007493366985461436,0.16363093376159668
ML_mlp,saturation,41,439,0.06372361006505137,-0.0019480830509841507,0.12867753982543947
ML_mlp,saturation,42,424,0.07286624460736359,-0.0007008347466024301,0.14751566886901857
ML_mlp,saturation,44,215,0.06846956145023221,0.011773512192039037,0.13356956481933593
ML_mlp,saturation,45,451,0.07233220263147988,0.007578304434260774,0.16072392463684082
ML_mlp,saturation,46,128,0.06939520627561709,-0.0075369207494075385,0.1407930850982666
ML_mlp,saturation,47,218,0.06621111379201844,-0.002128185313032105,0.1640754222869873
ML_mlp,saturation,48,426,0.07373597877450377,0.007055711996421077,0.13774776458740234
ML_mlp,saturation,49,429,0.06643123201382857,0.0013860288293996437,0.1633048343658448
ML_mlp,saturation,50,447,0.06651888627222614,0.011152094588966044,0.13026714324951175
ML_mlp,saturation,51,375,0.07276319492093561,0.0001238330606949667,0.1338958740234375
ML_mlp,saturation,52,263,0.06705884023833344,0.024530730632521314,0.13566970825195312
ML_mlp,saturation,53,427,0.07708485787696297,-0.008246498017233539,0.12781667709350586
ML_mlp,saturation,54,416,0.08881395047829979,0.0013445324644052459,0.12114405632019043
ML_mlp,saturation,55,393,0.08803268331585695,0.01635199522407782,0.1217184066772461
ML_mlp,saturation,56,458,0.08846064284059454,0.014096857926329975,0.12105696678161622
ML_mlp,saturation,57,433,0.07706995699715935,-0.012332101004464247,0.16495328903198242
ML_mlp,saturation,58,424,0.06958575282123744,-0.001260903365723376,0.1336016845703126
ML_mlp,saturation,59,480,0.06640529187101325,0.014260619528891572,0.10455083847045901
ML_mlp,saturation,60,480,0.07369854679223936,0.009030005048574763,0.14995768547058105
ML_mlp,saturation,61,480,0.07827920146464762,-0.0011164780227154725,0.1482804870605469
ML_mlp,saturation,62,480,0.07809294546662708,-0.004107443307899805,0.12545646667480473
ML_mlp,saturation,63,480,0.07423451286261626,-0.013057978170764373,0.1298678207397461
ML_mlp,saturation,64,480,0.06303679015698167,0.018880117234081895,0.11424249649047852
ML_mlp,saturation,65,425,0.06233576240047405,-0.007342167573143321,0.06872262954711911
ML_ridge,saturation,31,426,0.03792352654276465,-0.0007384797927318942,0.15659523010253906
ML_ridge,saturation,32,409,0.03988971572749273,-0.00041049778415647165,0.1609393501281738
ML_ridge,saturation,33,430,0.03657363878227518,0.00014867655129280344,0.14059671401977544
ML_ridge,saturation,34,411,0.03669965632418286,-0.002597745550293906,0.1432145118713379
ML_ridge,saturation,35,389,0.04065153975015813,-0.002423733272564177,0.13806287765502934
ML_ridge,saturation,36,383,0.038522471476332476,0.00561509870363297,0.18466687202453613
ML_ridge,saturation,37,432,0.04097786767530558,-0.0006365894513558623,0.1350810241699219
ML_ridge,saturation,39,422,0.03898964998399922,0.004730327226518338,0.18239727020263677
ML_ridge,saturation,40,410,0.04036997689735405,0.0037071387379666865,0.16363093376159668
ML_ridge,saturation,41,439,0.03977458589006484,0.006004250435476921,0.12867753982543947
ML_ridge,saturation,42,424,0.03863990145277803,0.004559668710648057,0.14751554965972902
ML_ridge,saturation,44,215,0.0399909910977837,0.003245775263998052,0.13356956481933593
ML_ridge,saturation,45,451,0.04197140879503325,0.004444292396496907,0.16072392463684082
ML_ridge,saturation,46,128,0.03850766271405283,0.0056959014472798275,0.1407930850982666
ML_ridge,saturation,47,218,0.03845382037332885,0.008339257459585636,0.1640754222869873
ML_ridge,saturation,48,426,0.03661050053280057,0.003675473139464591,0.13774776458740234
ML_ridge,saturation,49,429,0.042202397349720595,0.0038735652830326206,0.1633050727844239
ML_ridge,saturation,50,447,0.0397954015850489,-0.005178477085715505,0.13026762008666995
ML_ridge,saturation,51,375,0.03945764378432755,-0.0017771104777415392,0.1338958740234375
ML_ridge,saturation,52,263,0.03695138680031491,-0.0013985185009902645,0.13567018508911133
ML_ridge,saturation,53,427,0.04413556884618976,-0.0016042298320925186,0.12781667709350586
ML_ridge,saturation,54,416,0.04213393790334577,0.00024677524492777714,0.12114405632019043
ML_ridge,saturation,55,393,0.04439328093690045,-0.006161104630646119,0.1217184066772461
ML_ridge,saturation,56,458,0.04200982015358566,0.00361719182074971,0.12105696678161622
ML_ridge,saturation,57,433,0.04267635963154506,0.006110658125255242,0.16495328903198242
ML_ridge,saturation,58,424,0.039043323900372955,-0.0005499470734938172,0.1336016845703126
ML_ridge,saturation,59,480,0.03630814324390559,-0.0005901269822656818,0.10455083847045901
ML_ridge,saturation,60,480,0.03910557780494603,0.002556264510887196,0.14995768547058105
ML_ridge,saturation,61,480,0.04414240066871717,0.011660125218900141,0.1482804870605469
ML_ridge,saturation,62,480,0.03996665787165625,-0.00023146134375529037,0.12545646667480473
ML_ridge,saturation,63,480,0.03942400306709536,0.0010915603686842967,0.1298678207397461
ML_ridge,saturation,64,480,0.03551621828260956,-0.001464959086107387,0.11424249649047852
ML_ridge,saturation,65,425,0.03664776374451683,-0.001380136586829006,0.06872262954711911
NN_1d_cnn_feature_mlp,saturation,31,426,0.12113813907135507,0.013956846997701389,0.15659523010253906
NN_1d_cnn_feature_mlp,saturation,32,409,0.0707993392274794,0.015249516689506581,0.1609391403198242
NN_1d_cnn_feature_mlp,saturation,33,430,0.060987162799372364,0.009340690061137469,0.14059671401977544
NN_1d_cnn_feature_mlp,saturation,34,411,0.060293907911693694,0.007638105167671494,0.1432145118713379
NN_1d_cnn_feature_mlp,saturation,35,389,0.06382277413216494,0.00586225571533916,0.13806287765502934
NN_1d_cnn_feature_mlp,saturation,36,383,0.06783803907601547,0.002210800073294328,0.18466734886169434
NN_1d_cnn_feature_mlp,saturation,37,432,0.08661038802756056,0.007071723495836402,0.1350810241699219
NN_1d_cnn_feature_mlp,saturation,39,422,0.06590995267680826,0.007620694319596333,0.18239727020263677
NN_1d_cnn_feature_mlp,saturation,40,410,0.06755437090833402,-0.01868357155191669,0.16363045692443848
NN_1d_cnn_feature_mlp,saturation,41,439,0.07143724760229717,0.0020279034063408474,0.12867753982543947
NN_1d_cnn_feature_mlp,saturation,42,424,0.06604818673653454,-0.00144817341228759,0.14751566886901857
NN_1d_cnn_feature_mlp,saturation,44,215,0.06684493881743814,-0.009687783765797597,0.13356956481933593
NN_1d_cnn_feature_mlp,saturation,45,451,0.07120781853790104,0.004003252301897353,0.16072392463684082
NN_1d_cnn_feature_mlp,saturation,46,128,0.0567769106147817,-0.004978978513421217,0.1407930850982666
NN_1d_cnn_feature_mlp,saturation,47,218,0.06116520109654064,0.004994332842355953,0.1640751838684082
NN_1d_cnn_feature_mlp,saturation,48,426,0.06658559434576905,0.004799299053763639,0.13774776458740234
NN_1d_cnn_feature_mlp,saturation,49,429,0.06678483525041494,0.0023443221030090555,0.1633048343658448
NN_1d_cnn_feature_mlp,saturation,50,447,0.063798590856755,0.006041862286883859,0.13026714324951175
NN_1d_cnn_feature_mlp,saturation,51,375,0.064592430335621,0.0008914057264617359,0.1338958740234375
NN_1d_cnn_feature_mlp,saturation,52,263,0.07030298950368181,-0.013584230511324957,0.13567018508911133
NN_1d_cnn_feature_mlp,saturation,53,427,0.06480579503994749,0.017351746772280352,0.12781667709350586
NN_1d_cnn_feature_mlp,saturation,54,416,0.06580705072733706,0.021183799120038205,0.12114405632019043
NN_1d_cnn_feature_mlp,saturation,55,393,0.07166001348242432,-0.005524125663586288,0.1217184066772461
NN_1d_cnn_feature_mlp,saturation,56,458,0.06178168836764216,0.008501084579668361,0.12105696678161622
NN_1d_cnn_feature_mlp,saturation,57,433,0.0665627355737086,-0.007885564315570748,0.16495328903198242
NN_1d_cnn_feature_mlp,saturation,58,424,0.06083660916357737,0.0061908735179531105,0.1336016845703126
NN_1d_cnn_feature_mlp,saturation,59,480,0.07094169604954188,-0.008097337389637416,0.10455083847045901
NN_1d_cnn_feature_mlp,saturation,60,480,0.06809330970700209,0.0027645723690264967,0.14995768547058105
NN_1d_cnn_feature_mlp,saturation,61,480,0.07202547076532037,-0.011825208160627654,0.1482804870605469
NN_1d_cnn_feature_mlp,saturation,62,480,0.06490928886571715,-0.002605604055011812,0.12545646667480473
NN_1d_cnn_feature_mlp,saturation,63,480,0.06902467179424833,-0.008929801373492086,0.1298678207397461
NN_1d_cnn_feature_mlp,saturation,64,480,0.07069887609060052,0.0048623233740133776,0.11424263000488281
NN_1d_cnn_feature_mlp,saturation,65,425,0.07399590965233195,0.002771053627295572,0.06872262954711911
NN_causal_attention_mlp_new,saturation,31,426,0.08019924058598127,0.00021669011606628708,0.15659499168395996
NN_causal_attention_mlp_new,saturation,32,409,0.07767659114157081,0.01819243653032432,0.1609393501281738
NN_causal_attention_mlp_new,saturation,33,430,0.06974736198606538,0.039148966548212316,0.14059671401977544
NN_causal_attention_mlp_new,saturation,34,411,0.07282876346995891,0.020743994808096744,0.1432145118713379
NN_causal_attention_mlp_new,saturation,35,389,0.07458775550050956,0.01819722732843143,0.13806287765502934
NN_causal_attention_mlp_new,saturation,36,383,0.09570483145409098,0.0014739682582369795,0.18466687202453613
NN_causal_attention_mlp_new,saturation,37,432,0.07932747946499362,0.0006687534340542589,0.1350810241699219
NN_causal_attention_mlp_new,saturation,39,422,0.1036961814109098,0.016488265364761334,0.18239692687988285
NN_causal_attention_mlp_new,saturation,40,410,0.08657567028300235,0.014564289960832366,0.16363093376159668
NN_causal_attention_mlp_new,saturation,41,439,0.07671674908507706,-0.0020211434670953654,0.12867753982543947
NN_causal_attention_mlp_new,saturation,42,424,0.07634330021814265,0.004934953134444253,0.14751566886901857
NN_causal_attention_mlp_new,saturation,44,215,0.07472006995111923,0.0007517535719987478,0.13356956481933593
NN_causal_attention_mlp_new,saturation,45,451,0.09375183591049319,-0.004586312400500336,0.16072392463684082
NN_causal_attention_mlp_new,saturation,46,128,0.05644401872767876,0.0027260457175910524,0.1407930850982666
NN_causal_attention_mlp_new,saturation,47,218,0.07496110460530069,0.01705619723604046,0.1640754222869873
NN_causal_attention_mlp_new,saturation,48,426,0.07751938976608641,0.004746680336416453,0.13774776458740234
NN_causal_attention_mlp_new,saturation,49,429,0.07600319232621636,0.009820002112769677,0.1633048343658448
NN_causal_attention_mlp_new,saturation,50,447,0.10037333439617843,0.019944692502554595,0.13026714324951175
NN_causal_attention_mlp_new,saturation,51,375,0.07650256773748387,-0.0002581805380494906,0.1338958740234375
NN_causal_attention_mlp_new,saturation,52,263,0.06710300563644926,-0.03090302472121076,0.13567042350769043
NN_causal_attention_mlp_new,saturation,53,427,0.06992212274988523,0.010626830249120145,0.12781667709350586
NN_causal_attention_mlp_new,saturation,54,416,0.0924340313503333,0.009404546712089346,0.12114405632019043
NN_causal_attention_mlp_new,saturation,55,393,0.08537987330517799,-0.007510946827954612,0.1217184066772461
NN_causal_attention_mlp_new,saturation,56,458,0.08366409209359366,0.0016849542010487495,0.12105696678161622
NN_causal_attention_mlp_new,saturation,57,433,0.07851473490204781,0.015986066211685745,0.16495328903198242
NN_causal_attention_mlp_new,saturation,58,424,0.08090983533042014,0.00717123311714285,0.1336016845703126
NN_causal_attention_mlp_new,saturation,59,480,0.08510198759013456,0.013775043142980503,0.10455083847045901
NN_causal_attention_mlp_new,saturation,60,480,0.09032751497308589,0.0085395596699952,0.14995768547058105
NN_causal_attention_mlp_new,saturation,61,480,0.14234638607053907,-0.009422043225592036,0.1482804870605469
NN_causal_attention_mlp_new,saturation,62,480,0.13815476648962804,0.0009673713826633401,0.12545646667480473
NN_causal_attention_mlp_new,saturation,63,480,0.08432617678485481,0.00565162899115601,0.1298678207397461
NN_causal_attention_mlp_new,saturation,64,480,0.1340206916530167,0.021541298466020153,0.11424263000488281
NN_causal_attention_mlp_new,saturation,65,425,0.07247222212894827,-0.002947236892970606,0.06872262954711911
traditional_template_deconvolution_cfd,saturation,31,426,0.13174998817007288,-0.15609079205747023,0.15659523288704813
traditional_template_deconvolution_cfd,saturation,32,409,0.1178668514810311,-0.14848719233960173,0.16093957342035775
traditional_template_deconvolution_cfd,saturation,33,430,0.13435707941571845,-0.1389866620835742,0.14059647819507942
traditional_template_deconvolution_cfd,saturation,34,411,0.14092697594909717,-0.1484997032716323,0.1432147002900427
traditional_template_deconvolution_cfd,saturation,35,389,0.1280361543474563,-0.15017849040562448,0.13806250340596204
traditional_template_deconvolution_cfd,saturation,36,383,0.13531096860804379,-0.1450993178792339,0.1846673286429392
traditional_template_deconvolution_cfd,saturation,37,432,0.1389131934354997,-0.15150709476807755,0.1350808264356674
traditional_template_deconvolution_cfd,saturation,39,422,0.13953300757760811,-0.15123202822690684,0.18239733101812708
traditional_template_deconvolution_cfd,saturation,40,410,0.1307303408190712,-0.1574370389019295,0.16363065905832253
traditional_template_deconvolution_cfd,saturation,41,439,0.15221005089688902,-0.15382623218707514,0.12867783088766535
traditional_template_deconvolution_cfd,saturation,42,424,0.13302513406233307,-0.15562009637255841,0.14751562936567067
traditional_template_deconvolution_cfd,saturation,44,215,0.13338735411121855,-0.14648546863948486,0.1335694768563313
traditional_template_deconvolution_cfd,saturation,45,451,0.1396593831522306,-0.16019429102795313,0.16072414801038493
traditional_template_deconvolution_cfd,saturation,46,128,0.1144186034310382,-0.1206613129832041,0.14079321024425123
traditional_template_deconvolution_cfd,saturation,47,218,0.1061510377709033,-0.13777225454696823,0.16407524313409858
traditional_template_deconvolution_cfd,saturation,48,426,0.13310935457028927,-0.15425019599150847,0.1377477887289169
traditional_template_deconvolution_cfd,saturation,49,429,0.1337373676382671,-0.15581284324721534,0.1633048836560891
traditional_template_deconvolution_cfd,saturation,50,447,0.14397934312848212,-0.1407747563627577,0.1302673889675131
traditional_template_deconvolution_cfd,saturation,51,375,0.13530213471917257,-0.15222465701219512,0.13389597887790472
traditional_template_deconvolution_cfd,saturation,52,263,0.13662771211264405,-0.13701118336975848,0.13567015112757796
traditional_template_deconvolution_cfd,saturation,53,427,0.14676241175158167,-0.14329454242401674,0.12781690331087917
traditional_template_deconvolution_cfd,saturation,54,416,0.148663877122411,-0.14677209880324354,0.12114420953528784
traditional_template_deconvolution_cfd,saturation,55,393,0.15587256599480545,-0.1705738597083224,0.12171840786828103
traditional_template_deconvolution_cfd,saturation,56,458,0.13741537558095154,-0.1472539265679051,0.12105693419704355
traditional_template_deconvolution_cfd,saturation,57,433,0.14027616854447014,-0.1546627863204043,0.16495328635898368
traditional_template_deconvolution_cfd,saturation,58,424,0.14840660483502885,-0.15925336112770022,0.1336017109934691
traditional_template_deconvolution_cfd,saturation,59,480,0.13203976746569496,-0.1576357177475235,0.1045506700998837
traditional_template_deconvolution_cfd,saturation,60,480,0.13666303636563157,-0.14628723561970236,0.14995774748371754
traditional_template_deconvolution_cfd,saturation,61,480,0.13930907350910393,-0.1541060717386214,0.1482806148461336
traditional_template_deconvolution_cfd,saturation,62,480,0.13252011833376107,-0.1570214265041992,0.12545620511652208
traditional_template_deconvolution_cfd,saturation,63,480,0.1255852451374544,-0.1489685435532846,0.129867647552176
traditional_template_deconvolution_cfd,saturation,64,480,0.1262837874962124,-0.1543490553506931,0.11424247899573174
traditional_template_deconvolution_cfd,saturation,65,425,0.11218449033431063,-0.153014136142418,0.06872245878881501
